...1,year,state,state_po,special,district,dem,rep,totalvotes,dem_cand,rep_cand,dem_inc,rep_inc,dem_funds,rep_funds,2party_votes,dem_pct_2p,rep_pct_2p,dem_tot_funds,rep_tot_funds,tot_funds,dem_funds_2p_pct,rep_funds_2p_pct,prev_lean,prev2_lean,generic_ballot_avg,pres_approval_avg,incumbent_pres,ics,pres_approval_avg_x_incpres,ics_x_incpres,cvap_white_pct,cvap_asn_pct,cvap_hisp_pct,cvap_black_pct,cvap_natam_pct,no_dem_cand_flag,no_rep_cand_flag,dem_inc_any,rep_inc_any,dem_inc_dummy,rep_inc_dummy,pvi,dem_funds_2p_pct_sqrd,y_pred,y_act,fund_chances,abs_err,err,district_id
217,2018,Minnesota,MN,FALSE,MN-06,122332,192931,315726,Ian Todd,Tom Emmer,False,True,76700.61,820561.54,315263,38.80315799824274,61.19684200175727,76700.61,820561.54,897262.15,8.54829438642876,91.45170561357124,-15.038992769835367,-9.587219589004349,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,92.9,1.9,1.7,1.9,0.4,FALSE,FALSE,FALSE,TRUE,0,1,-13.676049474627613,73.07333691704945,35.52820712528034,38.80315799824274,0.065,3.2749508729623997,-3.2749508729623997,MN06
218,2018,Minnesota,MN,FALSE,MN-07,146672,134668,281509,Collin C Peterson,Dave Hughes,True,False,290567.84,182965.53,281340,52.13336176867847,47.86663823132153,290567.84,182965.53,473533.37,61.36163962425712,38.6383603757429,-17.682230138778586,-6.929663693104118,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,92.8,0.5,2.4,0.8,2.3,FALSE,FALSE,TRUE,FALSE,1,0,-14.994088527359969,3765.2508173772017,41.30566888094453,52.13336176867847,0.91,10.827692887733939,-10.827692887733939,MN07
219,2018,Minnesota,MN,FALSE,MN-08,141950,159364,314211,Joe Radinovich,Pete Stauber,False,False,1731689.63,1243565.18,301314,47.11032344995586,52.88967655004414,1731689.63,1243565.18,2975254.81,58.20306967254345,41.79693032745656,-9.527595380971391,0.8325576972181992,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,93.7,0.6,1.2,0.9,2.2,FALSE,FALSE,FALSE,FALSE,0,0,-6.937557111423994,3387.597319306947,44.72542805794399,47.11032344995586,4.675,2.3848953920118703,-2.3848953920118703,MN08
220,2018,Mississippi,MS,FALSE,MS-01,76601,158245,236521,Randy Mack Wadkins,Trent Kelly,False,True,153379.59,476172.85,234846,32.61754511467089,67.38245488532911,153379.59,476172.85,629552.44,24.36327464635035,75.63672535364965,-17.95588255917356,-14.533468663700477,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,70,0.5,1.6,27.1,0.2,FALSE,FALSE,FALSE,TRUE,0,1,-17.10027908530529,593.5691514934979,31.996032376429476,32.61754511467089,0.02,0.6215127382414138,-0.6215127382414138,MS01
222,2018,Mississippi,MS,FALSE,MS-03,94461,160284,257271,Michael Ted Evans,Michael Guest,False,False,0,677722.13,254745,37.08061002178649,62.9193899782135,0,677722.13,677722.13,0,100,-13.614902417891557,-12.524802847831182,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,62.2,0.7,1.1,34.7,0.8,FALSE,FALSE,FALSE,FALSE,0,0,-13.342377525376463,0,36.15224198991205,37.08061002178649,0.08,0.9283680318744416,-0.9283680318744416,MS03
223,2018,Mississippi,MS,FALSE,MS-04,68787,152633,223732,Jeramey Anderson,Steven Palazzo,False,True,134520.34,212578.0,221420,31.06629934061964,68.93370065938036,134520.34,212578,347098.34,38.755685204371765,61.24431479562824,-22.18453292685306,-20.35734244454375,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,72.3,1.1,2.5,22.5,0.4,FALSE,FALSE,FALSE,TRUE,0,1,-21.727735306275733,1502.0031356603606,28.178973222548564,31.06629934061964,0.01,2.8873261180710763,-2.8873261180710763,MS04
224,2018,Missouri,MO,FALSE,MO-01,219781,45867,274375,Lacy Clay,Robert Vroman,True,False,84385.85,100.0,265648,82.73391856893333,17.266081431066674,84385.85,100,84485.85,99.88163698418136,0.1183630158186252,29.25001733261396,28.9048747602276,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,46.2,1.8,2,48.2,0.2,FALSE,FALSE,TRUE,FALSE,1,0,29.16373168951737,9976.341406639785,81.55278207811597,82.73391856893333,100,1.1811364908173658,-1.1811364908173658,MO01
225,2018,Missouri,MO,FALSE,MO-02,177611,192477,376066,Cort Vanostran,Ann Wagner,False,True,2165382.56,1533956.73,370088,47.99155876440198,52.00844123559803,2165382.56,1533956.73,3699339.29,58.53430545971899,41.465694540281,-6.533137408337097,-9.928924851263744,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,90.6,3,1.6,3.7,0.1,FALSE,FALSE,FALSE,TRUE,0,1,-7.382084269068759,3426.2649156516886,43.32002271655832,47.99155876440198,2.365,4.671536047843659,-4.671536047843659,MO02
226,2018,Missouri,MO,FALSE,MO-03,106589,211243,324608,Katy Geppert,Blaine Luetkemeyer,False,True,20010.12,576745.0,317832,33.536270734224374,66.46372926577563,20010.12,576745,596755.12,3.3531543055717727,96.64684569442824,-21.61236256307251,-15.19428126649047,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,93,0.6,1.6,3.2,0.3,FALSE,FALSE,FALSE,TRUE,0,1,-20.007842238926997,11.243643796974517,30.39965980923379,33.536270734224374,0.015,3.1366109249905847,-3.1366109249905847,MO03
227,2018,Missouri,MO,FALSE,MO-04,95968,190138,293316,Renee Hoagenson,Vicky Hartzler,False,True,437185.26,751297.25,286106,33.5428128036462,66.4571871963538,437185.26,751297.25,1188482.51,36.78516564791517,63.21483435208483,-20.106413282433028,-14.676717529079228,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,89.4,1,2.7,4.6,0.5,FALSE,FALSE,FALSE,TRUE,0,1,-18.74898934409458,1353.1484117445584,31.677642675062778,33.5428128036462,0.015,1.8651701285834221,-1.8651701285834221,MO04
228,2018,Missouri,MO,FALSE,MO-05,175019,101069,283785,Emanuel Cleaver Ii,Jacob Turk,True,False,310673.91,84551.0,276088,63.392469067833446,36.60753093216656,310673.91,84551,395224.91,78.6068646331022,21.3931353668978,6.005883385580546,7.97845058804522,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,70.2,1.5,5.1,21.1,0.4,FALSE,FALSE,TRUE,FALSE,1,0,6.4990251861967145,6179.039167446855,59.0771657612246,63.392469067833446,99.25,4.315303306608847,-4.315303306608847,MO05
229,2018,Missouri,MO,FALSE,MO-06,97660,199796,305409,Henry Robert Martin,Sam Graves,False,True,33568.73,291339.33,297456,32.83174654402668,67.16825345597333,33568.73,291339.33,324908.06,10.331762776214294,89.66823722378572,-17.706716491075518,-13.261948506425348,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,90.5,0.9,2.9,4.1,0.4,FALSE,FALSE,FALSE,TRUE,0,1,-16.595524494912976,106.7453220639673,32.69869177400404,32.83174654402668,0.02,0.133054770022639,-0.133054770022639,MO06
230,2018,Missouri,MO,FALSE,MO-07,89190,196343,296455,Jamie Daniel Schoolcraft,Billy Long,False,True,39903.52,504379.63,285533,31.236319444687656,68.76368055531235,39903.52,504379.63,544283.15,7.331389920852775,92.6686100791472,-25.146920728048546,-20.968537433439387,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,92,0.9,2.6,1.7,0.9,FALSE,FALSE,FALSE,TRUE,0,1,-24.102324904396255,53.74927817158166,26.697844644827253,31.236319444687656,0.01,4.538474799860403,-4.538474799860403,MO07
231,2018,Missouri,MO,FALSE,MO-08,66151,194042,264399,Kathy Ellis,Jason Smith,False,True,159979.21,435840.0,260193,25.423820010530644,74.57617998946937,159979.21,435840,595819.21,26.850294068229186,73.14970593177081,-29.301620023873607,-19.278875934875067,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,92.3,0.3,1.4,4.3,0.5,FALSE,FALSE,FALSE,TRUE,0,1,-26.79593400162397,720.9382915503834,24.446089893609177,25.423820010530644,0.005,0.9777301169214674,-0.9777301169214674,MO08
232,2018,Montana,MT,FALSE,MT-00,233284,256661,504421,Kathleen Williams,Greg Gianforte,False,True,3863400.12,6458278.94,489945,47.61432405678188,52.38567594321811,3863400.12,6458278.94,10321679.06,37.42995783478662,62.57004216521338,-12.222953247737316,-8.99809411589122,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,89.1,0.6,2.8,0.4,5.2,FALSE,FALSE,FALSE,TRUE,0,1,-11.416738464775792,1401.0017435139043,39.448778625694466,47.61432405678188,0.4,8.165545431087416,-8.165545431087416,MT00
233,2018,Nebraska,NE,FALSE,NE-01,93069,141712,234781,Jessica Mcclure,Jeff Fortenberry,False,True,70779.02,369312.76,234781,39.64077161269438,60.35922838730562,70779.02,369312.76,440091.78,16.082786186099636,83.91721381390036,-12.440750956004862,-10.446231656429326,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,88.6,1.7,4.9,2.6,0.9,FALSE,FALSE,FALSE,TRUE,0,1,-11.942121131110978,258.65601150779725,36.91462330011174,39.64077161269438,0.12,2.7261483125826373,-2.7261483125826373,NE01
234,2018,Nebraska,NE,FALSE,NE-02,121770,126715,248485,Kara Eastman,Don Bacon,False,True,2096387.93,1007221.36,248485,49.00497011892066,50.99502988107935,2096387.93,1007221.36,3103609.29,67.54677326023855,32.45322673976143,-2.3053606486066087,-5.560766962282884,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,81.6,1.6,5.8,9.1,0.4,FALSE,FALSE,FALSE,TRUE,0,1,-3.1192122270256775,4562.566577870078,45.642713247948286,49.00497011892066,6.995,3.3622568709723737,-3.3622568709723737,NE02
235,2018,Nebraska,NE,FALSE,NE-03,49654,163650,213304,Paul Theobald,Adrian Smith,False,True,75561.03,244884.79,213304,23.278513295578144,76.72148670442186,75561.03,244884.79,320445.82,23.57997055477272,76.42002944522727,-30.037250571864902,-23.5916191782583,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,90.4,0.5,6.4,0.9,0.7,FALSE,FALSE,FALSE,TRUE,0,1,-28.42584272346325,556.0150113639486,20.616233038324633,23.278513295578144,0,2.66228025725351,-2.66228025725351,NE03
236,2018,Nevada,NV,FALSE,NV-01,100707,46978,152201,Dina Titus,Joyce Bentley,True,False,267289.85,0,147685,68.19040525442665,31.80959474557335,267289.85,0,267289.85,100,0,14.269834041575514,14.988827158808746,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,45,9.3,29.1,13.2,0.7,FALSE,FALSE,TRUE,FALSE,1,0,14.449582320883822,10000,67.17636983436877,68.19040525442665,99.965,1.0140354200578798,-1.0140354200578798,NV01
237,2018,Nevada,NV,FALSE,NV-02,120102,167435,287537,Clint Koble,Mark E Amodei,False,True,122395.27,664967.0,287537,41.76923317694767,58.230766823052335,122395.27,664967,787362.27,15.544975250084056,84.45502474991594,-7.855743329289226,-6.0870935958919645,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,76.1,3.8,14.1,1.9,2.1,FALSE,FALSE,FALSE,TRUE,0,1,-7.41358089593991,241.64625552572585,41.35000410486121,41.76923317694767,0.8999999999999999,0.4192290720864591,-0.4192290720864591,NV02
238,2018,Nevada,NV,FALSE,NV-03,148501,122566,286168,Susie Lee,Danny Tarkanian,False,False,3441827.73,0,271067,54.78387262189791,45.216127378102094,3441827.73,0,3441827.73,100,0,-1.645820175918793,-1.557926950527012,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,62.8,12.7,14,6.9,0.4,FALSE,FALSE,FALSE,FALSE,0,0,-1.6238468695708477,10000,51.200125726090434,54.78387262189791,66.47999999999999,3.5837468958074794,-3.5837468958074794,NV03
239,2018,Nevada,NV,FALSE,NV-04,121962,102748,234868,Steven A Horsford,Cresent Hardy,False,False,1306551.83,549130.45,224710,54.275288149170045,45.72471185082996,1306551.83,549130.45,1855682.28,70.40816437606982,29.59183562393019,1.5148546669066292,3.49418691402542,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,55,6.4,19.1,15.7,0.9,FALSE,FALSE,FALSE,FALSE,0,0,2.009687728686327,4957.309610807667,53.0504469652945,54.275288149170045,83.685,1.2248411838755473,-1.2248411838755473,NV04
240,2018,New Hampshire,NH,FALSE,NH-01,155884,130996,291039,Chris Pappas,Eddie Edwards,False,False,1706328.82,1094637.81,286880,54.33770217512549,45.66229782487451,1706328.82,1094637.81,2800966.63,60.91928414013272,39.08071585986728,-1.9520509378427136,-1.1513925653970034,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,93.7,1.4,2.4,1.1,0.1,FALSE,FALSE,FALSE,FALSE,0,0,-1.751886344731286,3711.1591801462255,50.26648427667546,54.33770217512549,53.795,4.07121789845003,-4.07121789845003,NH01
241,2018,New Hampshire,NH,FALSE,NH-02,155358,117990,279705,Anne Mclane Kuster,Steven Negron,True,False,2139892.27,174840.84,273348,56.83524298696168,43.164757013038326,2139892.27,174840.84,2314733.11,92.44660910388932,7.553390896110697,0.1525394106144944,2.9241208676286448,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,93.3,1.6,2.7,1,0.2,FALSE,FALSE,TRUE,FALSE,1,0,0.845434774868032,8546.37553480731,54.717359109969784,56.83524298696168,93.49499999999999,2.117883876991897,-2.117883876991897,NH02
242,2018,New Jersey,NJ,FALSE,NJ-01,169628,87617,263418,Donald W Norcross,Paul E Dilks,True,False,1199389.97,10898.0,257245,65.94025151120528,34.059748488794725,1199389.97,10898,1210287.97,99.09955314188574,0.9004468581142717,11.534307733712474,13.822699355860976,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,68.4,4.1,9.6,16.5,0.1,FALSE,FALSE,TRUE,FALSE,1,0,12.1064056392496,9820.721432921435,65.05857612004672,65.94025151120528,99.92,0.8816753911585522,-0.8816753911585522,NJ01
243,2018,New Jersey,NJ,FALSE,NJ-02,136685,116866,258363,Jeff Van Drew,Seth Grossman,False,False,1141047.23,276139.2,253551,53.90828669577324,46.09171330422676,1141047.23,276139.2,1417186.43,80.51497007348569,19.48502992651433,-3.5041292554673404,2.158744230147285,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,73,3,10.3,11.9,0.3,FALSE,FALSE,FALSE,FALSE,0,0,-2.088410884063684,6482.660405934295,49.70082815131084,53.90828669577324,46.095000000000006,4.207458544462405,-4.207458544462405,NJ02
244,2018,New Jersey,NJ,FALSE,NJ-03,153473,149500,306875,Andy Kim,Tom Macarthur,False,True,5208083.54,1328624.78,302973,50.65566898700544,49.34433101299456,5208083.54,1328624.78,6536708.32,79.67440621551245,20.32559378448754,-4.318142768515784,0.3481726016417212,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,79.4,2.8,5.9,10.1,0,FALSE,FALSE,FALSE,TRUE,0,1,-3.151563925976408,6348.0110057944885,48.23208975580355,50.65566898700544,27.200000000000003,2.4235792312018916,-2.4235792312018916,NJ03
245,2018,New Jersey,NJ,FALSE,NJ-04,126766,163065,294348,Joshua Welle,Christopher H Smith,False,True,1678470.23,911881.23,289831,43.73790243279704,56.26209756720295,1678470.23,911881.23,2590351.46,64.7970075072361,35.2029924927639,-8.745226331089633,-6.7983762175055205,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,82.7,3.7,6.5,6.2,0,FALSE,FALSE,FALSE,TRUE,0,1,-8.258513802693605,4198.652181892812,40.92703461514873,43.73790243279704,0.635,2.8108678176483153,-2.8108678176483153,NJ04
246,2018,New Jersey,NJ,FALSE,NJ-05,169546,128255,301823,Josh Gottheimer,John J Mccann Jr,True,False,5147323.77,380419.51,297801,56.93264965530673,43.06735034469327,5147323.77,380419.51,5527743.279999999,93.11799606583756,6.882003934162443,-1.694930366877195,-3.4843631017936545,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,75.5,8,10.9,4.6,0.2,FALSE,FALSE,TRUE,FALSE,1,0,-2.1422885506063096,8670.96119131734,51.80485046174898,56.93264965530673,73.475,5.127799193557756,-5.127799193557756,NJ05
247,2018,New Jersey,NJ,FALSE,NJ-06,140752,80443,221195,Frank Pallone Jr,Richard J Pezzullo,True,False,924798.29,32260.0,221195,63.63254142272656,36.367458577273446,924798.29,32260,957058.29,96.62925442085664,3.3707455791433563,6.938797076074131,10.195791095627923,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,57.9,14,16.1,10.9,0.1,FALSE,FALSE,TRUE,FALSE,1,0,7.75304558096258,9337.212809930643,61.11687007494792,63.63254142272656,99.695,2.5156713477786425,-2.5156713477786425,NJ06
248,2018,New Jersey,NJ,FALSE,NJ-07,166985,150785,322742,Tom Malinowski,Leonard Lance,False,True,5119597.43,1408923.44,317770,52.54901343739182,47.45098656260818,5119597.43,1408923.44,6528520.869999999,78.41894867068106,21.58105132931895,-0.5327601788496921,-5.070455619374911,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,78.4,7.6,8.2,4.8,0.1,FALSE,FALSE,FALSE,TRUE,0,1,-1.6671840389809969,6149.531510614911,47.30238888747734,52.54901343739182,18.22,5.246624549914479,-5.246624549914479,NJ07
249,2018,New Jersey,NJ,FALSE,NJ-08,119881,28725,153455,Albio Sires,John R Muniz,True,False,163170.38,2101.0,148606,80.67036324239936,19.329636757600635,163170.38,2101,165271.38,98.72875751385388,1.2712424861461191,26.779797057547192,27.07191606274587,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,34.6,6.5,47.3,10.4,0.1,FALSE,FALSE,TRUE,FALSE,1,0,26.85282680884686,9747.367560229359,78.35864206771559,80.67036324239936,100,2.3117211746837683,-2.3117211746837683,NJ08
250,2018,New Jersey,NJ,FALSE,NJ-09,140832,57854,200416,Bill Pascrell Jr,Eric P Fisher,True,False,673938.14,0,198686,70.88169272117814,29.11830727882186,673938.14,0,673938.14,100,0,14.881148302737891,16.984044995244588,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,46.6,10.6,30.9,10.9,0.1,FALSE,FALSE,TRUE,FALSE,1,0,15.406872475864564,10000,68.96337022555778,70.88169272117814,99.985,1.9183224956203588,-1.9183224956203588,NJ09
251,2018,New Jersey,NJ,FALSE,NJ-10,175253,20191,200159,Donald M Payne Jr,Agha Khan,True,False,98793.42,0,195444,89.66916354556804,10.33083645443196,98793.42,0,98793.42,100,0,35.83104292889528,36.45127165381682,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,23,5.7,16,54,0.2,FALSE,FALSE,TRUE,FALSE,1,0,35.98610011012566,10000,87.53377611201446,89.66916354556804,100,2.135387433553575,-2.135387433553575,NJ10
252,2018,New Jersey,NJ,FALSE,NJ-11,183684,136322,323574,Mikie Sherrill,Jay Webber,False,False,6673024.41,1345173.04,320006,57.40017374674225,42.59982625325775,6673024.41,1345173.04,8018197.45,83.22349819409848,16.776501805901525,-1.5700451734104774,-4.884085249809729,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,79.2,7.6,8.6,3.6,0.1,FALSE,FALSE,FALSE,FALSE,0,0,-2.3985551925102904,6926.150651663113,49.80766639930821,57.40017374674225,47.125,7.5925073474340365,-7.5925073474340365,NJ11
253,2018,New Jersey,NJ,FALSE,NJ-12,173334,79041,252375,Bonnie Watson Coleman,Daryl Kipnis,True,False,476828.45,24183.35,252375,68.68112927191679,31.31887072808321,476828.45,24183.35,501011.8,95.17309771945492,4.826902280545089,16.053863453240076,15.258248798427928,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,57.4,12.2,11,18.3,0.1,FALSE,FALSE,TRUE,FALSE,1,0,15.85495978953704,9057.918529516914,67.37147418672913,68.68112927191679,99.97,1.3096550851876572,-1.3096550851876572,NJ12
254,2018,New Mexico,NM,FALSE,NM-01,147336,90507,249162,Debra A Haaland,Janice E Arnold-Jones,False,False,1807715.75,294729.43,237843,61.94674638311828,38.053253616881726,1807715.75,294729.43,2102445.18,85.9815878766456,14.018412123354388,8.410039363180772,6.286406741952824,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,46.9,1.9,43.2,2.5,4,FALSE,FALSE,FALSE,FALSE,0,0,7.879131207873785,7392.833453789331,57.97015429156998,61.94674638311828,98.815,3.976592091548298,-3.976592091548298,NM01
255,2018,New Mexico,NM,FALSE,NM-02,101489,97767,199256,Xochitl Torres Small,Yvette Herrell,False,False,3862936.05,1203445.16,199256,50.93397438471112,49.06602561528887,3862936.05,1203445.16,5066381.21,76.24645461686448,23.753545383135503,-6.776116901744572,-5.497010504976892,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,44.3,0.6,47.1,1.9,5.2,FALSE,FALSE,FALSE,FALSE,0,0,-6.456340302552652,5813.5218416415755,46.50889992756901,50.93397438471112,11.035,4.4250744571421095,-4.4250744571421095,NM02
256,2018,New Mexico,NM,FALSE,NM-03,155201,76427,244893,Ben R Lujan,Jerald Steve Mcfall,True,False,598484.29,0,231628,67.00442088175869,32.99557911824132,598484.29,0,598484.29,100,0,7.451000948773974,7.833034850956281,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,42.6,0.9,36.4,1.4,17.5,FALSE,FALSE,TRUE,FALSE,1,0,7.5465094243195505,10000,61.859644761884475,67.00442088175869,99.765,5.144776119874216,-5.144776119874216,NM03
259,2018,New York,NY,FALSE,NY-03,366011,109514,267062,Thomas R Suozzi,Dan P Debono,True,False,1850342.04,411760.79,475525,76.96987540087272,23.03012459912728,1850342.04,411760.79,2262102.83,81.79743270114737,18.20256729885263,2.070495336804946,-0.671413032692648,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,75.4,13,7.6,3,0.1,FALSE,FALSE,TRUE,FALSE,1,0,1.3850182444305474,6690.819996498733,53.989824006861824,76.96987540087272,89.545,22.9800513940109,-22.9800513940109,NY03
264,2018,New York,NY,FALSE,NY-11,310822,89441,192173,Max N Rose,Dan Donovan,False,True,3754933.27,1469116.88,400263,77.6544422042507,22.345557795749293,3754933.27,1469116.88,5224050.15,71.87781820968927,28.12218179031072,-6.158963388135028,0.1963501550975621,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,66.1,12.1,13.8,6.8,0.2,FALSE,FALSE,FALSE,TRUE,0,1,-4.5701350023268805,5166.420750585138,45.524404345188834,77.6544422042507,7.875,32.130037859061865,-32.130037859061865,NY11
266,2018,New York,NY,FALSE,NY-13,528465,10268,190688,Adriano Espaillat,Jineea Butler,True,False,447742.37,0.0,538733,98.09404658708488,1.9059534129151172,447742.37,0,447742.37,100,0,43.32138015771941,43.4440857644656,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,17.6,4.1,47.7,28.8,0.1,FALSE,FALSE,TRUE,FALSE,1,0,43.35205655940596,10000,94.16262860332695,98.09404658708488,100,3.9314179837579246,-3.9314179837579246,NY13
267,2018,New York,NY,FALSE,NY-14,110318,19202,141204,Alexandria Ocasio-Cortez,Anthony Pappas,False,False,2045386.06,8161.0,129520,85.17449042618901,14.825509573810994,2045386.06,8161,2053547.06,99.60259006676964,0.397409933230359,28.588448739514057,29.57058258320224,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,31.3,14,41,12.4,0.3,FALSE,FALSE,FALSE,FALSE,0,0,28.8339822004361,9920.675948008957,77.69732012369253,85.17449042618901,100,7.477170302496475,-7.477170302496475,NY14
276,2018,New York,NY,FALSE,NY-25,517662,110736,270120,Joseph D Morelle,Jim Maxwell,False,False,1022471.98,479446.98,628398,82.37804703388618,17.62195296611383,1022471.98,479446.98,1501918.96,68.07770640301392,31.922293596986083,7.535232318216899,7.896810472364535,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,75.8,2.2,6.9,13.6,0.2,FALSE,FALSE,FALSE,FALSE,0,0,7.625626856753808,4634.574109094962,58.254909106189736,82.37804703388618,98.83999999999999,24.12313792769644,-24.12313792769644,NY25
279,2018,North Carolina,NC,FALSE,NC-01,190457,82218,272675,G K Butterfield,Roger W Allison,True,False,102895.8,28309.46,272675,69.84762079398551,30.152379206014484,102895.8,28309.46,131205.26,78.4235327150756,21.5764672849244,17.79534963580567,16.591562276292123,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,47.7,1.3,3,45.7,0.7,FALSE,FALSE,TRUE,FALSE,1,0,17.494402795927286,6150.250483512532,69.59966570181646,69.84762079398551,99.985,0.24795509216905032,-0.24795509216905032,NC01
280,2018,North Carolina,NC,FALSE,NC-02,151977,170072,331704,Linda Coleman,George Holding,False,True,1371252.78,1225546.13,322049,47.19064490186276,52.809355098137246,1371252.78,1225546.13,2596798.91,52.80550506700574,47.194494932994246,-6.0952043139481376,-8.509857720653216,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,71.6,1.5,4.7,20.2,0.4,FALSE,FALSE,FALSE,TRUE,0,1,-6.698867665624407,2788.4213653815686,43.625933862699945,47.19064490186276,2.8449999999999998,3.564711039162816,-3.564711039162816,NC02
282,2018,North Carolina,NC,FALSE,NC-04,247067,82052,341403,David Price,"Steve A \""Von\"" Loor",True,False,426589.64,0,329119,75.06919989426318,24.930800105736832,426589.64,0,426589.64,100,0,19.637402197711346,13.395687382145397,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,64.7,5.5,4.3,23.3,0.4,FALSE,FALSE,TRUE,FALSE,1,0,18.076973493819857,10000,71.22822891830175,75.06919989426318,99.995,3.840970975961426,-3.840970975961426,NC04
283,2018,North Carolina,NC,FALSE,NC-05,120468,159917,280385,Dd Adams,Virginia Foxx,False,True,340759.54,1301396.98,280385,42.96520855252599,57.03479144747401,340759.54,1301396.98,1642156.52,20.750734528033902,79.24926547196608,-10.169700072021136,-9.15341908159855,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,79.6,1,3.6,14.6,0.4,FALSE,FALSE,FALSE,TRUE,0,1,-9.91562982441549,430.59298345293837,40.32421874283747,42.96520855252599,0.58,2.64098980968852,-2.64098980968852,NC05
284,2018,North Carolina,NC,FALSE,NC-06,123651,160709,284360,Ryan Watts,B Mark Walker,False,True,313645.4,342586.99,284360,43.48396398930932,56.51603601069068,313645.4,342586.99,656232.39,47.79486730302965,52.205132696970345,-8.634025152264833,-8.40124328281859,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,73,1.2,3.6,20.8,0.3,FALSE,FALSE,FALSE,TRUE,0,1,-8.575829684903272,2284.3493405142126,41.693587706748325,43.48396398930932,1.005,1.7903762825609988,-1.7903762825609988,NC06
285,2018,North Carolina,NC,FALSE,NC-07,120838,156809,282312,Kyle Horton,David Rouzer,False,True,850944.95,651134.51,277647,43.52217023774793,56.477829762252064,850944.95,651134.51,1502079.46,56.65112749760921,43.34887250239079,-10.188996965181111,-8.341206523031566,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,74.5,0.7,3.3,19.5,0.8,FALSE,FALSE,FALSE,TRUE,0,1,-9.727049354643723,3209.3502467503745,41.24643920984837,43.52217023774793,0.845,2.2757310278995604,-2.2757310278995604,NC07
