...1,year,state,state_po,special,district,dem,rep,totalvotes,dem_cand,rep_cand,dem_inc,rep_inc,dem_funds,rep_funds,2party_votes,dem_pct_2p,rep_pct_2p,dem_tot_funds,rep_tot_funds,tot_funds,dem_funds_2p_pct,rep_funds_2p_pct,prev_lean,prev2_lean,generic_ballot_avg,pres_approval_avg,incumbent_pres,ics,pres_approval_avg_x_incpres,ics_x_incpres,cvap_white_pct,cvap_asn_pct,cvap_hisp_pct,cvap_black_pct,cvap_natam_pct,no_dem_cand_flag,no_rep_cand_flag,dem_inc_any,rep_inc_any,dem_inc_dummy,rep_inc_dummy,pvi,dem_funds_2p_pct_sqrd,y_pred,y_act,fund_chances,abs_err,err,district_id
112,2018,Florida,FL,FALSE,FL-26,119797,115678,235475,Debbie Mucarsel-Powell,Carlos Curbelo,False,True,3416116.32,1940317.83,235475,50.87461513961142,49.12538486038858,3416116.32,1940317.83,5356434.15,63.77594168687764,36.22405831312236,7.244470869185513,3.8529325144889626,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,20.5,1.7,66,11.1,0.1,FALSE,FALSE,FALSE,TRUE,0,1,6.396586280511375,4067.370738048017,53.34035236997596,50.87461513961142,86.665,2.465737230364539,2.465737230364539,FL26
113,2018,Florida,FL,FALSE,FL-27,130743,115588,252586,Donna Shalala,Maria Elvira Salazar,False,False,2988643.76,1682147.84,246331,53.07614551152717,46.92385448847283,2988643.76,1682147.84,4670791.6,63.985808315661096,36.01419168433891,8.943411282430255,1.405928529991428,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,25.4,1.8,67.2,4.9,0.1,FALSE,FALSE,FALSE,FALSE,0,0,7.059040594320548,4094.1836658085244,54.70698787663339,53.07614551152717,93.41000000000001,1.6308423651062185,1.6308423651062185,FL27
114,2018,Georgia,GA,FALSE,GA-01,105942,144741,250683,Lisa M Ring,"Earl L \""Buddy\"" Carter",False,True,212455.55,943035.72,250683,42.2613420136188,57.738657986381206,212455.55,943035.72,1155491.27,18.38659932065086,81.61340067934914,-9.085873279228814,-8.473152913952433,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,63.4,1.4,4.1,29.3,0.3,FALSE,FALSE,FALSE,TRUE,0,1,-8.932693187909718,338.06703457815865,40.71007632112771,42.2613420136188,0.65,1.5512656924910928,-1.5512656924910928,GA01
115,2018,Georgia,GA,FALSE,GA-02,136699,92472,229171,Sanford Bishop,Herman West Jr,True,False,220701.3,19049.0,229171,59.649344812389,40.350655187611,220701.3,19049,239750.3,92.05465019230424,7.945349807695758,4.853095555949189,6.984997034470098,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,43.8,1,2.7,51.3,0.2,FALSE,FALSE,TRUE,FALSE,1,0,5.386070925579416,8474.058622027498,59.038664711198415,59.649344812389,99.15,0.6106801011905887,-0.6106801011905887,GA02
116,2018,Georgia,GA,FALSE,GA-03,101010,191996,293006,Chuck Enderlin,Drew Ferguson,False,True,50339.88,531031.0,293006,34.47369678436619,65.5263032156338,50339.88,531031,581370.88,8.65882377872108,91.34117622127891,-17.37415907031965,-18.58260365022093,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,69.7,1.3,3.4,24,0.2,FALSE,FALSE,FALSE,TRUE,0,1,-17.67627021529497,74.97522923094562,32.39933109424871,34.47369678436619,0.03,2.0743656901174816,-2.0743656901174816,GA03
117,2018,Georgia,GA,FALSE,GA-04,227717,61092,288809,"Henry C \""Hank\"" Johnson Jr",Joe Profit,True,False,38107.19,68818.47,288809,78.84691959045598,21.153080409544025,38107.19,68818.47,106925.66,35.638957009945045,64.36104299005495,26.084143622317946,22.24194518558575,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,28.9,3.3,3.9,62.3,0.2,FALSE,FALSE,TRUE,FALSE,1,0,25.123594013134895,1270.135256756711,75.09206282582481,78.84691959045598,100,3.754856764631171,-3.754856764631171,GA04
119,2018,Georgia,GA,FALSE,GA-06,160139,156875,317014,Lucy Mcbath,Karen Handel,False,True,2316740.59,6884182.59,317014,50.51480376260985,49.48519623739014,2316740.59,6884182.59,9200923.18,25.17943628782693,74.82056371217305,-1.897962953797688,-13.85655468203521,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,71,7.4,5.5,14.2,0.3,FALSE,FALSE,FALSE,TRUE,0,1,-4.887610885857068,634.0040117727357,43.70118795716119,50.51480376260985,2.23,6.813615805448663,-6.813615805448663,GA06
120,2018,Georgia,GA,FALSE,GA-07,140011,140430,280441,Carolyn Bourdeaux,Rob Woodall,False,True,2553486.79,507599.68,280441,49.92529622986653,50.07470377013347,2553486.79,507599.68,3061086.47,83.41766281434056,16.582337185659444,-4.442356268625673,-13.080594772525773,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,56.1,11.1,9.6,21.4,0.2,FALSE,FALSE,FALSE,TRUE,0,1,-6.6019158946006975,6958.506469407016,44.5567349754552,49.92529622986653,4.29,5.368561254411333,-5.368561254411333,GA07
122,2018,Georgia,GA,FALSE,GA-09,57912,224661,282573,Josh Mccall,Doug Collins,False,True,96183.51,493442.35,282573,20.49452707795861,79.50547292204139,96183.51,493442.35,589625.86,16.312634252507173,83.68736574749282,-31.204883944950986,-31.196047248534967,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,86,1,4.8,6.8,0.2,FALSE,FALSE,FALSE,TRUE,0,1,-31.202674770846983,266.1020362560703,19.770457905096958,20.49452707795861,0.005,0.724069172861654,-0.724069172861654,GA09
123,2018,Georgia,GA,FALSE,GA-10,112339,190396,302735,Tabitha A Johnson-Green,Jody Hice,False,True,17115.45,457798.3,302735,37.108031776966655,62.89196822303335,17115.45,457798.3,474913.75,3.6039070252230014,96.396092974777,-14.25255643278176,-15.205837670881394,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,68.8,1.6,3.2,24.9,0.1,FALSE,FALSE,FALSE,TRUE,0,1,-14.49087674230667,12.988145846451703,35.325990619632904,37.108031776966655,0.08499999999999999,1.782041157333751,-1.782041157333751,GA10
124,2018,Georgia,GA,FALSE,GA-11,118653,191887,310540,Flynn D Broady Jr,Barry Loudermilk,False,True,23575.09,251125.45,310540,38.20860436658723,61.79139563341276,23575.09,251125.45,274700.54000000004,8.58210544471445,91.41789455528554,-14.17447458110778,-19.997883662618943,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,74.1,2.3,5.6,16.4,0.1,FALSE,FALSE,FALSE,TRUE,0,1,-15.63032685148557,73.65253386419741,33.47401293548786,38.20860436658723,0.045,4.734591431099368,-4.734591431099368,GA11
125,2018,Georgia,GA,FALSE,GA-12,101503,148986,250489,Francys Johnson,Rick W Allen,False,True,231602.23,713066.75,250489,40.52193908714554,59.47806091285446,231602.23,713066.75,944668.98,24.51676035768635,75.48323964231365,-9.39751086445748,-7.909349566372022,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,59.1,1.3,3.7,34.5,0.2,FALSE,FALSE,FALSE,TRUE,0,1,-9.025470539936116,601.071538436221,40.48758803774151,40.52193908714554,0.52,0.03435104940403022,-0.03435104940403022,GA12
126,2018,Georgia,GA,FALSE,GA-13,223157,69760,292917,David Scott,David Callahan,True,False,65584.32,7632.0,292917,76.18437987552788,23.81562012447212,65584.32,7632,73216.32,89.57609451007644,10.423905489923555,21.631047044641853,17.825764665282946,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,30.7,2.3,5.5,59.8,0.1,FALSE,FALSE,TRUE,FALSE,1,0,20.679726449802125,8023.876707678148,73.8359426927026,76.18437987552788,100,2.348437182825279,-2.348437182825279,GA13
127,2018,Georgia,GA,FALSE,GA-14,53981,175743,229724,Steven Lamar Foster,Tom Graves,False,True,4795.0,660088.0,229724,23.498197837404884,76.50180216259511,4795,660088,664883,0.7211795157945082,99.27882048420548,-28.35900284830092,-26.271011028561425,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,84,0.8,5,8.9,0.2,FALSE,FALSE,FALSE,TRUE,0,1,-27.837004893366043,0.5200998940016014,22.80355345940091,23.498197837404884,0.01,0.694644378003975,-0.694644378003975,GA14
128,2018,Hawaii,HI,FALSE,HI-01,134650,42498,184211,Ed Case,Cam Cavasso,False,False,338209.35,128723.78,177148,76.0098900354506,23.99010996454941,338209.35,128723.78,466933.13,72.43207394600593,27.567926053994068,16.26402381651183,18.641285996220702,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,18.6,55.9,7.5,2.3,0.1,FALSE,FALSE,FALSE,FALSE,0,0,16.85833936143905,5246.405336119671,71.35964878006523,76.0098900354506,99.995,4.650241255385367,-4.650241255385367,HI01
129,2018,Hawaii,HI,FALSE,HI-02,153271,44850,198121,Tulsi Gabbard,Brian Evans,True,False,1383619.18,0,198121,77.36231898688175,22.637681013118247,1383619.18,0,1383619.18,100,0,16.390827418073236,20.83931866250316,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,33.3,35.9,9.4,1.7,0.2,FALSE,FALSE,TRUE,FALSE,1,0,17.50295022918072,10000,72.24676447421794,77.36231898688175,99.99,5.115554512663806,-5.115554512663806,HI02
130,2018,Idaho,ID,FALSE,ID-01,96922,197719,315069,Cristina Mcneil,Russ Fulcher,False,False,22104.64,625104.7,294641,32.89494673178546,67.10505326821455,22104.64,625104.7,647209.34,3.4153771637473587,96.58462283625263,-22.615358748831124,-18.81773314384441,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,88.7,1.1,7,0.4,1.2,FALSE,FALSE,FALSE,FALSE,0,0,-21.665952347584444,11.664801170646951,29.64065750969817,32.89494673178546,0.01,3.2542892220872908,-3.2542892220872908,ID01
131,2018,Idaho,ID,FALSE,ID-02,110381,170274,280655,Aaron Swisher,Mike Simpson,False,True,115407.92,354350.95,280655,39.32978211683383,60.67021788316617,115407.92,354350.95,469758.87,24.567480758798656,75.43251924120135,-15.75232204358101,-17.947613240189703,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,87.3,1.1,8.4,0.7,1.1,FALSE,FALSE,FALSE,TRUE,0,1,-16.301144842733184,603.5611108339422,33.464000604790876,39.32978211683383,0.06,5.8657815120429575,-5.8657815120429575,ID02
132,2018,Illinois,IL,FALSE,IL-01,189560,50960,257885,Bobby L Rush,Jimmy Lee Tillman Ii,True,False,31313.12,0,240520,78.81257275902212,21.187427240977883,31313.12,0,31313.12,100,0,26.73920454749294,27.624060241059155,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,37.5,1.3,6.9,53.1,0.1,FALSE,FALSE,TRUE,FALSE,1,0,26.960418470884495,10000,78.5631053681338,78.81257275902212,100,0.24946739088831293,-0.24946739088831293,IL01
133,2018,Illinois,IL,FALSE,IL-02,190684,44567,235251,Robin Kelly,David Merkle,True,False,348587.54,0,235251,81.05555343016609,18.94444656983392,348587.54,0,348587.54,100,0,29.200875615512736,29.360594310205897,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,31.5,0.6,9.1,57.7,0.1,FALSE,FALSE,TRUE,FALSE,1,0,29.240805289186028,10000,81.01517482766748,81.05555343016609,100,0.04037860249860614,-0.04037860249860614,IL02
134,2018,Illinois,IL,FALSE,IL-03,163053,57885,223334,Daniel William Lipinski,Arthur J Jones,True,False,696717.24,0,220938,73.80034217744344,26.199657822556556,696717.24,0,696717.24,100,0,6.926923193404811,4.808913874942256,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,66.5,3.7,23.5,5.5,0.1,FALSE,FALSE,TRUE,FALSE,1,0,6.397420863789172,10000,59.09238732253996,73.80034217744344,99.18,14.707954854903477,-14.707954854903477,IL03
135,2018,Illinois,IL,FALSE,IL-04,143895,22294,166189,"Jesus \""Chuy\"" Garcia",Mark Wayne Lorch,False,False,512010.02,3700.0,166189,86.5851530486374,13.414846951362604,512010.02,3700,515710.02,99.28254254202778,0.7174574579722146,34.99578235976923,30.62332533083953,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,33.1,4.2,56.7,4.7,0.2,FALSE,FALSE,FALSE,FALSE,0,0,33.9026681025368,9857.023253609557,82.77340932412875,86.5851530486374,100,3.811743724508645,-3.811743724508645,IL04
136,2018,Illinois,IL,FALSE,IL-05,213992,65134,279131,Mike Quigley,Tom Hanson,True,False,667366.15,0,279126,76.66501866540558,23.334981334594413,667366.15,0,667366.15,100,0,23.54012691183565,15.518606367087171,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,73.6,6.5,15.3,3,0.1,FALSE,FALSE,TRUE,FALSE,1,0,21.534746775648532,10000,73.33068246611741,76.66501866540558,100,3.334336199288174,-3.334336199288174,IL05
137,2018,Illinois,IL,FALSE,IL-06,169001,146445,315446,Sean Casten,Peter J Roskam,False,True,5185560.79,3787714.25,315446,53.57525535273866,46.42474464726134,5185560.79,3787714.25,8973275.04,57.78894290974503,42.211057090254975,2.6189304909285127,-6.136624156197151,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,82.3,7.7,6.4,2.5,0.1,FALSE,FALSE,FALSE,TRUE,0,1,0.4300418291470969,3339.5619226257704,49.07014235873581,53.57525535273866,37.36,4.50511299400285,-4.50511299400285,IL06
138,2018,Illinois,IL,FALSE,IL-07,215746,30497,246243,Danny K Davis,Craig Cameron,True,False,52486.39,0,246243,87.61507941342495,12.384920586575053,52486.39,0,52486.39,100,0,39.34987177403885,36.12775556471459,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,33.3,5.5,10.5,49.4,0.1,FALSE,FALSE,TRUE,FALSE,1,0,38.544342721707785,10000,88.7631167456491,87.61507941342495,100,1.148037332224149,1.148037332224149,IL07
139,2018,Illinois,IL,FALSE,IL-08,130054,67073,197127,Raja Krishnamoorthi,"Jitendra \""Jd\"" Diganvker",True,False,4272676.57,54519.77,197127,65.97472695267518,34.02527304732482,4272676.57,54519.77,4327196.34,98.74006710774763,1.2599328922523538,10.353627087349892,6.39915513780872,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,65.7,11.3,16.9,4.8,0.1,FALSE,FALSE,TRUE,FALSE,1,0,9.3650090999646,9749.600852442507,61.93955383816661,65.97472695267518,99.72999999999999,4.035173114508574,-4.035173114508574,IL08
140,2018,Illinois,IL,FALSE,IL-09,213368,76983,290351,Janice D Schakowsky,John D Elleson,True,False,1152907.05,3542.0,290351,73.48622873694252,26.51377126305747,1152907.05,3542,1156449.05,99.69371759179532,0.3062824082046675,22.70302595804925,14.183923272722794,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,71,10.5,8.2,8.5,0.1,FALSE,FALSE,TRUE,FALSE,1,0,20.57325028671763,9938.83732727264,72.56079179798951,73.48622873694252,100,0.9254369389530126,-0.9254369389530126,IL09
141,2018,Illinois,IL,FALSE,IL-10,156540,82124,238664,Brad Schneider,Douglas R Bennett,True,False,3357417.11,150421.0,238664,65.59011832534442,34.40988167465559,3357417.11,150421,3507838.11,95.71186026027866,4.288139739721341,14.410496169941048,6.341688364396113,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,69.5,8.4,13.3,7.3,0.2,FALSE,FALSE,TRUE,FALSE,1,0,12.393294218554814,9160.760194483108,64.56392477297541,65.59011832534442,99.905,1.0261935523690084,-1.0261935523690084,IL10
142,2018,Illinois,IL,FALSE,IL-11,145407,82358,227765,Bill Foster,Nick Stella,True,False,1685200.4,67400.0,227765,63.84080082541216,36.15919917458784,1685200.4,67400,1752600.4,96.15428593990964,3.845714060090367,11.309740158982883,6.759281064624311,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,62.7,6.2,17.2,12.4,0.1,FALSE,FALSE,TRUE,FALSE,1,0,10.17212538539324,9245.646704613904,62.773959052232044,63.84080082541216,99.86,1.0668417731801156,-1.0668417731801156,IL11
143,2018,Illinois,IL,FALSE,IL-12,118724,134884,261543,Brendan Kelly,Mike Bost,False,True,2997757.67,1122007.43,253608,46.81398063152582,53.18601936847418,2997757.67,1122007.43,4119765.1,72.76525717449279,27.23474282550721,-8.912696604334386,-1.1394883119073569,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,79.4,0.8,2.3,16.1,0.2,FALSE,FALSE,FALSE,TRUE,0,1,-6.969394531227628,5294.782651670074,43.39154793291215,46.81398063152582,2.36,3.422432698613676,-3.422432698613676,IL12
144,2018,Illinois,IL,FALSE,IL-13,134458,136516,270981,Betsy Dirksen Londrigan,Rodney Davis,False,True,3371794.99,1053863.61,270974,49.620258770214114,50.37974122978588,3371794.99,1053863.61,4425658.600000001,76.18741739365073,23.812582606349256,-4.019921349512828,-2.1229738138896934,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,83.4,2,2.5,10.3,0.2,FALSE,FALSE,FALSE,TRUE,0,1,-3.545684465607044,5804.522569114354,46.79750628070814,49.620258770214114,12.870000000000001,2.822752489505973,-2.822752489505973,IL13
145,2018,Illinois,IL,FALSE,IL-14,156035,141164,297199,Lauren Underwood,"Randall M \""Randy\"" Hultgren",False,True,3982595.83,815959.61,297199,52.50185902375176,47.49814097624824,3982595.83,815959.61,4798555.44,82.99572402147759,17.0042759785224,-3.1919477841906883,-7.056978100969431,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,84.3,3.6,8.1,3,0.1,FALSE,FALSE,FALSE,TRUE,0,1,-4.158205363385374,6888.290205849272,46.11402594724613,52.50185902375176,9.6,6.387833076505636,-6.387833076505636,IL14
146,2018,Illinois,IL,FALSE,IL-15,74309,181294,255608,Kevin Gaither,John M Shimkus,False,True,43647.64,220449.0,255603,29.072037495647542,70.92796250435245,43647.64,220449,264096.64,16.527147032237895,83.4728529677621,-25.366432167960525,-17.209571925587703,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,92.5,0.5,1.8,4.2,0.2,FALSE,FALSE,FALSE,TRUE,0,1,-23.32721710736732,273.1465890252099,26.518054396055433,29.072037495647542,0.01,2.5539830995921093,-2.5539830995921093,IL15
147,2018,Illinois,IL,FALSE,IL-16,104569,151254,255825,Sara Dady,Adam Kinzinger,False,True,355808.31,460999.16,255823,40.875527219991945,59.124472780008055,355808.31,460999.16,816807.47,43.56085406515688,56.439145934843125,-10.263083042832063,-5.899940647823996,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,88.2,1.1,5.9,3.6,0.2,FALSE,FALSE,FALSE,TRUE,0,1,-9.172297444080046,1897.548006885895,39.2842752267774,40.875527219991945,0.37,1.5912519932145415,-1.5912519932145415,IL16
148,2018,Illinois,IL,FALSE,IL-17,142659,87090,229749,Cheri Bustos,"William W \""Bill\"" Fawell",True,False,2180721.17,3922.0,229749,62.093414987660445,37.90658501233956,2180721.17,3922,2184643.17,99.82047411431498,0.1795258856850292,-1.4869704903241612,6.664249198820251,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,81.9,0.7,5.6,10.3,0.2,FALSE,FALSE,TRUE,FALSE,1,0,0.5508344319619418,9964.127052406626,55.26025151226931,62.093414987660445,94.99,6.833163475391132,-6.833163475391132,IL17
149,2018,Illinois,IL,FALSE,IL-18,95486,195927,291413,Junius Rodriguez,Darin Lahood,False,True,72725.29,964402.19,291413,32.76655468355907,67.23344531644094,72725.29,964402.19,1037127.48,7.012184268803677,92.98781573119632,-15.69848209206772,-13.82231549326032,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,92.1,1.3,1.9,3.6,0.2,FALSE,FALSE,FALSE,TRUE,0,1,-15.22944044236587,49.170728219657754,32.867844615220264,32.76655468355907,0.02,0.10128993166119216,0.10128993166119216,IL18
150,2018,Indiana,IN,FALSE,IN-01,159611,85594,245209,Peter J Visclosky,Mark Leyva,True,False,386559.72,0,245205,65.09288146652801,34.907118533471994,386559.72,0,386559.72,100,0,5.458231229846852,10.108925040223852,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,67.6,1,12.1,18,0.2,FALSE,FALSE,TRUE,FALSE,1,0,6.620904682441102,10000,60.86474075269125,65.09288146652801,99.63499999999999,4.2281407138367655,-4.2281407138367655,IN01
151,2018,Indiana,IN,FALSE,IN-02,103363,125499,228889,Mel Hall,Jackie Walorski,False,True,842176.71,1029525.34,228862,45.16389789480124,54.83610210519877,842176.71,1029525.34,1871702.05,44.99523361637607,55.00476638362394,-13.287144121086785,-9.065995639430705,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,86.3,0.9,4.9,6.3,0.3,FALSE,FALSE,FALSE,TRUE,0,1,-12.231857000672765,2024.571048192259,37.986243556317035,45.16389789480124,0.2,7.177654338484203,-7.177654338484203,IN02
152,2018,Indiana,IN,FALSE,IN-03,86610,158927,245537,Courtney Tritch,Jim Banks,False,True,826333.95,455743.17,245537,35.273706203138424,64.72629379686158,826333.95,455743.17,1282077.12,64.45274914507483,35.547250854925174,-19.485655368253894,-15.62516320678042,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,88.2,1.2,3.4,5.6,0.2,FALSE,FALSE,FALSE,TRUE,0,1,-18.52053232788553,4154.156872357945,32.70919790440825,35.273706203138424,0.01,2.564508298730175,-2.564508298730175,IN03
153,2018,Indiana,IN,FALSE,IN-04,87824,156539,244363,Tobi Beck,Jim Baird,False,False,97735.95,153846.52,244363,35.93997454606467,64.06002545393534,97735.95,153846.52,251582.47,38.84847382252031,61.151526177479695,-19.16496967505001,-14.245276420030017,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,90.8,1.4,2.9,3.7,0.3,FALSE,FALSE,FALSE,FALSE,0,0,-17.93504636129501,1509.203918339046,33.52117104306411,35.93997454606467,0.03,2.418803503000561,-2.418803503000561,IN04
154,2018,Indiana,IN,FALSE,IN-05,137142,180035,317177,Dee Thornton,Susan W Brooks,False,True,190035.67,507862.8,317177,43.238318036932064,56.76168196306794,190035.67,507862.8,697898.47,27.229701477924152,72.77029852207586,-7.36873532363424,-10.510957275280523,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,85.5,2.2,2.6,8.2,0.1,FALSE,FALSE,FALSE,TRUE,0,1,-8.154290811545811,741.4566425768647,41.1301787500114,43.238318036932064,0.8,2.108139286920661,-2.108139286920661,IN05
155,2018,Indiana,IN,FALSE,IN-06,79430,154260,241726,Jeannine Lee Lake,Greg Pence,False,False,0,2132096.62,233690,33.98947323377124,66.01052676622876,0,2132096.62,2132096.62,0,100,-22.330934163018277,-13.814400399319744,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,94.3,0.6,1.5,2.6,0.2,FALSE,FALSE,FALSE,FALSE,0,0,-20.201800722093644,0,32.012596983363174,33.98947323377124,0.015,1.9768762504080684,-1.9768762504080684,IN06
156,2018,Indiana,IN,FALSE,IN-07,141139,76457,217596,Andre D Carson,"Wayne \""Gunny\"" Harmon",True,False,444422.89,380.0,217596,64.86286512619718,35.13713487380283,444422.89,380,444802.89,99.9145689003954,0.0854310996045911,10.880505293386356,12.056853963786736,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,62.5,1.4,4.2,29.7,0.2,FALSE,FALSE,TRUE,FALSE,1,0,11.174592460986451,9982.921078551859,64.58440054111952,64.86286512619718,99.91,0.27846458507765703,-0.27846458507765703,IN07
157,2018,Indiana,IN,FALSE,IN-08,86895,157396,244291,William Tanoos,Larry D Bucshon,False,True,189945.92,237653.0,244291,35.57028298218109,64.42971701781892,189945.92,237653,427598.92,44.42151537707345,55.57848462292655,-18.77075211096426,-11.540486701444536,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,92.7,0.7,1.2,4,0.1,FALSE,FALSE,FALSE,TRUE,0,1,-16.96318575858433,1973.2710283955728,33.35483273385299,35.57028298218109,0.045,2.2154502483281036,-2.2154502483281036,IN08
158,2018,Indiana,IN,FALSE,IN-09,118090,153271,271361,Liz Watson,Trey Hollingsworth,False,True,2197184.78,351721.07,271361,43.517675716112485,56.48232428388752,2197184.78,351721.07,2548905.85,86.20109605068387,13.798903949316138,-15.234010671954074,-10.38457980756457,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,92.7,1.2,1.9,2.7,0.2,FALSE,FALSE,FALSE,TRUE,0,1,-14.021652955856698,7430.628960339227,37.68886685303583,43.517675716112485,0.19,5.828808863076652,-5.828808863076652,IN09
159,2018,Iowa,IA,FALSE,IA-01,170342,153442,334243,Abby Finkenauer,Rod Blum,False,True,3631922.82,1374281.31,323784,52.60976453438094,47.39023546561906,3631922.82,1374281.31,5006204.13,72.54843641383836,27.45156358616164,-3.0038992401597966,4.953465887103825,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,92.6,1,2.1,3.1,0.3,FALSE,FALSE,FALSE,TRUE,0,1,-1.0145579583438913,5263.275626092748,49.5038906437182,52.60976453438094,43.25,3.1058738906627426,-3.1058738906627426,IA01
160,2018,Iowa,IA,FALSE,IA-02,171446,133287,312913,Dave Loebsack,Christopher Peters,True,False,935852.43,342728.87,304733,56.261054759412346,43.73894524058766,935852.43,342728.87,1278581.3,73.19459701154709,26.805402988452904,-3.2953819930343897,4.653209411911163,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,90.5,1.2,3.6,3.2,0.2,FALSE,FALSE,TRUE,FALSE,1,0,-1.3082341417980017,5357.449031682778,51.77539978282937,56.261054759412346,71.845,4.485654976582978,-4.485654976582978,IA02
161,2018,Iowa,IA,FALSE,IA-03,175642,167933,356241,Cindy Axne,David Young,False,True,4234207.41,800915.0,343575,51.12188022993524,48.87811977006476,4234207.41,800915,5035122.41,84.09343537687697,15.906564623123035,-2.997380707293729,0.2111871372545124,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,89.8,1.8,3.6,3.4,0.2,FALSE,FALSE,FALSE,TRUE,0,1,-2.1952387461566687,7071.7058734849825,49.01434630703411,51.12188022993524,37.214999999999996,2.1075339229011334,-2.1075339229011334,IA03
162,2018,Iowa,IA,FALSE,IA-04,147246,157676,313251,Jd Scholten,Steve King,False,True,3045812.62,634141.36,304922,48.28972655302012,51.71027344697988,3045812.62,634141.36,3679953.98,82.76768232846217,17.23231767153784,-15.588932351508682,-6.102448144793229,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,92.9,1.1,3.4,1.3,0.5,FALSE,FALSE,FALSE,TRUE,0,1,-13.217311299829818,6850.4892380252295,38.73970658871207,48.28972655302012,0.32,9.55001996430805,-9.55001996430805,IA04
163,2018,Kansas,KS,FALSE,KS-01,71558,153082,224640,Alan Lapolice,Roger Marshall,False,True,211196.38,366408.47,224640,31.854522792022795,68.14547720797721,211196.38,366408.47,577604.85,36.56416319911441,63.43583680088558,-25.132906663335525,-23.67488265381997,-7.92178462627323,-10.073703722185003,-1,97.5,10.073703722185003,-97.5,84.9,1.1,8.9,3,0.6,FALSE,FALSE,FALSE,TRUE,0,1,-24.768400660956637,1336.9380304514725,26.4179449298644,31.854522792022795,0.01,5.436577862158394,-5.436577862158394,KS01
