...1,Unnamed: 0,year,state,state_po,special,district,dem,rep,totalvotes,dem_cand,rep_cand,dem_inc,rep_inc,dem_funds,rep_funds,2party_votes,dem_pct_2p,rep_pct_2p,dem_tot_funds,rep_tot_funds,tot_funds,dem_funds_2p_pct,rep_funds_2p_pct,dem_poll_avg,dem_effn,rep_poll_avg,rep_effn,seat_number,prev_lean,prev2_lean,dem_2p_prev,dem_2p_prev2,generic_ballot_avg,ics,cvap_white_pct,cvap_aapi_pct,cvap_hisp_pct,cvap_black_pct,cvap_natam_pct,college,urban,rural,urban_pct,rural_pct,dem_2p_12,demo_cluster,district_id,no_dem_cand_flag,no_rep_cand_flag,dem_inc_any,rep_inc_any,dem_inc_dummy,rep_inc_dummy,pvi,census_region,dem_scandal_score,rep_scandal_score,net_scandal_score,Year,Geography,dem_stand,rep_stand,inc_dummy,polarization,shave,dem_over_under,rep_over_under,dem_funds_2p_pct_sqrd,effn,sqrt_effn,poll_margin,dem_pct_2p_offset,baseline,funds_pct_margin,y_pred,y_act,y_pred_sd,fund_chances,abs_err,err,z,in_95_ci,in_68_ci,index
2033,2033,2024,Florida,FL,FALSE,FL-23,196311,178006,374317,Jared Moskowitz,Joe Kaufman,True,False,1576746.02,166713.53,374317,52.44512004530919,47.55487995469081,1576746.02,166713.53,1743459.55,90.43777471063208,9.562225289367912,0,0,0,0,23,4.380104174453706,6.19711678911122,50.9612329616184,56.64993909866018,-0.8352436655714882,71.8,62.37925976585348,3.1724063458925373,19.691704086315656,12.547265740999036,0.1169832713921909,43.95,769202,19,99.9975299686306,0.0024700313693983,NA,6,FL23,FALSE,FALSE,TRUE,FALSE,1,0,4.8343573281180845,South Atlantic,0,0,0,2024,FL-23,Jared Moskowitz,Joe Kaufman,1,0.9828210320037504,2.15,-3.24679412257657,0,8178.991094611044,0,0,0,2.4451200453091886,10.503958321807657,80.87554942126417,56.90847460857019,52.44512004530919,3.873461504836464,96.65,4.463354563260999,4.463354563260999,1.1522909309123082,TRUE,FALSE,101
2034,2034,2024,Florida,FL,FALSE,FL-24,194874,90692,285588,Frederica Wilson,Jesus Navarro,True,False,155799.83,12712.76,285566,68.24131724364946,31.75868275635055,155799.83,12712.76,168512.59,92.4558989924729,7.544101007527093,0,0,0,0,24,22.391230745555752,31.372460716296736,65.15782798147933,74.66106566976222,-0.8352436655714882,71.8,18.44563021292027,1.6136351862404807,34.914780085996995,43.642335388281616,0.1017458426151375,29.72,769221,0,100,0,NA,3,FL24,FALSE,FALSE,TRUE,FALSE,1,0,24.636538238240995,South Atlantic,0,0,0,2024,FL-24,Frederica Wilson,Jesus Navarro,1,0.9828210320037504,2.15,-4.112919771746434,0,8548.093258506351,0,0,0,18.241317243649462,50.10832014205348,84.9117979849458,74.59680756482206,68.24131724364946,3.857999125252159,100,6.355490321172596,6.355490321172596,1.6473540078258055,TRUE,FALSE,102
2035,2035,2024,Florida,FL,FALSE,FL-25,186942,156208,343191,Debbie Wasserman Schultz,Chris Eddy,True,False,2065806.1,259828.85,343150,54.478216523386266,45.52178347661373,2065806.1,259828.85,2325634.95,88.82761673322806,11.17238326677194,0,0,0,0,25,7.748266848563965,13.535008504930936,52.69241782155538,60.01810177277044,-0.8352436655714882,71.8,37.13280439651968,4.345727735710629,39.41960958313629,16.88121885101224,0.1749500351262306,39.63,769072,149,99.98062975399787,0.0193702460021242,NA,6,FL25,FALSE,FALSE,TRUE,FALSE,1,0,9.194952262655708,South Atlantic,0,0,0,2024,FL-25,Debbie Wasserman Schultz,Chris Eddy,1,0.9828210320037504,2.15,-6.612664817521431,0,7890.345494505257,0,0,0,4.478216523386266,19.225148190882905,77.65523346645611,60.07118486860688,54.478216523386266,3.846153845815295,99.52499999999999,5.592968345220612,5.592968345220612,1.4541717698853602,TRUE,FALSE,103
2036,2036,2024,Florida,FL,FALSE,FL-26,89072,217199,306271,Joey Atkins,Mario Diaz-Balart,False,True,36675.0,1260616.07,306271,29.082740448818207,70.9172595511818,36675,1260616.07,1297291.07,2.827044820404105,97.1729551795959,0,0,0,0,26,-11.477538538331054,0.8648307492156846,32.40260030524212,40.79229638587542,-0.8352436655714882,71.8,26.07887716681251,1.0009556117292335,66.39700476110765,5.723923559537154,0.0675920491409029,28.31,725433,43788,94.30748770509383,5.6925122949061455,NA,5,FL26,FALSE,FALSE,FALSE,TRUE,0,1,-8.391946216444369,South Atlantic,0,0,0,2024,FL-26,Joey Atkins,Mario Diaz-Balart,-1,0.9828210320037504,2.15,0,-23.372104756732657,7.992182416573678,0,0,0,-20.917259551181793,-15.94864876731725,-94.34591035919179,35.857772033305146,29.082740448818207,3.8142202920765405,0.05,6.775031584486939,6.775031584486939,1.7762559751886988,TRUE,FALSE,104
2037,2037,2024,Florida,FL,FALSE,FL-27,130708,199159,329867,Lucia Baez-Geller,Maria Elvira Salazar,False,True,592775.51,910896.0,329867,39.6244547044718,60.3755452955282,592775.51,910896,1503671.51,39.421875460019855,60.57812453998015,0,0,0,0,27,-2.429376340598374,7.848209271015612,42.61182525412458,49.8404585836081,-0.8352436655714882,71.8,20.22389205399824,1.997068330609867,70.43220041346213,5.9668094646233305,0.0885389392572403,41.18,769107,114,99.9851798117836,0.0148201882163903,NA,5,FL27,FALSE,FALSE,FALSE,TRUE,0,1,0.1400200623051226,South Atlantic,0,0,0,2024,FL-27,Lucia Baez-Geller,Maria Elvira Salazar,-1,0.9828210320037504,2.15,0,-13.276339094463946,1554.0842647853156,0,0,0,-10.375545295528198,1.1152837901817334,-21.15624907996029,46.992838019908135,39.6244547044718,3.797594267799741,19.55,7.368383315436333,7.368383315436333,1.940276605616809,TRUE,FALSE,105
2038,2038,2024,Florida,FL,FALSE,FL-28,115280,210057,325337,Phil Ehr,Carlos Gimenez,False,True,1102082.44,345944.23,325337,35.43402687059879,64.56597312940121,1102082.44,345944.23,1448026.67,76.10926392674799,23.89073607325201,32,2.189616218783668e-6,45,2.189616218783668e-6,28,-5.461499169053866,6.953172351369325,37.21379666865033,46.808335755152605,-0.8352436655714882,71.8,18.52680792813578,1.5232354332995512,69.41830685273158,9.422328194275478,0.0978932638467178,29.33,736834,32387,95.78963652838392,4.210363471616089,NA,5,FL28,FALSE,FALSE,FALSE,TRUE,0,1,-2.357831288948068,South Atlantic,0,0,0,2024,FL-28,Phil Ehr,Carlos Gimenez,-1,0.9828210320037504,2.15,0,-21.06808340783723,5792.620055471382,2.189616218783668e-6,0.0014797351853570516,13,-14.565973129401208,-3.880418912324648,52.21852785349596,45.14803615141218,35.43402687059879,3.860077290883575,10.325,9.714009280813386,9.714009280813386,2.5165323253384497,FALSE,FALSE,106
2039,2039,2024,Georgia,GA,FALSE,GA-01,135281,220576,355857,Patti Hewitt,Buddy Carter,False,True,58290.26,719028.02,355857,38.01555119050629,61.9844488094937,58290.26,719028.02,777318.28,7.498892216969348,92.50110778303066,0,0,0,0,1,-9.067095124362735,-9.62217932008943,42.05359365061807,43.20273979984373,-0.8352436655714882,71.8,61.63590796732024,1.5640481488211355,5.596391923998642,28.43074064296709,0.115709392859959,27.43,530430,234707,69.32483986527903,30.67516013472097,NA,1,GA01,FALSE,FALSE,FALSE,TRUE,0,1,-9.205866173294408,South Atlantic,0,0,0,2024,GA-01,Patti Hewitt,Buddy Carter,-1,0.9828210320037504,2.15,0,1.707261488709939,56.23338448172346,0,0,0,-11.984448809493713,-17.576488681017327,-85.0022155660613,39.62153375739874,38.01555119050629,3.8235840919620223,0.575,1.6059825668924503,1.6059825668924503,0.42002020310435,TRUE,TRUE,107
2040,2040,2024,Georgia,GA,FALSE,GA-02,176028,136473,312501,Sanford Bishop,Wayne Johnson,True,False,694444.19,53238.08,312501,56.32877974790481,43.6712202520952,694444.19,53238.08,747682.2699999999,92.8795850675983,7.120414932401702,49.20721524605399,0.8619915821415516,40.597594917982,0.8619915821415516,2,2.9517243236498203,3.522342861039384,53.82525368908526,55.22155924785629,-0.8352436655714882,71.8,43.0879228834989,1.2618676918602796,3.649946978858929,49.646939492061016,0.1301589215606303,20.82,489788,275349,64.01311137743959,35.9868886225604,NA,3,GA02,FALSE,FALSE,TRUE,FALSE,1,0,3.094378957997211,South Atlantic,0,0,0,2024,GA-02,Sanford Bishop,Wayne Johnson,1,0.9828210320037504,2.15,5.3498622878673565,0,8626.617322329228,0.8619915821415516,0.9284350177269013,-8.60962032807199,6.328779747904811,7.02400158156591,85.7591701351966,57.08151163253555,56.32877974790481,3.8327927011846463,96.975,0.7527318846307409,0.7527318846307409,0.1963925375870407,TRUE,TRUE,108
2041,2041,2024,Georgia,GA,FALSE,GA-03,138749,273036,411785,Maura Keller,Brian Jack,False,False,121683.33,1228335.96,411785,33.694525055550834,66.30547494444916,121683.33,1228335.96,1350019.29,9.013451207797187,90.9865487922028,0,0,0,0,3,-17.492135633478476,-19.42653607998864,35.0618387721651,34.777699290727995,-0.8352436655714882,71.8,68.26462310138247,1.2932474842994794,4.436796577062599,23.49359404982138,0.1004213217030629,27.91,399770,365366,52.24822776604421,47.75177223395579,NA,1,GA03,FALSE,FALSE,FALSE,FALSE,0,0,-17.975735745106018,South Atlantic,0,0,0,2024,GA-03,Maura Keller,Brian Jack,0,0.9828210320037504,2.15,0,0,81.24230267534058,0,0,0,-16.305474944449166,-35.116227824640546,-81.97309758440562,32.23335248039758,33.694525055550834,3.8879319981924767,0,1.461172575153256,-1.461172575153256,-0.37582256475487846,TRUE,TRUE,109
2042,2042,2024,Georgia,GA,FALSE,GA-04,229290,74071,303361,Hank Johnson,Eugene Yu,True,False,133881.96,62085.15,303361,75.58321603633954,24.416783963660457,133881.96,62085.15,195967.11,68.3185867261093,31.68141327389071,0,0,0,0,4,26.915293396900505,27.34163766135095,76.51926127572904,79.18512832110697,-0.8352436655714882,71.8,25.982059188821648,7.68999351561436,8.139225248042996,55.83665852899984,0.1323302524031865,38.62,763930,1207,99.84225047279116,0.1577495272088528,NA,3,GA04,FALSE,FALSE,TRUE,FALSE,1,0,27.02187946301311,South Atlantic,0,0,0,2024,GA-04,Hank Johnson,Eugene Yu,1,0.9828210320037504,2.15,5.285926669647836,0,4667.4292922529185,0,0,0,25.583216036339536,54.87900259159771,36.63717345221859,77.20557628383446,75.58321603633954,3.8828518113128676,100,1.6223602474949246,1.6223602474949246,0.41782698035709304,TRUE,TRUE,110
2043,2043,2024,Georgia,GA,FALSE,GA-05,294470,49221,343691,Nikema Williams,John Salvesen,True,False,361641.41,0,343691,85.67870558146707,14.321294418532926,361641.41,0,361641.41,100,0,0,0,0,0,5,34.53616965437207,35.80579292143249,86.16536645334743,86.80600457857854,-0.8352436655714882,71.8,35.83892285663336,4.75805412200492,6.166984764833939,50.10072618192155,0.1235904072657034,47.74,765137,0,100,0,NA,3,GA05,FALSE,FALSE,TRUE,FALSE,1,0,34.85357547113718,South Atlantic,0,0,0,2024,GA-05,Nikema Williams,John Salvesen,1,0.9828210320037504,2.15,3.299180710548356,0,10000,0,0,0,35.67870558146707,70.54239460784584,100,85.34243722766624,85.67870558146707,3.8351813997835644,100,0.33626835380083264,-0.33626835380083264,-0.08767990839228874,TRUE,TRUE,111
2044,2044,2024,Georgia,GA,FALSE,GA-06,277027,93909,370936,Lucy McBath,Jeff Criswell,True,False,1763263.15,11816.47,370936,74.68323376539348,25.316766234606508,1763263.15,11816.47,1775079.62,99.334313240552,0.6656867594480073,0,0,0,0,6,22.751420946954063,20.768783916809063,75.17257648992152,75.02125587116053,-0.8352436655714882,71.8,34.33382759037951,2.6185991153942707,7.526914734338343,52.92282907676275,0.0516531724258749,46.6,752281,12855,98.31990652642143,1.680093473578553,NA,3,GA06,FALSE,FALSE,TRUE,FALSE,1,0,22.255761689417817,South Atlantic,0,0,0,2024,GA-06,Lucy McBath,Jeff Criswell,1,0.9828210320037504,2.15,4.065078553703653,0,9867.305786972105,0,0,0,24.68323376539348,45.34676704440712,98.668626481104,74.08054340195801,74.68323376539348,3.8681252819464516,100,0.602690363435471,-0.602690363435471,-0.15580942174969978,TRUE,TRUE,112
2045,2045,2024,Georgia,GA,FALSE,GA-07,149535,275907,425442,Bob Christian,Rich McCormick,False,True,37360.19,1020787.94,425442,35.148151804476285,64.85184819552371,37360.19,1020787.94,1058148.13,3.5307145512793188,96.46928544872068,0,0,0,0,7,-12.141229430786405,-16.87112724580046,38.84854432450114,40.12860549342007,-0.8352436655714882,71.8,73.21772387081307,8.487912137307932,7.194282332316959,8.602160607127605,0.0732313962286767,57.11000000000001,665051,100086,86.91920531878606,13.080794681213954,NA,0,GA07,FALSE,FALSE,FALSE,TRUE,0,1,-13.32370388453992,South Atlantic,0,0,0,2024,GA-07,Bob Christian,Rich McCormick,-1,0.9828210320037504,2.15,0,-0.5621419702840846,12.465945242615522,0,0,0,-14.851848195523715,-25.81216410350835,-92.93857089744138,35.33281759326762,35.148151804476285,3.817229973883081,0.05,0.18466578879133522,0.18466578879133522,0.04837690944868164,TRUE,TRUE,113
2046,2046,2024,Georgia,GA,FALSE,GA-08,104434,231547,335981,Darrius Butler,Austin Scott,False,True,16292.11,526832.06,335981,31.0833053059548,68.9166946940452,16292.11,526832.06,543124.17,2.9997026278539582,97.00029737214604,0,0,0,0,8,-16.22344418034013,-16.81138186848031,34.639096260347614,36.04639074386634,-0.8352436655714882,71.8,61.89424503296216,1.192857879204575,4.534152917146436,30.30508995794333,0.1109513334253559,22.44,374019,391117,48.8826822943895,51.11731770561051,NA,1,GA08,FALSE,FALSE,FALSE,TRUE,0,1,-16.370428602375178,South Atlantic,0,0,0,2024,GA-08,Darrius Butler,Austin Scott,-1,0.9828210320037504,2.15,0,-2.821560806961699,8.998215855553942,0,0,0,-18.9166946940452,-31.905613539178866,-94.00059474429209,32.22786334276819,31.0833053059548,3.93408601499151,0,1.1445580368133896,1.1445580368133896,0.2909336584029568,TRUE,TRUE,114
2047,2047,2024,Georgia,GA,FALSE,GA-09,121754,271062,392816,Tambrei Cash,Andrew Clyde,False,True,61472.16,389686.1,392816,30.99517331269602,69.00482668730398,61472.16,389686.1,451158.26,13.625409407333027,86.37459059266696,0,0,0,0,9,-18.62375205667032,-22.17850251359121,32.83238851760169,33.64608286753615,-0.8352436655714882,71.8,70.13147127618744,5.459986530621112,9.6293386245302,12.434735066007198,0.068252094633249,31.41,482387,282748,63.04599841857973,36.95400158142027,NA,1,GA09,FALSE,FALSE,FALSE,TRUE,0,1,-19.51243967090054,South Atlantic,0,0,0,2024,GA-09,Tambrei Cash,Andrew Clyde,-1,0.9828210320037504,2.15,0,1.3751123154247369,185.65178151743936,0,0,0,-19.00482668730398,-38.18963567622959,-72.74918118533394,30.67518697437799,30.99517331269602,3.8613273663089824,0,0.31998633831803147,-0.31998633831803147,-0.08286951816362162,TRUE,TRUE,115
2048,2048,2024,Georgia,GA,FALSE,GA-10,150274,256442,406716,Lexy Doherty,Mike Collins,False,True,225180.79,1233349.27,406716,36.9481407173556,63.051859282644394,225180.79,1233349.27,1458530.06,15.438885777918076,84.56111422208193,0,0,0,0,10,-13.023553133017316,-15.104326906606945,39.54306994268346,39.24628179118916,-0.8352436655714882,71.8,65.2754027350364,1.852674012090069,5.079618560164216,24.8719165005309,0.1330211500252368,28.45,376479,388658,49.20412945655484,50.79587054344516,NA,1,GA10,FALSE,FALSE,FALSE,TRUE,0,1,-13.543746576414724,South Atlantic,0,0,0,2024,GA-10,Lexy Doherty,Mike Collins,-1,0.9828210320037504,2.15,0,1.7056792320205574,238.35919406360102,0,0,0,-13.0518592826444,-26.25224948725796,-69.12222844416385,36.07069411326629,36.9481407173556,3.858593097429613,0.125,0.8774466040893074,-0.8774466040893074,-0.22740065664706005,TRUE,TRUE,116
2049,2049,2024,Georgia,GA,FALSE,GA-11,131064,269849,400913,Kate Stamper,Barry Loudermilk,False,True,2667.99,225983.42,400913,32.69138192076585,67.30861807923415,2667.99,225983.42,228651.41,1.1668373267411734,98.83316267325884,0,0,0,0,11,-13.42362593318706,-17.47200200188915,38.21813873340816,38.84620899101941,-0.8352436655714882,71.8,74.65671051435963,3.2729870773134064,7.291972896745008,12.395302720124862,0.0687737077758832,40.86,637091,128044,83.26517542655871,16.734824573441287,NA,0,GA11,FALSE,FALSE,FALSE,TRUE,0,1,-14.435719950362582,South Atlantic,0,0,0,2024,GA-11,Kate Stamper,Barry Loudermilk,-1,0.9828210320037504,2.15,0,-1.4928371385718329,1.3615093470764879,0,0,0,-17.30861807923415,-28.036196235153675,-97.66632534651765,34.11648221177474,32.69138192076585,3.825365753917501,0.025,1.4251002910088886,1.4251002910088886,0.3725396165188817,TRUE,TRUE,117
2050,2050,2024,Georgia,GA,FALSE,GA-12,135417,205849,341266,Liz Johnson,Rick Allen,False,True,31475.07,626892.66,341266,39.68077687200014,60.319223127999855,31475.07,626892.66,658367.73,4.780773504801033,95.21922649519897,0,0,0,0,12,-7.404612254425032,-7.876538707377044,42.88448256014735,44.86522266978144,-0.8352436655714882,71.8,55.14127580189378,1.4955374813703186,4.050858600287061,36.60676485469709,0.1445628865766476,23.36,430359,334777,56.24607912841638,43.75392087158361,NA,1,GA12,FALSE,FALSE,FALSE,TRUE,0,1,-7.522593867663035,South Atlantic,0,0,0,2024,GA-12,Liz Johnson,Rick Allen,-1,0.9828210320037504,2.15,0,-2.5578588907415423,22.85579530420755,0,0,0,-10.319223127999862,-14.209944069754583,-90.43845299039795,40.23224646296973,39.68077687200014,3.9185210263903825,0.8750000000000001,0.5514695909695888,0.5514695909695888,0.14073411556440854,TRUE,TRUE,118
2051,2051,2024,Georgia,GA,FALSE,GA-13,256902,100730,357632,David Scott,Jonathan Chavez,True,False,77358.17,0,357632,71.83417591267,28.165824087329995,77358.17,0,77358.17,100,0,0,0,0,0,13,18.233107810766025,13.982423913047633,71.36222695746868,70.50294273497249,-0.8352436655714882,71.8,28.490657426554144,6.061402038040948,8.445760912088526,54.02000782428883,0.1171780398293559,30.75,740949,24187,96.83886263357104,3.161137366428975,NA,3,GA13,FALSE,FALSE,TRUE,FALSE,1,0,17.170436836336428,South Atlantic,0.0142642339089992,0,0.0142642339089992,2024,GA-13,David Scott,Jonathan Chavez,1,0.9828210320037504,2.15,9.421815943354488,0,10000,0,0,0,21.834175912670005,35.176117338244346,100,70.48735612418187,71.83417591267,3.795405782048146,100,1.3468197884881334,-1.3468197884881334,-0.3548552818405989,TRUE,TRUE,119
2052,2052,2024,Georgia,GA,FALSE,GA-14,134759,243446,378205,Shawn Harris,Marjorie Taylor Greene,False,True,3496842.07,8830041.34,378205,35.63120529871366,64.36879470128633,3496842.07,8830041.34,12326883.41,28.367608856941395,71.6323911430586,0,0,0,0,14,-21.29334836310028,-24.33045819578633,31.491820712520724,30.976486561106192,-0.8352436655714882,71.8,76.14037760448959,1.3383382993271993,7.521266381579647,12.508813015273532,0.0797157160419907,25.93,526315,238821,68.787117584324875,31.21288241567512,NA,1,GA14,FALSE,FALSE,FALSE,TRUE,0,1,-22.052625821271796,South Atlantic,0,0.4723665527410147,-0.4723665527410147,2024,GA-14,Shawn Harris,Marjorie Taylor Greene,-1,0.9828210320037504,2.15,0,13.370206993709296,804.7212322604199,0,0,0,-14.36879470128634,-43.2700079769721,-43.264782286117196,31.879303648703345,35.63120529871366,3.9013331012397874,0.05,3.751901650010314,-3.751901650010314,-0.9616973359229475,TRUE,TRUE,120
2053,2053,2024,Hawaii,HI,FALSE,HI-01,164237,64373,251432,Ed Case,Patrick Largey,True,False,152921.51,0,228610,71.84156423603517,28.158435763964828,152921.51,0,152921.51,100,0,0,0,0,0,1,12.69507544268928,16.32170561052005,62.58316737344452,64.96491036689575,-0.8352436655714882,71.8,17.292056284112377,56.7761503604021,7.0010084776943415,2.2014934620524524,0.1021822389729922,37.95,722733,3662,99.49586657397144,0.5041334260285382,NA,4,HI01,FALSE,FALSE,TRUE,FALSE,1,0,13.601732984646972,Pacific,0,0,0,2024,HI-01,Ed Case,Patrick Largey,1,0.9828210320037504,2.15,21.792355464962068,0,10000,0,0,0,21.84156423603517,28.038709634865434,100,69.31950973934426,71.84156423603517,3.8152741350955055,100,2.522054496690913,-2.522054496690913,-0.6610414893890134,TRUE,TRUE,121
2054,2054,2024,Hawaii,HI,FALSE,HI-02,166251,75471,270804,Jill Tokuda,Steve Bond,True,False,663275.85,0,241722,68.77776950381016,31.22223049618984,663275.85,0,663275.85,100,0,0,0,0,0,2,12.827531596155772,16.334216290106603,61.03147600012206,65.09736652036224,-0.8352436655714882,71.8,31.99030939739395,35.60183245974513,9.41531854837188,1.7626481609364566,0.1475477265951947,31.35,529717,199159,72.67587353678815,27.32412646321185,NA,4,HI02,FALSE,FALSE,TRUE,FALSE,1,0,13.70420276964348,Pacific,0,0,0,2024,HI-02,Jill Tokuda,Steve Bond,1,0.9828210320037504,2.15,1.7713818723415606,0,10000,0,0,0,18.777769503810163,28.24364920485845,100,66.1057359447433,68.77776950381016,3.8590877268665045,100,2.672033559066861,-2.672033559066861,-0.6924003153554881,TRUE,TRUE,122
2055,2055,2024,Idaho,ID,FALSE,ID-01,118656,331049,489086,Kaylee Peterson,Russ Fulcher,False,True,174053.96,275899.51,449705,26.385297028051724,73.61470297194828,174053.96,275899.51,449953.47,38.68265756456996,61.31734243543006,0,0,0,0,1,-21.902186005817587,-23.03864278067203,26.90110936573359,30.367648918388884,-0.8352436655714882,71.8,86.149071473319,1.131476965382617,8.87497960901398,0.5520302567961958,0.7177627078681104,28.26,639476,280077,69.54204923479125,30.457950765208743,NA,2,ID01,FALSE,FALSE,FALSE,TRUE,0,1,-22.1863001995312,Mountain,0,0,0,2024,ID-01,Kaylee Peterson,Russ Fulcher,-1,0.9828210320037504,2.15,0,-0.1243960159565134,1496.3479962577815,0,0,0,-23.614702971948276,-43.53735673349091,-22.6346848708601,29.200488717032755,26.385297028051724,3.8886279099834127,0,2.815191688981031,2.815191688981031,0.7239550181063837,TRUE,TRUE,123
2056,2056,2024,Idaho,ID,FALSE,ID-02,126229,250119,428514,David Roth,Mike Simpson,False,True,102146.67,625948.79,376348,33.54049975023117,66.45950024976884,102146.67,625948.79,728095.4600000001,14.029296378252376,85.97070362174762,0,0,0,0,2,-14.125827361187469,-15.614569983817413,36.21943094768028,38.144007563019,-0.8352436655714882,71.8,84.99836428478169,1.227153166025828,10.023633517638585,0.6225986893740125,0.7819158846285312,32.31,633961,285592,68.9423013137905,31.05769868620949,NA,2,ID02,FALSE,FALSE,FALSE,TRUE,0,1,-14.498013016844954,Mountain,0,0,0,2024,ID-02,David Roth,Mike Simpson,-1,0.9828210320037504,2.15,0,3.4039443628071844,196.82115686884524,0,0,0,-16.45950024976883,-28.16078236811842,-71.94140724349523,35.43276372036414,33.54049975023117,3.814776878788231,0.025,1.8922639701329729,1.8922639701329729,0.4960352938738722,TRUE,TRUE,124
2057,2057,2024,Illinois,IL,FALSE,IL-01,208398,108064,316507,Jonathan Jackson,Marcus Lewis,True,False,303724.26,0,316462,65.85245621907212,34.14754378092788,303724.26,0,303724.26,100,0,0,0,0,0,1,19.21131642721901,23.890772949125115,66.22860588444472,71.48115135142548,-0.8352436655714882,71.8,38.67941449839384,1.5764480366418632,7.364246281731429,50.28997874757445,0.0971125327709503,31.83,736733,16944,97.7518220670128,2.248177932987208,NA,3,IL01,FALSE,FALSE,TRUE,FALSE,1,0,20.381180557695536,East North Central,0,0,0,2024,IL-01,Jonathan Jackson,Marcus Lewis,1,0.9828210320037504,2.15,-5.101594476806397,0,10000,0,0,0,15.852456219072124,41.59760478096256,100,70.92439320184911,65.85245621907212,3.834380022840027,100,5.07193698277699,5.07193698277699,1.3227528185952564,TRUE,FALSE,125
2058,2058,2024,Illinois,IL,FALSE,IL-02,195777,94004,289843,Robin Kelly,Ashley Ramos,True,False,666154.78,0,289781,67.56033004234231,32.43966995765768,666154.78,0,666154.78,100,0,0,0,0,0,2,18.02635450123696,20.95729952770119,66.78854108155032,70.29618942544343,-0.8352436655714882,71.8,39.11420953987963,0.95728127676974,10.635554100083445,47.445738951209,0.0605007687483001,23.74,638246,115431,84.68428783152464,15.315712168475354,NA,3,IL02,FALSE,FALSE,TRUE,FALSE,1,0,18.759090757853016,East North Central,0,0,0,2024,IL-02,Robin Kelly,Ashley Ramos,1,0.9828210320037504,2.15,-1.6731319160884937,0,10000,0,0,0,17.560330042342315,38.35342518127752,100,69.99710734329608,67.56033004234231,3.828100975579829,100,2.4367773009537643,2.4367773009537643,0.6365499020267286,TRUE,TRUE,126
2059,2059,2024,Illinois,IL,FALSE,IL-03,174825,84987,259908,Delia Ramirez,John Booras,True,False,682287.73,9090.41,259812,67.2890397672163,32.710960232783705,682287.73,9090.41,691378.14,98.6851753802919,1.3148246197081093,0,0,0,0,3,18.86218034909715,22.62288121399329,65.91690264435512,71.13201527330362,-0.8352436655714882,71.8,49.22248778705154,7.065657987037263,35.710325244574,6.082741413131598,0.1140435255621316,35.49,752304,1373,99.81782646942922,0.1821735305707882,NA,6,IL03,FALSE,FALSE,TRUE,FALSE,1,0,19.802355565321182,East North Central,0,0,0,2024,IL-03,Delia Ramirez,John Booras,1,0.9828210320037504,2.15,-1.0157406143815777,0,9738.76383983897,0,0,0,17.289039767216295,40.439954796213854,97.37035076058376,71.04230667564066,67.2890397672163,3.8445073543402875,100,3.753266908424365,3.753266908424365,0.9762673243912733,TRUE,TRUE,127
2060,2060,2024,Illinois,IL,FALSE,IL-04,139343,56323,206396,Chuy Garcia,Lupe Castillo,True,False,375792.56,0,195666,71.21472304846013,28.785276951539867,375792.56,0,375792.56,100,0,0,0,0,0,4,21.376145448180445,25.79203361608964,64.37613801784316,73.64598037238692,-0.8352436655714882,71.8,31.94162062993312,4.375714510641502,56.36630407747406,6.32420357021429,0.0552212615548207,23.37,753677,0,100,0,NA,5,IL04,FALSE,FALSE,TRUE,FALSE,1,0,22.480117490157745,East North Central,0,0,0,2024,IL-04,Chuy Garcia,Lupe Castillo,1,0.9828210320037504,2.15,-1.556358294020825,0,10000,0,0,0,21.21472304846013,45.79547864588698,100,73.45546585425369,71.21472304846013,3.789446252612129,100,2.240742805793559,2.240742805793559,0.5913114097472625,TRUE,TRUE,128
2061,2061,2024,Illinois,IL,FALSE,IL-05,251025,112931,363965,Mike Quigley,Tom Hanson,True,False,363190.52,2600.0,363956,68.97124927189002,31.02875072811,363190.52,2600,365790.52,99.28921066625784,0.7107893337421648,0,0,0,0,5,17.892489847500464,19.46192833836583,68.78307164722854,70.16232477170693,-0.8352436655714882,71.8,76.12144048206912,8.382892844107607,10.342908874909648,3.008101280317181,0.0606522532580458,64.44,750400,3277,99.56519835420214,0.4348016457978683,NA,0,IL05,FALSE,FALSE,TRUE,FALSE,1,0,18.284849470216805,East North Central,0,0,0,2024,IL-05,Mike Quigley,Tom Hanson,1,0.9828210320037504,2.15,6.442901397945818,0,9858.34735472853,0,0,0,18.971249271890017,37.4049426060051,98.57842133251567,70.95801925588799,68.97124927189002,3.817001977259074,100,1.9867699839979736,1.9867699839979736,0.5205053588745165,TRUE,TRUE,129
