,district,incumbent,party,dem_16,rep_16,tot_16,dem_pct_16,rep_pct_16,dem_12,rep_12,tot_12,dem_pct_12,rep_pct_12,2p_tot_12,dem_2p_12,rep_2p_12,2p_tot_16,dem_2p_16,rep_2p_16,lean_16,lean_12
123,GA-09,"Collins, Doug",(R),57468,231194,297215,19.3,77.8,54388,207498,265551,20.5,78.1,261886,20.767815003474794,79.2321849965252,288662,19.908404985761894,80.09159501423811,-31.204883944950982,-31.196047248534967
124,GA-10,"Hice, Jody",(R),112691,193030,315073,35.8,61.3,107039,184160,294851,36.3,62.5,291199,36.75802458112837,63.24197541887163,305721,36.86073249793112,63.139267502068876,-14.252556432781759,-15.205837670881394
125,GA-11,"Loudermilk, Barry",(R),116457,198813,329615,35.3,60.3,94447,201014,300276,31.5,66.9,295461,31.965978589390815,68.03402141060918,315270,36.938814349605096,63.061185650394904,-14.17447458110778,-19.997883662618946
126,GA-12,"Allen, Rick",(R),108937,152204,267674,40.7,56.9,117085,148688,268283,43.6,55.4,265773,44.05451268563774,55.94548731436225,261141,41.715778066255396,58.284221933744604,-9.39751086445748,-7.909349566372022
127,GA-13,"Scott, David",(D),213936,80157,301238,71.0,26.6,202794,87785,292880,69.2,30.0,290579,69.78962691729271,30.210373082707285,294093,72.74433597535473,27.255664024645267,21.631047044641853,17.825764665282946
128,GA-14,"Graves, Tom",(R),56513,191849,255872,22.1,75.0,58906,170364,232702,25.3,73.2,229270,25.692851223448336,74.30714877655167,248362,22.754286082411962,77.24571391758803,-28.359002848300914,-26.271011028561425
129,HI-01,"Case, Ed",(D),132009,63916,209300,63.1,30.5,151023,62875,216671,69.7,29.0,213898,70.60514824823046,29.394851751769536,195925,67.3773127472247,32.62268725277529,16.26402381651183,18.641285996220702
130,HI-02,"Gabbard, Tulsi",(D),134882,64931,219637,61.4,29.6,155635,58140,218026,71.4,26.7,213775,72.80318091451292,27.19681908548708,199813,67.50411634878611,32.49588365121389,16.390827418073236,20.83931866250316
131,IA-01,"Finkenauer, Abby",(D),176535,190410,390934,45.2,48.7,225585,170753,401501,56.2,42.5,396338,56.917328139113586,43.08267186088642,366945,48.10938969055308,51.89061030944691,-3.0038992401597966,4.953465887103825
132,IA-02,"Loebsack, David",(D),170796,186384,379959,45.0,49.1,219946,168534,394310,55.8,42.7,388480,56.617071663920925,43.38292833607908,357180,47.81790693767849,52.18209306232152,-3.2953819930343897,4.653209411911163
133,IA-03,"Axne, Cindy",(D),181524,195740,403191,45.0,48.5,203622,186645,395798,51.4,47.2,390267,52.175049389264274,47.824950610735726,377264,48.11590822341915,51.88409177658085,-2.997380707293729,0.21118713725451244
134,IA-04,"King, Steve",(R),127401,231229,379900,33.5,60.9,173391,204685,383129,45.3,53.4,378076,45.86141410721653,54.13858589278347,358630,35.524356579204195,64.4756434207958,-15.588932351508682,-6.102448144793229
135,ID-01,"Fulcher, Russ",(R),91284,229034,359661,25.4,63.7,105645,213080,328258,32.2,64.9,318725,33.14612910816535,66.85387089183466,320318,28.497930181881753,71.50206981811824,-22.615358748831124,-18.817733143844414
136,ID-02,"Simpson, Mike",(R),98481,180021,330594,29.8,54.5,107142,207831,324016,33.1,64.1,314973,34.01624901182006,65.98375098817993,278502,35.360966887131866,64.63903311286813,-15.75232204358101,-17.947613240189703
137,IL-01,"Rush, Bobby",(D),245908,69956,326175,75.4,21.4,262668,67367,332726,78.9,20.2,330035,79.58792249306892,20.412077506931084,315864,77.85249347820582,22.147506521794188,26.73920454749294,27.624060241059155
138,IL-02,"Kelly, Robin",(D),236726,58024,303622,78.0,19.1,251147,57674,311173,80.7,18.5,308821,81.32445656221566,18.67554343778435,294750,80.31416454622561,19.685835453774388,29.200875615512736,29.360594310205897
139,IL-03,"Lipinski, Dan",(D),157383,113779,284970,55.2,39.9,143676,109396,256893,55.9,42.6,253072,56.77277612695202,43.22722387304799,271162,58.04021212411769,41.95978787588231,6.926923193404811,4.808913874942256
140,IL-04,"Garcia, Chuy",(D),172374,27807,209931,82.1,13.2,137065,28899,169434,80.9,17.1,165964,82.5871875828493,17.412812417150707,200181,86.1090712904821,13.890928709517885,34.99578235976923,30.623325330839535
141,IL-05,"Quigley, Mike",(D),229937,78069,326036,70.5,23.9,188324,90747,285239,66.0,31.8,279071,67.48246861909693,32.51753138090307,308006,74.65341584254853,25.34658415745148,23.54012691183565,15.518606367087173
142,IL-06,"Casten, Sean",(D),177578,152909,353766,50.2,43.2,151937,179606,336936,45.1,53.3,331543,45.82723809581261,54.1727619041874,330487,53.73221942164139,46.267780578358604,2.6189304909285127,-6.136624156197151
143,IL-07,"Davis, Danny",(D),271100,28580,310159,87.4,9.2,264185,35713,302887,87.2,11.8,299898,88.09161781672435,11.908382183275647,299680,90.46316070475173,9.536839295248264,39.34987177403885,36.12775556471459
144,IL-08,"Krishnamoorthi, Raja",(D),148233,92926,255064,58.1,36.4,133206,95031,232123,57.4,40.9,228237,58.36301738981848,41.63698261018152,241159,61.46691601806277,38.533083981937224,10.353627087349892,6.3991551378087195
145,IL-09,"Schakowsky, Jan",(D),238096,84456,339587,70.1,24.9,200656,102689,308492,65.0,33.3,303345,66.14778552473256,33.85221447526743,322552,73.81631488876212,26.183685111237875,22.703025958049246,14.183923272722794
146,IL-10,"Schneider, Brad",(D),178857,94108,288303,62.0,32.6,157397,112555,273616,57.5,41.1,269952,58.305550616405874,41.69444938359412,272965,65.52378510065392,34.47621489934607,14.410496169941048,6.341688364396113
147,IL-11,"Foster, Bill",(D),164632,99104,279620,58.9,35.4,152265,107028,263345,57.8,40.6,259293,58.72314331663407,41.27685668336592,263736,62.42302908969576,37.57697091030424,11.309740158982883,6.759281064624311
148,IL-12,"Bost, Mike",(R),126817,173693,315846,40.2,55.0,154346,149339,310294,49.7,48.1,303685,50.824373940102404,49.175626059897596,300510,42.20059232637849,57.7994076736215,-8.912696604334386,-1.1394883119073569
149,IL-13,"Davis, Rodney",(R),141541,159013,319979,44.2,49.7,146442,147377,301088,48.6,48.9,293819,49.84088843812007,50.15911156187993,300554,47.09336758120005,52.90663241879995,-4.019921349512828,-2.1229738138896934
150,IL-14,"Underwood, Lauren",(D),153989,167348,343417,44.8,48.7,139858,171582,316591,44.2,54.2,311440,44.90688415104033,55.09311584895967,321337,47.92134114652219,52.07865885347781,-3.1919477841906883,-7.056978100969431
151,IL-15,"Shimkus, John",(R),78574,226605,320442,24.5,70.7,105065,197243,308463,34.1,63.9,302308,34.75429032642206,65.24570967357795,305179,25.74685676275235,74.25314323724764,-25.366432167960525,-17.209571925587703
152,IL-16,"Kinzinger, Adam",(R),119542,173093,311988,38.3,55.5,137165,160606,303685,45.2,52.9,297771,46.063921604185765,53.936078395814235,292635,40.85020588788081,59.14979411211919,-10.263083042832065,-5.899940647823996
153,IL-17,"Bustos, Cheri",(D),133999,136017,287103,46.7,47.4,169702,119753,294701,57.6,40.6,289455,58.62811145083001,41.371888549169995,270016,49.626318440388715,50.373681559611285,-1.4869704903241612,6.664249198820251
154,IL-18,"LaHood, Darin",(R),115442,210529,347134,33.3,60.6,125036,202785,334302,37.4,60.7,327821,38.14154675874944,61.85845324125056,325971,35.414806838645156,64.58519316135485,-15.69848209206772,-13.82231549326032
155,IN-01,"Visclosky, Pete",(D),162358,124638,300283,54.1,41.5,182021,111217,297470,61.2,37.4,293238,62.07278729223361,37.92721270776639,286996,56.57152016055973,43.42847983944027,5.458231229846852,10.108925040223852
156,IN-02,"Walorski, Jackie",(R),99496,163539,275940,36.1,59.3,116324,154841,276012,42.1,56.1,271165,42.89786661257906,57.10213338742094,263035,37.82614480962609,62.17385519037391,-13.287144121086783,-9.065995639430703
157,IN-03,"Banks, Jim",(R),87699,189587,291189,30.1,65.1,102534,179628,287231,35.7,62.5,282162,36.33869904522934,63.66130095477066,277286,31.62763356245898,68.37236643754102,-19.485655368253898,-15.625163206780421
158,IN-04,"Baird, Jim",(R),91269,194408,302381,30.2,64.3,103103,170245,279662,36.9,60.9,273348,37.718585831979745,62.281414168020255,285677,31.948319255662867,68.05168074433713,-19.16496967505001,-14.245276420030017
159,IN-05,"Brooks, Susan",(R),150095,193022,363624,41.3,53.1,139300,196744,342165,40.7,57.5,336044,41.452904976729236,58.54709502327077,343117,43.744553607078636,56.25544639292136,-7.36873532363424,-10.510957275280525
160,IN-06,"Pence, Greg",(R),82498,204129,301524,27.4,67.7,106371,172456,285361,37.3,60.4,278827,38.14946185269002,61.85053814730998,286627,28.782354767694603,71.2176452323054,-22.330934163018274,-13.814400399319744
161,IN-07,"Carson, Andre",(D),156039,95662,264389,59.0,36.2,164902,92674,262188,62.9,35.3,257576,64.0207162157965,35.979283784203496,251701,61.99379422409923,38.00620577590077,10.880505293386356,12.056853963786736
162,IN-08,"Bucshon, Larry",(R),92891,194319,300787,30.9,64.6,116465,171648,294054,39.6,58.4,288113,40.423375550565225,59.57662444943477,287210,32.34253681974862,67.65746318025138,-18.77075211096426,-11.540486701444536
163,IN-09,"Hollingsworth, Trey",(R),110858,198117,324509,34.2,61.1,123436,173433,303390,40.7,57.2,296869,41.57928244444519,58.4207175555548,308975,35.8792782587588,64.1207217412412,-15.234010671954074,-10.38457980756457
164,KS-01,"Marshall, Roger",(R),64389,183448,264764,24.3,69.3,72699,184288,263027,27.6,70.1,256987,28.28897959818979,71.71102040181022,247837,25.98038226737735,74.01961773262265,-25.132906663335525,-23.67488265381997
165,KS-02,"Watkins, Steve",(R),110596,165000,295657,37.4,55.8,124370,163082,294487,42.2,55.4,287452,43.26635403476058,56.73364596523941,275596,40.129755148841056,59.87024485115894,-10.98353378187182,-8.69750821724918
166,KS-03,"Davids, Sharice",(D),161479,157304,341967,47.2,46.0,146406,177886,330486,44.3,53.8,324292,45.14634958617542,54.853650413824575,318783,50.65483416618829,49.34516583381171,-0.4584547645245891,-6.817512665834343
167,KS-04,"Estes, Ron",(R),90541,165266,274547,33.0,60.2,96433,164553,267116,36.1,61.6,260986,36.94949154360771,63.05050845639229,255807,35.39426208039655,64.60573791960346,-15.719026850316325,-15.014370708402055
168,KY-01,"Comer, James",(R),74179,224657,310299,23.9,72.4,95273,197074,296791,32.1,66.4,292347,32.58901237228362,67.41098762771638,298836,24.822645196696516,75.17735480330349,-26.29064373401636,-19.374849879726142
169,KY-02,"Guthrie, Brett",(R),89563,219152,324512,27.6,67.5,103432,186207,294280,35.1,63.3,289639,35.71066051187858,64.28933948812143,308715,29.011547867774485,70.9884521322255,-22.10174106293839,-16.253201740131182
170,KY-03,"Yarmuth, John",(D),186549,135714,340043,54.9,39.9,183015,140539,328389,55.7,42.8,323554,56.563973865258966,43.436026134741034,322263,57.88719151748727,42.11280848251273,6.7739025867743905,4.600111613249204
171,KY-04,"Massie, Thomas",(R),98664,219749,337149,29.3,65.2,108328,197131,311035,34.8,63.4,305459,35.46400662609385,64.53599337390615,318413,30.98617204699557,69.01382795300444,-20.127116883717306,-16.499855625915913
172,KY-05,"Rogers, Hal",(R),48628,221558,278383,17.5,79.6,60785,196167,261483,23.2,75.0,256952,23.656169245617857,76.34383075438214,270186,17.997971767597136,82.00202823240286,-33.11531716311574,-28.307693006391904
173,KY-06,"Barr, Andy",(R),131271,182141,333012,39.4,54.7,128537,170076,304861,42.2,55.8,298613,43.04467655460412,56.95532344539588,313412,41.88448432095772,58.11551567904228,-9.228804609755159,-8.919185697405638
174,LA-01,"Scalise, Steve",(R),95169,244907,356482,26.7,68.7,89418,235877,332923,26.9,70.9,325295,27.48827986904195,72.51172013095805,340076,27.98462696573707,72.01537303426294,-23.128661964975805,-24.47558238296781
175,LA-02,"Richmond, Cedric",(D),247490,73779,331702,74.6,22.2,248982,74893,328306,75.8,22.8,323875,76.87595522964106,23.124044770358935,321269,77.03513255247161,22.964867447528395,25.921843621758732,24.912092977631303
176,LA-03,"Higgins, Clay",(R),100241,231017,343025,29.2,67.3,107611,220490,333573,32.3,66.1,328101,32.79813228243742,67.20186771756258,331258,30.26070313773554,69.73929686226445,-20.852585792977337,-19.16572996957234
177,LA-04,"Johnson, Mike",(R),116599,192977,318462,36.6,60.6,128612,191416,324250,39.7,59.0,320028,40.187733573312336,59.812266426687664,309576,37.664095407912754,62.335904592087246,-13.449193522800122,-11.776128678697425
178,LA-05,"Abraham, Ralph",(R),110259,205258,323409,34.1,63.5,124102,201058,329531,37.7,61.0,325160,38.166441136671175,61.83355886332882,315517,34.9455021441,65.0544978559,-16.16778678661288,-13.797421115338587
179,LA-06,"Graves, Garret",(R),110395,230700,355951,31.0,64.8,110416,228528,345482,32.0,66.1,338944,32.57647280966767,67.42352719033232,341095,32.3648836834313,67.6351163165687,-18.748405247281575,-19.38738944234209
180,MA-01,"Neal, Richard",(D),194036,123953,339326,57.2,36.5,213423,114339,333678,64.0,34.3,327762,65.11523605543047,34.884763944569535,317989,61.019720807952474,38.980279192047526,9.906431877239598,13.15137380342071
181,MA-02,"McGovern, Jim",(D),197492,129437,351423,56.2,36.8,199549,133195,339921,58.7,39.2,332744,59.97072824754165,40.02927175245834,326929,60.40822319219158,39.59177680780842,9.294934261478701,8.00686599553189
182,MA-03,"Trahan, Lori",(D),202952,123347,348563,58.2,35.4,189461,137869,332925,56.9,41.4,327330,57.88073198301409,42.11926801698592,326299,62.19816793799552,37.80183206200448,11.084879007282645,5.916869731004326
183,MA-04,"Kennedy, Joe",(D),225976,133705,381767,59.2,35.0,211895,152845,370160,57.2,41.3,364740,58.09480725996601,41.905192740033996,359681,62.82678262126717,37.17321737873282,11.713493690554294,6.1309450079562495
184,MA-05,"Clark, Katherine",(D),258908,95922,373498,69.3,25.7,235984,119934,362013,65.2,33.1,355918,66.30291246860232,33.69708753139768,354830,72.96677282078741,27.03322717921258,21.853483890074536,14.339050216592554
185,MA-06,"Moulton, Seth",(D),224858,153244,401046,56.1,38.2,212003,169966,387259,54.7,43.9,381969,55.50267168278054,44.497328317219456,378102,59.47019587307128,40.52980412692872,8.356906942358407,3.538809430770776
186,MA-07,"Pressley, Ayanna",(D),254037,36018,301939,84.1,11.9,233382,44275,283031,82.5,15.6,277657,84.05406670820472,15.945933291795273,290055,87.58235507059005,12.417644929409938,36.46906613987718,32.090204456194954
187,MA-08,"Lynch, Stephen",(D),231356,131624,382917,60.4,34.4,213364,150825,369239,57.8,40.8,364189,58.586063829495124,41.413936170504876,362980,63.73794699432476,36.26205300567524,12.624658063611882,6.622201577485363
188,MA-09,"Keating, Bill",(D),205581,163643,391289,52.5,41.8,212701,165212,382989,55.5,43.1,377913,56.283059857692116,43.716940142307884,369224,55.67920828548524,44.32079171451477,4.565919354772362,4.319197605682355
189,MD-01,"Harris, Andy",(R),122338,226963,366231,33.4,62.0,134072,214704,355614,37.7,60.4,348776,38.44071839805491,61.559281601945095,349301,35.02366154119227,64.97633845880773,-16.089627389520608,-13.52314385395485
190,MD-02,"Ruppersberger, Dutch",(D),189471,112551,315467,60.1,35.7,195114,108261,309437,63.1,35.0,303375,64.31446229913473,35.68553770086527,302022,62.73417168285754,37.26582831714246,11.620882752144666,12.35060004712497
191,MD-03,"Sarbanes, John",(D),215542,110772,343410,62.8,32.3,203772,124541,335690,60.7,37.1,328313,62.06638177592724,37.93361822407276,326314,66.05355577756394,33.94644422243606,14.940266846851067,10.10251952391748
192,MD-04,"Brown, Anthony",(D),250929,64074,325081,77.2,19.7,255707,68196,327230,78.1,20.8,323903,78.94554851298074,21.054451487019264,315003,79.65924134055867,20.340758659441338,28.54595240984579,26.981686260970974
193,MD-05,"Hoyer, Steny",(D),233109,116816,363617,64.1,32.1,234908,115052,355303,66.1,32.4,349960,67.12424277060235,32.87575722939764,349925,66.61684646710009,33.383153532899904,15.503557536387213,15.16038051859259
194,MD-06,"Trone, David",(D),186289,135683,337138,55.3,40.2,178613,138675,323675,55.2,42.8,317288,56.29365119386803,43.70634880613197,321972,57.85875790441405,42.14124209558595,6.745468973701172,4.3297889418582685
195,MD-07,VACANT ,(D),243433,64926,321292,75.8,20.2,256965,75289,337313,76.2,22.3,332254,77.33992668259825,22.660073317401746,308359,78.94467163273976,21.05532836726024,27.83138270202688,25.376064430588485
196,MD-08,"Raskin, Jamie",(D),236817,111385,364411,65.0,30.6,218691,127151,352756,62.0,36.0,345842,63.234367138751225,36.765632861248775,348202,68.0113841965296,31.9886158034704,16.89809526581673,11.270504886741463
197,ME-01,"Pingree, Chellie",(D),212773,154425,393343,54.1,39.3,223103,142993,374522,59.6,38.2,366096,60.941119269262714,39.05888073073729,367198,57.94503238035066,42.05496761964935,6.831743449637784,8.977257017252953
198,ME-02,"Golden, Jared",(D),144962,181168,352341,41.1,51.4,178203,149283,336531,53.0,44.4,327486,54.41545592788699,45.58454407211301,326130,44.449146046055255,55.550853953944745,-6.664142884657622,2.451593675877227
199,MI-01,"Bergman, Jack",(R),133237,210822,364131,36.6,57.9,160199,189406,353694,45.3,53.6,349605,45.82285722458203,54.17714277541798,344059,38.725044251131344,61.274955748868656,-12.388244679581533,-6.141005027427731
200,MI-02,"Huizenga, Bill",(R),132462,193198,346505,38.2,55.8,142080,184755,329985,43.1,56.0,326835,43.471476433062556,56.52852356693745,325660,40.674937050912,59.325062949088,-10.438351879800877,-8.492385818947206
201,MI-03,"Amash, Justin",(I),147330,180344,349490,42.2,51.6,153069,177742,334438,45.8,53.1,330811,46.27083138106048,53.72916861893952,327674,44.96237113716682,55.037628862833174,-6.150917793546057,-5.693030870949279
202,MI-04,"Moolenaar, John",(R),113817,195302,328240,34.7,59.5,146088,171864,321415,45.5,53.5,317952,45.94655797101449,54.05344202898551,309119,36.81980078869303,63.18019921130698,-14.293488142019847,-6.017304280995269
203,MI-05,"Kildee, Dan",(D),162962,148972,327573,49.7,45.5,205800,129903,338966,60.7,38.3,335703,61.30418852378442,38.69581147621559,311934,52.24246154635276,47.75753845364725,1.129172615639881,9.340326271774657
204,MI-06,"Upton, Fred",(R),142305,170314,331986,42.9,51.3,158950,163309,325500,48.8,50.2,322259,49.3236806419681,50.6763193580319,312619,45.52026588275185,54.47973411724815,-5.593023047961026,-2.640181610041658
205,MI-07,"Walberg, Tim",(R),131566,189655,340358,38.7,55.7,159012,169268,331820,47.9,51.0,328280,48.4379188497624,51.5620811502376,321221,40.958094271545136,59.04190572845487,-10.15519465916774,-3.525943402247364
206,MI-08,"Slotkin, Elissa",(D),164436,189891,374968,43.9,50.6,172131,183512,358795,48.0,51.1,355643,48.399940389660415,51.60005961033958,354327,46.407979070180936,53.592020929819064,-4.705309860531941,-3.5639218623493463
207,MI-09,"Levin, Andy",(D),183085,155597,355751,51.5,43.7,199625,146185,349021,57.2,41.9,345810,57.72678638558746,42.27321361441254,338682,54.05808398438653,45.941916015613465,2.9447950536736514,5.762924133577698
208,MI-10,"Mitchell, Paul",(R),113065,228171,357785,31.6,63.8,148429,187653,339318,43.7,55.3,336082,44.1645193732482,55.83548062675181,341236,33.13396007455251,66.8660399254475,-17.979328856160365,-7.799342878761564
209,MI-11,"Stevens, Haley",(D),177143,194245,390926,45.3,49.7,178768,199308,380884,46.9,52.3,378076,47.283614934563424,52.716385065436576,371388,47.69755619459971,52.30244380540028,-3.4157327361131635,-4.680247317446337
210,MI-12,"Dingell, Debbie",(D),205939,116741,338523,60.8,34.5,217492,107675,328498,66.2,32.8,325167,66.88624614428893,33.11375385571107,322680,63.82143299863642,36.17856700136358,12.708144067923541,14.922383892279171
211,MI-13,"Tlaib, Rashida",(D),209105,48111,265343,78.8,18.1,249656,41881,293164,85.2,14.3,291537,85.63441347067439,14.365586529325608,257216,81.29548706145808,18.704512938541924,30.1821981307452,33.67055121866463
212,MI-14,"Lawrence, Brenda",(D),252387,58179,318751,79.2,18.3,273270,62794,337491,81.0,18.6,336064,81.31486859645781,18.685131403542183,310566,81.2667838720272,18.7332161279728,30.153494941314328,29.351006344448052
213,MN-01,"Hagedorn, Jim",(R),130831,181647,340831,38.4,53.3,170377,165720,343764,49.6,48.2,336097,50.69280594590252,49.30719405409747,312478,41.868867568276805,58.131132431723195,-9.244421362436071,-1.2710563061072406
214,MN-02,"Craig, Angie",(D),171287,175807,377887,45.3,46.5,184802,184576,376586,49.1,49.0,369378,50.030591968119374,49.96940803188062,347094,49.34887955424179,50.65112044575821,-1.764409376471086,-1.933270283890387
215,MN-03,"Philips, Dean",(D),201833,164259,397008,50.8,41.4,199093,195802,401332,49.6,48.8,394895,50.41669304498664,49.583306955013356,366092,55.131770156135616,44.868229843864384,4.0184812254227396,-1.5471692070231242
216,MN-04,"McCollum, Betty",(D),223803,111163,363650,61.5,30.6,231511,131521,370514,62.5,35.5,363032,63.77151325502985,36.22848674497014,334966,66.81364675817845,33.18635324182156,15.700357827465574,11.80765100302009
217,MN-05,"Omar, Ilhan",(D),273402,68535,370869,73.7,18.5,274635,89643,373638,73.5,24.0,364278,75.39159652792648,24.608403472073526,341937,79.95683415365988,20.043165846340116,28.843545222947007,23.42773427591672
218,MN-06,"Emmer, Tom",(R),123329,218546,370947,33.2,58.9,151238,205652,364072,41.5,56.5,356890,42.37664266300541,57.623357336994594,341875,36.07429616087751,63.925703839122484,-15.038992769835367,-9.587219589004349
219,MN-07,"Peterson, Collin",(D),104566,208215,337005,31.0,61.8,147750,180334,334777,44.1,53.9,328084,45.03419855890564,54.96580144109436,312781,33.43105879193429,66.56894120806571,-17.682230138778586,-6.929663693104118
220,MN-08,"Stauber, Pete",(R),138665,194779,359353,38.6,54.2,186761,166977,361237,51.7,46.2,353738,52.79641994922796,47.20358005077204,333444,41.585693549741485,58.414306450258515,-9.527595380971391,0.8325576972181992
221,MO-01,"Clay, Lacy",(D),246107,60136,319606,77.0,18.8,280194,66286,350829,79.9,18.9,346480,80.86873701223736,19.131262987762643,306243,80.36330626332683,19.636693736673163,29.250017332613957,28.9048747602276
222,MO-02,"Wagner, Ann",(R),177647,220842,420072,42.3,52.6,170727,235428,411992,41.4,57.1,406155,42.03493740074602,57.96506259925398,398489,44.58015152237578,55.41984847762422,-6.533137408337097,-9.928924851263744
223,MO-03,"Luetkemeyer, Blaine",(R),106365,254183,378846,28.1,67.1,127443,219156,353496,36.1,62.0,346599,36.76958098551929,63.23041901448071,360548,29.500926367640368,70.49907363235963,-21.61236256307251,-15.19428126649047
224,MO-04,"Hartzler, Vicki",(R),99844,222162,340290,29.3,65.3,119908,201672,329292,36.4,61.2,321580,37.287144722930535,62.712855277069465,322006,31.00687564827985,68.99312435172016,-20.106413282433028,-14.676717529079227
225,MO-05,"Cleaver, Emanuel",(D),177772,133458,328803,54.1,40.6,199298,133185,338346,58.9,39.4,332483,59.94231284005498,40.05768715994502,311230,57.11917231629342,42.880827683706585,6.005883385580546,7.97845058804522
226,MO-06,"Graves, Sam",(R),112056,223375,354014,31.7,63.1,129610,205283,341953,37.9,60.0,334893,38.70191374558441,61.29808625441559,335431,33.40657243963736,66.59342756036264,-17.706716491075518,-13.261948506425348
227,MO-07,"Long, Billy",(R),84419,240690,342069,24.7,70.4,98916,220216,325978,30.3,67.6,319132,30.995324818570374,69.00467518142963,325109,25.966368202664334,74.03363179733566,-25.146920728048542,-20.968537433439387
228,MO-08,"Smith, Jason",(R),66858,239666,317749,21.0,75.4,97700,201214,305437,32.0,65.9,298914,32.684986317134694,67.31501368286531,306524,21.81166890683927,78.18833109316074,-29.301620023873607,-19.278875934875067
229,MS-01,"Kelly, Trent",(R),100770,203144,310622,32.4,65.4,118438,197984,319986,37.0,61.9,316422,37.430393588309286,62.569606411690714,303914,33.15740637153932,66.84259362846068,-17.95588255917356,-14.533468663700475
230,MS-02,"Thompson, Bennie",(D),185208,102392,291427,63.6,35.1,219416,109228,330543,66.4,33.0,328644,66.76403646498947,33.23596353501053,287600,64.39777468706536,35.602225312934635,13.284485756352488,14.800174212979712
231,MS-03,"Guest, Michael ",(R),119108,198527,323853,36.8,61.3,132968,204180,340146,39.1,60.0,337148,39.43905940417858,60.56094059582142,317635,37.49838651282132,62.50161348717867,-13.614902417891557,-12.524802847831182
232,MS-04,"Palazzo, Steven",(R),80045,196652,283455,28.2,69.4,92127,199354,294909,31.2,67.6,291481,31.60651980746601,68.393480192534,276697,28.928756003859817,71.07124399614018,-22.18453292685306,-20.35734244454375
233,MT-AL,"Gianforte, Greg",(R),177709,279240,494526,35.9,56.5,201839,267928,483932,41.7,55.4,469767,42.96576813611854,57.03423186388146,456949,38.89033568297556,61.10966431702444,-12.222953247737316,-8.99809411589122
234,NC-01,"Butterfield, G.K.",(D),239585,108100,354704,67.5,30.5,244167,111993,358529,68.1,31.2,356160,68.55542452830188,31.444575471698112,347685,68.90863856651855,31.091361433481456,17.79534963580567,16.591562276292123
235,NC-02,"Holding, George",(R),173131,211450,397167,43.6,53.2,158037,205651,367350,43.0,56.0,363688,43.454004531356546,56.545995468643454,384581,45.01808461676474,54.98191538323526,-6.0952043139481376,-8.509857720653216
236,NC-03,"Murphy, Greg",(R),121094,198864,328451,36.9,60.5,129535,186723,319093,40.6,58.5,316258,40.95864768638264,59.04135231361737,319958,37.846842398064744,62.15315760193525,-13.266446532648132,-11.00521456562712
237,NC-04,"Price, David",(D),281517,116383,412533,68.2,28.2,253331,134265,392923,64.5,34.2,387596,65.35954963415516,34.64045036584485,397900,70.75069112842422,29.249308871575774,19.637402197711346,13.395687382145397
238,NC-05,"Foxx, Virginia",(R),142367,205348,358023,39.8,57.4,146282,195415,345768,42.3,56.5,341697,42.81044317041121,57.18955682958878,347715,40.94358885869174,59.05641114130825,-10.169700072021136,-9.15341908159855
239,NC-06,"Walker, Mark",(R),148725,201387,358853,41.4,56.1,149442,193609,346117,43.2,55.9,343051,43.56261896919117,56.43738103080883,350112,42.47926377844804,57.52073622155196,-8.634025152264833,-8.40124328281859
240,NC-07,"Rouzer, David",(R),142809,206150,357908,39.9,57.6,145865,188514,337348,43.2,55.9,334379,43.622655728978195,56.3773442710218,348959,40.924291965531765,59.075708034468235,-10.188996965181111,-8.341206523031566
241,NC-08,"Hudson, Richard",(R),136233,185873,331234,41.1,56.1,141264,174101,318307,44.4,54.7,315365,44.793810346741076,55.20618965325892,322106,42.29446207149199,57.70553792850801,-8.818826859220884,-7.170051905268686
242,NC-09,"Bishop, Dan",(R),147072,186974,343888,42.8,54.4,146474,185251,334522,43.8,55.4,331725,44.15524907679554,55.844750923204465,334046,44.02746927069924,55.97253072930075,-7.085819660013634,-7.808613175214219
243,NC-10,"McHenry, Patrick",(R),129233,216790,355111,36.4,61.0,137613,199068,340408,40.4,58.5,336681,40.87340835984211,59.1265916401579,346023,37.348095357823034,62.65190464217697,-13.765193572889842,-11.090453892167652
244,NC-11,"Meadows, Mark",(R),123806,230001,364055,34.0,63.2,132399,202151,339041,39.1,59.6,334550,39.5752503362726,60.4247496637274,353807,34.99252417278347,65.00747582721654,-16.120764757929408,-12.388611915737158
245,NC-12,"Adams, Alma",(D),243736,101161,356321,68.4,28.4,231080,106731,340787,67.8,31.3,337811,68.40511410226429,31.594885897735715,344897,70.669214287164,29.330785712836004,19.55592535645112,16.44125185025453
246,NC-13,"Budd, Ted",(R),160004,194170,363851,44.0,53.4,162903,186922,353107,46.1,52.9,349825,46.56699778460659,53.43300221539341,354174,45.17666457729816,54.82333542270184,-5.9366243534147145,-5.396864467403169
247,ND-AL,"Armstrong, Kelly",(R),93758,216794,337963,27.7,64.1,124827,188163,320767,38.9,58.7,312990,39.88210485958018,60.11789514041982,310552,30.190757103480255,69.80924289651973,-20.92253182723262,-12.08175739242958
248,NE-01,"Fortenberry, Jeff",(R),100030,158629,276046,36.2,57.5,107994,152122,264718,40.8,57.5,260116,41.517630595580435,58.482369404419565,258659,38.672537974708014,61.32746202529199,-12.440750956004862,-10.446231656429326
