,district,incumbent,party,dem_16,rep_16,tot_16,dem_pct_16,rep_pct_16,dem_12,rep_12,tot_12,dem_pct_12,rep_pct_12,dem_08,rep_08,tot_08,dem_pct_08,rep_pct_08,2p_tot_16,dem_2p_16,rep_2p_16,2p_tot_12,dem_2p_12,rep_2p_12,2p_tot_08,dem_2p_08,rep_2p_08,lean_08,lean_12
184,MA-05,"Clark, Katherine",(D),258908,95922,"373,498",69.3%,25.7%,235984,119934,362013,65.2,33.1,230731,111908,348496,66.2,32.1,354830,72.96677282078741,27.03322717921258,355918,66.30291246860232,33.69708753139768,342639,67.33938635123263,32.66061364876736,13.650538839089052,14.339050216592554
185,MA-06,"Moulton, Seth",(D),224858,153244,"401,046",56.1%,38.2%,212003,169966,387259,54.7,43.9,212823,154833,373809,56.9,41.4,378102,59.47019587307128,40.52980412692872,381969,55.50267168278054,44.497328317219456,367656,57.88644820157973,42.11355179842026,4.19760068943615,3.538809430770776
186,MA-07,"Capuano, Mike",(D),254037,36018,"301,939",84.1%,11.9%,233382,44275,283031,82.5,15.6,214011,43558,261402,81.9,16.7,290055,87.58235507059005,12.417644929409938,277657,84.05406670820472,15.945933291795273,257569,83.08880338860655,16.911196611393454,29.39995587646297,32.090204456194954
187,MA-08,"Lynch, Stephen",(D),231356,131624,"382,917",60.4%,34.4%,213364,150825,369239,57.8,40.8,205644,144128,355472,57.9,40.5,362980,63.73794699432476,36.26205300567524,364189,58.586063829495124,41.413936170504876,349772,58.793728485985156,41.206271514014844,5.104880973841574,6.622201577485363
188,MA-09,"Keating, Bill",(D),205581,163643,"391,289",52.5%,41.8%,212701,165212,382989,55.5,43.1,219141,154059,379234,57.8,40.6,369224,55.67920828548524,44.32079171451477,377913,56.283059857692116,43.716940142307884,373200,58.71945337620579,41.28054662379421,5.03060586406221,4.319197605682355
189,MD-01,"Harris, Andy",(R),122338,226963,"366,231",33.4%,62.0%,134072,214704,355614,37.7,60.4,134591,208958,350766,38.4,59.6,349301,35.02366154119227,64.97633845880773,348776,38.44071839805491,61.559281601945095,343549,39.17665311207426,60.823346887925744,-14.512194400069319,-13.52314385395485
190,MD-02,"Ruppersberger, Dutch",(D),189471,112551,"315,467",60.1%,35.7%,195114,108261,309437,63.1,35.0,185327,114710,306022,60.6,37.5,302022,62.73417168285754,37.26582831714246,303375,64.31446229913473,35.68553770086527,300037,61.768048607338436,38.23195139266157,8.079201095194854,12.35060004712497
191,MD-03,"Sarbanes, John",(D),215542,110772,"343,410",62.8%,32.3%,203772,124541,335690,60.7,37.1,196967,124481,327633,60.1,38.0,326314,66.05355577756394,33.94644422243606,328313,62.06638177592724,37.93361822407276,321448,61.27491849381549,38.725081506184516,7.586070981671909,10.10251952391748
192,MD-04,"Brown, Anthony",(D),250929,64074,"325,081",77.2%,19.7%,255707,68196,327230,78.1,20.8,247508,69754,320353,77.3,21.8,315003,79.65924134055867,20.340758659441338,323903,78.94554851298074,21.054451487019264,317262,78.01375519286898,21.986244807131015,24.324907680725403,26.981686260970974
193,MD-05,"Hoyer, Steny",(D),233109,116816,"363,617",64.1%,32.1%,234908,115052,355303,66.1,32.4,221879,114618,340744,65.1,33.6,349925,66.61684646710009,33.383153532899904,349960,67.12424277060235,32.87575722939764,336497,65.93788354725302,34.06211645274698,12.249036035109441,15.16038051859259
194,MD-06,"Delaney, John",(D),186289,135683,"337,138",55.3%,40.2%,178613,138675,323675,55.2,42.8,176020,131361,312668,56.3,42.0,321972,57.85875790441405,42.14124209558595,317288,56.29365119386803,43.70634880613197,307381,57.264437294432646,42.73556270556736,3.5755897822890645,4.3297889418582685
195,MD-07,"Cummings, Elijah",(D),243433,64926,"321,292",75.8%,20.2%,256965,75289,337313,76.2,22.3,251740,74017,330338,76.2,22.4,308359,78.94467163273976,21.05532836726024,332254,77.33992668259825,22.660073317401746,325757,77.27846216658429,22.721537833415706,23.58961465444071,25.376064430588485
196,MD-08,"Raskin, Jamie",(D),236817,111385,"364,411",65.0%,30.6%,218691,127151,352756,62.0,36.0,215436,121963,343072,62.8,35.6,348202,68.0113841965296,31.9886158034704,345842,63.234367138751225,36.765632861248775,337399,63.85199719027027,36.14800280972973,10.163149678126686,11.270504886741463
197,ME-01,"Pingree, Chellie",(D),212773,154425,"393,343",54.1%,39.3%,223103,142993,374522,59.6,38.2,226309,139825,372846,60.7,37.5,367198,57.94503238035066,42.05496761964935,366096,60.941119269262714,39.05888073073729,366134,61.81043006112517,38.18956993887484,8.121582548981586,8.977257017252953
198,ME-02,"Poliquin, Bruce",(R),144962,181168,"352,341",41.1%,51.4%,178203,149283,336531,53.0,44.4,195614,155448,358317,54.6,43.4,326130,44.449146046055255,55.550853953944745,327486,54.41545592788699,45.58454407211301,351062,55.720641937891315,44.279358062108685,2.0317944257477336,2.451593675877227
199,MI-01,"Bergman, Jack",(R),133237,210822,"364,131",36.6%,57.9%,160199,189406,353694,45.3,53.6,183104,178360,368276,49.7,48.4,344059,38.725044251131344,61.274955748868656,349605,45.82285722458203,54.17714277541798,361464,50.65622025983224,49.34377974016776,-3.032627252311343,-6.141005027427731
200,MI-02,"Huizenga, Bill",(R),132462,193198,"346,505",38.2%,55.8%,142080,184755,329985,43.1,56.0,168237,176331,350282,48.0,50.3,325660,40.674937050912,59.325062949088,326835,43.471476433062556,56.52852356693745,344568,48.82548582572961,51.17451417427039,-4.863361686413974,-8.492385818947206
201,MI-03,"Amash, Justin",(R),147330,180344,"349,490",42.2%,51.6%,153069,177742,334438,45.8,53.1,174381,170654,351117,49.7,48.6,327674,44.96237113716682,55.037628862833174,330811,46.27083138106048,53.72916861893952,345035,50.54009013578332,49.45990986421667,-3.1487573763602583,-5.693030870949279
202,MI-04,"Moolenaar, John",(R),113817,195302,"328,240",34.7%,59.5%,146088,171864,321415,45.5,53.5,170685,167074,343947,49.6,48.6,309119,36.81980078869303,63.18019921130698,317952,45.94655797101449,54.05344202898551,337759,50.534552743228154,49.46544725677184,-3.1542947689154275,-6.017304280995269
203,MI-05,"Kildee, Dan",(D),162962,148972,"327,573",49.7%,45.5%,205800,129903,338966,60.7,38.3,230768,129429,366156,63.0,35.3,311934,52.24246154635276,47.75753845364725,335703,61.30418852378442,38.69581147621559,360197,64.06716324677885,35.93283675322115,10.378315734635265,9.340326271774657
204,MI-06,"Upton, Fred",(R),142305,170314,"331,986",42.9%,51.3%,158950,163309,325500,48.8,50.2,184125,156672,346680,53.1,45.2,312619,45.52026588275185,54.47973411724815,322259,49.3236806419681,50.6763193580319,340797,54.027764328911346,45.972235671088654,0.33891681676776386,-2.640181610041658
205,MI-07,"Walberg, Tim",(R),131566,189655,"340,358",38.7%,55.7%,159012,169268,331820,47.9,51.0,177650,165756,349608,50.8,47.4,321221,40.958094271545136,59.04190572845487,328280,48.4379188497624,51.5620811502376,343406,51.731769392497505,48.26823060750249,-1.9570781196460771,-3.525943402247364
206,MI-08,"Bishop, Mike",(R),164436,189891,"374,968",43.9%,50.6%,172131,183512,358795,48.0,51.1,195947,174675,376482,52.0,46.4,354327,46.407979070180936,53.592020929819064,355643,48.399940389660415,51.60005961033958,370622,52.869770278073084,47.13022972192692,-0.8190772340704982,-3.5639218623493463
207,MI-09,"Levin, Sander",(D),183085,155597,"355,751",51.5%,43.7%,199625,146185,349021,57.2,41.9,214229,147770,368821,58.1,40.1,338682,54.05808398438653,45.941916015613465,345810,57.72678638558746,42.27321361441254,361999,59.17944524708631,40.82055475291369,5.490597734942732,5.762924133577698
208,MI-10,"Mitchell, Paul",(R),113065,228171,"357,785",31.6%,63.8%,148429,187653,339318,43.7,55.3,170032,177205,354087,48.0,50.0,341236,33.13396007455251,66.8660399254475,336082,44.1645193732482,55.83548062675181,347237,48.96713195886383,51.03286804113617,-4.721715553279751,-7.799342878761564
209,MI-11,"Trott, Dave",(R),177143,194245,"390,926",45.3%,49.7%,178768,199308,380884,46.9,52.3,193613,186390,386552,50.1,48.2,371388,47.69755619459971,52.30244380540028,378076,47.283614934563424,52.716385065436576,380003,50.950387233785,49.049612766215006,-2.7384602783585805,-4.680247317446337
210,MI-12,"Dingell, Debbie",(D),205939,116741,"338,523",60.8%,34.5%,217492,107675,328498,66.2,32.8,234529,110055,350474,66.9,31.4,322680,63.82143299863642,36.17856700136358,325167,66.88624614428893,33.11375385571107,344584,68.06148863557216,31.93851136442783,14.37264112342858,14.922383892279171
211,MI-13,,(D),209105,48111,"265,343",78.8%,18.1%,249656,41881,293164,85.2,14.3,281005,46980,331253,84.8,14.2,257216,81.29548706145808,18.704512938541924,291537,85.63441347067439,14.365586529325608,327985,85.67617421528423,14.323825784715766,31.987326703140653,33.67055121866463
212,MI-14,"Lawrence, Brenda",(D),252387,58179,"318,751",79.2%,18.3%,273270,62794,337491,81.0,18.6,294273,61286,357861,82.2,17.1,310566,81.2667838720272,18.7332161279728,336064,81.31486859645781,18.685131403542183,355559,82.76347947879255,17.236520521207453,29.074631966648965,29.351006344448052
213,MN-01,"Walz, Tim",(D),130831,181647,"340,831",38.4%,53.3%,170377,165720,343764,49.6,48.2,176959,162554,348046,50.8,46.7,312478,41.868867568276805,58.131132431723195,336097,50.69280594590252,49.30719405409747,339513,52.12142097651636,47.87857902348364,-1.5674265356272201,-1.2710563061072406
214,MN-02,"Lewis, Jason",(R),171287,175807,"377,887",45.3%,46.5%,184802,184576,376586,49.1,49.0,185192,174635,367039,50.5,47.6,347094,49.34887955424179,50.65112044575821,369378,50.030591968119374,49.96940803188062,359827,51.466954953352584,48.533045046647416,-2.221892558790998,-1.933270283890387
215,MN-03,"Paulsen, Erik",(R),201833,164259,"397,008",50.8%,41.4%,199093,195802,401332,49.6,48.8,199740,185406,391314,51.0,47.4,366092,55.131770156135616,44.868229843864384,394895,50.41669304498664,49.583306955013356,385146,51.860852767521926,48.139147232478074,-1.8279947446216553,-1.5471692070231242
216,MN-04,"McCollum, Betty",(D),223803,111163,"363,650",61.5%,30.6%,231511,131521,370514,62.5,35.5,229802,130366,367119,62.6,35.5,334966,66.81364675817845,33.18635324182156,363032,63.77151325502985,36.22848674497014,360168,63.80411363585882,36.19588636414118,10.115266123715237,11.80765100302009
217,MN-05,"Ellison, Keith",(D),273402,68535,"370,869",73.7%,18.5%,274635,89643,373638,73.5,24.0,269829,90035,367392,73.4,24.5,341937,79.95683415365988,20.043165846340116,364278,75.39159652792648,24.608403472073526,359864,74.98082608985617,25.019173910143834,21.291978577712584,23.42773427591672
218,MN-06,"Emmer, Tom",(R),123329,218546,"370,947",33.2%,58.9%,151238,205652,364072,41.5,56.5,153766,194584,356012,43.2,54.7,341875,36.07429616087751,63.925703839122484,356890,42.37664266300541,57.623357336994594,348350,44.14123726137505,55.85876273862495,-9.547610250768528,-9.587219589004349
219,MN-07,"Peterson, Collin",(D),104566,208215,"337,005",31.0%,61.8%,147750,180334,334777,44.1,53.9,162296,173440,344442,47.1,50.4,312781,33.43105879193429,66.56894120806571,328084,45.03419855890564,54.96580144109436,335736,48.340362665904166,51.65963733409584,-5.3484848462394154,-6.929663693104118
220,MN-08,"Nolan, Rick",(D),138665,194779,"359,353",38.6%,54.2%,186761,166977,361237,51.7,46.2,195770,164390,369006,53.1,44.5,333444,41.585693549741485,58.414306450258515,353738,52.79641994922796,47.20358005077204,360160,54.35639715681919,45.64360284318081,0.66754964467561,0.8325576972181992
221,MO-01,"Clay, Lacy",(D),246107,60136,"319,606",77.0%,18.8%,280194,66286,350829,79.9,18.9,309062,71725,384801,80.3,18.6,306243,80.36330626332683,19.636693736673163,346480,80.86873701223736,19.131262987762643,380787,81.16401032598277,18.835989674017235,27.47516281383919,28.9048747602276
222,MO-02,"Wagner, Ann",(R),177647,220842,"420,072",42.3%,52.6%,170727,235428,411992,41.4,57.1,199128,225911,429449,46.4,52.6,398489,44.58015152237578,55.41984847762422,406155,42.03493740074602,57.96506259925398,425039,46.849347942188835,53.150652057811165,-6.8394995699547465,-9.928924851263744
223,MO-03,"Luetkemeyer, Blaine",(R),106365,254183,"378,846",28.1%,67.1%,127443,219156,353496,36.1,62.0,158404,206620,370056,42.8,55.8,360548,29.500926367640368,70.49907363235963,346599,36.76958098551929,63.23041901448071,365024,43.39550276146226,56.604497238537746,-10.293344750681321,-15.19428126649047
224,MO-04,"Hartzler, Vicki",(R),99844,222162,"340,290",29.3%,65.3%,119908,201672,329292,36.4,61.2,146703,197817,350083,41.9,56.5,322006,31.00687564827985,68.99312435172016,321580,37.287144722930535,62.712855277069465,344520,42.58185301288749,57.41814698711251,-11.10699449925609,-14.676717529079227
225,MO-05,"Cleaver, Emanuel",(D),177772,133458,"328,803",54.1%,40.6%,199298,133185,338346,58.9,39.4,229496,136071,370231,62.0,36.8,311230,57.11917231629342,42.880827683706585,332483,59.94231284005498,40.05768715994502,365567,62.77809539701341,37.22190460298659,9.089247884869827,7.97845058804522
226,MO-06,"Graves, Sam",(R),112056,223375,"354,014",31.7%,63.1%,129610,205283,341953,37.9,60.0,154736,198560,359371,43.1,55.3,335431,33.40657243963736,66.59342756036264,334893,38.70191374558441,61.29808625441559,353296,43.79783524296907,56.202164757030936,-9.89101226917451,-13.261948506425348
227,MO-07,"Long, Billy",(R),84419,240690,"342,069",24.7%,70.4%,98916,220216,325978,30.3,67.6,121064,216172,342504,35.3,63.1,325109,25.966368202664334,74.03363179733566,319132,30.995324818570374,69.00467518142963,337236,35.898895728807126,64.10110427119288,-17.789951783336456,-20.968537433439387
228,MO-08,"Smith, Jason",(R),66858,239666,"317,749",21.0%,75.4%,97700,201214,305437,32.0,65.9,123319,192937,321648,38.3,60.0,306524,21.81166890683927,78.18833109316074,298914,32.684986317134694,67.31501368286531,316256,38.99341040169989,61.00658959830011,-14.695437110443692,-19.278875934875067
229,MS-01,"Kelly, Trent",(R),100770,203144,"310,622",32.4%,65.4%,118438,197984,319986,37.0,61.9,118704,202760,324760,36.6,62.4,303914,33.15740637153932,66.84259362846068,316422,37.430393588309286,62.569606411690714,321464,36.92606326058283,63.07393673941717,-16.762784251560753,-14.533468663700475
230,MS-02,"Thompson, Bennie",(D),185208,102392,"291,427",63.6%,35.1%,219416,109228,330543,66.4,33.0,215143,118035,335114,64.2,35.2,287600,64.39777468706536,35.602225312934635,328644,66.76403646498947,33.23596353501053,333178,64.57299101381244,35.427008986187566,10.88414350166886,14.800174212979712
231,MS-03,"Harper, Gregg",(R),119108,198527,"323,853",36.8%,61.3%,132968,204180,340146,39.1,60.0,131202,207867,341622,38.4,60.8,317635,37.49838651282132,62.50161348717867,337148,39.43905940417858,60.56094059582142,339069,38.69477893880007,61.30522106119993,-14.994068573343512,-12.524802847831182
232,MS-04,"Palazzo, Steven",(R),80045,196652,"283,455",28.2%,69.4%,92127,199354,294909,31.2,67.6,89613,195935,288369,31.1,67.9,276697,28.928756003859817,71.07124399614018,291481,31.60651980746601,68.393480192534,285548,31.38281479821256,68.61718520178745,-22.30603271393102,-20.35734244454375
233,MT-AL,"Gianforte, Greg",(R),177709,279240,"494,526",35.9%,56.5%,201839,267928,483932,41.7,55.4,232159,243882,491767,47.2,49.6,456949,38.89033568297556,61.10966431702444,469767,42.96576813611854,57.03423186388146,476041,48.76869849445741,51.23130150554259,-4.920149017686171,-8.99809411589122
234,NC-01,"Butterfield, G.K.",(D),239585,108100,"354,704",67.5%,30.5%,244167,111993,358529,68.1,31.2,231077,110445,342771,67.4,32.2,347685,68.90863856651855,31.091361433481456,356160,68.55542452830188,31.444575471698112,341522,67.66094131563999,32.33905868436001,13.972093803496406,16.591562276292123
235,NC-02,"Holding, George",(R),173131,211450,"397,167",43.6%,53.2%,158037,205651,367350,43.0,56.0,152326,184727,339148,44.9,54.5,384581,45.01808461676474,54.98191538323526,363688,43.454004531356546,56.545995468643454,337053,45.193485890942966,54.806514109057034,-8.495361621200615,-8.509857720653216
236,NC-03,"Jones, Walter",(R),121094,198864,"328,451",36.9%,60.5%,129535,186723,319093,40.6,58.5,131905,176453,309920,42.6,56.9,319958,37.846842398064744,62.15315760193525,316258,40.95864768638264,59.04135231361737,308358,42.7765778737701,57.223422126229906,-10.91226963837348,-11.00521456562712
237,NC-04,"Price, David",(D),281517,116383,"412,533",68.2%,28.2%,253331,134265,392923,64.5,34.2,239012,120780,362150,66.0,33.4,397900,70.75069112842422,29.249308871575774,387596,65.35954963415516,34.64045036584485,359792,66.43060434917952,33.569395650820475,12.741756837035936,13.395687382145397
238,NC-05,"Foxx, Virginia",(R),142367,205348,"358,023",39.8%,57.4%,146282,195415,345768,42.3,56.5,151995,184844,339462,44.8,54.5,347715,40.94358885869174,59.05641114130825,341697,42.81044317041121,57.18955682958878,336839,45.12393161124454,54.87606838875546,-8.564915900899045,-9.15341908159855
239,NC-06,"Walker, Mark",(R),148725,201387,"358,853",41.4%,56.1%,149442,193609,346117,43.2,55.9,149396,177614,329330,45.4,53.9,350112,42.47926377844804,57.52073622155196,343051,43.56261896919117,56.43738103080883,327010,45.685453044249414,54.314546955750586,-8.003394467894168,-8.40124328281859
240,NC-07,"Rouzer, David",(R),142809,206150,"357,908",39.9%,57.6%,145865,188514,337348,43.2,55.9,144777,177102,323557,44.7,54.7,348959,40.924291965531765,59.075708034468235,334379,43.622655728978195,56.3773442710218,321879,44.978703177280906,55.0212968227191,-8.710144334862676,-8.341206523031566
241,NC-08,"Hudson, Richard",(R),136233,185873,"331,234",41.1%,56.1%,141264,174101,318307,44.4,54.7,141129,167955,310845,45.4,54.0,322106,42.29446207149199,57.70553792850801,315365,44.793810346741076,55.20618965325892,309084,45.660402997243466,54.339597002756534,-8.028444514900116,-7.170051905268686
242,NC-09,"Pittenger, Robert",(R),147072,186974,"343,888",42.8%,54.4%,146474,185251,334522,43.8,55.4,142113,169781,313481,45.3,54.2,334046,44.02746927069924,55.97253072930075,331725,44.15524907679554,55.844750923204465,311894,45.56451871469153,54.43548128530848,-8.124328797452051,-7.808613175214219
243,NC-10,"McHenry, Patrick",(R),129233,216790,"355,111",36.4%,61.0%,137613,199068,340408,40.4,58.5,138138,190381,330688,41.8,57.6,346023,37.348095357823034,62.65190464217697,336681,40.87340835984211,59.1265916401579,328519,42.04870951147422,57.95129048852578,-11.64013800066936,-11.090453892167652
244,NC-11,"Meadows, Mark",(R),123806,230001,"364,055",34.0%,63.2%,132399,202151,339041,39.1,59.6,140918,193562,337287,41.8,57.4,353807,34.99252417278347,65.00747582721654,334550,39.5752503362726,60.4247496637274,334480,42.13047117914375,57.86952882085625,-11.558376332999835,-12.388611915737158
245,NC-12,"Adams, Alma",(D),243736,101161,"356,321",68.4%,28.4%,231080,106731,340787,67.8,31.3,206698,94989,303082,68.2,31.3,344897,70.669214287164,29.330785712836004,337811,68.40511410226429,31.594885897735715,301687,68.51405595865914,31.485944041340858,14.82520844651556,16.44125185025453
246,NC-13,"Budd, Ted",(R),160004,194170,"363,851",44.0%,53.4%,162903,186922,353107,46.1,52.9,164582,175774,342427,48.1,51.3,354174,45.17666457729816,54.82333542270184,349825,46.56699778460659,53.43300221539341,340356,48.35583918015255,51.64416081984745,-5.3330083319910315,-5.396864467403169
247,ND-AL,"Cramer, Kevin",(R),93758,216794,"337,963",27.7%,64.1%,124827,188163,320767,38.9,58.7,141403,168887,316615,44.7,53.3,310552,30.190757103480255,69.80924289651973,312990,39.88210485958018,60.11789514041982,310290,45.57123980792162,54.42876019207837,-8.11760770422196,-12.08175739242958
248,NE-01,"Fortenberry, Jeff",(R),100030,158629,"276,046",36.2%,57.5%,107994,152122,264718,40.8,57.5,117514,144470,267008,44.0,54.1,258659,38.672537974708014,61.32746202529199,260116,41.517630595580435,58.482369404419565,261984,44.855411017466714,55.144588982533286,-8.833436494676867,-10.446231656429326
249,NE-02,"Bacon, Don",(R),131102,137506,"285,211",46.0%,48.2%,121971,140880,266720,45.7,52.8,133016,129890,267039,49.8,48.6,268608,48.80792828210627,51.19207171789374,262851,46.40309528972688,53.59690471027312,262906,50.594509064076135,49.405490935923865,-3.0943384480674467,-5.560766962282884
250,NE-03,"Smith, Adrian",(R),53362,199826,"266,918",20.0%,74.9%,72116,182062,259224,27.8,70.2,82789,178619,266981,31.0,66.9,253188,21.07603835884797,78.92396164115203,254178,28.372243073751463,71.62775692624854,261408,31.67041559554413,68.32958440445587,-22.01843191659945,-23.5916191782583
251,NH-01,"Shea-Porter, Carol",(D),173344,179259,"371,973",46.6%,48.2%,179148,173419,356812,50.2,48.6,186598,163977,353603,52.8,46.4,352603,49.16123799287016,50.83876200712984,352567,50.81246968661276,49.18753031338724,350575,53.226271126007276,46.773728873992724,-0.4625763861363055,-1.1513925653970034
252,NH-02,"Kuster, Annie",(D),175182,166531,"360,294",48.6%,46.2%,190413,156499,351587,54.2,44.5,198228,152557,354008,56.0,43.1,341713,51.26582834132737,48.73417165867263,346912,54.887983119638406,45.11201688036159,350785,56.50982795729578,43.49017204270422,2.8209804451521947,2.9241208676286448
253,NJ-01,"Norcross, Donald",(D),199386,118880,"329,188",60.6%,36.1%,212236,110377,326134,65.1,33.8,219874,116242,340075,64.7,34.2,318266,62.64759666442535,37.35240333557465,322613,65.78656160787074,34.21343839212927,336116,65.4161063442383,34.5838936557617,11.72725883209472,13.822699355860976
254,NJ-02,"LoBiondo, Frank",(R),147656,162486,"321,004",46.0%,50.6%,166906,141479,311778,53.5,45.4,174840,149736,328805,53.2,45.5,310142,47.609159675245536,52.390840324754464,308385,54.122606482157046,45.877393517842954,324576,53.867199053534456,46.132800946465544,0.1783515413908745,2.158744230147285
255,NJ-03,"MacArthur, Tom",(R),165090,187703,"365,240",45.2%,51.4%,179028,163203,345812,51.8,47.2,188210,175525,367978,51.1,47.7,352793,46.79514616219709,53.2048538378029,342231,52.31203485365148,47.68796514634852,363735,51.74371451743715,48.25628548256285,-1.9451329947064337,0.34817260164172126
256,NJ-04,"Smith, Chris",(R),146191,198859,"356,583",41.0%,55.8%,148622,180439,332612,44.7,54.2,160660,190307,355041,45.3,53.6,345050,42.368062599623244,57.631937400376756,329061,45.16548603450424,54.83451396549576,350967,45.77638353463431,54.22361646536569,-7.912463977509269,-6.7983762175055205
257,NJ-05,"Gottheimer, Josh",(D),173963,178058,"364,545",47.7%,48.8%,162305,172486,338580,47.9,50.9,176486,183854,363746,48.5,50.5,352021,49.41835856383568,50.58164143616432,334791,48.47949915021611,51.52050084978389,360340,48.977632236221346,51.022367763778654,-4.711215275922235,-3.4843631017936545
258,NJ-06,"Pallone, Frank",(D),162857,117679,"289,648",56.2%,40.6%,163391,99466,265918,61.4,37.4,170603,118187,292048,58.4,40.5,280536,58.05208600678701,41.94791399321299,262857,62.159653347637686,37.840346652362314,288790,59.07510647875619,40.92489352124381,5.386258966612608,10.195791095627925
259,NJ-07,"Lance, Leonard",(R),180530,176386,"371,592",48.6%,47.5%,157635,178521,340175,46.3,52.5,172330,188352,364851,47.2,51.6,356916,50.580528751863184,49.419471248136816,336156,46.89340663263485,53.10659336736515,360682,47.77892991610338,52.22107008389661,-5.909917596040202,-5.070455619374911
260,NJ-08,"Sires, Albio",(D),173834,49336,"229,736",75.7%,21.5%,162232,43032,207307,78.3,20.8,159013,56502,217359,73.2,26.0,223170,77.89308598826007,22.106914011739928,205264,79.03577831475563,20.964221685244368,215515,73.78279934111315,26.217200658886853,20.093951828969566,27.07191606274587
261,NJ-09,"Pascrell, Bill",(D),177954,91696,"276,738",64.3%,33.1%,173082,77951,253218,68.4,30.8,170663,93912,266738,64.0,35.2,269650,65.99443723345077,34.00556276654923,251033,68.94790724725435,31.05209275274565,264575,64.50458282150619,35.49541717849381,10.815735309362609,16.984044995244588
262,NJ-10,"Payne, Donald",(D),233822,35111,"274,410",85.2%,12.8%,239483,31379,272407,87.9,11.5,242306,41562,285386,84.9,14.6,268933,86.94433185960816,13.055668140391843,270862,88.41513390582658,11.584866094173417,283868,85.35868784082743,14.641312159172573,31.669840328683847,36.45127165381682
263,NJ-11,"Frelinghuysen, Rodney",(R),182334,185696,"380,595",47.9%,48.8%,163493,183775,350909,46.6,52.4,176436,195675,375701,47.0,52.1,368030,49.5432437573024,50.45675624269761,347268,47.07977700220003,52.92022299779997,372111,47.41488426840378,52.58511573159622,-6.2739632437398,-4.884085249809729
264,NJ-12,"Watson Coleman, Bonnie",(D),204661,100043,"314,766",65.0%,31.8%,198197,96642,298083,66.5,32.4,204001,103354,310510,65.7,33.3,304704,67.16715238395295,32.83284761604705,294839,67.22211105043769,32.7778889495623,307355,66.37308649607132,33.62691350392868,12.684238983927742,15.258248798427928
265,NM-01,"Lujan Grisham, Michelle",(D),147250,100132,"285,170",51.6%,35.1%,155915,111749,282195,55.3,39.6,178068,116302,298305,59.7,39.0,247382,59.52332829389365,40.476671706106345,267664,58.250268993962585,41.74973100603742,294370,60.491218534497406,39.5087814655026,6.8023710223538245,6.286406741952824
266,NM-02,"Pearce, Steve",(R),93363,117212,"234,096",39.9%,50.1%,103438,119168,230391,44.9,51.7,118400,122705,244530,48.4,50.2,210575,44.337172028968304,55.6628279710317,222606,46.46685174703287,53.53314825296712,241105,49.10723543684286,50.89276456315714,-4.581612075300718,-5.497010504976892
267,NM-03,"Lujan, Ben",(D),144621,102323,"279,053",51.8%,36.7%,155982,104871,271171,57.5,38.7,175953,107825,287324,61.2,37.5,246944,58.56428987948685,41.43571012051315,260853,59.79689710296604,40.20310289703396,283778,62.00374940974987,37.99625059025013,8.31490189760629,7.833034850956281
268,NV-01,"Titus, Dina",(D),121321,64233,"196,840",61.6%,32.6%,123205,60813,187686,65.6,32.4,122041,62527,189190,64.5,33.0,185554,65.38312297228839,34.61687702771161,184018,66.95268941081851,33.04731058918149,184568,66.12251311169867,33.87748688830133,12.433665599555084,14.988827158808746
269,NV-02,"Amodei, Mark",(R),129318,169631,"326,011",39.7%,52.0%,131542,155187,293476,44.8,52.9,141357,137916,285982,49.4,48.2,298949,43.25754560142365,56.74245439857635,286729,45.8767686561178,54.1232313438822,279273,50.61606385150015,49.383936148499856,-3.072783660643431,-6.0870935958919645
270,NV-03,"Rosen, Jacky",(D),151552,154815,"325,602",46.5%,47.5%,140501,138238,283656,49.5,48.7,140378,116908,262257,53.5,44.6,306367,49.46746875479408,50.53253124520592,278739,50.40593530148275,49.59406469851725,257286,54.56107211430081,45.43892788569918,0.8722246021572317,-1.557926950527012
271,NV-04,"Kihuen, Ruben",(D),137070,123380,"276,932",49.5%,44.6%,136124,109330,250100,54.4,43.7,129961,95477,230420,56.4,41.4,260450,52.628143597619506,47.371856402380494,245454,55.45804916603518,44.54195083396482,225438,57.64822257117256,42.35177742882744,3.9593750590289787,3.49418691402542
272,NY-01,"Zeldin, Lee",(R),141900,183233,"336,437",42.2%,54.5%,146708,145115,295673,49.6,49.1,168611,156394,328315,51.4,47.6,325133,43.64367812556708,56.35632187443292,291823,50.272939418757254,49.72706058124274,325005,51.879509546006986,48.120490453993014,-1.8093379661365958,-1.6909228332525075
273,NY-02,"King, Peter",(R),137680,165908,"313,286",43.9%,53.0%,140817,128791,272663,51.6,47.2,156151,145890,304670,51.3,47.9,303588,45.35093613713322,54.649063862866775,269608,52.23027506602178,47.76972493397822,302041,51.6986104535477,48.3013895464523,-1.9902370585958806,0.2664128140120212
274,NY-03,"Suozzi, Tom",(D),178288,156942,"345,275",51.6%,45.5%,155451,147617,306221,50.8,48.2,182847,155946,341582,53.5,45.7,335230,53.18378426751782,46.81621573248218,303068,51.29244921931711,48.70755078068289,338793,53.970123349655985,46.029876650344015,0.28127583751240337,-0.671413032692648
275,NY-04,"Rice, Kathleen",(D),179845,147469,"336,811",53.4%,43.8%,173508,131750,308119,56.3,42.8,185400,147199,334969,55.3,43.9,327314,54.94570962439737,45.05429037560263,305258,56.839787982624536,43.160212017375464,332599,55.7428013914654,44.2571986085346,2.053953879321817,4.8759257306147745
