,district,incumbent,party,dem_20,rep_20,tot_20,dem_pct_20,rep_pct_20,dem_16,rep_16,tot_16,2p_tot_16,dem_2p_16,rep_2p_16,lean_16,2p_tot_20,dem_2p_20,rep_2p_20,lean_20
396,TX-37,Lloyd Doggett,(D),289226,86849,383154,75.5,22.7,217142,74823,315810,291965,74.37261315568648,25.62738684431353,23.259324224973604,376075,76.90646812470916,23.093531875290832,24.636633200502693
397,TX-38,Wesley Hunt,(R),143907,208722,357580,40.2,58.4,98178,174813,287154,272991,35.96382298317527,64.03617701682474,-15.149465947537607,352629,40.80974622053206,59.19025377946794,-11.460088703674408
398,UT-01,Blake Moore,(R),142221,216685,374776,37.9,57.8,84469,129303,295960,213772,39.51359392249687,60.48640607750313,-11.59969500821601,358906,39.62625311362864,60.37374688637136,-12.643581810577828
399,UT-02,Celeste Maloy,(R),143194,205210,362061,39.5,56.7,83932,128156,273738,212088,39.574139036626306,60.42586096337369,-11.53914989408657,348404,41.09998737098311,58.900012629016885,-11.169847553223363
400,UT-03,John Curtis,(R),149658,224849,391105,38.3,57.5,81056,143316,309301,224372,36.12571978678266,63.87428021321734,-14.987569143930216,374507,39.961335836179295,60.0386641638207,-12.308499088027176
401,UT-04,Burgess Owens,(R),125210,218396,359735,34.8,60.7,61219,114456,252376,175675,34.84787249181728,65.15212750818272,-16.2654164388956,343606,36.43999231678143,63.560007683218565,-15.829842607425043
402,VA-01,Rob Wittman,(R),215574,244413,466892,46.2,52.3,164366,220149,410156,384515,42.746316788681845,57.253683211318155,-8.366972142031031,459987,46.86523749584227,53.13476250415773,-5.404597428364198
403,VA-02,Jen Kiggans,(R),201896,194173,402884,50.1,48.2,159063,178908,359148,337971,47.06409721544156,52.935902784558444,-4.049191715271313,396069,50.97495638386241,49.025043616137594,-1.2948785403440581
404,VA-03,Bobby Scott,(D),230576,101134,337411,68.3,30.0,202649,97251,316813,299900,67.57219073024342,32.42780926975659,16.458901799530544,331710,69.51132012902836,30.48867987097163,17.241485204821892
405,VA-04,Jennifer McClellan,(D),260886,122375,388140,67.2,31.5,226456,114324,357428,340780,66.45225658782793,33.547743412172075,15.338967657115056,383261,68.07006191603111,31.92993808396889,15.800226991824637
406,VA-05,Bob Good,(R),194989,230682,431686,45.2,53.4,163720,207979,391600,371699,44.046392376627324,55.95360762337267,-7.066896554085552,425671,45.80744283730863,54.19255716269138,-6.462392086897843
407,VA-06,Ben Cline,(R),133543,208274,347395,38.4,60.0,119913,209513,349889,329426,36.40058768888916,63.59941231111084,-14.712701241823716,341817,39.06856592855241,60.93143407144759,-13.201268995654061
408,VA-07,Abigail Spanberger,(D),204951,178472,389585,52.6,45.8,158995,151848,329818,310843,51.14961572240648,48.85038427759351,0.036326791693603866,383423,53.452974912824736,46.54702508717526,1.1831399886182652
409,VA-08,Don Beyer,(D),305118,84142,394439,77.4,21.3,264655,75619,366045,340274,77.77702674903166,22.222973250968337,26.663737818318786,389260,78.3841134460258,21.615886553974207,26.114278521819323
410,VA-09,Morgan Griffith,(R),114163,282093,401051,28.5,70.3,99310,250107,365400,349417,28.421628026112067,71.57837197388794,-22.69166090460081,396256,28.81041548897682,71.18958451102317,-23.459419435229652
411,VA-10,Jennifer Wexton,(D),238976,164941,410021,58.3,40.2,174827,148538,345987,323365,54.064911168493815,45.93508883150619,2.9516222377809385,403917,59.164630357226855,40.835369642773145,6.894795433020384
412,VA-11,Gerry Connolly,(D),295688,121172,422707,70.0,28.7,247519,115207,390468,362726,68.2385602355497,31.7614397644503,17.125271304836822,416860,70.93220745574054,29.06779254425946,18.662372531534068
413,VT-AL,Becca Balint,(D),242820,112704,365486,66.4,30.8,178573,95362,315067,273935,65.188092065636,34.81190793436399,14.074803134923123,355524,68.29918655280656,31.700813447193436,16.02935162860009
414,WA-01,Suzan DelBene,(D),250877,130740,392183,64.0,33.3,185952,104596,315830,290548,64.00044054682876,35.99955945317125,12.88715161611588,381617,65.74051994539028,34.259480054609725,13.470685021183805
415,WA-02,Rick Larsen,(D),263073,162798,437403,60.1,37.2,190735,128467,346835,319202,59.753698285098466,40.246301714901534,8.64040935438559,425871,61.77293123974161,38.22706876025839,9.503096315535139
416,WA-03,Marie Gluesenkamp Perez,(D),196218,213902,420817,46.6,50.8,132417,156118,312295,288535,45.89287261510736,54.10712738489265,-5.220416315605519,410120,47.84404564517702,52.155954354822974,-4.425789279029452
417,WA-04,Dan Newhouse,(R),130107,184863,323034,40.3,57.2,89994,144696,252486,234690,38.34590310622523,61.65409689377477,-12.767385824487647,314970,41.30774359462806,58.69225640537194,-10.962091329578413
418,WA-05,Cathy McMorris Rodgers,(R),180838,222224,415270,43.5,53.5,126563,172318,327079,298881,42.34561581365159,57.654384186348416,-8.767673117061285,403062,44.86605038430812,55.13394961569188,-7.4037845398983535
419,WA-06,Derek Kilmer,(D),253641,177178,444191,57.1,39.9,179622,138177,347922,317799,56.520630964855144,43.479369035144856,5.4073420341422676,430819,58.87414436224958,41.125855637750426,6.60430943804311
420,WA-07,Pramila Jayapal,(D),395386,51351,455644,86.8,11.3,331302,43799,397414,375101,88.32341156115287,11.676588438847137,37.21012263043999,446737,88.50531744628272,11.494682553717288,36.235482522076246
421,WA-08,Kim Schrier,(D),226804,197508,435843,52.0,45.3,160749,149805,336893,310554,51.76201240363994,48.23798759636006,0.6487234729270668,424312,53.45217670016403,46.54782329983597,1.1823417759575605
422,WA-09,Adam Smith,(D),255762,94177,357484,71.5,26.3,194307,70572,282807,264879,73.35689125978277,26.64310874021723,22.243602329069894,349939,73.08759526660361,26.912404733396393,20.817760342397143
423,WA-10,Marilyn Strickland,(D),216906,149910,378511,57.3,39.6,151077,113199,289653,264276,57.16637152068292,42.83362847931708,6.053082589970046,366816,59.132098926982465,40.867901073017535,6.862264002775994
424,WI-01,Bryan Steil,(R),190050,197950,393706,48.3,50.3,159094,168403,349322,327497,48.57876560701319,51.421234392986804,-2.5345233236996876,388000,48.9819587628866,51.0180412371134,-3.287876161319872
425,WI-02,Mark Pocan,(D),310866,125928,442951,70.2,28.4,260100,110866,396685,370966,70.11424227557242,29.885757724427574,19.000953344859546,436794,71.16993365293479,28.83006634706521,18.900098728728317
426,WI-03,Derrick Van Orden,(R),185088,203589,395551,46.8,51.5,161639,177898,364731,339537,47.605710128793035,52.394289871206965,-3.5075788019198413,388677,47.6200032417663,52.3799967582337,-4.649831682440173
427,WI-04,Gwen Moore,(D),260145,78292,342657,75.9,22.8,242162,74928,336288,317090,76.37011574001072,23.62988425998928,25.25682680929784,338437,76.8665955554505,23.1334044445495,24.59676063124403
428,WI-05,Scott Fitzgerald,(R),175986,282390,464784,37.9,60.8,137813,249369,413939,387182,35.59385508623851,64.4061449137615,-15.519433844474364,458376,38.39337138070056,61.60662861929944,-13.876463543505913
429,WI-06,Glenn Grothman,(R),171949,237088,415757,41.4,57.0,143139,206859,376041,349998,40.89709084051909,59.10290915948091,-10.216198090193785,409037,42.03751738840252,57.96248261159749,-10.23231753580395
430,WI-07,Tom Tiffany,(R),165850,250173,422463,39.3,59.2,138573,214567,375094,353140,39.24024466217364,60.75975533782636,-11.873044268539239,416023,39.86558435471116,60.13441564528884,-12.40425056949531
431,WI-08,Mike Gallagher,(R),170932,234773,412078,41.5,57.0,140016,202394,364050,342410,40.89132910837884,59.10867089162115,-10.221959822334036,405705,42.1320910513797,57.867908948620304,-10.137743872826768
432,WV-01,Carol Miller,(R),112947,273523,392576,28.8,69.7,92958,247279,355774,340237,27.321543512316417,72.67845648768359,-23.79174541839646,386470,29.225295624498663,70.77470437550133,-23.044539299707807
433,WV-02,Alex Mooney,(R),123037,271859,402076,30.6,67.6,95834,242092,357275,337926,28.35946331445346,71.64053668554654,-22.753825616259416,394896,31.156810907175558,68.84318909282445,-21.113024017030913
434,WY-AL,Harriet Hageman,(R),73491,193559,275026,26.7,70.4,55973,174419,248945,230392,24.294680370846212,75.70531962915379,-26.818608559866664,267050,27.519565624414906,72.4804343755851,-24.750269299791565
