,district,incumbent,party,dem_20,rep_20,tot_20,dem_pct_20,rep_pct_20,dem_16,rep_16,tot_16,dem_pct_16,rep_pct_16,dem_12,rep_12,tot_12,dem_pct_12,rep_pct_12,2p_tot_20,dem_2p_20,rep_2p_20,2p_tot_16,dem_2p_16,rep_2p_16,2p_tot_12,dem_2p_12,rep_2p_12,lean_16,lean_20,lean_12
86,CT-05,Jahana Hayes,(D),196119,157881,359336,54.6,43.9,161142,147901,322737,49.9,45.8,164621,139347,307553,53.5,45.3,354000,55.40084745762712,44.599152542372885,309043,52.142258520658935,47.857741479341065,303968,54.15734551005369,45.84265448994631,1.0289695899460582,3.1310125334206518,2.1934832580439263
87,DE-AL,Lisa Blunt Rochester,(D),296268,200603,504010,58.8,39.8,235603,185127,441590,53.4,41.9,242584,165484,413890,58.6,40.0,496871,59.626744164984466,40.37325583501553,420730,55.998621443681216,44.001378556318784,408068,59.44695491927816,40.55304508072184,4.88533251296834,7.356909240777995,7.4830926672684015
88,FL-01,Matt Gaetz,(R),143654,292019,443097,32.4,65.9,107063,256609,380100,28.2,67.5,106528,242747,349275,,,435673,32.97289480872122,67.02710519127878,363672,29.43943993488638,70.56056006511362,349275,30.49974948106793,69.50025051893208,-21.673848995826496,-19.29694011548525,-21.46411277094183
89,FL-02,Neal Dunn,(R),125746,263499,393088,32.0,67.0,108636,234991,354948,30.6,66.2,110727,214342,325069,,,389245,32.30510346953718,67.69489653046283,343627,31.614512247291394,68.38548775270861,325069,34.06261439878918,65.93738560121082,-19.498776683421482,-19.96473145466929,-17.901247853220582
90,FL-03,Kat Cammack,(R),170433,223087,398282,42.8,56.0,141362,197478,351688,40.2,56.2,137649,186258,323907,,,393520,43.30986989225452,56.690130107745475,338840,41.71939558493684,58.28060441506315,323907,42.496457316451945,57.50354268354806,-9.393893345776036,-8.959965031951953,-9.467404935557816
91,FL-04,John Rutherford,(R),198414,305935,510715,38.9,59.9,143675,261826,421618,34.1,62.1,123377,248340,371717,,,504349,39.34061532787811,60.65938467212189,405501,35.43147859068165,64.56852140931835,371717,33.19111044154558,66.80888955845442,-15.681810340031227,-12.929219596328359,-18.77275181046418
92,FL-05,Al Lawson,(D),214891,123978,342746,62.7,36.2,191194,111892,312071,61.3,35.9,199964,110989,310953,,,338869,63.41418070109689,36.58581929890312,303086,63.08242545020225,36.91757454979775,310953,64.30682450402473,35.693175495975275,11.969136519489375,11.144345776890418,12.34296225201497
93,FL-06,Michael Waltz,(R),184607,263644,452468,40.8,58.3,151453,215941,379804,39.9,56.9,158711,178245,336956,,,448251,41.183845657901486,58.816154342098514,367394,41.223591022172386,58.77640897782762,336956,47.1014019634611,52.89859803653889,-9.88969790854049,-11.085989266304985,-4.862460288548661
94,FL-07,Stephanie Murphy,(D),226505,183414,414920,54.6,44.2,186658,160178,363186,51.4,44.1,164738,164364,329102,,,409919,55.256038388071794,44.74396161192821,346836,53.81736613269672,46.18263386730328,329102,50.05682128944826,49.94317871055174,2.704077201983843,2.9862034638653228,-1.9070409625615028
95,FL-08,Bill Posey,(R),189808,272109,467055,40.6,58.3,151412,234648,401911,37.7,58.4,153020,205877,358897,,,461917,41.09136489888876,58.90863510111124,386060,39.21981039216702,60.78018960783298,358897,42.636188098535236,57.363811901464764,-11.893478538545857,-11.178470025317708,-9.327674153474526
96,FL-09,Darren Soto,(D),232318,201924,438440,53.0,46.1,195368,149352,356530,54.8,41.9,153222,115093,268315,,,434242,53.499661479083095,46.500338520916905,344720,56.674402413553025,43.325597586446975,268315,57.10526806179305,42.89473193820696,5.561113482840149,1.2298265548766238,5.141405809783286
97,FL-10,Val Demings,(D),236868,141377,381930,62.0,37.0,194934,110062,315611,61.8,34.9,165230,103617,268847,,,378245,62.62290314478711,37.37709685521289,304996,63.91362509672258,36.08637490327742,268847,61.4587479123814,38.54125208761861,12.800336166009707,10.353068220580639,9.494885660371637
98,FL-11,Daniel Webster,(R),164285,318054,485989,33.8,65.4,133448,266256,410998,32.5,64.8,146428,217453,363881,,,482339,34.060069784943785,65.93993021505622,399704,33.386706162560294,66.6132938374397,363881,40.240628117434,59.759371882566,-17.726582768152582,-18.209765139262686,-11.723234134575762
99,FL-12,Gus Bilirakis,(R),188631,266291,459697,41.0,57.9,147759,218487,380357,38.8,57.4,156978,182945,339923,,,454922,41.46447083236247,58.535529167637534,366246,40.344194885404896,59.655805114595104,339923,46.180458515605004,53.819541484394996,-10.76909404530798,-10.805364091843998,-5.7834037364047575
100,FL-13,[VACANT],(D),211530,194721,410780,51.5,47.4,178892,167348,360760,49.6,46.4,182971,147065,330036,,,406251,52.06879490758176,47.93120509241823,346240,51.667051756007396,48.332948243992604,330036,55.43970960743676,44.56029039256323,0.5537628252945197,-0.2010400166247095,3.4758473554269997
101,FL-14,Kathy Castor,(D),217176,158027,379538,57.2,41.6,188870,128797,330433,57.2,39.0,178047,127006,305053,,,375203,57.88226639978892,42.11773360021109,317667,59.45534159985142,40.54465840014858,305053,58.36592329857435,41.634076701425656,8.342052669138546,5.612431475582447,6.40206104656459
102,FL-15,Scott Franklin,(R),179793,213736,398200,45.2,53.7,144225,177635,334518,43.1,53.1,143468,163966,307434,,,393529,45.68735722145001,54.31264277854999,321860,44.80985521655378,55.190144783446215,307434,46.66627633898658,53.33372366101342,-6.303433714159098,-6.582477702756464,-5.297585913023184
103,FL-16,Vern Buchanan,(R),223366,262840,490589,45.5,53.6,170442,213271,396807,43.0,53.7,155827,185382,341209,,,486206,45.94060953587574,54.059390464124256,383713,44.41913617729918,55.58086382270082,341209,45.66907672423646,54.33092327576353,-6.694152753413697,-6.329225388330734,-6.2947855277733
104,FL-17,Greg Steube,(R),151888,267579,422675,35.9,63.3,123919,220156,353861,35.0,62.2,127960,178932,306892,,,419467,36.209761435345335,63.790238564654665,344075,36.01511298408777,63.98488701591223,306892,41.69544986509912,58.30455013490088,-15.098175946625105,-16.060073488861136,-10.26841238691064
105,FL-18,Brian Mast,(R),206388,244705,454097,45.5,53.9,168558,203771,382474,44.1,53.3,163274,175617,338891,,,451093,45.752871359121066,54.24712864087893,372329,45.27125203784825,54.72874796215176,338891,48.17891298382075,51.82108701617925,-5.842036892864627,-6.516963565085405,-3.78494926818901
106,FL-19,Byron Donalds,(R),180723,272764,456659,39.6,59.7,143001,227097,381158,37.5,59.6,124513,197050,321563,,,453487,39.85185903895812,60.14814096104188,370098,38.638684888867274,61.36131511113273,321563,38.721183718276045,61.278816281723955,-12.474604041845602,-12.417975885248353,-13.242678533733717
107,FL-20,Sheila Cherfilus-McCormick,(D),254644,72814,329313,77.3,22.1,231596,52251,288811,80.2,18.1,219688,45988,265676,,,327458,77.76386590035975,22.23613409964026,283847,81.59184349314947,18.40815650685052,265676,82.69019407097366,17.309805929026332,30.478554562436592,25.494030976153276,30.7263318189639
108,FL-21,Lois Frankel,(D),239322,169556,411406,58.2,41.2,206239,137490,351661,58.6,39.1,191934,123286,315220,,,408878,58.53139567303695,41.46860432696305,343729,60.000465482982236,39.999534517017764,315220,60.88890298838906,39.11109701161094,8.88717655226936,6.261560748830476,8.925040736379302
109,FL-22,[VACANT],(D),236393,174889,413647,57.1,42.3,202355,146228,356482,56.8,41.0,182553,139743,322296,,,411282,57.47710816422795,42.52289183577205,348583,58.05073684029342,41.94926315970658,322296,56.64141038051977,43.358589619480234,6.937447909580541,5.207273240021479,4.677548128510011
110,FL-23,Debbie Wasserman Schultz,(D),227941,161030,391205,58.3,41.2,209079,120967,337782,61.9,35.8,186021,114317,300338,,,388971,58.601026811767454,41.39897318823254,330046,63.34844233834072,36.65155766165928,300338,61.93721740172739,38.06278259827261,12.235153407627841,6.331191887560983,9.973355149717626
111,FL-24,Frederica Wilson,(D),225289,71621,298628,75.4,24.0,219783,40817,265174,82.9,15.4,215022,34507,249529,,,296910,75.87787545047321,24.122124549526795,260600,84.33729854182656,15.662701458173444,249529,86.17114643989275,13.828853560107243,33.22400961111368,23.60804052626674,34.20728418788299
112,FL-25,Mario Díaz-Balart,(R),123435,197678,322843,38.2,61.2,126668,131319,264353,47.9,49.7,98116,117181,215297,,,321113,38.43973928181045,61.560260718189554,257987,49.098597991371655,50.90140200862834,215297,45.57239534224815,54.42760465775185,-2.0146909393412216,-13.830095642396017,-6.391466909761611
113,FL-26,Carlos Giménez,(R),164356,184019,350423,46.9,52.5,164252,117205,289225,56.8,40.5,136601,108130,244731,,,348375,47.17789738069609,52.82210261930391,281457,58.35775979989839,41.64224020010162,244731,55.816794766498724,44.18320523350127,7.244470869185513,-5.091937543510383,3.8529325144889626
114,FL-27,Maria Elvira Salazar,(R),178643,167420,347972,51.3,48.1,174132,115814,297564,58.5,38.9,144535,126283,270818,,,346063,51.62152556037485,48.37847443962516,289946,60.05670021314313,39.94329978685686,270818,53.36979078200119,46.630209217998804,8.943411282430255,-0.648309363831622,1.405928529991428
115,GA-01,Buddy Carter,(R),143567,184846,332905,43.1,55.5,110190,151996,269568,40.9,56.4,111949,145460,260148,43.0,55.9,328413,43.715382764994075,56.28461723500592,262186,42.02741565148406,57.972584348515944,257409,43.49070933805733,56.50929066194267,-9.085873279228814,-8.554452159212396,-8.473152913952433
116,GA-02,Sanford Bishop,(D),154980,120719,278056,55.7,43.4,136455,107361,248103,55.0,43.3,153998,107242,262837,58.6,40.8,275699,56.213479192887895,43.786520807112105,243816,55.966384486662065,44.03361551333793,261240,58.94885928647986,41.051140713520134,4.853095555949189,3.9436442686814246,6.984997034470098
117,GA-03,Drew Ferguson,(R),140226,235998,380895,36.8,62.0,102155,200624,311865,32.8,64.3,97746,195071,296218,33.0,65.9,376224,37.271944373564686,62.72805562643532,302779,33.73912986039323,66.26087013960678,292817,33.38125860178883,66.61874139821117,-17.37415907031965,-14.997890550641785,-18.582603650220932
118,GA-04,Hank Johnson,(D),281735,72392,357719,78.8,20.2,224907,66433,298663,75.3,22.2,218499,75951,296933,73.6,25.6,354127,79.5576163353825,20.4423836646175,291340,77.19743255303082,22.802567446969178,294450,74.20580743759551,25.794192562404483,26.084143622317946,27.287781411176034,22.24194518558575
119,GA-05,Nikema Williams,(D),313058,45921,363156,86.2,12.6,259805,36385,305754,85.0,11.9,241217,45887,290359,83.1,15.8,358979,87.2078868123205,12.792113187679503,296190,87.71565549140755,12.284344508592456,287104,84.01728990191708,15.982710098082926,36.60236656069467,34.938051888114025,32.05342764990732
120,GA-06,Lucy McBath,(D),219611,175110,400936,54.8,43.7,155077,160022,331246,46.8,48.3,115017,186807,307096,37.5,60.8,394721,55.63701956571857,44.36298043428143,315099,49.21532597691519,50.78467402308481,301824,38.10730756997455,61.89269243002544,-1.8979629537976876,3.3671846415120967,-13.85655468203521
121,GA-07,Carolyn Bourdeaux,(D),199144,175210,379758,52.4,46.1,132012,150845,294972,44.8,51.1,101065,158854,263742,38.3,60.2,374354,53.196706860351426,46.80329313964857,282857,46.6709326620872,53.3290673379128,259919,38.88326747948399,61.116732520516,-4.442356268625673,0.9268719361449556,-13.080594772525771
122,GA-08,Austin Scott,(R),116914,195867,316121,37.0,62.0,91360,168193,265514,34.4,63.3,99677,163908,265963,37.5,61.6,312781,37.37886892106618,62.62113107893382,259553,35.19897670225349,64.80102329774651,263585,37.81588481893886,62.18411518106114,-15.914312228459387,-14.890966003140292,-14.1479774330709
123,GA-09,Andrew Clyde,(R),85481,291992,382279,22.4,76.4,57468,231194,297215,19.3,77.8,54388,207498,265551,20.5,78.1,377473,22.645593194745054,77.35440680525495,288662,19.908404985761894,80.09159501423811,261886,20.767815003474794,79.2321849965252,-31.204883944950982,-29.624241729461417,-31.196047248534967
124,GA-10,Jody Hice,(R),151656,230789,387273,39.2,59.6,112691,193030,315073,35.8,61.3,107039,184160,294851,36.3,62.5,382445,39.654329380695266,60.345670619304734,305721,36.86073249793112,63.139267502068876,291199,36.75802458112837,63.24197541887163,-14.252556432781759,-12.615505543511205,-15.205837670881394
125,GA-11,Barry Loudermilk,(R),171653,234930,413230,41.5,56.9,116457,198813,329615,35.3,60.3,94447,201014,300276,31.5,66.9,406583,42.218440023316276,57.781559976683724,315270,36.938814349605096,63.061185650394904,295461,31.965978589390815,68.03402141060918,-14.17447458110778,-10.051394900890195,-19.997883662618946
126,GA-12,Rick Allen,(R),136638,177142,317584,43.0,55.8,108937,152204,267674,40.7,56.9,117085,148688,268283,43.6,55.4,313780,43.545796417872396,56.454203582127604,261141,41.715778066255396,58.284221933744604,265773,44.05451268563774,55.94548731436225,-9.39751086445748,-8.724038506334075,-7.909349566372022
127,GA-13,David Scott,(D),277999,85930,367810,75.6,23.4,213936,80157,301238,71.0,26.6,202794,87785,292880,69.2,30.0,363929,76.38825155456146,23.611748445438533,294093,72.74433597535473,27.255664024645267,290579,69.78962691729271,30.210373082707285,21.631047044641853,24.118416630354993,17.825764665282946
128,GA-14,Marjorie Greene,(R),80973,235008,319995,25.3,73.4,56513,191849,255872,22.1,75.0,58906,170364,232702,25.3,73.2,315981,25.625907886866617,74.37409211313339,248362,22.754286082411962,77.24571391758803,229270,25.692851223448336,74.30714877655167,-28.359002848300914,-26.643927037339854,-26.271011028561425
129,HI-01,Ed Case,(D),179337,96924,280956,63.8,34.5,132009,63916,209300,63.1,30.5,151023,62875,216671,69.7,29.0,276261,64.9157861587412,35.08421384125881,195925,67.3773127472247,32.62268725277529,213898,70.60514824823046,29.394851751769536,16.26402381651183,12.645951234534728,18.641285996220702
130,HI-02,Kai Kahele,(D),186793,99940,293513,63.6,34.0,134882,64931,219637,61.4,29.6,155635,58140,218026,71.4,26.7,286733,65.1452745236858,34.8547254763142,199813,67.50411634878611,32.49588365121389,213775,72.80318091451292,27.19681908548708,16.390827418073236,12.875439599479328,20.83931866250316
131,IA-01,Ashley Hinson,(R),199259,213601,420577,47.4,50.8,176535,190410,390934,45.2,48.7,225585,170753,401501,56.2,42.5,412860,48.263091604902385,51.736908395097615,366945,48.10938969055308,51.89061030944691,396338,56.917328139113586,43.08267186088642,-3.0038992401597966,-4.006743319304086,4.953465887103825
132,IA-02,Mariannette Miller-Meeks,(R),193437,209858,410665,47.1,51.1,170796,186384,379959,45.0,49.1,219946,168534,394310,55.8,42.7,403295,47.96414535265748,52.03585464734252,357180,47.81790693767849,52.18209306232152,388480,56.617071663920925,43.38292833607908,-3.2953819930343897,-4.305689571548989,4.653209411911163
133,IA-03,Cindy Axne,(D),224159,224726,457240,49.0,49.1,181524,195740,403191,45.0,48.5,203622,186645,395798,51.4,47.2,448885,49.93684351225815,50.06315648774184,377264,48.11590822341915,51.88409177658085,390267,52.175049389264274,47.824950610735726,-2.997380707293729,-2.3329914119483206,0.21118713725451244
134,IA-04,Randy Feenstra,(R),142206,249487,398052,35.7,62.7,127401,231229,379900,33.5,60.9,173391,204685,383129,45.3,53.4,391693,36.30547392983791,63.69452607016209,358630,35.524356579204195,64.4756434207958,378076,45.86141410721653,54.13858589278347,-15.588932351508682,-15.964360994368562,-6.102448144793229
135,ID-01,Russ Fulcher,(R),140452,313559,467141,30.1,67.1,91284,229034,359661,25.4,63.7,105645,213080,328258,32.2,64.9,454011,30.93581433048979,69.06418566951021,320318,28.497930181881753,71.50206981811824,318725,33.14612910816535,66.85387089183466,-22.615358748831124,-21.33402059371668,-18.817733143844414
136,ID-02,Mike Simpson,(R),146569,240560,400220,36.6,60.1,98481,180021,330594,29.8,54.5,107142,207831,324016,33.1,64.1,387129,37.86050644617169,62.13949355382831,278502,35.360966887131866,64.63903311286813,314973,34.01624901182006,65.98375098817993,-15.75232204358101,-14.40932847803478,-17.947613240189703
137,IL-01,Bobby Rush,(D),246996,82547,334163,73.9,24.7,245908,69956,326175,75.4,21.4,262668,67367,332726,78.9,20.2,329543,74.95106860106269,25.04893139893732,315864,77.85249347820582,22.147506521794188,330035,79.58792249306892,20.412077506931084,26.73920454749294,22.681233676856216,27.624060241059155
138,IL-02,Robin Kelly,(D),236646,64866,305536,77.5,21.2,236726,58024,303622,78.0,19.1,251147,57674,311173,80.7,18.5,301512,78.48642840085967,21.51357159914033,294750,80.31416454622561,19.685835453774388,308821,81.32445656221566,18.67554343778435,29.200875615512736,26.216593476653195,29.360594310205897
139,IL-03,Marie Newman,(D),175910,135879,316987,55.5,42.9,157383,113779,284970,55.2,39.9,143676,109396,256893,55.9,42.6,311789,56.41956579609928,43.580434203900715,271162,58.04021212411769,41.95978787588231,253072,56.77277612695202,43.22722387304799,6.926923193404811,4.149730871892807,4.808913874942256
140,IL-04,Chuy Garcia,(D),184635,39582,228702,80.7,17.3,172374,27807,209931,82.1,13.2,137065,28899,169434,80.9,17.1,224217,82.3465660498535,17.65343395014651,200181,86.1090712904821,13.890928709517885,165964,82.5871875828493,17.412812417150707,34.99578235976923,30.076731125647022,30.623325330839535
141,IL-05,Mike Quigley,(D),267640,96630,371134,72.1,26.0,229937,78069,326036,70.5,23.9,188324,90747,285239,66.0,31.8,364270,73.47297334394817,26.527026656051827,308006,74.65341584254853,25.34658415745148,279071,67.48246861909693,32.51753138090307,23.54012691183565,21.2031384197417,15.518606367087173
142,IL-06,Sean Casten,(D),226804,174833,410398,55.3,42.6,177578,152909,353766,50.2,43.2,151937,179606,336936,45.1,53.3,401637,56.46989694674544,43.53010305325456,330487,53.73221942164139,46.267780578358604,331543,45.82723809581261,54.1727619041874,2.6189304909285127,4.200062022538972,-6.136624156197151
143,IL-07,Danny Davis,(D),274302,38441,317704,86.3,12.1,271100,28580,310159,87.4,9.2,264185,35713,302887,87.2,11.8,312743,87.70843791867445,12.291562081325562,299680,90.46316070475173,9.536839295248264,299898,88.09161781672435,11.908382183275647,39.34987177403885,35.43860299446798,36.12775556471459
144,IL-08,Raja Krishnamoorthi,(D),171850,113157,290456,59.2,39.0,148233,92926,255064,58.1,36.4,133206,95031,232123,57.4,40.9,285007,60.296764640868474,39.703235359131526,241159,61.46691601806277,38.533083981937224,228237,58.36301738981848,41.63698261018152,10.353627087349892,8.026929716662004,6.3991551378087195
145,IL-09,Jan Schakowsky,(D),269573,104091,379942,71.0,27.4,238096,84456,339587,70.1,24.9,200656,102689,308492,65.0,33.3,373664,72.14315534812023,27.856844651879765,322552,73.81631488876212,26.183685111237875,303345,66.14778552473256,33.85221447526743,22.703025958049246,19.87332042391376,14.183923272722794
146,IL-10,Brad Schneider,(D),207380,109734,322791,64.2,34.0,178857,94108,288303,62.0,32.6,157397,112555,273616,57.5,41.1,317114,65.39604054062576,34.60395945937423,272965,65.52378510065392,34.47621489934607,269952,58.305550616405874,41.69444938359412,14.410496169941048,13.126205616419291,6.341688364396113
147,IL-11,Bill Foster,(D),195556,114240,316000,61.9,36.2,164632,99104,279620,58.9,35.4,152265,107028,263345,57.8,40.6,309796,63.12412038890108,36.87587961109892,263736,62.42302908969576,37.57697091030424,259293,58.72314331663407,41.27685668336592,11.309740158982883,10.854285464694613,6.759281064624311
148,IL-12,Mike Bost,(R),137911,184811,329203,41.9,56.1,126817,173693,315846,40.2,55.0,154346,149339,310294,49.7,48.1,322722,42.733684099627546,57.266315900372454,300510,42.20059232637849,57.7994076736215,303685,50.824373940102404,49.175626059897596,-8.912696604334386,-9.536150824578925,-1.1394883119073569
149,IL-13,Rodney Davis,(R),158853,170549,337716,47.0,50.5,141541,159013,319979,44.2,49.7,146442,147377,301088,48.6,48.9,329402,48.22466165961348,51.775338340386526,300554,47.09336758120005,52.90663241879995,293819,49.84088843812007,50.15911156187993,-4.019921349512828,-4.045173264592989,-2.1229738138896934
150,IL-14,Lauren Underwood,(D),203738,193886,406028,50.2,47.8,153989,167348,343417,44.8,48.7,139858,171582,316591,44.2,54.2,397624,51.23885882139911,48.761141178600894,321337,47.92134114652219,52.07865885347781,311440,44.90688415104033,55.09311584895967,-3.1919477841906883,-1.030976102807358,-7.056978100969431
151,IL-15,Mary Miller,(R),88678,246921,341922,25.9,72.2,78574,226605,320442,24.5,70.7,105065,197243,308463,34.1,63.9,335599,26.42379744874091,73.5762025512591,305179,25.74685676275235,74.25314323724764,302308,34.75429032642206,65.24570967357795,-25.366432167960525,-25.84603747546556,-17.209571925587703
152,IL-16,Adam Kinzinger,(R),140938,196244,344643,40.9,56.9,119542,173093,311988,38.3,55.5,137165,160606,303685,45.2,52.9,337182,41.798791157297835,58.20120884270216,292635,40.85020588788081,59.14979411211919,297771,46.063921604185765,53.936078395814235,-10.263083042832065,-10.471043766908636,-5.899940647823996
153,IL-17,Cheri Bustos,(D),145977,150775,303222,48.1,49.7,133999,136017,287103,46.7,47.4,169702,119753,294701,57.6,40.6,296752,49.19158084865477,50.80841915134523,270016,49.626318440388715,50.373681559611285,289455,58.62811145083001,41.371888549169995,-1.4869704903241612,-3.0782540755516976,6.664249198820251
154,IL-18,Darin LaHood,(R),138526,229704,376890,36.8,60.9,115442,210529,347134,33.3,60.6,125036,202785,334302,37.4,60.7,368230,37.61942264345654,62.38057735654346,325971,35.414806838645156,64.58519316135485,327821,38.14154675874944,61.85845324125056,-15.69848209206772,-14.650412280749933,-13.82231549326032
155,IN-01,Frank Mrvan,(D),177630,148554,331492,53.6,44.8,162358,124638,300283,54.1,41.5,182021,111217,297470,61.2,37.4,326184,54.456993598705026,45.543006401294974,286996,56.57152016055973,43.42847983944027,293238,62.07278729223361,37.92721270776639,5.458231229846852,2.187158674498555,10.108925040223852
156,IN-02,[VACANT],(R),116794,178385,300581,38.9,59.3,99496,163539,275940,36.1,59.3,116324,154841,276012,42.1,56.1,295179,39.5671778818954,60.43282211810461,263035,37.82614480962609,62.17385519037391,271165,42.89786661257906,57.10213338742094,-13.287144121086783,-12.702657042311074,-9.065995639430703
157,IN-03,Jim Banks,(R),112346,211169,330719,34.0,63.9,87699,189587,291189,30.1,65.1,102534,179628,287231,35.7,62.5,323515,34.72667418821384,65.27332581178617,277286,31.62763356245898,68.37236643754102,282162,36.33869904522934,63.66130095477066,-19.485655368253898,-17.54316073599263,-15.625163206780421
158,IN-04,Jim Baird,(R),117232,220013,345009,34.0,63.8,91269,194408,302381,30.2,64.3,103103,170245,279662,36.9,60.9,337245,34.76167178164243,65.23832821835758,285677,31.948319255662867,68.05168074433713,273348,37.718585831979745,62.281414168020255,-19.16496967505001,-17.508163142564044,-14.245276420030017
159,IN-05,Victoria Spartz,(R),200376,209669,418387,47.9,50.1,150095,193022,363624,41.3,53.1,139300,196744,342165,40.7,57.5,410045,48.866831689204844,51.13316831079515,343117,43.744553607078636,56.25544639292136,336044,41.452904976729236,58.54709502327077,-7.36873532363424,-3.403003235001627,-10.510957275280525
160,IN-06,Greg Pence,(R),96502,228217,331541,29.1,68.8,82498,204129,301524,27.4,67.7,106371,172456,285361,37.3,60.4,324719,29.71861825147281,70.28138174852718,286627,28.782354767694603,71.2176452323054,278827,38.14946185269002,61.85053814730998,-22.330934163018274,-22.55121667273366,-13.814400399319744
161,IN-07,André Carson,(D),177925,99811,283006,62.9,35.3,156039,95662,264389,59.0,36.2,164902,92674,262188,62.9,35.3,277736,64.06263502030706,35.93736497969295,251701,61.99379422409923,38.00620577590077,257576,64.0207162157965,35.979283784203496,10.880505293386356,11.792800096100585,12.056853963786736
162,IN-08,Larry Bucshon,(R),108025,212185,326153,33.1,65.1,92891,194319,300787,30.9,64.6,116465,171648,294054,39.6,58.4,320210,33.735673464289064,66.26432653571094,287210,32.34253681974862,67.65746318025138,288113,40.423375550565225,59.57662444943477,-18.77075211096426,-18.534161459917406,-11.540486701444536
163,IN-09,Trey Hollingsworth,(R),135586,221516,364279,37.2,60.8,110858,198117,324509,34.2,61.1,123436,173433,303390,40.7,57.2,357102,37.96842358765843,62.03157641234157,308975,35.8792782587588,64.1207217412412,296869,41.57928244444519,58.4207175555548,-15.234010671954074,-14.301411336548043,-10.38457980756457
164,KS-01,Tracey Mann,(R),83890,207727,298130,28.1,69.7,64389,183448,264764,24.3,69.3,72699,184288,263027,27.6,70.1,291617,28.767184354821563,71.23281564517843,247837,25.98038226737735,74.01961773262265,256987,28.28897959818979,71.71102040181022,-25.132906663335525,-23.502650569384908,-23.67488265381997
165,KS-02,Jake LaTurner,(R),140303,191030,339357,41.3,56.3,110596,165000,295657,37.4,55.8,124370,163082,294487,42.2,55.4,331333,42.345012419529596,57.654987580470404,275596,40.129755148841056,59.87024485115894,287452,43.26635403476058,56.73364596523941,-10.98353378187182,-9.924822504676875,-8.69750821724918
166,KS-03,Sharice Davids,(D),223114,179583,411239,54.3,43.7,161479,157304,341967,47.2,46.0,146406,177886,330486,44.3,53.8,402697,55.40493224434252,44.59506775565748,318783,50.65483416618829,49.34516583381171,324292,45.14634958617542,54.853650413824575,-0.4584547645245891,3.1350973201360475,-6.817512665834343
167,KS-04,Ron Estes,(R),123016,193066,323577,38.0,59.7,90541,165266,274547,33.0,60.2,96433,164553,267116,36.1,61.6,316082,38.919014686062475,61.08098531393752,255807,35.39426208039655,64.60573791960346,260986,36.94949154360771,63.05050845639229,-15.719026850316325,-13.350820238143996,-15.014370708402055
168,KY-01,James Comer,(R),85228,244122,334095,25.5,73.1,74179,224657,310299,23.9,72.4,95273,197074,296791,32.1,66.4,329350,25.877637771367844,74.12236222863216,298836,24.822645196696516,75.17735480330349,292347,32.58901237228362,67.41098762771638,-26.29064373401636,-26.392197152838627,-19.374849879726142
169,KY-02,Brett Guthrie,(R),111859,246865,365139,30.6,67.6,89563,219152,324512,27.6,67.5,103432,186207,294280,35.1,63.3,358724,31.18246897336114,68.81753102663886,308715,29.011547867774485,70.9884521322255,289639,35.71066051187858,64.28933948812143,-22.10174106293839,-21.08736595084533,-16.253201740131182
170,KY-03,John Yarmuth,(D),221843,141027,369797,60.0,38.1,186549,135714,340043,54.9,39.9,183015,140539,328389,55.7,42.8,362870,61.13566842119768,38.86433157880232,322263,57.88719151748727,42.11280848251273,323554,56.563973865258966,43.436026134741034,6.7739025867743905,8.865833496991208,4.600111613249204
171,KY-04,Thomas Massie,(R),129335,250481,386856,33.4,64.7,98664,219749,337149,29.3,65.2,108328,197131,311035,34.8,63.4,379816,34.05201465972997,65.94798534027002,318413,30.98617204699557,69.01382795300444,305459,35.46400662609385,64.53599337390615,-20.127116883717306,-18.2178202644765,-16.499855625915913
172,KY-05,Hal Rogers,(R),56153,241712,301591,18.6,80.1,48628,221558,278383,17.5,79.6,60785,196167,261483,23.2,75.0,297865,18.851828848639485,81.14817115136051,270186,17.997971767597136,82.00202823240286,256952,23.656169245617857,76.34383075438214,-33.11531716311574,-33.418006075566986,-28.307693006391904
173,KY-06,Andy Barr,(R),168056,202439,377958,44.5,53.6,131271,182141,333012,39.4,54.7,128537,170076,304861,42.2,55.8,370495,45.3598564083186,54.6401435916814,313412,41.88448432095772,58.11551567904228,298613,43.04467655460412,56.95532344539588,-9.228804609755159,-6.909978515887872,-8.919185697405638
174,LA-01,Steve Scalise,(R),118270,266928,392488,30.1,68.0,95169,244907,356482,26.7,68.7,89418,235877,332923,26.9,70.9,385198,30.70369005031179,69.29630994968822,340076,27.98462696573707,72.01537303426294,325295,27.48827986904195,72.51172013095805,-23.128661964975805,-21.566144873894682,-24.47558238296781
175,LA-02,Troy Carter,(D),260587,79570,345901,75.3,23.0,247490,73779,331702,74.6,22.2,248982,74893,328306,75.8,22.8,340157,76.60786048795116,23.39213951204885,321269,77.03513255247161,22.964867447528395,323875,76.87595522964106,23.124044770358935,25.921843621758732,24.338025563744687,24.912092977631303
176,LA-03,Clay Higgins,(R),107448,242738,356316,30.2,68.1,100241,231017,343025,29.2,67.3,107611,220490,333573,32.3,66.1,350186,30.683122683373977,69.31687731662602,331258,30.26070313773554,69.73929686226445,328101,32.79813228243742,67.20186771756258,-20.852585792977337,-21.586712240832494,-19.16572996957234
