,district,incumbent,party,dem_20,rep_20,tot_20,dem_pct_20,rep_pct_20,dem_16,rep_16,tot_16,dem_pct_16,rep_pct_16,dem_12,rep_12,tot_12,dem_pct_12,rep_pct_12,2p_tot_20,dem_2p_20,rep_2p_20,2p_tot_16,dem_2p_16,rep_2p_16,2p_tot_12,dem_2p_12,rep_2p_12,lean_16,lean_20,lean_12
11,AR-03,Steve Womack,(R),118142,207781,335854,35.2,61.9,89081,180921,292163,30.5,61.9,81413,168703,257668,31.6,65.5,325923,36.248439048486915,63.751560951513085,270002,32.99271857245502,67.00728142754498,250116,32.55009675510563,67.44990324489437,-18.120570358257858,-16.021395875719556,-19.413765496904134
12,AR-04,Bruce Westerman,(R),82340,188173,278156,29.6,67.7,84842,173731,270781,31.3,64.2,95383,164352,265825,35.9,61.8,270513,30.438463216185546,69.56153678381446,258573,32.81162379676146,67.18837620323855,259735,36.72319864477256,63.27680135522744,-18.301665133951417,-21.831371708020924,-15.240663607237202
13,AZ-01,Tom O'Halleran,(D),187182,180673,373579,50.1,48.4,132874,135928,284973,46.6,47.7,124550,131115,260056,47.9,50.4,367855,50.88472360033165,49.115276399668346,268802,49.43192386961407,50.56807613038593,255665,48.71609332524984,51.283906674750156,-1.6813650610988091,-1.385111323874824,-3.2477689267599246
14,AZ-02,Ann Kirkpatrick,(D),213408,171803,391436,54.5,43.9,156676,141196,315839,49.6,44.7,144966,149651,299691,48.4,49.9,385211,55.40028711537314,44.59971288462687,297872,52.59843154106461,47.40156845893539,294617,49.20489992091427,50.79510007908573,1.485142610351737,3.1304521911666683,-2.758962331095489
15,AZ-03,Raúl Grijalva,(D),174882,99539,278497,62.8,35.7,130466,67952,208934,62.4,32.5,108902,65482,177248,61.4,36.9,274421,63.7276301740756,36.2723698259244,198418,65.7531070769789,34.2468929230211,174384,62.44953665473897,37.55046334526103,14.63981814626603,11.457795249869129,10.48567440272921
16,AZ-04,Paul Gosar,(R),126024,280122,411938,30.6,68.0,82192,202043,298483,27.5,67.7,80035,173394,258046,31.0,67.2,406146,31.029235792055076,68.97076420794492,284235,28.916917339525394,71.0830826604746,253429,31.58083723646465,68.41916276353534,-22.196371591187482,-21.240599132151395,-20.383025015545112
17,AZ-05,Andy Biggs,(R),195270,262810,465598,41.9,56.4,121280,191432,332093,36.5,57.6,101511,187304,293748,34.6,63.8,458080,42.62792525323088,57.37207474676912,312712,38.78328941645988,61.21671058354012,288815,35.14741270363381,64.85258729636618,-12.329999514252997,-9.641909670975593,-16.81644954837595
18,AZ-06,David Schweikert,(R),204365,222166,432328,47.3,51.4,143571,177332,338331,42.4,52.4,121661,186537,313417,38.8,59.5,426531,47.91328180132277,52.08671819867724,320903,44.73968769378909,55.26031230621091,308198,39.47494792308841,60.5250520769116,-6.37360123692379,-4.356553122883703,-12.488914328921354
19,AZ-07,Ruben Gallego,(D),165129,55436,224168,73.7,24.7,117958,37232,164399,71.8,22.6,101028,37353,140907,71.7,26.5,220565,74.86636592387732,25.133634076122686,155190,76.0087634512533,23.9912365487467,138381,73.0071324820604,26.9928675179396,24.895474520540425,22.596530999670854,21.043270230050638
20,AZ-08,Debbie Lesko,(R),181691,251443,438952,41.4,57.3,120992,190163,327325,37.0,58.1,107335,179555,291126,36.9,61.7,433134,41.947988382348186,58.052011617651814,311155,38.88480017997461,61.11519982002539,286890,37.41329429398027,62.58670570601973,-12.228488750738265,-10.321846541858285,-14.55056795802949
