"GEO_ID","NAME","P2_001N","P2_002N","P2_003N","P2_004N",
"5001800US0805","Congressional District 5 (118th Congress), Colorado","721714","654904","66810","0",
"5001800US0806","Congressional District 6 (118th Congress), Colorado","721681","715449","6232","0",
"5001800US0807","Congressional District 7 (118th Congress), Colorado","721697","609115","112582","0",
"5001800US0808","Congressional District 8 (118th Congress), Colorado","721664","672908","48756","0",
"5001800US0901","Congressional District 1 (118th Congress), Connecticut","721189","682164","39025","0",
"5001800US0902","Congressional District 2 (118th Congress), Connecticut","721188","452175","269013","0",
"5001800US0903","Congressional District 3 (118th Congress), Connecticut","721189","691800","29389","0",
"5001800US0904","Congressional District 4 (118th Congress), Connecticut","721189","679025","42164","0",
"5001800US0905","Congressional District 5 (118th Congress), Connecticut","721189","604989","116200","0",
"5001800US09ZZ","Congressional Districts not defined (118th Congress), Connecticut","0","0","0","0",
"5001800US1000","Congressional District (at Large) (118th Congress), Delaware","989948","817817","172131","0",
"5001800US1198","Delegate District (at Large) (118th Congress), District of Columbia","689545","689545","0","0",
"5001800US1201","Congressional District 1 (118th Congress), Florida","769221","659984","109237","0",
"5001800US1202","Congressional District 2 (118th Congress), Florida","769221","444131","325090","0",
"5001800US1203","Congressional District 3 (118th Congress), Florida","769221","415824","353397","0",
"5001800US1204","Congressional District 4 (118th Congress), Florida","769221","674237","94984","0",
"5001800US1205","Congressional District 5 (118th Congress), Florida","769221","740335","28886","0",
"5001800US1206","Congressional District 6 (118th Congress), Florida","769221","581201","188020","0",
"5001800US1207","Congressional District 7 (118th Congress), Florida","769221","729903","39318","0",
"5001800US1208","Congressional District 8 (118th Congress), Florida","769221","731288","37933","0",
"5001800US1209","Congressional District 9 (118th Congress), Florida","769221","737436","31785","0",
"5001800US1210","Congressional District 10 (118th Congress), Florida","769221","752549","16672","0",
"5001800US1211","Congressional District 11 (118th Congress), Florida","769221","687865","81356","0",
"5001800US1212","Congressional District 12 (118th Congress), Florida","769221","661644","107577","0",
"5001800US1213","Congressional District 13 (118th Congress), Florida","769221","767477","1744","0",
"5001800US1214","Congressional District 14 (118th Congress), Florida","769221","763658","5563","0",
"5001800US1215","Congressional District 15 (118th Congress), Florida","769221","726140","43081","0",
"5001800US1216","Congressional District 16 (118th Congress), Florida","769221","729477","39744","0",
"5001800US1217","Congressional District 17 (118th Congress), Florida","769221","729840","39381","0",
"5001800US1218","Congressional District 18 (118th Congress), Florida","769221","616604","152617","0",
"5001800US1219","Congressional District 19 (118th Congress), Florida","769221","754580","14641","0",
"5001800US1220","Congressional District 20 (118th Congress), Florida","769221","762202","7019","0",
"5001800US1221","Congressional District 21 (118th Congress), Florida","769221","741959","27262","0",
"5001800US1222","Congressional District 22 (118th Congress), Florida","769220","767603","1617","0",
"5001800US1223","Congressional District 23 (118th Congress), Florida","769221","769202","19","0",
"5001800US1224","Congressional District 24 (118th Congress), Florida","769221","769221","0","0",
"5001800US1225","Congressional District 25 (118th Congress), Florida","769221","769072","149","0",
"5001800US1226","Congressional District 26 (118th Congress), Florida","769221","725433","43788","0",
"5001800US1227","Congressional District 27 (118th Congress), Florida","769221","769107","114","0",
"5001800US1228","Congressional District 28 (118th Congress), Florida","769221","736834","32387","0",
"5001800US1301","Congressional District 1 (118th Congress), Georgia","765137","530430","234707","0",
"5001800US1302","Congressional District 2 (118th Congress), Georgia","765137","489788","275349","0",
"5001800US1303","Congressional District 3 (118th Congress), Georgia","765136","399770","365366","0",
"5001800US1304","Congressional District 4 (118th Congress), Georgia","765135","749126","16009","0",
"5001800US1305","Congressional District 5 (118th Congress), Georgia","765137","765137","0","0",
"5001800US1306","Congressional District 6 (118th Congress), Georgia","765136","701336","63800","0",
"5001800US1307","Congressional District 7 (118th Congress), Georgia","765137","760800","4337","0",
"5001800US1308","Congressional District 8 (118th Congress), Georgia","765136","374019","391117","0",
"5001800US1309","Congressional District 9 (118th Congress), Georgia","765137","450498","314639","0",
"5001800US1310","Congressional District 10 (118th Congress), Georgia","765135","376385","388750","0",
"5001800US1311","Congressional District 11 (118th Congress), Georgia","765137","671531","93606","0",
"5001800US1312","Congressional District 12 (118th Congress), Georgia","765136","430359","334777","0",
"5001800US1313","Congressional District 13 (118th Congress), Georgia","765137","742931","22206","0",
"5001800US1314","Congressional District 14 (118th Congress), Georgia","765135","491876","273259","0",
"5001800US1501","Congressional District 1 (118th Congress), Hawaii","726395","722733","3662","0",
"5001800US1502","Congressional District 2 (118th Congress), Hawaii","728876","529717","199159","0",
"5001800US1601","Congressional District 1 (118th Congress), Idaho","919553","639476","280077","0",
"5001800US1602","Congressional District 2 (118th Congress), Idaho","919553","633961","285592","0",
"5001800US1701","Congressional District 1 (118th Congress), Illinois","753677","736733","16944","0",
"5001800US1702","Congressional District 2 (118th Congress), Illinois","753677","638246","115431","0",
"5001800US1703","Congressional District 3 (118th Congress), Illinois","753677","752304","1373","0",
"5001800US1704","Congressional District 4 (118th Congress), Illinois","753677","753677","0","0",
"5001800US1705","Congressional District 5 (118th Congress), Illinois","753677","750400","3277","0",
"5001800US1706","Congressional District 6 (118th Congress), Illinois","753677","753344","333","0",
"5001800US1707","Congressional District 7 (118th Congress), Illinois","753677","753677","0","0",
"5001800US1708","Congressional District 8 (118th Congress), Illinois","753677","751071","2606","0",
"5001800US1709","Congressional District 9 (118th Congress), Illinois","753677","750812","2865","0",
"5001800US1710","Congressional District 10 (118th Congress), Illinois","753677","729163","24514","0",
"5001800US1711","Congressional District 11 (118th Congress), Illinois","753677","710710","42967","0",
"5001800US1712","Congressional District 12 (118th Congress), Illinois","753677","298722","454955","0",
"5001800US1713","Congressional District 13 (118th Congress), Illinois","753677","679099","74578","0",
"5001800US1714","Congressional District 14 (118th Congress), Illinois","753677","683702","69975","0",
"5001800US1715","Congressional District 15 (118th Congress), Illinois","753677","338079","415598","0",
"5001800US1716","Congressional District 16 (118th Congress), Illinois","753677","444418","309259","0",
"5001800US1717","Congressional District 17 (118th Congress), Illinois","753676","613433","140243","0",
"5001800US17ZZ","Congressional Districts not defined (118th Congress), Illinois","0","0","0","0",
"5001800US1801","Congressional District 1 (118th Congress), Indiana","753947","673820","80127","0",
"5001800US1802","Congressional District 2 (118th Congress), Indiana","753947","498724","255223","0",
"5001800US1803","Congressional District 3 (118th Congress), Indiana","753947","457788","296159","0",
"5001800US1804","Congressional District 4 (118th Congress), Indiana","753947","469939","284008","0",
"5001800US1805","Congressional District 5 (118th Congress), Indiana","753947","620766","133181","0",
"5001800US1806","Congressional District 6 (118th Congress), Indiana","753949","574819","179130","0",
"5001800US1807","Congressional District 7 (118th Congress), Indiana","753949","751926","2023","0",
"5001800US1808","Congressional District 8 (118th Congress), Indiana","753947","399872","354075","0",
"5001800US1809","Congressional District 9 (118th Congress), Indiana","753948","382032","371916","0",
"5001800US1901","Congressional District 1 (118th Congress), Iowa","797584","495488","302096","0",
"5001800US1902","Congressional District 2 (118th Congress), Iowa","797589","481747","315842","0",
"5001800US1903","Congressional District 3 (118th Congress), Iowa","797551","619127","178424","0",
"5001800US1904","Congressional District 4 (118th Congress), Iowa","797645","418469","379176","0",
"5001800US2001","Congressional District 1 (118th Congress), Kansas","734470","424301","310169","0",
"5001800US2002","Congressional District 2 (118th Congress), Kansas","734470","459010","275460","0",
"5001800US2003","Congressional District 3 (118th Congress), Kansas","734470","658710","75760","0",
"5001800US2004","Congressional District 4 (118th Congress), Kansas","734470","582038","152432","0",
"5001800US2101","Congressional District 1 (118th Congress), Kentucky","750973","300585","450388","0",
"5001800US2102","Congressional District 2 (118th Congress), Kentucky","750972","387302","363670","0",
"5001800US2103","Congressional District 3 (118th Congress), Kentucky","750973","745131","5842","0",
"5001800US2104","Congressional District 4 (118th Congress), Kentucky","750973","476894","274079","0",
"5001800US2105","Congressional District 5 (118th Congress), Kentucky","750973","188710","562263","0",
"5001800US2106","Congressional District 6 (118th Congress), Kentucky","750972","546234","204738","0",
"5001800US2201","Congressional District 1 (118th Congress), Louisiana","776268","660339","115929","0",
"5001800US2202","Congressional District 2 (118th Congress), Louisiana","776317","733649","42668","0",
"5001800US2203","Congressional District 3 (118th Congress), Louisiana","776275","546057","230218","0",
"5001800US2204","Congressional District 4 (118th Congress), Louisiana","776333","415684","360649","0",
"5001800US2205","Congressional District 5 (118th Congress), Louisiana","776277","344526","431751","0",
"5001800US2206","Congressional District 6 (118th Congress), Louisiana","776287","631982","144305","0",
"5001800US2301","Congressional District 1 (118th Congress), Maine","681179","343548","337631","0",
"5001800US2302","Congressional District 2 (118th Congress), Maine","681180","182761","498419","0",
"5001800US2401","Congressional District 1 (118th Congress), Maryland","772748","470636","302112","0",
"5001800US2402","Congressional District 2 (118th Congress), Maryland","770906","673745","97161","0",
"5001800US2403","Congressional District 3 (118th Congress), Maryland","771733","713329","58404","0",
"5001800US2404","Congressional District 4 (118th Congress), Maryland","770577","762989","7588","0",
"5001800US2405","Congressional District 5 (118th Congress), Maryland","774641","551855","222786","0",
"5001800US2406","Congressional District 6 (118th Congress), Maryland","777845","593228","184617","0",
"5001800US2407","Congressional District 7 (118th Congress), Maryland","767247","766813","434","0",
"5001800US2408","Congressional District 8 (118th Congress), Maryland","771527","756165","15362","0",
"5001800US2501","Congressional District 1 (118th Congress), Massachusetts","781103","610635","170468","0",
"5001800US2502","Congressional District 2 (118th Congress), Massachusetts","781101","637473","143628","0",
"5001800US2503","Congressional District 3 (118th Congress), Massachusetts","781102","694694","86408","0",
"5001800US2504","Congressional District 4 (118th Congress), Massachusetts","781103","714918","66185","0",
"5001800US2505","Congressional District 5 (118th Congress), Massachusetts","781101","776023","5078","0",
"5001800US2506","Congressional District 6 (118th Congress), Massachusetts","781101","740542","40559","0",
"5001800US2507","Congressional District 7 (118th Congress), Massachusetts","781102","780588","514","0",
"5001800US2508","Congressional District 8 (118th Congress), Massachusetts","781102","776426","4676","0",
"5001800US2509","Congressional District 9 (118th Congress), Massachusetts","781102","685596","95506","0",
"5001800US2601","Congressional District 1 (118th Congress), Michigan","775375","266660","508715","0",
"5001800US2602","Congressional District 2 (118th Congress), Michigan","774997","198485","576512","0",
"5001800US2603","Congressional District 3 (118th Congress), Michigan","775414","699775","75639","0",
"5001800US2604","Congressional District 4 (118th Congress), Michigan","774600","539113","235487","0",
"5001800US2605","Congressional District 5 (118th Congress), Michigan","774544","363067","411477","0",
"5001800US2606","Congressional District 6 (118th Congress), Michigan","775273","695105","80168","0",
"5001800US2607","Congressional District 7 (118th Congress), Michigan","775238","533025","242213","0",
"5001800US2608","Congressional District 8 (118th Congress), Michigan","775229","580816","194413","0",
"5001800US2609","Congressional District 9 (118th Congress), Michigan","774962","429347","345615","0",
"5001800US2610","Congressional District 10 (118th Congress), Michigan","775218","775212","6","0",
"5001800US2611","Congressional District 11 (118th Congress), Michigan","775568","772872","2696","0",
"5001800US2612","Congressional District 12 (118th Congress), Michigan","775247","775247","0","0",
"5001800US2613","Congressional District 13 (118th Congress), Michigan","775666","775534","132","0",
"5001800US2701","Congressional District 1 (118th Congress), Minnesota","713311","412155","301156","0",
"5001800US2702","Congressional District 2 (118th Congress), Minnesota","713312","620863","92449","0",
"5001800US2703","Congressional District 3 (118th Congress), Minnesota","713311","683531","29780","0",
"5001800US2704","Congressional District 4 (118th Congress), Minnesota","713312","695852","17460","0",
"5001800US2705","Congressional District 5 (118th Congress), Minnesota","713312","713312","0","0",
"5001800US2706","Congressional District 6 (118th Congress), Minnesota","713312","489703","223609","0",
"5001800US2707","Congressional District 7 (118th Congress), Minnesota","713312","227274","486038","0",
"5001800US2708","Congressional District 8 (118th Congress), Minnesota","713312","259064","454248","0",
"5001800US2801","Congressional District 1 (118th Congress), Mississippi","740319","297526","442793","0",
"5001800US2802","Congressional District 2 (118th Congress), Mississippi","740319","351481","388838","0",
"5001800US2803","Congressional District 3 (118th Congress), Mississippi","740320","307243","433077","0",
"5001800US2804","Congressional District 4 (118th Congress), Mississippi","740321","414540","325781","0",
"5001800US2901","Congressional District 1 (118th Congress), Missouri","769364","766606","2758","0",
"5001800US2902","Congressional District 2 (118th Congress), Missouri","769364","671984","97380","0",
"5001800US2903","Congressional District 3 (118th Congress), Missouri","769364","498498","270866","0",
"5001800US2904","Congressional District 4 (118th Congress), Missouri","769364","359555","409809","0",
"5001800US2905","Congressional District 5 (118th Congress), Missouri","769364","759727","9637","0",
"5001800US2906","Congressional District 6 (118th Congress), Missouri","769364","392050","377314","0",
"5001800US2907","Congressional District 7 (118th Congress), Missouri","769365","480882","288483","0",
"5001800US2908","Congressional District 8 (118th Congress), Missouri","769364","346361","423003","0",
"5001800US3001","Congressional District 1 (118th Congress), Montana","542112","274500","267612","0",
"5001800US3002","Congressional District 2 (118th Congress), Montana","542113","304677","237436","0",
"5001800US3101","Congressional District 1 (118th Congress), Nebraska","653822","534018","119804","0",
"5001800US3102","Congressional District 2 (118th Congress), Nebraska","653847","614229","39618","0",
"5001800US3103","Congressional District 3 (118th Congress), Nebraska","653835","283756","370079","0",
"5001800US3201","Congressional District 1 (118th Congress), Nevada","773758","772169","1589","0",
"5001800US3202","Congressional District 2 (118th Congress), Nevada","777417","646991","130426","0",
"5001800US3203","Congressional District 3 (118th Congress), Nevada","775299","766002","9297","0",
"5001800US3204","Congressional District 4 (118th Congress), Nevada","778140","736041","42099","0",
"5001800US3301","Congressional District 1 (118th Congress), New Hampshire","688764","470594","218170","0",
"5001800US3302","Congressional District 2 (118th Congress), New Hampshire","688765","332826","355939","0",
"5001800US33ZZ","Congressional Districts not defined (118th Congress), New Hampshire","0","0","0","0",
"5001800US3401","Congressional District 1 (118th Congress), New Jersey","771744","757762","13982","0",
"5001800US3402","Congressional District 2 (118th Congress), New Jersey","779056","614952","164104","0",
"5001800US3403","Congressional District 3 (118th Congress), New Jersey","778024","706770","71254","0",
"5001800US3404","Congressional District 4 (118th Congress), New Jersey","772969","742840","30129","0",
"5001800US3405","Congressional District 5 (118th Congress), New Jersey","773218","711047","62171","0",
"5001800US3406","Congressional District 6 (118th Congress), New Jersey","773768","773076","692","0",
"5001800US3407","Congressional District 7 (118th Congress), New Jersey","774294","587193","187101","0",
"5001800US3408","Congressional District 8 (118th Congress), New Jersey","772366","772366","0","0",
"5001800US3409","Congressional District 9 (118th Congress), New Jersey","772060","771990","70","0",
"5001800US3410","Congressional District 10 (118th Congress), New Jersey","773536","773536","0","0",
"5001800US3411","Congressional District 11 (118th Congress), New Jersey","773263","755267","17996","0",
"5001800US3412","Congressional District 12 (118th Congress), New Jersey","774696","741980","32716","0",
"5001800US3501","Congressional District 1 (118th Congress), New Mexico","705832","621207","84625","0",
"5001800US3502","Congressional District 2 (118th Congress), New Mexico","705846","517664","188182","0",
"5001800US3503","Congressional District 3 (118th Congress), New Mexico","705844","439681","266163","0",
"5001800US3601","Congressional District 1 (118th Congress), New York","776971","749778","27193","0",
"5001800US3602","Congressional District 2 (118th Congress), New York","776971","774192","2779","0",
"5001800US3603","Congressional District 3 (118th Congress), New York","776971","771310","5661","0",
"5001800US3604","Congressional District 4 (118th Congress), New York","776971","776643","328","0",
"5001800US3605","Congressional District 5 (118th Congress), New York","776971","776897","74","0",
"5001800US3606","Congressional District 6 (118th Congress), New York","776971","776971","0","0",
"5001800US3607","Congressional District 7 (118th Congress), New York","776971","776971","0","0",
"5001800US3608","Congressional District 8 (118th Congress), New York","776972","776972","0","0",
"5001800US3609","Congressional District 9 (118th Congress), New York","776972","776972","0","0",
"5001800US3610","Congressional District 10 (118th Congress), New York","776971","776971","0","0",
"5001800US3611","Congressional District 11 (118th Congress), New York","776971","776971","0","0",
"5001800US3612","Congressional District 12 (118th Congress), New York","776971","776971","0","0",
"5001800US3613","Congressional District 13 (118th Congress), New York","776971","776971","0","0",
"5001800US3614","Congressional District 14 (118th Congress), New York","776972","776971","1","0",
"5001800US3615","Congressional District 15 (118th Congress), New York","776971","776971","0","0",
"5001800US3616","Congressional District 16 (118th Congress), New York","776971","776954","17","0",
"5001800US3617","Congressional District 17 (118th Congress), New York","776971","677762","99209","0",
"5001800US3618","Congressional District 18 (118th Congress), New York","776971","522649","254322","0",
"5001800US3619","Congressional District 19 (118th Congress), New York","776971","346188","430783","0",
"5001800US3620","Congressional District 20 (118th Congress), New York","776971","665776","111195","0",
"5001800US3621","Congressional District 21 (118th Congress), New York","776971","292614","484357","0",
"5001800US3622","Congressional District 22 (118th Congress), New York","776971","580105","196866","0",
"5001800US3623","Congressional District 23 (118th Congress), New York","776971","441567","335404","0",
"5001800US3624","Congressional District 24 (118th Congress), New York","776971","305708","471263","0",
"5001800US3625","Congressional District 25 (118th Congress), New York","776971","699199","77772","0",
"5001800US3626","Congressional District 26 (118th Congress), New York","776971","738112","38859","0",
"5001800US3701","Congressional District 1 (118th Congress), North Carolina","745670","337461","408209","0",
"5001800US3702","Congressional District 2 (118th Congress), North Carolina","745671","709083","36588","0",
"5001800US3703","Congressional District 3 (118th Congress), North Carolina","745670","344165","401505","0",
"5001800US3704","Congressional District 4 (118th Congress), North Carolina","745670","566740","178930","0",
"5001800US3705","Congressional District 5 (118th Congress), North Carolina","745670","392599","353071","0",
"5001800US3706","Congressional District 6 (118th Congress), North Carolina","745670","586405","159265","0",
"5001800US3707","Congressional District 7 (118th Congress), North Carolina","745671","449376","296295","0",
"5001800US3708","Congressional District 8 (118th Congress), North Carolina","745671","402986","342685","0",
"5001800US3709","Congressional District 9 (118th Congress), North Carolina","745672","451971","293701","0",
"5001800US3710","Congressional District 10 (118th Congress), North Carolina","745670","381016","364654","0",
"5001800US3711","Congressional District 11 (118th Congress), North Carolina","745671","372488","373183","0",
"5001800US3712","Congressional District 12 (118th Congress), North Carolina","745671","730214","15457","0",
"5001800US3713","Congressional District 13 (118th Congress), North Carolina","745670","522062","223608","0",
"5001800US3714","Congressional District 14 (118th Congress), North Carolina","745671","718161","27510","0",
"5001800US3800","Congressional District (at Large) (118th Congress), North Dakota","779094","474989","304105","0",
"5001800US3901","Congressional District 1 (118th Congress), Ohio","786630","739989","46641","0",
"5001800US3902","Congressional District 2 (118th Congress), Ohio","786629","333381","453248","0",
"5001800US3903","Congressional District 3 (118th Congress), Ohio","786630","784379","2251","0",
"5001800US3904","Congressional District 4 (118th Congress), Ohio","786630","462366","324264","0",
"5001800US3905","Congressional District 5 (118th Congress), Ohio","786630","486903","299727","0",
"5001800US3906","Congressional District 6 (118th Congress), Ohio","786630","459529","327101","0",
"5001800US3907","Congressional District 7 (118th Congress), Ohio","786630","645960","140670","0",
"5001800US3908","Congressional District 8 (118th Congress), Ohio","786629","655960","130669","0",
"5001800US3909","Congressional District 9 (118th Congress), Ohio","786630","605743","180887","0",
"5001800US3910","Congressional District 10 (118th Congress), Ohio","786630","709716","76914","0",
"5001800US3911","Congressional District 11 (118th Congress), Ohio","786630","783646","2984","0",
"5001800US3912","Congressional District 12 (118th Congress), Ohio","786630","383177","403453","0",
"5001800US3913","Congressional District 13 (118th Congress), Ohio","786630","754106","32524","0",
"5001800US3914","Congressional District 14 (118th Congress), Ohio","786630","527205","259425","0",
"5001800US3915","Congressional District 15 (118th Congress), Ohio","786630","669039","117591","0",
"5001800US4001","Congressional District 1 (118th Congress), Oklahoma","791871","721020","70851","0",
"5001800US4002","Congressional District 2 (118th Congress), Oklahoma","791871","255274","536597","0",
"5001800US4003","Congressional District 3 (118th Congress), Oklahoma","791871","470609","321262","0",
"5001800US4004","Congressional District 4 (118th Congress), Oklahoma","791870","507890","283980","0",
"5001800US4005","Congressional District 5 (118th Congress), Oklahoma","791870","603818","188052","0",
"5001800US4101","Congressional District 1 (118th Congress), Oregon","706209","616930","89279","0",
"5001800US4102","Congressional District 2 (118th Congress), Oregon","706209","415100","291109","0",
"5001800US4103","Congressional District 3 (118th Congress), Oregon","706209","659299","46910","0",
"5001800US4104","Congressional District 4 (118th Congress), Oregon","706208","530978","175230","0",
"5001800US4105","Congressional District 5 (118th Congress), Oregon","706209","561027","145182","0",
"5001800US4106","Congressional District 6 (118th Congress), Oregon","706212","627650","78562","0",
"5001800US4201","Congressional District 1 (118th Congress), Pennsylvania","764866","690108","74758","0",
"5001800US4202","Congressional District 2 (118th Congress), Pennsylvania","764865","764865","0","0",
"5001800US4203","Congressional District 3 (118th Congress), Pennsylvania","764864","764864","0","0",
"5001800US4204","Congressional District 4 (118th Congress), Pennsylvania","764865","687400","77465","0",
"5001800US4205","Congressional District 5 (118th Congress), Pennsylvania","764866","760333","4533","0",
"5001800US4206","Congressional District 6 (118th Congress), Pennsylvania","764864","637320","127544","0",
"5001800US4207","Congressional District 7 (118th Congress), Pennsylvania","764865","624389","140476","0",
"5001800US4208","Congressional District 8 (118th Congress), Pennsylvania","764866","509205","255661","0",
"5001800US4209","Congressional District 9 (118th Congress), Pennsylvania","764864","388024","376840","0",
"5001800US4210","Congressional District 10 (118th Congress), Pennsylvania","764864","640500","124364","0",
"5001800US4211","Congressional District 11 (118th Congress), Pennsylvania","764864","522117","242747","0",
"5001800US4212","Congressional District 12 (118th Congress), Pennsylvania","764864","741651","23213","0",
"5001800US4213","Congressional District 13 (118th Congress), Pennsylvania","764864","339886","424978","0",
"5001800US4214","Congressional District 14 (118th Congress), Pennsylvania","764866","423811","341055","0",
"5001800US4215","Congressional District 15 (118th Congress), Pennsylvania","764864","293385","471479","0",
"5001800US4216","Congressional District 16 (118th Congress), Pennsylvania","764865","459985","304880","0",
"5001800US4217","Congressional District 17 (118th Congress), Pennsylvania","764864","693227","71637","0",
"5001800US4401","Congressional District 1 (118th Congress), Rhode Island","548078","534089","13989","0",
"5001800US4402","Congressional District 2 (118th Congress), Rhode Island","549301","465102","84199","0",
"5001800US4501","Congressional District 1 (118th Congress), South Carolina","731203","613717","117486","0",
"5001800US4502","Congressional District 2 (118th Congress), South Carolina","731203","535511","195692","0",
