"GEO_ID","NAME","P002001","P002002","P002003","P002004","P002005","P002006",
"5001300US0801","Congressional District 1 (113th Congress), Colorado","718457","718457","718457","0","0","0",
"5001300US0802","Congressional District 2 (113th Congress), Colorado","718457","582221","517203","65018","136236","0",
"5001300US0803","Congressional District 3 (113th Congress), Colorado","718457","465187","264674","200513","253270","0",
"5001300US0804","Congressional District 4 (113th Congress), Colorado","718456","523724","383607","140117","194732","0",
"5001300US0805","Congressional District 5 (113th Congress), Colorado","718457","620999","559360","61639","97458","0",
"5001300US0806","Congressional District 6 (113th Congress), Colorado","718456","707768","707768","0","10688","0",
"5001300US0807","Congressional District 7 (113th Congress), Colorado","718456","714405","714402","3","4051","0",
"5001300US0901","Congressional District 1 (113th Congress), Connecticut","714820","671499","650514","20985","43321","0",
"5001300US0902","Congressional District 2 (113th Congress), Connecticut","714819","484414","417626","66788","230405","0",
"5001300US0903","Congressional District 3 (113th Congress), Connecticut","714819","691245","691245","0","23574","0",
"5001300US0904","Congressional District 4 (113th Congress), Connecticut","714819","684527","684527","0","30292","0",
"5001300US0905","Congressional District 5 (113th Congress), Connecticut","714820","613257","588068","25189","101563","0",
"5001300US09ZZ","Congressional Districts not defined (113th Congress), Connecticut","0","0","0","0","0","0",
"5001300US1000","Congressional District (at Large) (113th Congress), Delaware","897934","747949","616982","130967","149985","0",
"5001300US1198","Delegate District (at Large) (113th Congress), District of Columbia","601723","601723","601723","0","0","0",
"5001300US1201","Congressional District 1 (113th Congress), Florida","696345","571751","526225","45526","124594","0",
"5001300US1202","Congressional District 2 (113th Congress), Florida","696345","457362","382996","74366","238983","0",
"5001300US1203","Congressional District 3 (113th Congress), Florida","696345","392662","308550","84112","303683","0",
"5001300US1204","Congressional District 4 (113th Congress), Florida","696345","623725","574725","49000","72620","0",
"5001300US1205","Congressional District 5 (113th Congress), Florida","696345","641689","626337","15352","54656","0",
"5001300US1206","Congressional District 6 (113th Congress), Florida","696345","568651","544782","23869","127694","0",
"5001300US1207","Congressional District 7 (113th Congress), Florida","696345","673146","673146","0","23199","0",
"5001300US1208","Congressional District 8 (113th Congress), Florida","696344","655347","645548","9799","40997","0",
"5001300US1209","Congressional District 9 (113th Congress), Florida","696345","654182","598872","55310","42163","0",
"5001300US1210","Congressional District 10 (113th Congress), Florida","696345","639488","611826","27662","56857","0",
"5001300US1211","Congressional District 11 (113th Congress), Florida","696345","514274","473538","40736","182071","0",
"5001300US1212","Congressional District 12 (113th Congress), Florida","696344","646116","646100","16","50228","0",
"5001300US1213","Congressional District 13 (113th Congress), Florida","696345","695997","695997","0","348","0",
"5001300US1214","Congressional District 14 (113th Congress), Florida","696345","693937","693937","0","2408","0",
"5001300US1215","Congressional District 15 (113th Congress), Florida","696345","654033","654033","0","42312","0",
"5001300US1216","Congressional District 16 (113th Congress), Florida","696345","667194","667194","0","29151","0",
"5001300US1217","Congressional District 17 (113th Congress), Florida","696344","543534","446479","97055","152810","0",
"5001300US1218","Congressional District 18 (113th Congress), Florida","696344","671041","653576","17465","25303","0",
"5001300US1219","Congressional District 19 (113th Congress), Florida","696345","670565","668741","1824","25780","0",
"5001300US1220","Congressional District 20 (113th Congress), Florida","696345","685616","640734","44882","10729","0",
"5001300US1221","Congressional District 21 (113th Congress), Florida","696345","692468","692468","0","3877","0",
"5001300US1222","Congressional District 22 (113th Congress), Florida","696345","696345","696345","0","0","0",
"5001300US1223","Congressional District 23 (113th Congress), Florida","696345","696079","696079","0","266","0",
"5001300US1224","Congressional District 24 (113th Congress), Florida","696345","696345","696345","0","0","0",
"5001300US1225","Congressional District 25 (113th Congress), Florida","696344","661720","615507","46213","34624","0",
"5001300US1226","Congressional District 26 (113th Congress), Florida","696345","680391","613670","66721","15954","0",
"5001300US1227","Congressional District 27 (113th Congress), Florida","696345","696186","696186","0","159","0",
"5001300US1301","Congressional District 1 (113th Congress), Georgia","691974","491194","365860","125334","200780","0",
"5001300US1302","Congressional District 2 (113th Congress), Georgia","691976","454994","347337","107657","236982","0",
"5001300US1303","Congressional District 3 (113th Congress), Georgia","691974","418846","309904","108942","273128","0",
"5001300US1304","Congressional District 4 (113th Congress), Georgia","691976","665005","665005","0","26971","0",
"5001300US1305","Congressional District 5 (113th Congress), Georgia","691976","691748","691748","0","228","0",
"5001300US1306","Congressional District 6 (113th Congress), Georgia","691975","690381","690381","0","1594","0",
"5001300US1307","Congressional District 7 (113th Congress), Georgia","691975","688847","688847","0","3128","0",
"5001300US1308","Congressional District 8 (113th Congress), Georgia","691976","392337","243430","148907","299639","0",
"5001300US1309","Congressional District 9 (113th Congress), Georgia","691975","295304","207781","87523","396671","0",
"5001300US1310","Congressional District 10 (113th Congress), Georgia","691976","387704","250500","137204","304272","0",
"5001300US1311","Congressional District 11 (113th Congress), Georgia","691975","618339","611495","6844","73636","0",
"5001300US1312","Congressional District 12 (113th Congress), Georgia","691975","414901","277738","137163","277074","0",
"5001300US1313","Congressional District 13 (113th Congress), Georgia","691976","649296","649296","0","42680","0",
"5001300US1314","Congressional District 14 (113th Congress), Georgia","691974","413255","334949","78306","278719","0",
"5001300US1501","Congressional District 1 (113th Congress), Hawaii","680496","678646","678646","0","1850","0",
"5001300US1502","Congressional District 2 (113th Congress), Hawaii","679805","571843","293429","278414","107962","0",
"5001300US1601","Congressional District 1 (113th Congress), Idaho","784132","547542","436490","111052","236590","0",
"5001300US1602","Congressional District 2 (113th Congress), Idaho","783450","558828","355353","203475","224622","0",
"5001300US1701","Congressional District 1 (113th Congress), Illinois","712813","705405","705405","0","7408","0",
"5001300US1702","Congressional District 2 (113th Congress), Illinois","712813","675150","663053","12097","37663","0",
"5001300US1703","Congressional District 3 (113th Congress), Illinois","712813","710177","710177","0","2636","0",
"5001300US1704","Congressional District 4 (113th Congress), Illinois","712813","712813","712813","0","0","0",
"5001300US1705","Congressional District 5 (113th Congress), Illinois","712813","712813","712813","0","0","0",
"5001300US1706","Congressional District 6 (113th Congress), Illinois","712813","708501","708501","0","4312","0",
"5001300US1707","Congressional District 7 (113th Congress), Illinois","712812","712812","712812","0","0","0",
"5001300US1708","Congressional District 8 (113th Congress), Illinois","712812","712753","712753","0","59","0",
"5001300US1709","Congressional District 9 (113th Congress), Illinois","712813","712813","712813","0","0","0",
"5001300US1710","Congressional District 10 (113th Congress), Illinois","712813","710953","710953","0","1860","0",
"5001300US1711","Congressional District 11 (113th Congress), Illinois","712813","710960","710960","0","1853","0",
"5001300US1712","Congressional District 12 (113th Congress), Illinois","712813","537373","422559","114814","175440","0",
"5001300US1713","Congressional District 13 (113th Congress), Illinois","712813","562227","473146","89081","150586","0",
"5001300US1714","Congressional District 14 (113th Congress), Illinois","712813","640537","586765","53772","72276","0",
"5001300US1715","Congressional District 15 (113th Congress), Illinois","712813","346148","74010","272138","366665","0",
"5001300US1716","Congressional District 16 (113th Congress), Illinois","712813","505709","286309","219400","207104","0",
"5001300US1717","Congressional District 17 (113th Congress), Illinois","712813","522663","363885","158778","190150","0",
"5001300US1718","Congressional District 18 (113th Congress), Illinois","712813","453746","280944","172802","259067","0",
"5001300US17ZZ","Congressional Districts not defined (113th Congress), Illinois","0","0","0","0","0","0",
"5001300US1801","Congressional District 1 (113th Congress), Indiana","720422","650577","628188","22389","69845","0",
"5001300US1802","Congressional District 2 (113th Congress), Indiana","720423","502998","411590","91408","217425","0",
"5001300US1803","Congressional District 3 (113th Congress), Indiana","720423","467064","313492","153572","253359","0",
"5001300US1804","Congressional District 4 (113th Congress), Indiana","720422","456941","341747","115194","263481","0",
"5001300US1805","Congressional District 5 (113th Congress), Indiana","720423","629408","551391","78017","91015","0",
"5001300US1806","Congressional District 6 (113th Congress), Indiana","720422","394430","202550","191880","325992","0",
"5001300US1807","Congressional District 7 (113th Congress), Indiana","720423","715494","715494","0","4929","0",
"5001300US1808","Congressional District 8 (113th Congress), Indiana","720422","415850","293510","122340","304572","0",
"5001300US1809","Congressional District 9 (113th Congress), Indiana","720422","464338","378622","85716","256084","0",
"5001300US1901","Congressional District 1 (113th Congress), Iowa","761548","479306","356029","123277","282242","0",
"5001300US1902","Congressional District 2 (113th Congress), Iowa","761624","481847","249522","232325","279777","0",
"5001300US1903","Congressional District 3 (113th Congress), Iowa","761612","592219","518616","73603","169393","0",
"5001300US1904","Congressional District 4 (113th Congress), Iowa","761571","396884","144797","252087","364687","0",
"5001300US2001","Congressional District 1 (113th Congress), Kansas","713278","421914","54622","367292","291364","0",
"5001300US2002","Congressional District 2 (113th Congress), Kansas","713272","447949","240424","207525","265323","0",
"5001300US2003","Congressional District 3 (113th Congress), Kansas","713287","677591","663508","14083","35696","0",
"5001300US2004","Congressional District 4 (113th Congress), Kansas","713281","569507","472870","96637","143774","0",
"5001300US2101","Congressional District 1 (113th Congress), Kentucky","723178","266732","48929","217803","456446","0",
"5001300US2102","Congressional District 2 (113th Congress), Kentucky","723137","359894","275160","84734","363243","0",
"5001300US2103","Congressional District 3 (113th Congress), Kentucky","723171","718327","718327","0","4844","0",
"5001300US2104","Congressional District 4 (113th Congress), Kentucky","723450","493370","445755","47615","230080","0",
"5001300US2105","Congressional District 5 (113th Congress), Kentucky","723228","170014","1222","168792","553214","0",
"5001300US2106","Congressional District 6 (113th Congress), Kentucky","723203","525006","289135","235871","198197","0",
"5001300US2201","Congressional District 1 (113th Congress), Louisiana","755445","649869","621975","27894","105576","0",
"5001300US2202","Congressional District 2 (113th Congress), Louisiana","755538","714568","682097","32471","40970","0",
"5001300US2203","Congressional District 3 (113th Congress), Louisiana","755596","554589","395741","158848","201007","0",
"5001300US2204","Congressional District 4 (113th Congress), Louisiana","755605","443164","298736","144428","312441","0",
"5001300US2205","Congressional District 5 (113th Congress), Louisiana","755581","365312","206973","158339","390269","0",
"5001300US2206","Congressional District 6 (113th Congress), Louisiana","755607","590303","574884","15419","165304","0",
"5001300US2301","Congressional District 1 (113th Congress), Maine","664180","328292","227612","100680","335888","0",
"5001300US2302","Congressional District 2 (113th Congress), Maine","664181","185250","120525","64725","478931","0",
"5001300US2401","Congressional District 1 (113th Congress), Maryland","722650","429300","315733","113567","293350","0",
"5001300US2402","Congressional District 2 (113th Congress), Maryland","723447","719969","719969","0","3478","0",
"5001300US2403","Congressional District 3 (113th Congress), Maryland","720094","709540","709540","0","10554","0",
"5001300US2404","Congressional District 4 (113th Congress), Maryland","720065","709748","709748","0","10317","0",
"5001300US2405","Congressional District 5 (113th Congress), Maryland","720472","555761","496157","59604","164711","0",
"5001300US2406","Congressional District 6 (113th Congress), Maryland","728448","615500","591762","23738","112948","0",
"5001300US2407","Congressional District 7 (113th Congress), Maryland","716862","659035","655314","3721","57827","0",
"5001300US2408","Congressional District 8 (113th Congress), Maryland","721514","635478","624646","10832","86036","0",
"5001300US2501","Congressional District 1 (113th Congress), Massachusetts","727515","587868","552662","35206","139647","0",
"5001300US2502","Congressional District 2 (113th Congress), Massachusetts","727514","591294","538695","52599","136220","0",
"5001300US2503","Congressional District 3 (113th Congress), Massachusetts","727514","658319","658319","0","69195","0",
"5001300US2504","Congressional District 4 (113th Congress), Massachusetts","727514","678157","678157","0","49357","0",
"5001300US2505","Congressional District 5 (113th Congress), Massachusetts","727515","719782","719782","0","7733","0",
"5001300US2506","Congressional District 6 (113th Congress), Massachusetts","727515","696485","696485","0","31030","0",
"5001300US2507","Congressional District 7 (113th Congress), Massachusetts","727514","726979","726979","0","535","0",
"5001300US2508","Congressional District 8 (113th Congress), Massachusetts","727514","721899","721899","0","5615","0",
"5001300US2509","Congressional District 9 (113th Congress), Massachusetts","727514","641206","619722","21484","86308","0",
"5001300US2601","Congressional District 1 (113th Congress), Michigan","705974","258236","0","258236","447738","0",
"5001300US2602","Congressional District 2 (113th Congress), Michigan","705975","524235","488619","35616","181740","0",
"5001300US2603","Congressional District 3 (113th Congress), Michigan","705974","483857","412635","71222","222117","0",
"5001300US2604","Congressional District 4 (113th Congress), Michigan","705974","258915","104883","154032","447059","0",
"5001300US2605","Congressional District 5 (113th Congress), Michigan","705975","547065","529888","17177","158910","0",
"5001300US2606","Congressional District 6 (113th Congress), Michigan","705974","414175","316810","97365","291799","0",
"5001300US2607","Congressional District 7 (113th Congress), Michigan","705974","379469","262151","117318","326505","0",
"5001300US2608","Congressional District 8 (113th Congress), Michigan","705975","559334","537974","21360","146641","0",
"5001300US2609","Congressional District 9 (113th Congress), Michigan","705975","705975","705975","0","0","0",
"5001300US2610","Congressional District 10 (113th Congress), Michigan","705974","449903","412435","37468","256071","0",
"5001300US2611","Congressional District 11 (113th Congress), Michigan","705974","690517","690517","0","15457","0",
"5001300US2612","Congressional District 12 (113th Congress), Michigan","705974","686369","686369","0","19605","0",
"5001300US2613","Congressional District 13 (113th Congress), Michigan","705974","705944","705944","0","30","0",
"5001300US2614","Congressional District 14 (113th Congress), Michigan","705974","705963","705963","0","11","0",
"5001300US26ZZ","Congressional Districts not defined (113th Congress), Michigan","0","0","0","0","0","0",
"5001300US2701","Congressional District 1 (113th Congress), Minnesota","662991","414574","170619","243955","248417","0",
"5001300US2702","Congressional District 2 (113th Congress), Minnesota","662991","576633","481002","95631","86358","0",
"5001300US2703","Congressional District 3 (113th Congress), Minnesota","662990","633614","633452","162","29376","0",
"5001300US2704","Congressional District 4 (113th Congress), Minnesota","662990","644502","641308","3194","18488","0",
"5001300US2705","Congressional District 5 (113th Congress), Minnesota","662991","662991","662991","0","0","0",
"5001300US2706","Congressional District 6 (113th Congress), Minnesota","662990","461095","342482","118613","201895","0",
"5001300US2707","Congressional District 7 (113th Congress), Minnesota","662991","237826","50845","186981","425165","0",
"5001300US2708","Congressional District 8 (113th Congress), Minnesota","662991","255076","93333","161743","407915","0",
"5001300US2801","Congressional District 1 (113th Congress), Mississippi","741837","310734","128310","182424","431103","0",
"5001300US2802","Congressional District 2 (113th Congress), Mississippi","741862","417886","174707","243179","323976","0",
"5001300US2803","Congressional District 3 (113th Congress), Mississippi","741822","323213","176771","146442","418609","0",
"5001300US2804","Congressional District 4 (113th Congress), Mississippi","741776","412391","339734","72657","329385","0",
"5001300US2901","Congressional District 1 (113th Congress), Missouri","748616","746257","746257","0","2359","0",
"5001300US2902","Congressional District 2 (113th Congress), Missouri","748616","738540","727277","11263","10076","0",
"5001300US2903","Congressional District 3 (113th Congress), Missouri","748615","458841","354604","104237","289774","0",
"5001300US2904","Congressional District 4 (113th Congress), Missouri","748616","383834","174586","209248","364782","0",
"5001300US2905","Congressional District 5 (113th Congress), Missouri","748616","684458","651644","32814","64158","0",
"5001300US2906","Congressional District 6 (113th Congress), Missouri","748616","459555","318316","141239","289061","0",
"5001300US2907","Congressional District 7 (113th Congress), Missouri","748616","460215","356501","103714","288401","0",
"5001300US2908","Congressional District 8 (113th Congress), Missouri","748616","286671","60876","225795","461945","0",
"5001300US3000","Congressional District (at Large) (113th Congress), Montana","989415","553014","262137","290877","436401","0",
"5001300US3101","Congressional District 1 (113th Congress), Nebraska","608780","452474","325458","127016","156306","0",
"5001300US3102","Congressional District 2 (113th Congress), Nebraska","608781","589723","589723","0","19058","0",
"5001300US3103","Congressional District 3 (113th Congress), Nebraska","608780","293489","67016","226473","315291","0",
"5001300US3201","Congressional District 1 (113th Congress), Nevada","675138","675138","675138","0","0","0",
"5001300US3202","Congressional District 2 (113th Congress), Nevada","675138","578726","450211","128515","96412","0",
"5001300US3203","Congressional District 3 (113th Congress), Nevada","675138","663863","643868","19995","11275","0",
"5001300US3204","Congressional District 4 (113th Congress), Nevada","675137","626070","567005","59065","49067","0",
"5001300US3301","Congressional District 1 (113th Congress), New Hampshire","658233","457815","426284","31531","200418","0",
"5001300US3302","Congressional District 2 (113th Congress), New Hampshire","658237","336057","196884","139173","322180","0",
"5001300US3401","Congressional District 1 (113th Congress), New Jersey","732658","719490","719416","74","13168","0",
"5001300US3402","Congressional District 2 (113th Congress), New Jersey","732658","590135","506103","84032","142523","0",
"5001300US3403","Congressional District 3 (113th Congress), New Jersey","732658","701409","666280","35129","31249","0",
"5001300US3404","Congressional District 4 (113th Congress), New Jersey","732657","696575","690704","5871","36082","0",
"5001300US3405","Congressional District 5 (113th Congress), New Jersey","732658","637290","569923","67367","95368","0",
"5001300US3406","Congressional District 6 (113th Congress), New Jersey","732657","732657","732657","0","0","0",
"5001300US3407","Congressional District 7 (113th Congress), New Jersey","732658","628663","621998","6665","103995","0",
"5001300US3408","Congressional District 8 (113th Congress), New Jersey","732658","732658","732658","0","0","0",
"5001300US3409","Congressional District 9 (113th Congress), New Jersey","732658","732658","732658","0","0","0",
"5001300US3410","Congressional District 10 (113th Congress), New Jersey","732658","732658","732658","0","0","0",
"5001300US3411","Congressional District 11 (113th Congress), New Jersey","732658","704894","689814","15080","27764","0",
"5001300US3412","Congressional District 12 (113th Congress), New Jersey","732658","715039","715039","0","17619","0",
"5001300US3501","Congressional District 1 (113th Congress), New Mexico","686393","632950","631045","1905","53443","0",
"5001300US3502","Congressional District 2 (113th Congress), New Mexico","686393","494502","214590","279912","191891","0",
"5001300US3503","Congressional District 3 (113th Congress), New Mexico","686393","466909","261086","205823","219484","0",
"5001300US3601","Congressional District 1 (113th Congress), New York","717707","681358","656225","25133","36349","0",
"5001300US3602","Congressional District 2 (113th Congress), New York","717708","716887","716887","0","821","0",
"5001300US3603","Congressional District 3 (113th Congress), New York","717707","713674","713674","0","4033","0",
"5001300US3604","Congressional District 4 (113th Congress), New York","717708","717492","717492","0","216","0",
"5001300US3605","Congressional District 5 (113th Congress), New York","717708","717708","717708","0","0","0",
"5001300US3606","Congressional District 6 (113th Congress), New York","717707","717707","717707","0","0","0",
"5001300US3607","Congressional District 7 (113th Congress), New York","717708","717708","717708","0","0","0",
"5001300US3608","Congressional District 8 (113th Congress), New York","717708","717671","717671","0","37","0",
"5001300US3609","Congressional District 9 (113th Congress), New York","717708","717708","717708","0","0","0",
"5001300US3610","Congressional District 10 (113th Congress), New York","717707","717707","717707","0","0","0",
"5001300US3611","Congressional District 11 (113th Congress), New York","717708","717708","717708","0","0","0",
"5001300US3612","Congressional District 12 (113th Congress), New York","717707","717707","717707","0","0","0",
"5001300US3613","Congressional District 13 (113th Congress), New York","717707","717707","717707","0","0","0",
"5001300US3614","Congressional District 14 (113th Congress), New York","717708","717669","717669","0","39","0",
"5001300US3615","Congressional District 15 (113th Congress), New York","717708","717708","717708","0","0","0",
"5001300US3616","Congressional District 16 (113th Congress), New York","717707","717707","717707","0","0","0",
"5001300US3617","Congressional District 17 (113th Congress), New York","717708","706251","706251","0","11457","0",
"5001300US3618","Congressional District 18 (113th Congress), New York","717707","584759","518160","66599","132948","0",
"5001300US3619","Congressional District 19 (113th Congress), New York","717708","262057","149251","112806","455651","0",
"5001300US3620","Congressional District 20 (113th Congress), New York","717708","636501","607499","29002","81207","0",
"5001300US3621","Congressional District 21 (113th Congress), New York","717707","303612","156861","146751","414095","0",
"5001300US3622","Congressional District 22 (113th Congress), New York","717708","412622","275721","136901","305086","0",
"5001300US3623","Congressional District 23 (113th Congress), New York","717707","341322","124814","216508","376385","0",
"5001300US3624","Congressional District 24 (113th Congress), New York","717707","522564","419580","102984","195143","0",
"5001300US3625","Congressional District 25 (113th Congress), New York","717707","685570","669799","15771","32137","0",
"5001300US3626","Congressional District 26 (113th Congress), New York","717707","714453","714453","0","3254","0",
"5001300US3627","Congressional District 27 (113th Congress), New York","717707","416568","259062","157506","301139","0",
"5001300US3701","Congressional District 1 (113th Congress), North Carolina","733499","468224","292549","175675","265275","0",
"5001300US3702","Congressional District 2 (113th Congress), North Carolina","733499","479110","317910","161200","254389","0",
"5001300US3703","Congressional District 3 (113th Congress), North Carolina","733499","419673","271628","148045","313826","0",
"5001300US3704","Congressional District 4 (113th Congress), North Carolina","733498","662136","652768","9368","71362","0",
"5001300US3705","Congressional District 5 (113th Congress), North Carolina","733499","443013","380790","62223","290486","0",
"5001300US3706","Congressional District 6 (113th Congress), North Carolina","733499","412814","344345","68469","320685","0",
"5001300US3707","Congressional District 7 (113th Congress), North Carolina","733498","352248","232311","119937","381250","0",
"5001300US3708","Congressional District 8 (113th Congress), North Carolina","733499","392766","267832","124934","340733","0",
"5001300US3709","Congressional District 9 (113th Congress), North Carolina","733498","667199","667199","0","66299","0",
"5001300US3710","Congressional District 10 (113th Congress), North Carolina","733499","468720","370593","98127","264779","0",
"5001300US3711","Congressional District 11 (113th Congress), North Carolina","733499","326178","277376","48802","407321","0",
"5001300US3712","Congressional District 12 (113th Congress), North Carolina","733499","704408","704408","0","29091","0",
"5001300US3713","Congressional District 13 (113th Congress), North Carolina","733498","505267","453090","52177","228231","0",
"5001300US3800","Congressional District (at Large) (113th Congress), North Dakota","672591","402872","269056","133816","269719","0",
"5001300US3901","Congressional District 1 (113th Congress), Ohio","721032","666974","654355","12619","54058","0",
"5001300US3902","Congressional District 2 (113th Congress), Ohio","721031","529115","439913","89202","191916","0",
"5001300US3903","Congressional District 3 (113th Congress), Ohio","721031","719745","719745","0","1286","0",
"5001300US3904","Congressional District 4 (113th Congress), Ohio","721032","454359","170875","283484","266673","0",
"5001300US3905","Congressional District 5 (113th Congress), Ohio","721031","448961","238185","210776","272070","0",
