cycle,state,candidate_name,party,avg,std,lower_ci,upper_ci,effn
2018,Maine,Eric L. Brakey,REP,35.23932298174297,3.756233914963368,27.87710450841477,42.60154145507117,2.2075199896840587
2018,Maine,Angus S. King Jr.,IND,49.6248317774366,3.8409451730701845,42.096579238219036,57.15308431665416,2.2075199896840587
2018,Massachusetts,Elizabeth Ann Warren,DEM,55.454339978736755,1.159970446343529,53.18079790390344,57.72788205357007,3.7125347062534098
2018,Massachusetts,Geoff Diehl,REP,31.364354652407496,2.9296564230158,25.622228063296525,37.106481241518466,3.7125347062534098
2018,Nebraska,Jane Raybould,DEM,38.999999996083,1.4024375862334556e-4,38.9997251183161,39.0002748738499,0.6521276057148999
2018,Nebraska,Deb Fischer,REP,53.999999997624805,8.660479175995835e-5,53.999830252232954,54.000169743016656,0.6521276057148999
2018,Rhode Island,Sheldon Whitehouse,DEM,55.70768997091257,0.6953534946453364,54.34479712140771,57.07058282041743,1.649123433226552
2018,Rhode Island,Bob Flanders,REP,34.82435080624957,1.8678928709481482,31.163280779191197,38.48542083330794,1.649123433226552
2018,Washington,Maria Cantwell,DEM,52.99997237761827,0.005255627339375916,52.98967134803309,53.01027340720345,0.42065836734762496
2018,Washington,Susan Hutchison,REP,38.99991713285482,0.01576688201812775,38.96901404409929,39.03082022161035,0.42065836734762496
2018,Utah,Jenny Wilson,DEM,23.332108669145494,1.501761978137796,20.388655191995415,26.275562146295574,0.5880987913398552
2018,Utah,Mitt Romney,REP,58.75136540238895,0.9596159407473998,56.87051815852404,60.632212646253855,0.5880987913398552
2018,Maryland,Benjamin L. Cardin,DEM,49.77188174874443,1.5218815678836612,46.78899387569245,52.754769621796406,0.4409991151497751
2018,Maryland,Tony Campbell,REP,21.246444262219704,1.0376465235570416,19.212657076047904,23.280231448391504,0.4409991151497751
2018,Delaware,Thomas R. Carper,DEM,59.40334275412112,4.450155849123356,50.68103728983934,68.1256482184029,0.17751889353730382
2018,Delaware,Rob Arlett,REP,25.710704192013086,4.768024124060739,16.36537690885404,35.056031475172134,0.17751889353730382
2018,Virginia,Timothy Michael Kaine,DEM,49.53349849069531,0.7551398161939604,48.05342445095515,51.01357253043547,0.4035584038791255
2018,Virginia,Corey Stewart,REP,34.458457028013406,6.859290199480084,21.01424823703244,47.90266581899437,0.4035584038791255
