year,state,state_po,special,district,dem,rep,totalvotes,dem_cand,rep_cand,dem_inc,rep_inc,dem_funds,rep_funds,2party_votes,dem_pct_2p,rep_pct_2p,dem_tot_funds,rep_tot_funds,tot_funds,dem_funds_2p_pct,rep_funds_2p_pct
25,2014,California,CA,False,5,129613.0,,171148,Mike Thompson,[],True,[],665177.79,[],,,,665177.79,0.0,665177.79,100.0,0.0
26,2014,California,CA,False,6,97008.0,36448.0,133456,Doris O Matsui,Joseph Mccray Sr,True,False,265087.72,1202.43,133456.0,72.68912600407626,27.31087399592375,265087.72,1202.43,266290.14999999997,99.54845119130393,0.4515488086960784
27,2014,California,CA,False,7,92521.0,91066.0,183587,Ami Bera,Doug Ose,True,False,2732047.4,1246204.48,183587.0,50.39626988839079,49.60373011160921,2732047.4,1246204.48,3978251.88,68.67457070113922,31.325429298860787
28,2014,California,CA,False,8,37056.0,77480.0,114536,Bob Conaway,Paul Cook,False,True,2742.0,348156.4,114536.0,32.35314660892645,67.64685339107355,2742.0,348156.4,350898.4,0.7814227708077323,99.21857722919228
29,2014,California,CA,False,9,63475.0,57729.0,121204,Jerry Mcnerney,"Antonio C \""Tony\"" Amador",True,False,752090.63,58495.51,121204.0,52.37038381571565,47.629616184284345,752090.63,58495.51,810586.14,92.78355413281555,7.216445867184455
30,2014,California,CA,False,10,55123.0,70582.0,125705,Michael Eggman,Jeff Denhem,False,True,948431.37,990179.52,125705.0,43.85107990931149,56.14892009068851,948431.37,990179.52,1938610.8900000001,48.92324575768786,51.07675424231213
31,2014,California,CA,False,11,117502.0,57160.0,174662,Mark Desaulnier,Tue Phan,False,False,231123.68,111761.02,174662.0,67.27393479978473,32.726065200215274,231123.68,111761.02,342884.7,67.40565560376417,32.59434439623582
32,2014,California,CA,False,12,160067.0,32197.0,192264,Nancy Pelosi,John Dennis,True,False,1578257.81,621269.2,192264.0,83.25375525319353,16.746244746806475,1578257.81,621269.2,2199527.01,71.75441823740097,28.24558176259904
33,2014,California,CA,False,13,168491.0,21940.0,190431,Barbara Lee,Dakin Sundeen,True,False,839023.69,2750.0,190431.0,88.47876658737286,11.521233412627145,839023.69,2750.0,841773.69,99.67330886761262,0.326691132387376
34,2014,California,CA,False,14,114389.0,34757.0,149146,Jackie Speier,Robin Chew,True,False,636978.86,11573.0,149146.0,76.69598916497928,23.30401083502072,636978.86,11573.0,648551.86,98.21556290039783,1.7844370996021814
35,2014,California,CA,False,15,99756.0,43150.0,142906,Eric Swalwell,Hugh Bussell,True,False,1225716.96,15287.0,142906.0,69.80532657831023,30.19467342168978,1225716.96,15287.0,1241003.96,98.7681747606994,1.2318252393006064
36,2014,California,CA,False,16,46277.0,44943.0,91220,Jim Costa,Johnny Tacherra,True,False,744555.0,304032.93,91220.0,50.731199298399474,49.268800701600526,744555.0,304032.93,1048587.93,71.00549021196535,28.994509788034655
37,2014,California,CA,False,17,134408.0,,134408,"['Michael M Honda', 'Ro Khanna']",[],"[True, False]",[],"[2388248.83, 3405325.0]",[],,,,5793573.83,0.0,5793573.83,100.0,0.0
38,2014,California,CA,False,18,133060.0,63326.0,196386,Anna G Eshoo,Richard B Fox,True,False,721861.09,39255.0,196386.0,67.75432057274958,32.245679427250415,721861.09,39255.0,761116.09,94.84244249783235,5.15755750216764
39,2014,California,CA,False,19,127788.0,,127788,"['Robert Murray', 'Zoe Lofgren']",[],"[False, True]",[],"[0, 678103.84]",[],,,,678103.84,0.0,678103.84,100.0,0.0
