,year,state,state_po,special,district,dem,rep,dem_2p_pct,dem_2p_12
176,2012,LOUISIANA,LA,False,LA-04,0.0,187894.0,0.0,40.187733573312336
177,2012,LOUISIANA,LA,False,LA-05,0.0,202536.0,0.0,38.166441136671175
178,2012,LOUISIANA,LA,False,LA-06,0.0,243553.0,0.0,32.57647280966767
179,2012,MAINE,ME,False,ME-01,236363.0,128440.0,64.79195620650049,60.941119269262714
180,2012,MAINE,ME,False,ME-02,191456.0,137542.0,58.193666830801405,54.41545592788699
181,2012,MARYLAND,MD,False,MD-01,107670.0,214204.0,33.450977711775415,38.44071839805491
182,2012,MARYLAND,MD,False,MD-02,194088.0,92071.0,67.82523002945915,64.31446229913473
183,2012,MARYLAND,MD,False,MD-03,213747.0,94549.0,69.33174611412409,62.06638177592724
184,2012,MARYLAND,MD,False,MD-04,240385.0,64560.0,78.82896915837281,78.94554851298074
185,2012,MARYLAND,MD,False,MD-05,238618.0,95271.0,71.46626573501972,67.12424277060235
186,2012,MARYLAND,MD,False,MD-06,181921.0,117313.0,60.79556467513718,56.29365119386803
187,2012,MARYLAND,MD,False,MD-07,247770.0,67405.0,78.61346870786072,77.33992668259825
188,2012,MARYLAND,MD,False,MD-08,217531.0,113033.0,65.80601638411926,63.234367138751225
189,2012,MASSACHUSETTS,MA,False,MA-01,261936.0,0.0,100.0,65.11523605543047
190,2012,MASSACHUSETTS,MA,False,MA-02,259257.0,0.0,100.0,59.97072824754165
191,2012,MASSACHUSETTS,MA,False,MA-03,212119.0,109372.0,65.97976304157814,57.88073198301409
192,2012,MASSACHUSETTS,MA,False,MA-04,221303.0,129936.0,63.00638596511208,58.09480725996601
193,2012,MASSACHUSETTS,MA,False,MA-05,257490.0,82944.0,75.63580605932427,66.30291246860232
194,2012,MASSACHUSETTS,MA,False,MA-06,180942.0,176612.0,50.6055029450097,55.50267168278054
195,2012,MASSACHUSETTS,MA,False,MA-07,210794.0,0.0,100.0,84.05406670820472
196,2012,MASSACHUSETTS,MA,False,MA-08,263999.0,82242.0,76.24718043212675,58.586063829495124
197,2012,MASSACHUSETTS,MA,False,MA-09,212754.0,116531.0,64.61089937288367,56.283059857692116
198,2012,MICHIGAN,MI,False,MI-01,165179.0,167060.0,49.71692065049558,45.82285722458203
199,2012,MICHIGAN,MI,False,MI-02,108973.0,194653.0,35.890536383577164,43.471476433062556
200,2012,MICHIGAN,MI,False,MI-03,144108.0,171675.0,45.63513552027816,46.27083138106048
201,2012,MICHIGAN,MI,False,MI-04,104996.0,197386.0,34.72296631413245,45.94655797101449
202,2012,MICHIGAN,MI,False,MI-05,214531.0,103931.0,67.36470913327179,61.30418852378442
203,2012,MICHIGAN,MI,False,MI-06,136563.0,174955.0,43.83791626808082,49.3236806419681
204,2012,MICHIGAN,MI,False,MI-07,136849.0,169668.0,44.64646332829827,48.4379188497624
205,2012,MICHIGAN,MI,False,MI-08,128657.0,202217.0,38.88398604907004,48.399940389660415
