,year,state,state_po,special,district,dem,rep,totalvotes,dem_cand,rep_cand,dem_inc,rep_inc,dem_funds,rep_funds,2party_votes,dem_pct_2p,rep_pct_2p,dem_tot_funds,rep_tot_funds,tot_funds,dem_funds_2p_pct,rep_funds_2p_pct,dem_poll_avg,dem_effn,rep_poll_avg,rep_effn,seat_number,prev_lean,prev2_lean,dem_2p_prev,dem_2p_prev2,generic_ballot_avg,ics,cvap_white_pct,cvap_aapi_pct,cvap_hisp_pct,cvap_black_pct,cvap_natam_pct,college,urban,rural,urban_pct,rural_pct,dem_2p_12,demo_cluster,district_id
10,2014,Arizona,AZ,False,AZ-03,58192.0,46185.0,104428,Raul M Grijalva,Gabby Saucedo,True,False,304356.29,0,104377.0,55.751746074326725,44.24825392567328,304356.29,0.0,304356.29,100.0,0.0,0.0,0.0,0.0,0.0,3,10.48567440272921,5.132191630180699,62.44953665473897,58.82103914232428,2.6459423408960583,88.8,38.641743303607726,1.7333615180734645,49.97688696448026,5.037247992417996,4.668600883173478,4.1,630678.0,79546.0,88.79987158980829,11.200128410191715,,5,AZ03
11,2014,Arizona,AZ,False,AZ-04,45179.0,122560.0,175179,Mike Weisser,Paul A Gosar,False,True,27759.33,258598.59,167739.0,26.934105962238952,73.06589403776104,27759.33,258598.59,286357.92,9.693927794977698,90.3060722050223,0.0,0.0,0.0,0.0,4,-20.383025015545112,-18.80284336683977,31.58083723646465,34.88600414530381,2.6459423408960583,88.8,82.38059217635617,1.0416744296967575,12.089087291236595,1.7015940916509542,1.7843169402979513,3.4,526419.0,183805.0,74.12013674559013,25.879863254409873,,1,AZ04
12,2014,Arizona,AZ,False,AZ-05,54596.0,124867.0,179463,James Woods,Matt Salmon,False,True,53266.79,501388.41,179463.0,30.42186968901668,69.57813031098333,53266.79,501388.41,554655.2,9.603586155867646,90.39641384413235,0.0,0.0,0.0,0.0,5,-16.81644954837595,-17.009956193997027,35.14741270363381,36.67889131814656,2.6459423408960583,88.8,78.67068141805535,3.816705199352493,12.592114125019203,2.8942839025274028,1.083707172593611,7.8,708174.0,2050.0,99.71135866994075,0.2886413300592489,,1,AZ05
13,2014,Arizona,AZ,False,AZ-06,70198.0,129578.0,199776,W John Williamson,David Schweikert,False,True,2285.22,531076.51,199776.0,35.13835495755246,64.86164504244755,2285.22,531076.51,533361.73,0.4284559373991831,99.57154406260082,0.0,0.0,0.0,0.0,6,-12.488914328921354,-12.042217694119678,39.47494792308841,41.646629818023904,2.6459423408960583,88.8,83.03021763015632,2.786785666000834,9.052340538162873,2.482114872314374,1.4376653077079808,11.9,688035.0,22189.0,96.87577440356844,3.1242255964315486,,1,AZ06
14,2014,Arizona,AZ,False,AZ-07,54235.0,,72454,Ruben Gallego,[],False,[],592533.31,[],,,,592533.31,0.0,592533.31,100.0,0.0,0.0,0.0,0.0,0.0,7,21.04327023005064,11.813132987551723,73.0071324820604,65.5019804996953,2.6459423408960583,88.8,34.901536870799454,2.5274460961712317,46.1387468932208,12.525262020021618,3.7607579573635164,3.6,709714.0,510.0,99.9281916691072,0.07180833089278875,,5,AZ07
15,2014,Arizona,AZ,False,AZ-08,,128710.0,169776,[],Trent Franks,[],True,[],217666.28,,,,0.0,217666.28,217666.28,0.0,100.0,0.0,0.0,0.0,0.0,8,-14.55056795802949,-14.89547195186497,37.41329429398027,38.79337556027861,2.6459423408960583,88.8,77.68783946891973,2.4204133977066986,13.904835546167774,4.063442969221485,0.9516445383222691,6.7,693291.0,16934.0,97.61568517019255,2.3843148298074555,,1,AZ08
16,2014,Arizona,AZ,False,AZ-09,88609.0,67841.0,162062,Kyrsten Sinema,Wendy Rogers,True,False,2287356.11,1180247.96,156450.0,56.63726430169383,43.36273569830617,2287356.11,1180247.96,3467604.07,65.96358937829947,34.03641062170053,0.0,0.0,0.0,0.0,9,0.3534831196822949,-1.71946428481035,52.317345371692056,51.96938322733323,2.6459423408960583,88.8,69.28304054187875,3.6580776772098003,17.562139787288825,5.398387831494722,2.7111762492325364,11.5,710222.0,2.0,99.99971839870238,0.0002816012976187794,,1,AZ09
17,2014,Arkansas,AR,False,AR-01,63555.0,124139.0,196256,Jackie Mcpherson,"Eric A \""Rick\"" Crawford",False,True,240766.83,405876.21,187694.0,33.860965188018795,66.1390348119812,240766.83,405876.21,646643.04,37.23334438115965,62.76665561884034,30.0,0.3806892440428094,52.0,0.3806892440428094,1,-14.626906832057202,-13.3609451758198,37.33695541995256,40.32790233632378,2.6459423408960583,88.8,80.00300040981207,0.30479772847023007,1.5506996077513027,16.81491862303144,0.3768807446870792,4.5,332015.0,396750.0,45.55858198459037,54.441418015409624,,2,AR01
18,2014,Arkansas,AR,False,AR-02,103477.0,123073.0,237330,Patrick Henry Hays,French Hill,False,False,1151010.74,1692042.7,226550.0,45.6751269035533,54.3248730964467,1151010.74,1692042.7,2843053.44,40.48501951479322,59.51498048520678,46.0,0.3806892440428094,41.5,0.3806892440428094,2,-8.022139896959999,-8.529261947857371,43.94172235504976,45.15958556428621,2.6459423408960583,88.8,74.51938191578485,0.8517466530736115,2.356432440880205,20.78956024285774,0.39161810057043583,9.3,514971.0,214221.0,70.62214067076984,29.377859329230162,,4,AR02
19,2014,Arkansas,AR,False,AR-03,,151630.0,190935,[],Steve Womack,[],True,[],431015.71,,,,0.0,431015.71,431015.71,0.0,100.0,0.0,0.0,64.0,0.3806892440428094,3,-19.413765496904134,-19.03304046684314,32.55009675510563,34.65580704530044,2.6459423408960583,88.8,87.12807118990054,1.756850630828518,5.238535065217307,2.7536411864465977,1.2011161260027088,8.1,492974.0,235985.0,67.62712306179085,32.372876938209146,,2,AR03
20,2014,Arkansas,AR,False,AR-04,87742.0,110789.0,206131,James Lee Witt,Bruce Westerman,False,False,834964.36,707291.37,198531.0,44.195616805435925,55.80438319456408,834964.36,707291.37,1542255.73,54.13916406716803,45.86083593283197,39.89526085801526,0.9013725093949716,45.6837913135878,0.9013725093949716,4,-15.240663607237202,-15.262505460514404,36.72319864477256,38.42634205162918,2.6459423408960583,88.8,76.8255766806081,0.35307164929080176,2.1419433196881417,18.977925153253832,0.5628410140765797,3.8,297629.0,431373.0,40.82691131162878,59.17308868837122,,4,AR04
21,2014,California,CA,False,CA-01,84320.0,132052.0,216372,Heidi Hall,Doug Lamalfa,False,True,220972.39,332253.99,216372.0,38.96992217107574,61.030077828924256,220972.39,332253.99,553226.38,39.94248972726138,60.05751027273863,0.0,0.0,0.0,0.0,1,-10.3780989849283,-9.635959041400833,41.58576326708146,44.05288847074275,2.6459423408960583,88.8,83.38154254648481,2.182393995357082,8.757945249167463,1.4946710277462563,1.751106957701978,5.6,440196.0,262709.0,62.62524807762073,37.37475192237927,,2,CA01
22,2014,California,CA,False,CA-02,163124.0,54400.0,217524,Jared Huffman,Dale K Mensing,True,False,510972.28,3575.0,217524.0,74.99126533164157,25.00873466835844,510972.28,3575.0,514547.28,99.30521447902709,0.694785520972922,0.0,0.0,0.0,0.0,2,19.95041989218616,20.02040180988054,71.91428214419592,73.70924932202412,2.6459423408960583,88.8,81.31577922330854,3.2725041872784635,9.179682935379581,1.8503875667043197,2.060920032719199,6.9,543569.0,159336.0,77.33178736813652,22.66821263186348,,1,CA02
23,2014,California,CA,False,CA-03,79224.0,71036.0,150260,John Garamendi,Dan Logue,True,False,691334.84,683111.57,150260.0,52.724610674830295,47.275389325169705,691334.84,683111.57,1374446.41,50.299148440425554,49.700851559574446,0.0,0.0,0.0,0.0,3,3.79103829263682,2.443902821420167,55.75490054464658,56.13275033356375,2.6459423408960583,88.8,59.77552215086214,10.312624818517838,18.695779892516068,7.153620027600081,1.1534551879066839,8.2,610254.0,92652.0,86.81872113767702,13.181278862322984,,6,CA03
24,2014,California,CA,False,CA-04,,211134.0,211134,[],"['Arthur \\""Art\\"" Moore', 'Tom Mcclintock']",[],"[False, True]",[],"[161313.57, 1411424.99]",,,,0.0,1572738.56,1572738.56,0.0,100.0,0.0,0.0,0.0,0.0,4,-11.377167042208598,-9.245654144695358,40.58669520980117,44.443193367448224,2.6459423408960583,88.8,83.11452323626948,3.80078438498463,8.674230379018459,1.247936825209346,1.255886673026545,6.1,461298.0,241608.0,65.62726737287774,34.37273262712226,,2,CA04
