,year,state,state_po,special,district,dem,rep,totalvotes,dem_cand,rep_cand,dem_inc,rep_inc,dem_funds,rep_funds,2party_votes,dem_pct_2p,rep_pct_2p,dem_tot_funds,rep_tot_funds,tot_funds,dem_funds_2p_pct,rep_funds_2p_pct,dem_poll_avg,dem_effn,rep_poll_avg,rep_effn,seat_number,prev_lean,prev2_lean,dem_2p_prev,generic_ballot_avg,ics,cvap_white_pct,cvap_aapi_pct,cvap_hisp_pct,cvap_black_pct,cvap_natam_pct,college,urban,rural,urban_pct,rural_pct,demo_cluster,district_id,no_dem_cand_flag,no_rep_cand_flag,dem_inc_any,rep_inc_any,dem_inc_dummy,rep_inc_dummy,pvi,census_region,dem_scandal_score,rep_scandal_score,Year,Geography,dem_stand,rep_stand,inc_dummy,polarization
0,2014,Alabama,AL,False,AL-01,48278.0,103758.0,152234,Burton LeFlore,Bradley Byrne,False,True,33474.0,914507.3,152036.0,31.754321344944614,68.24567865505539,33474.0,914507.3,947981.3,3.53108231143378,96.46891768856622,0.0,0.0,0.0,0.0,1,-14.281876827705917,-14.995432148880894,37.681985424303846,2.6459423408960583,88.8,36.66755107455559,34.62456885115415,25.60360838418679,2.096046696736535,0.0,6.9,456228.0,226592.0,66.8152661023403,33.184733897659704,4,AL01,False,False,False,True,0,1,-14.460265657999662,East South Central,0.0,0.0,2014.0,AL-01,Burton LeFlore,Bradley Byrne,-1,0.8753832425389173
1,2014,Alabama,AL,False,AL-02,54692.0,113103.0,167952,Erick Wright,Martha Roby,False,True,6674.0,454019.64,167795.0,32.59453499806311,67.40546500193688,6674.0,454019.64,460693.64,1.4486850740982662,98.55131492590174,0.0,0.0,0.0,0.0,2,-15.28896238784015,-18.500155129467075,36.67489986416961,2.6459423408960583,88.8,23.38255977496484,35.232067510548525,31.46976090014065,9.353023909985936,0.2812939521800281,6.3,373585.0,309235.0,54.71207638909229,45.287923610907704,4,AL02,False,False,False,True,0,1,-16.09176057324688,East South Central,0.0,0.0,2014.0,AL-02,Erick Wright,Martha Roby,-1,0.8753832425389173
2,2014,Alabama,AL,False,AL-03,52816.0,103558.0,156620,Jesse Smith,Mike Rogers,False,True,2100.0,504511.67,156374.0,33.7754358141379,66.2245641858621,2100.0,504511.67,506611.67,0.4145186785768279,99.58548132142316,0.0,0.0,0.0,0.0,3,-14.821900687773612,-16.778726112561955,37.14196156423615,2.6459423408960583,88.8,27.69971898835809,35.24688879967884,26.977117623444403,15.134484142914491,0.16057808109193095,6.7,343078.0,339741.0,50.24435465328293,49.75564534671707,4,AL03,False,False,False,True,0,1,-15.311107043970697,East South Central,0.0,0.0,2014.0,AL-03,Jesse Smith,Mike Rogers,-1,0.8753832425389173
3,2014,Alabama,AL,False,AL-06,42291.0,135945.0,178449,Mark Lester,Gary Palmer,False,False,143501.09,1618984.26,178236.0,23.727529791961217,76.27247020803878,143501.09,1618984.26,1762485.35,8.141973492148459,91.85802650785152,0.0,0.0,0.0,0.0,6,-27.0454321224302,-28.44519626199496,24.91843012957957,2.6459423408960583,88.8,28.21557971014493,40.85144927536232,20.78804347826087,7.948369565217392,0.0,11.3,472327.0,210492.0,69.17308979392783,30.826910206072178,4,AL06,False,False,False,False,0,0,-27.395373157321387,East South Central,0.0,0.0,2014.0,AL-06,Mark Lester,Gary Palmer,0,0.8753832425389173
4,2014,Alaska,AK,False,AK-00,114602.0,142572.0,279741,Forrest Dunbar,Don Young,False,True,233131.98,461857.82,257174.0,44.5620474853601,55.437952514639896,233131.98,461857.82,694989.8,33.54466209432138,66.45533790567862,0.0,0.0,0.0,0.0,0,-9.279152733570136,-14.75363242874068,42.684709518439625,2.6459423408960583,88.8,22.930822758902988,50.012279983626684,16.815390912812116,6.7621776504298,0.7777322963569382,5.4,468893.0,241338.0,66.01978792815295,33.98021207184705,4,AK00,False,False,False,True,0,1,-10.647772657362772,Pacific,0.0,1.0,2014.0,AK-00,Forrest Dunbar,Don Young,-1,0.8753832425389173
5,2014,Arizona,AZ,False,AZ-01,97391.0,87723.0,185114,Ann Kirkpatrick,Andy Tobin,True,False,2279416.19,906905.29,185114.0,52.61136380824789,47.38863619175211,2279416.19,906905.29,3186321.48,71.53754585993627,28.462454140063738,0.0,0.0,0.0,0.0,1,-3.247768926759925,-5.287238306796866,48.71609332524984,2.6459423408960583,88.8,30.480424848709397,16.042978881067064,48.80820056811165,1.778436457947388,0.7904162035321725,3.6,440755.0,269469.0,62.058589965982556,37.94141003401744,5,AZ01,False,False,True,False,1,0,-3.7576362717691603,Mountain,0.0,0.0,2014.0,AZ-01,Ann Kirkpatrick,Andy Tobin,1,0.8753832425389173
6,2014,Arizona,AZ,False,AZ-02,109543.0,109704.0,219351,Ron Barber,Martha McSally,True,False,2216333.98,3504797.56,219247.0,49.9632834200696,50.0367165799304,2216333.98,3504797.56,5721131.54,38.739434052586034,61.26056594741396,48.0,0.6462196647285005,46.0,0.6462196647285005,2,-2.758962331095489,-4.1599200474658105,49.20489992091427,2.6459423408960583,88.8,31.311218492882332,18.727961342562363,44.188324409037484,4.564450829306517,1.0252056941360845,8.5,633371.0,76853.0,89.17904773705197,10.820952262948028,5,AZ02,False,False,True,False,1,0,-3.1092017601880695,Mountain,0.0,0.0,2014.0,AZ-02,Ron Barber,Martha McSally,1,0.8753832425389173
7,2014,Arizona,AZ,False,AZ-03,58192.0,46185.0,104428,Raúl Grijalva,Gabby Saucedo Mercer,True,False,304356.29,0,104377.0,55.751746074326725,44.24825392567328,304356.29,0.0,304356.29,100.0,0.0,0.0,0.0,0.0,0.0,3,10.48567440272921,5.132191630180699,62.44953665473897,2.6459423408960583,88.8,6.43231937768319,6.446996660918064,85.2860235570396,1.687887572010421,0.5247128756467179,4.1,630678.0,79546.0,88.79987158980829,11.200128410191715,5,AZ03,False,False,True,False,1,0,9.147303709592082,Mountain,0.0,0.0,2014.0,AZ-03,Raúl Grijalva,Gabby Saucedo Mercer,1,0.8753832425389173
8,2014,Arizona,AZ,False,AZ-04,45179.0,122560.0,175179,Mikel Weisser,Paul Gosar,False,True,27759.33,258598.59,167739.0,26.934105962238952,73.06589403776104,27759.33,258598.59,286357.92,9.693927794977698,90.3060722050223,0.0,0.0,0.0,0.0,4,-20.383025015545112,-18.80284336683977,31.58083723646465,2.6459423408960583,88.8,32.738795835219555,9.97736532367587,54.558623811679496,1.8469895880488907,0.3531009506564056,3.4,526419.0,183805.0,74.12013674559013,25.879863254409873,5,AZ04,False,False,False,True,0,1,-19.987979603368775,Mountain,0.0,0.0,2014.0,AZ-04,Mikel Weisser,Paul Gosar,-1,0.8753832425389173
9,2014,Arizona,AZ,False,AZ-05,54596.0,124867.0,179463,James Woods,Matt Salmon,False,True,53266.79,501388.41,179463.0,30.42186968901668,69.57813031098333,53266.79,501388.41,554655.2,9.603586155867646,90.39641384413235,0.0,0.0,0.0,0.0,5,-16.81644954837595,-17.009956193997027,35.14741270363381,2.6459423408960583,88.8,26.700734589587995,37.58543596295114,31.651229639092943,2.2868093260938998,0.8431810923027786,7.8,708174.0,2050.0,99.71135866994075,0.2886413300592489,4,AZ05,False,False,False,True,0,1,-16.86482620978122,Mountain,0.0,0.0,2014.0,AZ-05,James Woods,Matt Salmon,-1,0.8753832425389173
