year,state,state_po,special,dem,rep,totalvotes,dem_cand,rep_cand,dem_inc,rep_inc,dem_funds,rep_funds,2party_votes,dem_pct_2p,rep_pct_2p,dem_tot_funds,rep_tot_funds,tot_funds,dem_funds_2p_pct,rep_funds_2p_pct
52,2016,Louisiana,LA,False,705271.0,1239489.0,1997218.0,"['Caroline Fayard', 'Derrick Edwards', 'Foster Campbell', 'Gary Landrieu', 'Joshua Pellerin', 'M. V. ""Vinny""Mendoza', 'Peter Williams']","['""Joseph"" Cao', '""Rob"" Maness', 'Abhay Patel', 'Charles Marsala', 'Charles W. Boustany, Jr.', 'David Duke', 'Donald ""Crawdaddy"" Crawford', 'John Fleming', 'John Kennedy']","[False, False, False, False, False, False, False]","[False, False, False, False, False, False, False, False, False]","[616722.0, 10123.0, 5350845.0, 0, 75094.0, 0, 0]","[0, 682672.0, 240291.0, 4515.0, 3565331.16, 172992.0, 925.0, 1956394.0, 5077684.29]",1944760.0,36.26519467697813,63.73480532302186,6052784.0,11700804.45,17753588.45,34.0932990366801,65.90670096331989
53,2016,Maryland,MD,False,1659907.0,972557.0,2726170.0,Chris Van Hollen,Kathy Szeliga,False,False,8584773.0,1408405.0,2632464.0,63.05525925520728,36.94474074479271,8584773.0,1408405.0,9993178.0,85.90633530194299,14.093664698057015
54,2016,Missouri,MO,False,1300200.0,1378458.0,2802637.0,Jason Kander,Roy Blunt,False,True,11209356.0,6658523.0,2678658.0,48.53923121204723,51.46076878795277,11209356.0,6658523.0,17867879.0,62.73467600715228,37.265323992847726
55,2016,Nevada,NV,False,521994.0,495079.0,1108294.0,Catherine Cortez Masto,Joseph J. Heck,False,False,16584262.46,7961159.0,1017073.0,51.32315969453521,48.67684030546479,16584262.46,7961159.0,24545421.46,67.56560479935634,32.434395200643664
56,2016,New Hampshire,NH,False,354649.0,353632.0,739140.0,Maggie Hassan,Kelly Ayotte,False,True,16125563.0,10066360.19,708281.0,50.07179353956974,49.92820646043025,16125563.0,10066360.19,26191923.189999998,61.56692993875568,38.43307006124433
57,2016,New York,NY,False,4784220.0,1723927.0,7800725.0,Charles E. Schumer,Wendy Long,True,False,13423865.0,121599.0,6508147.0,73.51124674965087,26.48875325034914,13423865.0,121599.0,13545464.0,99.10228988833457,0.8977101116654254
58,2016,North Carolina,NC,False,2128165.0,2395376.0,4691133.0,Deborah K. Ross,Richard Burr,False,True,13152221.0,6946893.0,4523541.0,47.046439946051116,52.95356005394889,13152221.0,6946893.0,20099114.0,65.43681975235326,34.563180247646734
59,2016,North Dakota,ND,False,58116.0,268788.0,342501.0,Eliot Glassheim,John Hoeven,False,True,16714.0,1264087.0,326904.0,17.77769620439028,82.22230379560972,16714.0,1264087.0,1280801.0,1.3049646276041322,98.69503537239586
60,2016,Ohio,OH,False,1996908.0,3118567.0,5374164.0,Ted Strickland,Rob Portman,False,True,8885963.0,13598704.0,5115475.0,39.03660950351629,60.963390496483704,8885963.0,13598704.0,22484667.0,39.52010052005662,60.47989947994338
61,2016,Oklahoma,OK,False,355911.0,980892.0,1448047.0,Mike Workman,James Lankford,False,True,0,1816699.0,1336803.0,26.624042585182707,73.3759574148173,0.0,1816699.0,1816699.0,0.0,100.0
62,2016,Oregon,OR,False,1105119.0,651106.0,1952478.0,Ron Wyden,Mark Callahan,True,False,6048066.0,25441.0,1756225.0,62.925821008128224,37.07417899187177,6048066.0,25441.0,6073507.0,99.58111516130631,0.4188848386936905
63,2016,Pennsylvania,PA,False,2865012.0,2951702.0,6051856.0,Katie Mcginty,Patrick J. Toomey,False,True,14064217.0,16904627.0,5816714.0,49.254819817512086,50.745180182487914,14064217.0,16904627.0,30968844.0,45.41408455543255,54.58591544456745
64,2016,South Carolina,SC,False,704540.0,1241609.0,2049893.0,Thomas Dixon,Tim Scott,False,True,36085.0,3205443.8,1946149.0,36.20175022570214,63.79824977429786,36085.0,3205443.8,3241528.8,1.1132092980324593,98.88679070196754
65,2016,South Dakota,SD,False,104140.0,265516.0,369656.0,Jay Williams,John R. Thune,False,True,53250.0,2302809.0,369656.0,28.172138420585625,71.82786157941437,53250.0,2302809.0,2356059.0,2.2601301580308473,97.73986984196915
66,2016,Utah,UT,False,301858.0,760220.0,1115583.0,Misty K. Snow,Mike Lee,False,True,74109.0,2966375.73,1062078.0,28.42145303828909,71.57854696171091,74109.0,2966375.73,3040484.73,2.4374074064170683,97.56259259358293
