"GEO_ID","NAME","B05003I_001E","B05003I_001M","B05003I_002E","B05003I_002M","B05003I_003E","B05003I_003M","B05003I_004E","B05003I_004M","B05003I_005E","B05003I_005M","B05003I_006E","B05003I_006M","B05003I_007E","B05003I_007M","B05003I_008E","B05003I_008M","B05003I_009E","B05003I_009M","B05003I_010E","B05003I_010M","B05003I_011E","B05003I_011M","B05003I_012E","B05003I_012M","B05003I_013E","B05003I_013M","B05003I_014E","B05003I_014M","B05003I_015E","B05003I_015M","B05003I_016E","B05003I_016M","B05003I_017E","B05003I_017M","B05003I_018E","B05003I_018M","B05003I_019E","B05003I_019M","B05003I_020E","B05003I_020M","B05003I_021E","B05003I_021M","B05003I_022E","B05003I_022M","B05003I_023E","B05003I_023M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen",
"5001400US4811","Congressional District 11 (114th Congress), Texas","254230","495","129561","507","44754","341","43151","435","1603","343","163","113","1440","331","84807","322","57923","1184","26884","1201","7459","534","19425","1094","124669","358","43058","310","41581","418","1477","336","138","83","1339","325","81611","238","59197","1015","22414","1000","7631","640","14783","889",
"5001400US4812","Congressional District 12 (114th Congress), Texas","159347","3791","80072","2257","29832","1374","28279","1360","1553","447","222","149","1331","397","50240","1355","29300","1084","20940","1330","5358","701","15582","1237","79275","2192","29968","1260","27971","1214","1997","504","318","140","1679","479","49307","1509","29102","1419","20205","1099","5867","589","14338","980",
"5001400US4813","Congressional District 13 (114th Congress), Texas","177686","807","93223","692","33709","358","32110","456","1599","248","155","86","1444","239","59514","598","37133","1018","22381","759","5691","497","16690","786","84463","484","32040","315","30883","393","1157","233","138","70","1019","215","52423","281","34081","785","18342","832","4693","417","13649","709",
"5001400US4814","Congressional District 14 (114th Congress), Texas","165537","1795","87446","984","28332","532","26644","612","1688","300","161","107","1527","269","59114","742","35763","1125","23351","1042","5703","642","17648","1104","78091","1097","27668","687","26020","694","1648","372","71","49","1577","370","50423","689","30593","1133","19830","1005","6204","613","13626","891",
"5001400US4815","Congressional District 15 (114th Congress), Texas","588031","3967","286666","2543","102990","1652","96578","1493","6412","830","430","166","5982","823","183676","1688","118443","2041","65233","2072","17160","1028","48073","1903","301365","2350","100595","1627","94074","1646","6521","772","717","291","5804","746","200770","1511","119891","1823","80879","1858","22592","1033","58287","1734",
"5001400US4816","Congressional District 16 (114th Congress), Texas","570088","1897","270652","1249","87188","918","83731","951","3457","602","487","169","2970","593","183464","884","117208","1776","66256","1730","28092","1127","38164","1466","299436","1361","84013","772","79906","938","4107","634","300","129","3807","635","215423","981","124289","1776","91134","1762","40978","1330","50156","1728",
"5001400US4817","Congressional District 17 (114th Congress), Texas","172817","1947","88866","1222","31008","705","28941","809","2067","427","152","122","1915","414","57858","885","34188","1146","23670","1149","4610","456","19060","1085","83951","1389","27972","715","26576","767","1396","311","116","91","1280","310","55979","1000","35880","1051","20099","881","4842","453","15257","847",
"5001400US4818","Congressional District 18 (114th Congress), Texas","290294","5329","151983","3074","51758","1775","47529","1769","4229","592","298","126","3931","565","100225","2286","36460","1446","63765","2249","13060","1012","50705","2005","138311","3107","49305","1876","46058","1849","3247","499","265","122","2982","487","89006","2011","37350","1385","51656","1635","13288","954","38368","1606",
"5001400US4819","Congressional District 19 (114th Congress), Texas","248577","584","129009","672","42920","284","41817","390","1103","293","32","25","1071","293","86089","588","64321","1034","21768","1366","5387","495","16381","1224","119568","375","41655","294","40222","480","1433","388","142","120","1291","374","77913","226","63451","879","14462","841","4695","472","9767","652",
"5001400US4820","Congressional District 20 (114th Congress), Texas","495837","4433","240209","2846","75418","1666","72501","1603","2917","512","246","157","2671","516","164791","2132","127640","2397","37151","1613","10570","873","26581","1508","255628","2871","73305","1879","71135","1834","2170","450","152","79","2018","441","182323","1959","144879","1680","37444","1437","14935","915","22509","1241",
"5001400US4821","Congressional District 21 (114th Congress), Texas","202196","4192","100142","2639","31325","1385","29675","1405","1650","389","243","136","1407","371","68817","2021","51460","1857","17357","1247","5359","637","11998","1126","102054","2259","28961","1381","27628","1332","1333","291","82","63","1251","298","73093","1663","56115","1622","16978","1089","6548","670","10430","895",
"5001400US4822","Congressional District 22 (114th Congress), Texas","186591","3995","93740","2465","33446","1229","30636","1273","2810","479","190","118","2620","480","60294","1732","35588","1628","24706","1458","9044","703","15662","1291","92851","2214","31476","1247","29050","1161","2426","488","392","199","2034","477","61375","1377","35141","1372","26234","1426","11031","1134","15203","1162",
"5001400US4823","Congressional District 23 (114th Congress), Texas","505512","4401","251459","2767","83219","1893","80245","1856","2974","472","354","199","2620","436","168240","1850","115147","2194","53093","1825","17825","911","35268","1493","254053","2632","81610","1614","79017","1577","2593","442","245","134","2348","412","172443","1740","116448","1925","55995","1433","21670","1069","34325","1270",
"5001400US4824","Congressional District 24 (114th Congress), Texas","173515","3892","87313","2241","31033","1291","28028","1207","3005","495","266","131","2739","474","56280","1932","23141","1337","33139","1634","7489","625","25650","1442","86202","2511","28741","1497","25979","1432","2762","519","327","127","2435","505","57461","1625","25896","1268","31565","1206","7365","629","24200","1206",
"5001400US4825","Congressional District 25 (114th Congress), Texas","134493","2419","67936","1381","24094","842","22634","897","1460","295","251","118","1209","268","43842","1114","27497","1117","16345","983","4211","454","12134","990","66557","1566","23524","897","22243","929","1281","303","143","72","1138","281","43033","1053","28630","1102","14403","894","4188","493","10215","711",
"5001400US4826","Congressional District 26 (114th Congress), Texas","130764","2393","66386","1400","24913","929","23243","980","1670","368","111","81","1559","363","41473","932","21375","1172","20098","1068","5015","546","15083","1005","64378","1457","24020","814","22768","841","1252","323","112","83","1140","287","40358","943","22167","1080","18191","814","5637","480","12554","818",
"5001400US4827","Congressional District 27 (114th Congress), Texas","358912","1489","177983","904","58229","563","57212","587","1017","276","103","81","914","261","119754","663","98084","1243","21670","1250","6369","655","15301","1117","180929","846","55168","549","54326","599","842","188","98","59","744","176","125761","573","107107","1110","18654","1115","6308","600","12346","971",
"5001400US4828","Congressional District 28 (114th Congress), Texas","553990","3906","270778","2434","99258","1724","93341","1681","5917","819","392","157","5525","781","171520","1591","109054","1658","62466","1856","17880","1147","44586","1693","283212","2379","94606","1426","89297","1431","5309","587","352","152","4957","560","188606","1498","113028","2080","75578","2111","22634","948","52944","2008",
"5001400US4829","Congressional District 29 (114th Congress), Texas","555764","6386","284630","4033","96717","2517","88830","2433","7887","700","490","171","7397","715","187913","2785","75575","2260","112338","2427","26607","1378","85731","2221","271134","3889","94777","2470","87600","2401","7177","762","820","276","6357","700","176357","2292","78476","1914","97881","1892","24604","1277","73277","1826",
"5001400US4830","Congressional District 30 (114th Congress), Texas","260152","4685","134466","2815","51387","1969","46948","1805","4439","599","290","143","4149","570","83079","1857","32499","1441","50580","1702","11574","929","39006","1710","125686","2769","46971","1618","44009","1600","2962","420","167","89","2795","411","78715","1960","33818","1548","44897","1276","10016","740","34881","1212",
"5001400US4831","Congressional District 31 (114th Congress), Texas","170930","1540","85827","906","31542","488","30121","568","1421","361","175","90","1246","321","54285","599","37447","1055","16838","1014","5044","546","11794","923","85103","937","30324","505","28982","568","1342","327","180","97","1162","296","54779","616","38426","1102","16353","967","5581","573","10772","848",
"5001400US4832","Congressional District 32 (114th Congress), Texas","190406","4194","97730","2706","33944","1569","31098","1599","2846","572","271","143","2575","557","63786","2027","24012","1263","39774","1594","7860","586","31914","1619","92676","2574","33818","1685","30824","1612","2994","522","207","112","2787","496","58858","1643","24803","1371","34055","1246","7079","651","26976","1168",
"5001400US4833","Congressional District 33 (114th Congress), Texas","466890","5967","243091","3685","86045","2023","77777","1887","8268","668","570","184","7698","651","157046","2597","49966","1584","107080","2590","18451","1046","88629","2653","223799","3351","83373","2072","75894","1879","7479","635","398","113","7081","653","140426","2124","51924","1444","88502","1938","15692","858","72810","1952",
"5001400US4834","Congressional District 34 (114th Congress), Texas","592431","2481","288356","1883","100315","1099","96143","1141","4172","465","292","110","3880","455","188041","1364","129084","1892","58957","1595","17522","1035","41435","1485","304075","1528","97033","1149","93152","1196","3881","494","254","113","3627","492","207042","1119","135545","1930","71497","1938","22511","1195","48986","1554",
"5001400US4835","Congressional District 35 (114th Congress), Texas","463711","5522","231957","3682","75500","2072","70591","2163","4909","816","248","176","4661","772","156457","2448","101151","2464","55306","1853","10001","859","45305","1724","231754","3000","74060","1994","70109","1881","3951","529","93","66","3858","510","157694","2397","111217","2420","46477","1577","10996","724","35481","1551",
"5001400US4836","Congressional District 36 (114th Congress), Texas","162178","3711","83787","2184","30204","1466","28146","1303","2058","642","103","101","1955","634","53583","1331","28535","1388","25048","1289","6649","618","18399","1295","78391","2235","29799","1564","27846","1445","1953","521","111","80","1842","511","48592","1324","26933","1152","21659","1067","6331","584","15328","1057",
"5001400US4901","Congressional District 1 (114th Congress), Utah","86123","764","44601","480","17946","289","16821","343","1125","265","121","76","1004","248","26655","331","13558","679","13097","653","3798","403","9299","684","41522","477","17028","301","15868","394","1160","262","120","75","1040","242","24494","303","13170","607","11324","579","3179","332","8145","567",
"5001400US4902","Congressional District 2 (114th Congress), Utah","104221","2077","54566","1425","21094","937","19552","877","1542","331","140","77","1402","334","33472","928","14369","748","19103","965","3862","470","15241","985","49655","1143","19178","693","17824","767","1354","299","256","129","1098","287","30477","764","13044","638","17433","770","4258","543","13175","880",
"5001400US4903","Congressional District 3 (114th Congress), Utah","71468","1431","35941","831","14473","499","13017","497","1456","259","102","90","1354","272","21468","554","9288","644","12180","627","3179","430","9001","632","35527","835","14057","566","12741","579","1316","283","226","108","1090","258","21470","494","9117","634","12353","577","4043","404","8310","630",
"5001400US4904","Congressional District 4 (114th Congress), Utah","117642","2238","60557","1622","23343","984","21736","1013","1607","337","177","105","1430","320","37214","1052","15561","946","21653","944","5627","553","16026","973","57085","1195","22409","676","20698","752","1711","395","229","108","1482","374","34676","838","14929","939","19747","940","5040","571","14707","886",
"5001400US5000","Congressional District (at Large) (114th Congress), Vermont","10226","*****","5248","146","1540","114","1408","117","132","63","81","55","51","39","3708","94","2588","215","1120","191","435","139","685","174","4978","147","1446","112","1300","122","146","72","97","58","49","40","3532","92","2664","167","868","170","469","108","399","137",
"5001400US5101","Congressional District 1 (114th Congress), Virginia","67729","1905","34212","1092","12013","696","11140","675","873","266","152","80","721","256","22199","750","8966","725","13233","887","4161","626","9072","836","33517","1211","12189","566","11406","605","783","239","184","93","599","222","21328","844","9393","731","11935","757","4893","557","7042","683",
"5001400US5102","Congressional District 2 (114th Congress), Virginia","53628","1118","28377","779","9119","357","8433","430","686","299","10","11","676","303","19258","650","11730","635","7528","805","2003","355","5525","827","25251","599","7946","337","7471","352","475","151","78","62","397","142","17305","397","11274","543","6031","488","2267","295","3764","421",
"5001400US5103","Congressional District 3 (114th Congress), Virginia","41652","1412","22032","916","6229","390","5650","394","579","176","43","35","536","174","15803","754","7932","686","7871","698","1477","335","6394","643","19620","852","6756","439","6160","426","596","289","49","48","547","292","12864","544","7208","600","5656","505","1373","255","4283","438",
"5001400US5104","Congressional District 4 (114th Congress), Virginia","37744","1069","19928","679","6689","386","6208","412","481","177","162","120","319","137","13239","569","6942","513","6297","610","1687","366","4610","611","17816","715","6356","400","5876","355","480","181","46","26","434","177","11460","442","6395","523","5065","482","1654","296","3411","405",
"5001400US5105","Congressional District 5 (114th Congress), Virginia","24887","572","13241","467","4371","291","3947","294","424","178","170","163","254","86","8870","304","3120","449","5750","466","1290","218","4460","468","11646","386","4406","292","3915","264","491","149","87","65","404","137","7240","257","3179","337","4061","346","971","186","3090","355",
"5001400US5106","Congressional District 6 (114th Congress), Virginia","33403","443","16805","484","5517","344","4950","362","567","198","195","107","372","168","11288","306","4100","438","7188","419","1549","344","5639","394","16598","463","6143","335","5506","388","637","195","106","75","531","190","10455","277","4594","416","5861","422","1192","259","4669","427",
"5001400US5107","Congressional District 7 (114th Congress), Virginia","39611","1427","21089","888","6912","455","6176","457","736","231","98","59","638","223","14177","644","5083","474","9094","798","2162","408","6932","796","18522","883","6419","465","5860","450","559","183","262","148","297","108","12103","539","5562","470","6541","461","1873","288","4668","426",
"5001400US5108","Congressional District 8 (114th Congress), Virginia","139996","2775","72387","1783","19190","750","16566","770","2624","374","283","153","2341","350","53197","1399","14209","905","38988","1491","9476","812","29512","1398","67609","1505","18321","767","16202","794","2119","409","256","102","1863","405","49288","1042","12832","934","36456","1100","10986","771","25470","1151",
"5001400US5109","Congressional District 9 (114th Congress), Virginia","15022","520","8170","502","2578","349","2337","379","241","153","60","65","181","139","5592","356","2227","335","3365","326","545","148","2820","341","6852","444","2454","303","2184","318","270","186","0","28","270","186","4398","318","2302","330","2096","292","503","142","1593","266",
"5001400US5110","Congressional District 10 (114th Congress), Virginia","95963","1890","48797","1123","17274","618","15049","630","2225","381","272","118","1953","360","31523","807","8723","799","22800","916","6313","546","16487","899","47166","1068","16467","565","14369","691","2098","450","198","94","1900","449","30699","742","8907","772","21792","799","6651","514","15141","885",
"5001400US5111","Congressional District 11 (114th Congress), Virginia","137630","3052","71215","2108","23246","930","20714","937","2532","445","429","173","2103","418","47969","1634","13302","900","34667","1699","10603","890","24064","1675","66415","1739","20930","995","18853","992","2077","424","417","171","1660","349","45485","1291","12320","799","33165","1295","12255","848","20910","1254",
"5001400US5301","Congressional District 1 (114th Congress), Washington","58024","2676","29848","1595","11018","857","10157","826","861","246","135","81","726","230","18830","1124","8262","641","10568","1095","2565","425","8003","889","28176","1550","11262","895","10326","799","936","260","131","86","805","254","16914","898","8161","656","8753","834","2348","380","6405","700",
"5001400US5302","Congressional District 2 (114th Congress), Washington","70627","2044","36533","1174","13873","628","12807","641","1066","311","46","52","1020","313","22660","813","11063","768","11597","968","2456","361","9141","1036","34094","1142","13626","603","12802","612","824","272","88","109","736","268","20468","747","10877","653","9591","664","2304","348","7287","621",
"5001400US5303","Congressional District 3 (114th Congress), Washington","58052","832","29896","530","12683","333","11920","389","763","231","103","99","660","217","17213","256","8017","497","9196","548","2155","337","7041","507","28156","432","12209","244","11708","309","501","178","31","41","470","169","15947","242","9411","538","6536","545","1481","246","5055","549",
"5001400US5304","Congressional District 4 (114th Congress), Washington","256925","638","132702","375","54885","207","50937","627","3948","582","348","189","3600","555","77817","267","29372","1216","48445","1216","9778","671","38667","1297","124223","374","52455","223","48974","481","3481","459","126","63","3355","457","71768","206","30803","1034","40965","1007","9227","661","31738","1074",
"5001400US5305","Congressional District 5 (114th Congress), Washington","40544","318","21081","244","7637","208","7326","249","311","151","14","24","297","151","13444","130","9107","387","4337","354","1190","216","3147","383","19463","249","7163","176","6890","203","273","120","77","70","196","93","12300","158","8730","316","3570","307","1158","225","2412","310",
"5001400US5306","Congressional District 6 (114th Congress), Washington","47571","1395","25174","881","9208","496","8487","517","721","271","103","82","618","262","15966","616","10152","598","5814","719","1258","305","4556","621","22397","722","8443","466","8177","482","266","124","70","59","196","107","13954","531","9291","565","4663","493","1491","261","3172","439",
"5001400US5307","Congressional District 7 (114th Congress), Washington","52187","2268","28098","1458","8146","772","7285","698","861","256","165","91","696","247","19952","1006","11201","775","8751","938","2490","460","6261","776","24089","1275","6262","588","5449","539","813","237","144","90","669","230","17827","986","10208","833","7619","691","2395","389","5224","598",
"5001400US5308","Congressional District 8 (114th Congress), Washington","71120","2988","35645","1767","13945","1011","12960","926","985","273","156","116","829","248","21700","1105","9542","821","12158","1057","2898","399","9260","1008","35475","1577","14961","815","13876","670","1085","310","156","135","929","264","20514","1005","11078","775","9436","775","2600","420","6836","657",
"5001400US5309","Congressional District 9 (114th Congress), Washington","81757","2448","43807","1579","15160","855","13596","838","1564","328","134","90","1430","306","28647","1194","9657","703","18990","1001","3441","442","15549","1067","37950","1378","13981","917","12687","884","1294","296","95","67","1199","279","23969","839","9839","672","14130","824","3124","403","11006","791",
"5001400US5310","Congressional District 10 (114th Congress), Washington","73191","1892","38710","1108","14866","704","13714","685","1152","353","73","57","1079","350","23844","679","14627","752","9217","790","2198","354","7019","796","34481","999","14079","569","12942","586","1137","331","89","68","1048","321","20402","670","12317","674","8085","663","2739","395","5346","531",
"5001400US5401","Congressional District 1 (114th Congress), West Virginia","7394","210","3877","184","919","105","856","104","63","36","15","16","48","33","2958","172","2010","194","948","195","167","99","781","183","3517","191","1165","157","1086","161","79","36","18","19","61","33","2352","107","1933","170","419","125","159","61","260","111",
"5001400US5402","Congressional District 2 (114th Congress), West Virginia","11235","85","5420","146","1901","117","1576","205","325","184","26","26","299","179","3519","118","2067","198","1452","201","711","200","741","203","5815","146","2416","137","2229","141","187","79","14","19","173","78","3399","109","2081","229","1318","221","521","139","797","207",
"5001400US5403","Congressional District 3 (114th Congress), West Virginia","5432","233","2990","247","766","136","701","137","65","53","47","48","18","23","2224","201","1382","174","842","163","240","100","602","126","2442","199","621","140","618","140","3","5","3","5","0","27","1821","173","1474","213","347","122","283","112","64","43",
"5001400US5501","Congressional District 1 (114th Congress), Wisconsin","65650","1077","33968","604","13225","348","12879","397","346","163","34","28","312","153","20743","449","11280","633","9463","535","2819","364","6644","490","31682","649","13107","375","12654","378","453","122","154","71","299","117","18575","431","11462","579","7113","450","2104","272","5009","407",
"5001400US5502","Congressional District 2 (114th Congress), Wisconsin","44264","594","23409","351","9210","218","8173","351","1037","301","65","41","972","301","14199","231","5148","535","9051","538","2104","471","6947","654","20855","316","8248","198","7271","294","977","229","110","62","867","223","12607","179","5906","429","6701","447","1526","254","5175","465",
"5001400US5503","Congressional District 3 (114th Congress), Wisconsin","15985","257","9023","241","3404","201","3151","193","253","86","50","29","203","88","5619","115","3471","293","2148","264","343","110","1805","236","6962","193","2901","167","2672","166","229","86","143","68","86","54","4061","116","2833","169","1228","138","260","81","968","125",
"5001400US5504","Congressional District 4 (114th Congress), Wisconsin","114647","1134","58497","742","22107","446","20415","541","1692","272","139","71","1553","270","36390","483","18444","783","17946","751","3656","402","14290","741","56150","651","21635","441","20410","476","1225","234","153","87","1072","217","34515","420","20435","677","14080","594","3038","283","11042","614",
"5001400US5505","Congressional District 5 (114th Congress), Wisconsin","37853","1183","19686","721","8096","441","7673","399","423","169","96","51","327","158","11590","424","6814","493","4776","540","1596","393","3180","362","18167","648","7253","402","6979","390","274","98","124","57","150","78","10914","422","6876","439","4038","345","1258","196","2780","306",
"5001400US5506","Congressional District 6 (114th Congress), Wisconsin","29377","291","15548","212","6273","175","5653","254","620","234","133","81","487","228","9275","112","5440","310","3835","315","677","116","3158","317","13829","218","6113","181","5689","223","424","166","108","57","316","152","7716","98","4570","265","3146","278","971","205","2175","265",
"5001400US5507","Congressional District 7 (114th Congress), Wisconsin","14255","232","7674","195","3240","172","3020","164","220","62","47","29","173","62","4434","115","2399","186","2035","185","311","101","1724","161","6581","216","2937","219","2687","216","250","85","62","36","188","78","3644","112","2200","176","1444","178","558","160","886","132",
"5001400US5508","Congressional District 8 (114th Congress), Wisconsin","33261","86","17531","132","7446","122","6800","209","646","175","139","79","507","168","10085","64","3928","415","6157","406","1263","238","4894","474","15730","160","6981","141","6393","214","588","184","76","47","512","174","8749","72","3953","317","4796","317","1022","192","3774","351",
"5001400US5600","Congressional District (at Large) (114th Congress), Wyoming","54181","*****","28153","308","9672","273","9250","319","422","155","70","60","352","152","18481","172","13340","607","5141","575","1326","301","3815","578","26028","309","9362","301","8979","315","383","165","66","50","317","141","16666","165","12750","432","3916","418","1037","198","2879","415",
"5001400US7298","Resident Commissioner District (at Large) (114th Congress), Puerto Rico","3601918","1752","1723759","1279","426177","514","424024","621","2153","346","288","99","1865","348","1297582","988","1256304","1744","41278","1441","16682","792","24596","1176","1878159","1000","403418","510","401668","542","1750","260","222","78","1528","242","1474741","827","1426148","1881","48593","1670","20882","996","27711","1087",
