"GEO_ID","NAME","B05003I_001E","B05003I_001M","B05003I_002E","B05003I_002M","B05003I_003E","B05003I_003M","B05003I_004E","B05003I_004M","B05003I_005E","B05003I_005M","B05003I_006E","B05003I_006M","B05003I_007E","B05003I_007M","B05003I_008E","B05003I_008M","B05003I_009E","B05003I_009M","B05003I_010E","B05003I_010M","B05003I_011E","B05003I_011M","B05003I_012E","B05003I_012M","B05003I_013E","B05003I_013M","B05003I_014E","B05003I_014M","B05003I_015E","B05003I_015M","B05003I_016E","B05003I_016M","B05003I_017E","B05003I_017M","B05003I_018E","B05003I_018M","B05003I_019E","B05003I_019M","B05003I_020E","B05003I_020M","B05003I_021E","B05003I_021M","B05003I_022E","B05003I_022M","B05003I_023E","B05003I_023M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen",
"5001400US3702","Congressional District 2 (114th Congress), North Carolina","84860","1868","44312","1166","17430","591","16097","642","1333","321","119","79","1214","302","26882","837","10707","642","16175","818","3137","493","13038","845","40548","936","16331","590","14957","578","1374","281","75","52","1299","282","24217","612","10353","728","13864","743","2737","382","11127","707",
"5001400US3703","Congressional District 3 (114th Congress), North Carolina","53782","1332","29450","861","9643","438","8757","464","886","233","87","78","799","211","19807","593","11126","577","8681","696","1831","329","6850","748","24332","769","9586","536","8940","510","646","203","44","36","602","202","14746","400","8048","451","6698","478","1446","260","5252","449",
"5001400US3704","Congressional District 4 (114th Congress), North Carolina","88236","2994","46262","1758","16348","867","14384","820","1964","380","191","109","1773","391","29914","1210","8541","644","21373","1213","2697","510","18676","1214","41974","1649","16001","1014","14116","910","1885","445","179","106","1706","437","25973","995","9887","657","16086","892","2318","369","13768","896",
"5001400US3705","Congressional District 5 (114th Congress), North Carolina","65059","1735","34212","1003","13625","592","12074","589","1551","339","101","73","1450","336","20587","645","4600","553","15987","693","2460","331","13527","745","30847","974","12793","581","11530","693","1263","374","65","44","1198","375","18054","553","4913","418","13141","611","2352","378","10789","621",
"5001400US3706","Congressional District 6 (114th Congress), North Carolina","47979","2168","24797","1080","9355","546","8592","540","763","228","201","101","562","209","15442","761","4200","515","11242","707","1651","289","9591","723","23182","1371","9675","726","8753","694","922","265","107","92","815","256","13507","787","4405","514","9102","730","1805","341","7297","641",
"5001400US3707","Congressional District 7 (114th Congress), North Carolina","71000","1183","38452","706","14650","447","13210","535","1440","390","109","139","1331","362","23802","466","5465","585","18337","727","2844","445","15493","779","32548","694","14131","393","12911","556","1220","338","94","82","1126","327","18417","438","5377","579","13040","644","1858","335","11182","667",
"5001400US3708","Congressional District 8 (114th Congress), North Carolina","65639","1644","35557","1005","14417","543","12563","553","1854","388","61","62","1793","393","21140","696","4412","438","16728","683","1847","325","14881","723","30082","1037","12671","725","11370","765","1301","291","105","74","1196","284","17411","529","4651","483","12760","572","2077","305","10683","580",
"5001400US3709","Congressional District 9 (114th Congress), North Carolina","60176","2656","29313","1497","10445","918","9325","871","1120","274","145","69","975","261","18868","1012","6286","586","12582","955","3625","479","8957","959","30863","1419","11247","786","10192","750","1055","259","231","127","824","243","19616","837","6997","757","12619","790","4481","520","8138","774",
"5001400US3710","Congressional District 10 (114th Congress), North Carolina","42856","1279","22385","681","8055","395","7151","467","904","315","53","39","851","314","14330","489","4423","496","9907","502","1970","380","7937","567","20471","737","8166","440","7100","401","1066","376","120","74","946","378","12305","404","3903","402","8402","513","1973","292","6429","522",
"5001400US3711","Congressional District 11 (114th Congress), North Carolina","41484","1084","22741","694","8785","508","8023","528","762","182","83","75","679","164","13956","431","3921","483","10035","555","1522","287","8513","537","18743","705","7839","517","7341","484","498","181","95","77","403","156","10904","394","3791","496","7113","522","1215","267","5898","591",
"5001400US3712","Congressional District 12 (114th Congress), North Carolina","108015","3285","57817","1846","21247","967","19161","946","2086","341","90","61","1996","334","36570","1214","6149","630","30421","1164","2808","409","27613","1180","50198","1875","19955","1101","18321","1052","1634","314","50","47","1584","315","30243","1006","7870","640","22373","1012","3425","457","18948","1045",
"5001400US3713","Congressional District 13 (114th Congress), North Carolina","62472","2513","32942","1365","13120","802","11631","778","1489","334","338","169","1151","334","19822","1010","5458","609","14364","1030","2508","427","11856","1040","29530","1494","12255","922","11046","793","1209","362","112","83","1097","344","17275","906","5965","689","11310","856","2261","389","9049","764",
"5001400US3800","Congressional District (at Large) (114th Congress), North Dakota","18250","32","9596","303","3479","249","3406","255","73","58","59","56","14","12","6117","227","4959","293","1158","222","431","138","727","204","8654","302","3512","237","3419","238","93","74","48","54","45","57","5142","195","4067","280","1075","193","609","160","466","137",
"5001400US3901","Congressional District 1 (114th Congress), Ohio","20372","929","10490","583","3983","285","3646","300","337","143","112","74","225","126","6507","461","2643","369","3864","469","744","197","3120","450","9882","481","4116","273","3668","326","448","161","150","104","298","157","5766","300","2452","305","3314","352","789","214","2525","368",
"5001400US3902","Congressional District 2 (114th Congress), Ohio","12314","944","6659","653","2497","321","2287","313","210","121","96","70","114","99","4162","481","2360","376","1802","354","539","142","1263","321","5655","452","1951","269","1830","269","121","74","45","38","76","58","3704","303","2194","261","1510","221","663","170","847","185",
"5001400US3903","Congressional District 3 (114th Congress), Ohio","44705","1682","23989","964","8952","489","7946","517","1006","260","132","93","874","246","15037","656","4914","543","10123","694","1333","306","8790","686","20716","920","8450","492","7447","516","1003","232","57","55","946","229","12266","588","5245","577","7021","580","1225","246","5796","564",
"5001400US3904","Congressional District 4 (114th Congress), Ohio","23731","703","12628","439","4817","311","4678","318","139","54","10","11","129","54","7811","310","6565","347","1246","301","214","70","1032","281","11103","449","4594","269","4426","275","168","66","36","37","132","57","6509","297","5375","301","1134","223","437","110","697","200",
"5001400US3905","Congressional District 5 (114th Congress), Ohio","33152","681","16501","482","6370","284","6232","304","138","75","60","53","78","53","10131","356","8099","449","2032","327","735","182","1297","287","16651","468","6041","259","5829","283","212","101","65","43","147","99","10610","358","9369","383","1241","231","613","165","628","147",
"5001400US3906","Congressional District 6 (114th Congress), Ohio","7177","404","4065","394","1069","281","1062","281","7","14","7","14","0","27","2996","369","1921","289","1075","332","296","159","779","299","3112","303","1245","201","1145","215","100","89","4","7","96","88","1867","209","1385","189","482","145","214","92","268","113",
"5001400US3907","Congressional District 7 (114th Congress), Ohio","14665","765","7483","514","2770","354","2677","348","93","65","36","35","57","54","4713","324","3052","371","1661","399","334","145","1327","363","7182","491","2835","302","2577","267","258","155","105","67","153","105","4347","299","2988","319","1359","275","476","125","883","229",
"5001400US3908","Congressional District 8 (114th Congress), Ohio","22581","113","11623","94","4535","80","4008","205","527","192","110","75","417","184","7088","69","3073","387","4015","385","702","172","3313","411","10958","118","4758","78","4308","209","450","198","71","78","379","180","6200","82","3404","254","2796","255","779","174","2017","265",
"5001400US3909","Congressional District 9 (114th Congress), Ohio","71858","1798","35782","962","13587","533","13319","545","268","117","34","31","234","106","22195","722","18394","642","3801","519","1295","236","2506","476","36076","1070","13694","531","13457","542","237","121","34","34","203","118","22382","772","19896","748","2486","337","1216","218","1270","278",
"5001400US3910","Congressional District 10 (114th Congress), Ohio","17584","52","9075","98","3310","100","3073","125","237","95","43","45","194","85","5765","58","3394","273","2371","275","485","136","1886","267","8509","98","2940","99","2776","127","164","91","61","54","103","78","5569","74","3754","261","1815","260","686","171","1129","233",
"5001400US3911","Congressional District 11 (114th Congress), Ohio","26972","1411","13129","865","4196","391","4017","394","179","86","126","78","53","39","8933","670","6965","550","1968","386","645","142","1323","359","13843","782","4586","407","4474","389","112","63","70","57","42","37","9257","543","7787","495","1470","278","684","164","786","195",
"5001400US3912","Congressional District 12 (114th Congress), Ohio","16395","1340","8282","803","3242","454","2914","381","328","195","135","74","193","178","5040","586","3063","287","1977","523","541","161","1436","500","8113","715","3224","414","3083","402","141","103","47","43","94","91","4889","451","3166","403","1723","361","632","148","1091","344",
"5001400US3913","Congressional District 13 (114th Congress), Ohio","21136","782","11229","478","3691","241","3637","247","54","40","38","34","16","20","7538","364","5119","374","2419","282","392","158","2027","266","9907","412","3519","240","3438","239","81","57","45","39","36","42","6388","263","5479","296","909","260","460","178","449","155",
"5001400US3914","Congressional District 14 (114th Congress), Ohio","17982","624","9269","357","3690","218","3402","207","288","134","112","69","176","103","5579","232","3312","279","2267","233","650","178","1617","252","8713","387","3649","218","3261","218","388","146","153","103","235","95","5064","282","3352","299","1712","183","661","161","1051","164",
"5001400US3915","Congressional District 15 (114th Congress), Ohio","13868","1082","7303","630","2753","388","2454","313","299","203","14","24","285","201","4550","362","2519","273","2031","316","548","142","1483","314","6565","710","2325","387","2209","381","116","72","60","43","56","60","4240","441","2708","315","1532","340","627","174","905","300",
"5001400US3916","Congressional District 16 (114th Congress), Ohio","15050","1148","7706","647","2901","373","2744","383","157","101","67","43","90","93","4805","414","3597","364","1208","245","417","128","791","230","7344","653","2397","300","2220","296","177","88","109","69","68","60","4947","472","3650","369","1297","280","732","201","565","205",
"5001400US4001","Congressional District 1 (114th Congress), Oklahoma","78448","245","41086","161","16222","109","14562","243","1660","255","121","63","1539","237","24864","104","8986","431","15878","441","2757","293","13121","475","37362","152","15453","99","14160","215","1293","206","52","40","1241","202","21909","88","9331","431","12578","439","2485","215","10093","414",
"5001400US4002","Congressional District 2 (114th Congress), Oklahoma","34581","212","18571","216","7600","155","7318","178","282","93","58","55","224","72","10971","143","5763","361","5208","339","928","155","4280","332","16010","241","7051","157","6685","173","366","94","20","20","346","87","8959","147","5655","277","3304","222","702","112","2602","227",
"5001400US4003","Congressional District 3 (114th Congress), Oklahoma","67538","379","36430","366","13221","277","12220","286","1001","169","98","71","903","163","23209","198","12654","583","10555","578","2545","230","8010","521","31108","350","12832","258","11950","316","882","197","124","70","758","183","18276","228","10559","439","7717","397","1923","285","5794","349",
"5001400US4004","Congressional District 4 (114th Congress), Oklahoma","60802","782","31791","457","11999","287","11448","305","551","171","49","36","502","164","19792","292","13536","567","6256","550","2057","303","4199","441","29011","463","11108","296","10793","295","315","117","25","17","290","115","17903","265","12461","480","5442","446","1903","297","3539","341",
"5001400US4005","Congressional District 5 (114th Congress), Oklahoma","116547","687","61088","387","24370","237","21735","442","2635","369","228","101","2407","358","36718","244","11058","708","25660","717","4048","453","21612","793","55459","381","23215","230","20696","355","2519","336","173","104","2346","312","32244","222","13290","568","18954","558","3596","347","15358","570",
"5001400US4101","Congressional District 1 (114th Congress), Oregon","111019","599","57433","427","21512","107","19438","503","2074","482","182","110","1892","471","35921","411","12382","857","23539","804","5092","592","18447","966","53586","392","21076","241","19145","437","1931","358","141","64","1790","347","32510","254","13405","674","19105","650","4171","429","14934","648",
"5001400US4102","Congressional District 2 (114th Congress), Oregon","100234","384","52227","359","20009","234","18661","447","1348","427","93","103","1255","412","32218","226","15163","734","17055","786","3561","386","13494","766","48007","338","19492","262","18281","434","1211","364","44","53","1167","363","28515","170","15767","599","12748","590","3252","385","9496","628",
"5001400US4103","Congressional District 3 (114th Congress), Oregon","84870","1038","44622","690","16104","317","14917","427","1187","254","66","50","1121","251","28518","504","10965","903","17553","868","3475","454","14078","966","40248","563","15089","345","13809","436","1280","316","144","117","1136","286","25159","370","11269","662","13890","611","2844","379","11046","638",
"5001400US4104","Congressional District 4 (114th Congress), Oregon","54572","426","27848","294","10178","194","9550","251","628","199","36","30","592","202","17670","214","10275","556","7395","519","1980","307","5415","513","26724","245","9946","160","9364","271","582","215","17","25","565","212","16778","155","10675","535","6103","522","1226","207","4877","509",
"5001400US4105","Congressional District 5 (114th Congress), Oregon","123034","886","64204","534","25788","345","23613","519","2175","408","153","79","2022","399","38416","312","15133","788","23283","829","4706","626","18577","952","58830","499","24516","281","22944","548","1572","454","143","90","1429","442","34314","329","15752","779","18562","835","3577","442","14985","830",
"5001400US4201","Congressional District 1 (114th Congress), Pennsylvania","113507","3304","56699","2009","20228","1250","19379","1223","849","298","241","179","608","265","36471","1254","26500","1212","9971","1129","2205","358","7766","1021","56808","1693","19833","957","18752","1019","1081","303","223","132","858","278","36975","1051","29805","1046","7170","718","2591","389","4579","652",
"5001400US4202","Congressional District 2 (114th Congress), Pennsylvania","42682","2217","20542","1408","6383","953","6158","936","225","86","70","44","155","76","14159","911","10711","826","3448","353","1146","268","2302","392","22140","1312","6263","671","5916","647","347","134","119","63","228","123","15877","923","12460","820","3417","434","1519","285","1898","328",
"5001400US4203","Congressional District 3 (114th Congress), Pennsylvania","13935","421","7185","331","2919","173","2801","181","118","65","42","38","76","59","4266","205","3459","190","807","175","421","110","386","122","6750","255","2631","181","2534","197","97","68","44","49","53","49","4119","157","3430","188","689","140","360","92","329","109",
"5001400US4204","Congressional District 4 (114th Congress), Pennsylvania","46205","944","24236","682","9246","316","8877","349","369","153","123","106","246","112","14990","507","9893","686","5097","526","1319","275","3778","498","21969","490","8501","294","8143","304","358","126","112","77","246","103","13468","320","9388","496","4080","482","1159","190","2921","422",
"5001400US4205","Congressional District 5 (114th Congress), Pennsylvania","12792","414","7942","356","1478","177","1400","180","78","50","28","26","50","43","6464","232","4678","261","1786","285","354","99","1432","259","4850","275","1393","188","1350","189","43","28","22","24","21","16","3457","191","2950","199","507","100","276","70","231","64",
"5001400US4206","Congressional District 6 (114th Congress), Pennsylvania","38761","1711","19883","924","7243","505","6892","498","351","151","238","119","113","73","12640","707","7880","602","4760","656","1645","325","3115","595","18878","1018","7183","553","6721","521","462","148","183","72","279","121","11695","658","7869","537","3826","518","1892","380","1934","359",
"5001400US4207","Congressional District 7 (114th Congress), Pennsylvania","22033","1337","11598","885","3888","442","3456","395","432","156","144","68","288","153","7710","666","3881","407","3829","567","1182","216","2647","519","10435","638","3335","353","2908","344","427","187","113","64","314","184","7100","448","3783","413","3317","388","1360","220","1957","341",
"5001400US4208","Congressional District 8 (114th Congress), Pennsylvania","31820","543","16581","389","5569","170","5246","209","323","143","120","87","203","125","11012","303","7088","379","3924","382","1185","232","2739","364","15239","247","5334","148","4912","246","422","186","126","83","296","160","9905","199","6650","423","3255","405","1201","234","2054","342",
"5001400US4209","Congressional District 9 (114th Congress), Pennsylvania","13177","259","7316","226","2545","175","2373","209","172","121","22","15","150","120","4771","147","2706","275","2065","268","348","130","1717","303","5861","210","2380","145","2271","165","109","68","7","9","102","67","3481","117","2296","196","1185","188","226","86","959","167",
"5001400US4210","Congressional District 10 (114th Congress), Pennsylvania","26521","1223","13962","669","4378","338","4281","330","97","61","72","53","25","23","9584","486","6732","450","2852","400","956","261","1896","293","12559","716","4129","357","3969","358","160","73","93","60","67","46","8430","491","6065","494","2365","367","1390","277","975","274",
"5001400US4211","Congressional District 11 (114th Congress), Pennsylvania","36362","1308","18654","735","6884","483","6239","534","645","226","205","109","440","237","11770","483","6299","447","5471","361","1431","301","4040","446","17708","770","6566","476","5955","483","611","182","109","64","502","177","11142","438","6369","454","4773","336","1715","268","3058","319",
"5001400US4212","Congressional District 12 (114th Congress), Pennsylvania","8617","639","4471","400","1390","168","1356","168","34","32","8","9","26","31","3081","321","2372","268","709","175","258","121","451","149","4146","376","1449","204","1355","189","94","78","19","18","75","75","2697","249","1993","217","704","155","338","117","366","120",
"5001400US4213","Congressional District 13 (114th Congress), Pennsylvania","78174","2536","40261","1616","13209","999","12251","1007","958","266","213","179","745","222","27052","1274","16637","1040","10415","906","2878","471","7537","795","37913","1469","12744","841","12032","797","712","294","141","82","571","263","25169","947","16777","937","8392","790","3154","466","5238","653",
"5001400US4214","Congressional District 14 (114th Congress), Pennsylvania","14139","732","7085","465","2076","237","1931","232","145","62","36","28","109","59","5009","375","3471","388","1538","224","488","112","1050","209","7054","436","1996","230","1818","228","178","104","62","46","116","84","5058","284","3781","279","1277","211","593","146","684","164",
"5001400US4215","Congressional District 15 (114th Congress), Pennsylvania","100069","1399","50053","799","18722","425","17527","448","1195","304","342","188","853","271","31331","632","22175","855","9156","713","4135","467","5021","660","50016","920","17114","492","16565","524","549","206","198","123","351","150","32902","588","24258","717","8644","677","4341","584","4303","502",
"5001400US4216","Congressional District 16 (114th Congress), Pennsylvania","121857","1437","61546","753","24637","399","22651","536","1986","345","319","173","1667","322","36909","637","23472","912","13437","896","3541","423","9896","748","60311","877","22715","547","21292","525","1423","274","234","92","1189","260","37596","507","24664","741","12932","742","4221","454","8711","692",
"5001400US4217","Congressional District 17 (114th Congress), Pennsylvania","54556","1706","28099","911","10629","542","10153","544","476","216","168","149","308","162","17470","644","11641","650","5829","578","2151","307","3678","451","26457","1015","10030","564","9691","582","339","125","46","41","293","131","16427","679","10536","691","5891","511","2888","365","3003","378",
"5001400US4218","Congressional District 18 (114th Congress), Pennsylvania","9355","765","5057","519","1609","262","1491","245","118","60","51","44","67","49","3448","424","2380","277","1068","427","255","87","813","408","4298","457","1556","262","1426","256","130","71","60","52","70","51","2742","261","1983","234","759","157","393","129","366","101",
"5001400US4401","Congressional District 1 (114th Congress), Rhode Island","80869","2008","40229","1203","14873","661","13648","637","1225","320","250","138","975","243","25356","944","10759","833","14597","924","4914","626","9683","852","40640","1135","13049","702","11688","673","1361","338","314","147","1047","301","27591","764","12725","677","14866","753","6632","461","8234","651",
"5001400US4402","Congressional District 2 (114th Congress), Rhode Island","58963","2009","29248","1249","9565","693","8823","695","742","229","243","110","499","207","19683","949","7762","579","11921","849","4667","540","7254","756","29715","1119","10176","692","9511","686","665","214","172","89","493","190","19539","765","8464","637","11075","698","5038","493","6037","543",
"5001400US4501","Congressional District 1 (114th Congress), South Carolina","45450","1276","24107","756","7998","347","7104","359","894","244","116","63","778","252","16109","516","6339","553","9770","653","1894","408","7876","590","21343","638","7871","353","6919","373","952","231","23","24","929","236","13472","359","6013","544","7459","542","1707","306","5752","551",
"5001400US4502","Congressional District 2 (114th Congress), South Carolina","35884","856","19932","536","6012","326","5732","366","280","153","79","71","201","143","13920","416","6046","552","7874","593","1543","311","6331","600","15952","553","6006","306","5521","375","485","203","98","107","387","168","9946","390","4622","447","5324","475","1223","250","4101","425",
"5001400US4503","Congressional District 3 (114th Congress), South Carolina","29585","1036","16502","798","5686","431","5076","377","610","190","49","48","561","179","10816","462","3694","412","7122","585","1048","224","6074","590","13083","466","5235","308","4685","317","550","187","15","18","535","188","7848","288","2887","355","4961","415","968","188","3993","411",
"5001400US4504","Congressional District 4 (114th Congress), South Carolina","51776","1072","27348","736","9313","358","8162","434","1151","297","149","89","1002","292","18035","459","4596","481","13439","624","2342","440","11097","714","24428","468","9203","259","8282","323","921","234","120","82","801","231","15225","311","5635","518","9590","500","2527","342","7063","529",
"5001400US4505","Congressional District 5 (114th Congress), South Carolina","27480","581","14321","389","5209","277","4803","318","406","156","67","61","339","145","9112","289","3249","444","5863","479","1007","263","4856","512","13159","451","5343","310","4950","363","393","190","15","25","378","188","7816","260","3967","485","3849","494","941","233","2908","448",
"5001400US4506","Congressional District 6 (114th Congress), South Carolina","30819","1592","17744","969","5433","477","4826","483","607","194","94","70","513","168","12311","684","3837","496","8474","715","1026","255","7448","726","13075","961","5058","562","4631","529","427","161","14","22","413","157","8017","647","3484","448","4533","495","731","195","3802","442",
"5001400US4507","Congressional District 7 (114th Congress), South Carolina","27465","356","15127","309","4418","249","3830","279","588","151","12","22","576","153","10709","159","2956","409","7753","409","1023","249","6730","510","12338","279","4918","262","4296","281","622","210","0","29","622","210","7420","103","2785","401","4635","385","1023","236","3612","346",
"5001400US4600","Congressional District (at Large) (114th Congress), South Dakota","26459","224","14499","280","5454","190","5292","198","162","71","47","51","115","58","9045","276","5250","357","3795","385","1082","245","2713","355","11960","309","5037","200","4950","206","87","43","25","30","62","31","6923","188","4464","333","2459","299","590","146","1869","274",
"5001400US4701","Congressional District 1 (114th Congress), Tennessee","24220","241","12928","436","4741","338","4330","372","411","162","42","57","369","152","8187","286","2447","421","5740","416","674","222","5066","429","11292","423","4715","328","4319","351","396","181","25","40","371","178","6577","215","2737","291","3840","343","814","209","3026","376",
"5001400US4702","Congressional District 2 (114th Congress), Tennessee","25585","245","13630","250","4749","198","4397","248","352","173","60","62","292","144","8881","153","3051","465","5830","510","904","268","4926","528","11955","264","4684","212","4329","286","355","182","59","63","296","156","7271","134","3396","399","3875","403","916","233","2959","447",
"5001400US4703","Congressional District 3 (114th Congress), Tennessee","24458","331","12960","338","4775","262","4345","297","430","181","61","77","369","170","8185","160","3035","373","5150","362","1059","229","4091","356","11498","295","4431","222","3909","271","522","212","21","26","501","211","7067","165","3044","436","4023","417","1184","249","2839","449",
"5001400US4704","Congressional District 4 (114th Congress), Tennessee","40655","571","22045","451","8452","294","6980","374","1472","294","147","128","1325","286","13593","251","3322","501","10271","495","1268","240","9003","489","18610","388","7684","267","7054","312","630","191","35","38","595","195","10926","238","3909","438","7017","465","1318","298","5699","490",
"5001400US4705","Congressional District 5 (114th Congress), Tennessee","65904","253","35499","176","12115","132","10323","318","1792","314","122","95","1670","310","23384","88","5473","628","17911","621","2401","366","15510","714","30405","156","11922","123","10406","440","1516","421","166","84","1350","408","18483","81","5557","514","12926","518","2024","400","10902","546",
"5001400US4706","Congressional District 6 (114th Congress), Tennessee","27474","252","14706","338","5910","301","4999","331","911","274","79","70","832","259","8796","216","2573","402","6223","404","749","190","5474","442","12768","323","5240","265","4703","248","537","184","65","60","472","183","7528","205","2995","348","4533","323","918","220","3615","373",
"5001400US4707","Congressional District 7 (114th Congress), Tennessee","33089","518","17381","395","6763","268","6101","289","662","243","68","76","594","239","10618","316","6235","620","4383","646","1262","280","3121","518","15708","395","6235","278","5521","262","714","242","93","88","621","236","9473","203","5794","404","3679","390","1626","289","2053","350",
"5001400US4708","Congressional District 8 (114th Congress), Tennessee","20946","1070","11031","658","4255","430","3859","448","396","125","108","73","288","118","6776","396","3193","387","3583","379","666","158","2917","364","9915","590","3767","360","3486","353","281","104","110","55","171","100","6148","397","3279","382","2869","335","865","173","2004","310",
"5001400US4709","Congressional District 9 (114th Congress), Tennessee","47497","1071","26346","609","9475","364","8361","407","1114","266","100","68","1014","248","16871","373","3878","552","12993","646","1581","327","11412","635","21151","583","9033","314","8023","401","1010","303","70","65","940","297","12118","372","3824","541","8294","565","1510","433","6784","591",
"5001400US4801","Congressional District 1 (114th Congress), Texas","115576","538","60208","374","23415","252","21411","470","2004","365","201","101","1803","366","36793","217","13465","716","23328","751","4693","467","18635","742","55368","369","23225","254","21396","433","1829","352","117","75","1712","347","32143","188","13531","729","18612","730","3831","370","14781","706",
"5001400US4802","Congressional District 2 (114th Congress), Texas","223462","5275","114525","3088","37989","1722","34345","1647","3644","666","212","95","3432","667","76536","2452","31982","1611","44554","2102","11612","933","32942","1932","108937","3018","36529","2003","32908","1838","3621","608","346","171","3275","548","72408","1861","33688","1548","38720","1517","11432","860","27288","1302",
"5001400US4803","Congressional District 3 (114th Congress), Texas","110622","1483","56095","796","20483","443","19454","550","1029","235","136","82","893","223","35612","533","15758","860","19854","926","4498","552","15356","914","54527","868","19220","537","17861","627","1359","298","257","138","1102","281","35307","450","18085","785","17222","795","5583","467","11639","777",
"5001400US4804","Congressional District 4 (114th Congress), Texas","90258","1181","47417","673","17971","343","16226","446","1745","373","123","62","1622","377","29446","504","12748","703","16698","751","3916","481","12782","806","42841","694","17458","442","15653","530","1805","344","251","148","1554","309","25383","413","12539","622","12844","577","3155","401","9689","582",
"5001400US4805","Congressional District 5 (114th Congress), Texas","189241","3634","98458","2187","37734","1312","34677","1309","3057","445","114","74","2943","456","60724","1427","23963","1110","36761","1325","6581","564","30180","1343","90783","2327","37091","1389","34276","1332","2815","483","158","80","2657","456","53692","1459","22417","1210","31275","1612","6459","610","24816","1432",
"5001400US4806","Congressional District 6 (114th Congress), Texas","156620","3216","78324","1878","30055","1133","27640","1135","2415","437","276","158","2139","424","48269","1370","25330","1462","22939","1066","6305","640","16634","1043","78296","1975","28674","1171","27127","1194","1547","305","94","81","1453","310","49622","1317","28764","1448","20858","1038","5885","496","14973","1006",
"5001400US4807","Congressional District 7 (114th Congress), Texas","217075","5799","108548","3419","36288","2022","32838","1959","3450","555","312","188","3138","540","72260","2436","26017","1462","46243","2058","10548","765","35695","1992","108527","3426","36297","1943","32904","1994","3393","643","248","200","3145","643","72230","2227","27519","1448","44711","1925","14439","1238","30272","1590",
"5001400US4808","Congressional District 8 (114th Congress), Texas","153696","2412","81144","1347","28694","933","25840","902","2854","444","208","146","2646","427","52450","766","23155","1046","29295","1107","6951","785","22344","1303","72552","1435","27765","932","25214","953","2551","547","159","108","2392","519","44787","783","20583","1015","24204","1114","6067","583","18137","916",
"5001400US4809","Congressional District 9 (114th Congress), Texas","276222","6377","142251","3482","48475","1900","44474","1758","4001","605","353","204","3648","545","93776","2214","27011","1377","66765","1941","12790","893","53975","2079","133971","3764","45247","2200","42078","2220","3169","601","337","141","2832","598","88724","2185","29022","1569","59702","1904","15723","1009","43979","1731",
"5001400US4810","Congressional District 10 (114th Congress), Texas","198992","4311","103297","2684","36771","1432","33645","1425","3126","513","265","145","2861","503","66526","1905","32219","1567","34307","1490","7981","918","26326","1530","95695","2777","33756","1559","30974","1475","2782","475","271","142","2511","465","61939","1794","31460","1439","30479","1345","8298","763","22181","1219",
