"GEO_ID","NAME","B05003E_001E","B05003E_001M","B05003E_002E","B05003E_002M","B05003E_003E","B05003E_003M","B05003E_004E","B05003E_004M","B05003E_005E","B05003E_005M","B05003E_006E","B05003E_006M","B05003E_007E","B05003E_007M","B05003E_008E","B05003E_008M","B05003E_009E","B05003E_009M","B05003E_010E","B05003E_010M","B05003E_011E","B05003E_011M","B05003E_012E","B05003E_012M","B05003E_013E","B05003E_013M","B05003E_014E","B05003E_014M","B05003E_015E","B05003E_015M","B05003E_016E","B05003E_016M","B05003E_017E","B05003E_017M","B05003E_018E","B05003E_018M","B05003E_019E","B05003E_019M","B05003E_020E","B05003E_020M","B05003E_021E","B05003E_021M","B05003E_022E","B05003E_022M","B05003E_023E","B05003E_023M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen",
"5001400US4103","Congressional District 3 (114th Congress), Oregon","4719","262","2271","214","712","124","588","78","124","109","17","19","107","105","1559","173","574","204","985","236","229","114","756","222","2448","170","791","125","740","128","51","66","0","28","51","66","1657","106","642","192","1015","204","259","133","756","211",
"5001400US4104","Congressional District 4 (114th Congress), Oregon","1459","203","756","168","198","89","118","61","80","54","3","9","77","55","558","113","376","105","182","95","32","30","150","93","703","121","156","58","132","52","24","29","0","28","24","29","547","122","440","136","107","59","0","28","107","59",
"5001400US4105","Congressional District 5 (114th Congress), Oregon","3568","315","1690","189","665","97","607","101","58","40","3","7","55","41","1025","143","693","171","332","103","19","24","313","110","1878","236","707","161","613","146","94","109","6","12","88","110","1171","142","535","147","636","168","38","47","598","175",
"5001400US4201","Congressional District 1 (114th Congress), Pennsylvania","310","162","110","77","22","34","22","34","0","24","0","24","0","24","88","75","88","75","0","24","0","24","0","24","200","128","0","24","0","24","0","24","0","24","0","24","200","128","179","122","21","32","21","32","0","24",
"5001400US4202","Congressional District 2 (114th Congress), Pennsylvania","383","248","185","119","8","17","0","24","8","17","0","24","8","17","177","115","147","112","30","36","5","10","25","35","198","162","48","53","48","53","0","24","0","24","0","24","150","115","96","73","54","54","31","38","23","38",
"5001400US4203","Congressional District 3 (114th Congress), Pennsylvania","136","51","97","46","0","24","0","24","0","24","0","24","0","24","97","46","78","38","19","23","19","23","0","24","39","20","4","7","4","7","0","24","0","24","0","24","35","20","29","18","6","10","0","24","6","10",
"5001400US4204","Congressional District 4 (114th Congress), Pennsylvania","149","96","91","79","19","24","6","10","13","21","0","24","13","21","72","74","22","30","50","67","46","67","4","8","58","34","13","21","0","24","13","21","0","24","13","21","45","27","31","24","14","17","8","13","6","10",
"5001400US4205","Congressional District 5 (114th Congress), Pennsylvania","97","63","60","56","22","24","22","24","0","24","0","24","0","24","38","37","13","17","25","33","0","24","25","33","37","35","3","5","0","24","3","5","1","3","2","4","34","35","34","35","0","24","0","24","0","24",
"5001400US4206","Congressional District 6 (114th Congress), Pennsylvania","66","83","63","83","0","24","0","24","0","24","0","24","0","24","63","83","63","83","0","24","0","24","0","24","3","6","0","24","0","24","0","24","0","24","0","24","3","6","3","6","0","24","0","24","0","24",
"5001400US4207","Congressional District 7 (114th Congress), Pennsylvania","82","67","25","29","20","28","20","28","0","24","0","24","0","24","5","7","5","7","0","24","0","24","0","24","57","54","10","14","10","14","0","24","0","24","0","24","47","53","41","51","6","10","6","10","0","24",
"5001400US4208","Congressional District 8 (114th Congress), Pennsylvania","46","52","39","50","0","24","0","24","0","24","0","24","0","24","39","50","39","50","0","24","0","24","0","24","7","11","7","11","0","24","7","11","7","11","0","24","0","24","0","24","0","24","0","24","0","24",
"5001400US4209","Congressional District 9 (114th Congress), Pennsylvania","302","279","187","178","27","29","27","29","0","24","0","24","0","24","160","174","34","28","126","172","0","24","126","172","115","108","16","18","16","18","0","24","0","24","0","24","99","106","24","25","75","101","0","24","75","101",
"5001400US4210","Congressional District 10 (114th Congress), Pennsylvania","201","118","129","85","30","37","30","37","0","24","0","24","0","24","99","66","80","57","19","25","0","24","19","25","72","53","20","22","13","20","7","9","7","9","0","24","52","47","52","47","0","24","0","24","0","24",
"5001400US4211","Congressional District 11 (114th Congress), Pennsylvania","164","102","95","70","80","68","80","68","0","24","0","24","0","24","15","17","15","17","0","24","0","24","0","24","69","47","25","25","25","25","0","24","0","24","0","24","44","33","44","33","0","24","0","24","0","24",
"5001400US4212","Congressional District 12 (114th Congress), Pennsylvania","150","67","56","47","0","24","0","24","0","24","0","24","0","24","56","47","23","30","33","38","9","19","24","32","94","50","6","10","0","24","6","10","0","24","6","10","88","46","50","35","38","32","18","22","20","23",
"5001400US4213","Congressional District 13 (114th Congress), Pennsylvania","946","715","360","361","50","72","50","72","0","24","0","24","0","24","310","297","254","239","56","70","46","65","10","20","586","397","153","147","153","147","0","24","0","24","0","24","433","263","385","260","48","39","33","42","15","22",
"5001400US4214","Congressional District 14 (114th Congress), Pennsylvania","142","67","26","25","0","24","0","24","0","24","0","24","0","24","26","25","20","18","6","10","0","24","6","10","116","62","22","24","10","18","12","18","12","18","0","24","94","53","82","52","12","16","0","24","12","16",
"5001400US4215","Congressional District 15 (114th Congress), Pennsylvania","39","31","18","20","10","15","10","15","0","24","0","24","0","24","8","13","8","13","0","24","0","24","0","24","21","21","0","24","0","24","0","24","0","24","0","24","21","21","21","21","0","24","0","24","0","24",
"5001400US4216","Congressional District 16 (114th Congress), Pennsylvania","196","167","97","93","0","24","0","24","0","24","0","24","0","24","97","93","97","93","0","24","0","24","0","24","99","96","36","46","36","46","0","24","0","24","0","24","63","55","33","29","30","48","0","24","30","48",
"5001400US4217","Congressional District 17 (114th Congress), Pennsylvania","231","124","82","40","28","26","17","20","11","18","11","18","0","24","54","36","45","33","9","15","9","15","0","24","149","110","67","66","67","66","0","24","0","24","0","24","82","54","71","51","11","12","0","24","11","12",
"5001400US4218","Congressional District 18 (114th Congress), Pennsylvania","100","61","76","53","7","10","7","10","0","24","0","24","0","24","69","50","69","50","0","24","0","24","0","24","24","26","17","20","17","20","0","24","0","24","0","24","7","9","7","9","0","24","0","24","0","24",
"5001400US4401","Congressional District 1 (114th Congress), Rhode Island","459","219","166","127","44","52","39","50","5","9","5","9","0","29","122","107","98","100","24","37","21","38","3","5","293","167","34","49","34","49","0","29","0","29","0","29","259","141","222","136","37","43","24","39","13","16",
"5001400US4402","Congressional District 2 (114th Congress), Rhode Island","77","59","55","59","44","58","38","55","6","11","6","11","0","29","11","18","11","18","0","29","0","29","0","29","22","24","0","29","0","29","0","29","0","29","0","29","22","24","3","7","19","23","12","19","7","13",
"5001400US4501","Congressional District 1 (114th Congress), South Carolina","357","154","176","90","36","42","36","42","0","29","0","29","0","29","140","66","107","81","33","24","0","29","33","24","181","100","73","79","73","79","0","29","0","29","0","29","108","75","85","67","23","34","23","34","0","29",
"5001400US4502","Congressional District 2 (114th Congress), South Carolina","453","176","225","104","36","37","36","37","0","29","0","29","0","29","189","93","127","77","62","69","0","29","62","69","228","124","83","81","83","81","0","29","0","29","0","29","145","83","113","56","32","45","1","3","31","45",
"5001400US4503","Congressional District 3 (114th Congress), South Carolina","278","190","96","82","85","75","85","75","0","29","0","29","0","29","11","18","11","18","0","29","0","29","0","29","182","154","77","96","77","96","0","29","0","29","0","29","105","80","99","78","6","12","6","12","0","29",
"5001400US4504","Congressional District 4 (114th Congress), South Carolina","292","51","180","59","55","45","55","45","0","29","0","29","0","29","125","66","114","69","11","16","0","29","11","16","112","57","59","41","59","41","0","29","0","29","0","29","53","38","30","26","23","27","1","2","22","26",
"5001400US4505","Congressional District 5 (114th Congress), South Carolina","175","91","56","50","19","25","19","25","0","29","0","29","0","29","37","42","9","14","28","38","0","29","28","38","119","83","8","13","8","13","0","29","0","29","0","29","111","77","94","74","17","25","14","25","3","4",
"5001400US4506","Congressional District 6 (114th Congress), South Carolina","533","276","204","129","98","79","98","79","0","29","0","29","0","29","106","86","74","75","32","51","0","29","32","51","329","184","180","112","180","112","0","29","0","29","0","29","149","90","76","65","73","75","22","34","51","66",
"5001400US4507","Congressional District 7 (114th Congress), South Carolina","238","104","111","56","31","26","11","16","20","28","0","29","20","28","80","45","19","28","61","35","12","21","49","32","127","64","44","49","44","49","0","29","0","29","0","29","83","54","36","34","47","46","6","15","41","44",
"5001400US4600","Congressional District (at Large) (114th Congress), South Dakota","229","99","111","56","17","14","17","14","0","22","0","22","0","22","94","51","85","50","9","13","9","13","0","22","118","66","28","27","28","27","0","22","0","22","0","22","90","52","75","46","15","24","15","24","0","22",
"5001400US4701","Congressional District 1 (114th Congress), Tennessee","119","70","77","56","0","29","0","29","0","29","0","29","0","29","77","56","77","56","0","29","0","29","0","29","42","39","0","29","0","29","0","29","0","29","0","29","42","39","30","34","12","19","12","19","0","29",
"5001400US4702","Congressional District 2 (114th Congress), Tennessee","192","93","133","79","4","8","4","8","0","29","0","29","0","29","129","78","129","78","0","29","0","29","0","29","59","49","9","16","9","16","0","29","0","29","0","29","50","44","50","44","0","29","0","29","0","29",
"5001400US4703","Congressional District 3 (114th Congress), Tennessee","186","95","43","41","0","29","0","29","0","29","0","29","0","29","43","41","43","41","0","29","0","29","0","29","143","78","0","29","0","29","0","29","0","29","0","29","143","78","76","44","67","74","44","53","23","29",
"5001400US4704","Congressional District 4 (114th Congress), Tennessee","324","204","91","61","21","25","21","25","0","29","0","29","0","29","70","50","70","50","0","29","0","29","0","29","233","152","128","110","128","110","0","29","0","29","0","29","105","63","105","63","0","29","0","29","0","29",
"5001400US4705","Congressional District 5 (114th Congress), Tennessee","416","166","221","151","139","120","111","109","28","50","0","29","28","50","82","44","73","43","9","15","0","29","9","15","195","62","15","25","15","25","0","29","0","29","0","29","180","54","145","64","35","42","0","29","35","42",
"5001400US4706","Congressional District 6 (114th Congress), Tennessee","214","142","116","78","64","73","64","73","0","29","0","29","0","29","52","36","45","36","7","9","7","9","0","29","98","72","48","70","48","70","0","29","0","29","0","29","50","23","50","23","0","29","0","29","0","29",
"5001400US4707","Congressional District 7 (114th Congress), Tennessee","931","108","394","91","126","57","126","57","0","29","0","29","0","29","268","81","251","92","17","24","17","24","0","29","537","104","189","48","189","48","0","29","0","29","0","29","348","91","314","90","34","39","19","31","15","24",
"5001400US4708","Congressional District 8 (114th Congress), Tennessee","524","310","133","93","88","87","88","87","0","29","0","29","0","29","45","38","42","36","3","12","3","12","0","29","391","254","152","121","108","122","44","67","0","29","44","67","239","156","136","102","103","146","0","29","103","146",
"5001400US4709","Congressional District 9 (114th Congress), Tennessee","350","226","133","104","0","29","0","29","0","29","0","29","0","29","133","104","65","61","68","95","0","29","68","95","217","209","117","157","117","157","0","29","0","29","0","29","100","70","58","53","42","55","42","55","0","29",
"5001400US4801","Congressional District 1 (114th Congress), Texas","719","519","267","215","166","161","166","161","0","30","0","30","0","30","101","80","101","80","0","30","0","30","0","30","452","350","90","91","90","91","0","30","0","30","0","30","362","308","271","293","91","115","43","48","48","71",
"5001400US4802","Congressional District 2 (114th Congress), Texas","1131","376","569","181","147","118","112","103","35","59","0","30","35","59","422","175","253","166","169","114","0","30","169","114","562","248","110","112","57","78","53","93","53","93","0","30","452","207","276","170","176","131","59","63","117","124",
"5001400US4803","Congressional District 3 (114th Congress), Texas","430","131","176","87","37","51","37","51","0","30","0","30","0","30","139","65","139","65","0","30","0","30","0","30","254","74","23","30","23","30","0","30","0","30","0","30","231","64","198","63","33","33","15","21","18","29",
"5001400US4804","Congressional District 4 (114th Congress), Texas","663","229","381","149","127","83","101","66","26","35","26","35","0","30","254","107","234","110","20","17","3","4","17","18","282","140","20","32","20","32","0","30","0","30","0","30","262","147","246","150","16","13","9","10","7","8",
"5001400US4805","Congressional District 5 (114th Congress), Texas","609","380","372","241","162","167","162","167","0","30","0","30","0","30","210","143","198","142","12","15","4","7","8","13","237","160","105","80","105","80","0","30","0","30","0","30","132","87","132","87","0","30","0","30","0","30",
"5001400US4806","Congressional District 6 (114th Congress), Texas","351","179","208","138","56","69","56","69","0","30","0","30","0","30","152","91","117","87","35","38","27","37","8","18","143","100","27","38","27","38","0","30","0","30","0","30","116","80","38","42","78","68","41","45","37","39",
"5001400US4807","Congressional District 7 (114th Congress), Texas","376","242","224","177","0","30","0","30","0","30","0","30","0","30","224","177","52","55","172","188","114","163","58","83","152","129","0","30","0","30","0","30","0","30","0","30","152","129","87","102","65","79","0","30","65","79",
"5001400US4808","Congressional District 8 (114th Congress), Texas","243","145","108","77","5","10","5","10","0","30","0","30","0","30","103","76","103","76","0","30","0","30","0","30","135","129","0","30","0","30","0","30","0","30","0","30","135","129","135","129","0","30","0","30","0","30",
"5001400US4809","Congressional District 9 (114th Congress), Texas","403","277","176","175","68","109","68","109","0","30","0","30","0","30","108","79","108","79","0","30","0","30","0","30","227","166","0","30","0","30","0","30","0","30","0","30","227","166","148","128","79","86","46","63","33","53",
"5001400US4810","Congressional District 10 (114th Congress), Texas","125","148","45","74","26","56","26","56","0","30","0","30","0","30","19","24","19","24","0","30","0","30","0","30","80","99","54","87","54","87","0","30","0","30","0","30","26","41","26","41","0","30","0","30","0","30",
"5001400US4811","Congressional District 11 (114th Congress), Texas","225","167","114","93","46","73","46","73","0","30","0","30","0","30","68","59","68","59","0","30","0","30","0","30","111","93","22","36","22","36","0","30","0","30","0","30","89","67","89","67","0","30","0","30","0","30",
"5001400US4812","Congressional District 12 (114th Congress), Texas","892","474","410","228","64","96","64","96","0","30","0","30","0","30","346","179","223","123","123","136","0","30","123","136","482","290","84","67","70","64","14","23","14","23","0","30","398","266","190","111","208","252","0","30","208","252",
"5001400US4813","Congressional District 13 (114th Congress), Texas","564","226","232","108","55","40","54","41","1","2","1","2","0","30","177","93","173","93","4","6","4","6","0","30","332","140","129","85","129","85","0","30","0","30","0","30","203","97","169","89","34","40","34","40","0","30",
"5001400US4814","Congressional District 14 (114th Congress), Texas","175","68","125","73","0","30","0","30","0","30","0","30","0","30","125","73","80","34","45","65","0","30","45","65","50","29","2","3","0","30","2","3","2","3","0","30","48","29","41","27","7","11","7","11","0","30",
"5001400US4815","Congressional District 15 (114th Congress), Texas","98","86","51","68","21","31","21","31","0","30","0","30","0","30","30","39","9","19","21","33","0","30","21","33","47","39","0","30","0","30","0","30","0","30","0","30","47","39","29","27","18","28","0","30","18","28",
"5001400US4816","Congressional District 16 (114th Congress), Texas","1230","201","623","152","297","125","276","141","21","35","0","30","21","35","326","67","250","89","76","69","43","52","33","44","607","87","176","60","141","79","35","63","0","30","35","63","431","43","330","89","101","89","20","25","81","89",
"5001400US4817","Congressional District 17 (114th Congress), Texas","252","106","133","65","0","30","0","30","0","30","0","30","0","30","133","65","112","56","21","31","0","30","21","31","119","69","3","4","3","4","0","30","0","30","0","30","116","69","79","48","37","46","37","46","0","30",
"5001400US4818","Congressional District 18 (114th Congress), Texas","319","189","178","126","57","73","57","73","0","30","0","30","0","30","121","77","77","58","44","50","0","30","44","50","141","93","15","25","15","25","0","30","0","30","0","30","126","89","97","73","29","38","0","30","29","38",
"5001400US4819","Congressional District 19 (114th Congress), Texas","442","159","241","109","91","55","91","55","0","30","0","30","0","30","150","78","112","68","38","47","0","30","38","47","201","76","53","30","53","30","0","30","0","30","0","30","148","68","120","56","28","43","0","30","28","43",
"5001400US4820","Congressional District 20 (114th Congress), Texas","982","447","596","319","126","105","126","105","0","30","0","30","0","30","470","297","378","301","92","100","61","83","31","50","386","203","43","57","43","57","0","30","0","30","0","30","343","192","336","191","7","12","7","12","0","30",
"5001400US4821","Congressional District 21 (114th Congress), Texas","751","272","482","188","86","95","86","95","0","30","0","30","0","30","396","150","396","150","0","30","0","30","0","30","269","162","49","67","49","67","0","30","0","30","0","30","220","126","163","110","57","56","12","22","45","54",
"5001400US4822","Congressional District 22 (114th Congress), Texas","129","127","74","95","52","69","52","69","0","30","0","30","0","30","22","29","6","10","16","28","16","28","0","30","55","52","0","30","0","30","0","30","0","30","0","30","55","52","41","45","14","26","14","26","0","30",
"5001400US4823","Congressional District 23 (114th Congress), Texas","333","159","174","106","58","44","58","44","0","30","0","30","0","30","116","91","111","89","5","10","5","10","0","30","159","99","8","12","8","12","0","30","0","30","0","30","151","97","148","97","3","5","0","30","3","5",
"5001400US4824","Congressional District 24 (114th Congress), Texas","2060","516","1116","283","419","166","419","166","0","30","0","30","0","30","697","204","509","176","188","103","146","93","42","47","944","286","178","101","175","101","3","5","0","30","3","5","766","244","481","172","285","121","201","108","84","56",
"5001400US4825","Congressional District 25 (114th Congress), Texas","2188","534","1156","269","405","172","390","174","15","21","6","12","9","16","751","190","373","176","378","180","29","32","349","183","1032","295","394","177","356","188","38","62","38","62","0","30","638","166","355","148","283","140","8","19","275","136",
"5001400US4826","Congressional District 26 (114th Congress), Texas","400","158","212","122","46","56","46","56","0","30","0","30","0","30","166","91","159","91","7","12","0","30","7","12","188","107","70","90","70","90","0","30","0","30","0","30","118","66","118","66","0","30","0","30","0","30",
"5001400US4827","Congressional District 27 (114th Congress), Texas","373","129","175","64","43","29","43","29","0","30","0","30","0","30","132","51","91","60","41","41","0","30","41","41","198","91","35","36","35","36","0","30","0","30","0","30","163","86","124","90","39","27","0","30","39","27",
"5001400US4828","Congressional District 28 (114th Congress), Texas","182","148","100","100","79","96","79","96","0","30","0","30","0","30","21","22","21","22","0","30","0","30","0","30","82","91","3","8","3","8","0","30","0","30","0","30","79","91","79","91","0","30","0","30","0","30",
"5001400US4829","Congressional District 29 (114th Congress), Texas","151","113","51","53","8","15","8","15","0","30","0","30","0","30","43","46","43","46","0","30","0","30","0","30","100","78","22","36","22","36","0","30","0","30","0","30","78","62","49","49","29","33","12","27","17","22",
"5001400US4830","Congressional District 30 (114th Congress), Texas","396","179","182","105","58","51","58","51","0","30","0","30","0","30","124","70","110","66","14","15","6","12","8","15","214","103","64","58","58","53","6","11","0","30","6","11","150","73","133","72","17","17","0","30","17","17",
"5001400US4831","Congressional District 31 (114th Congress), Texas","2287","458","1132","353","384","241","356","247","28","37","0","30","28","37","748","193","582","188","166","110","46","59","120","95","1155","298","341","207","319","202","22","31","0","30","22","31","814","139","702","131","112","79","79","72","33","35",
"5001400US4832","Congressional District 32 (114th Congress), Texas","632","216","348","159","119","59","112","56","7","13","0","30","7","13","229","109","203","104","26","32","8","12","18","30","284","109","33","31","33","31","0","30","0","30","0","30","251","98","182","88","69","48","50","39","19","23",
"5001400US4833","Congressional District 33 (114th Congress), Texas","256","153","114","83","0","30","0","30","0","30","0","30","0","30","114","83","58","56","56","59","12","22","44","53","142","93","15","24","15","24","0","30","0","30","0","30","127","82","69","54","58","69","8","13","50","66",
"5001400US4834","Congressional District 34 (114th Congress), Texas","36","29","26","25","0","30","0","30","0","30","0","30","0","30","26","25","16","21","10","16","0","30","10","16","10","12","0","30","0","30","0","30","0","30","0","30","10","12","7","12","3","5","3","5","0","30",
"5001400US4835","Congressional District 35 (114th Congress), Texas","934","409","429","212","156","101","142","84","14","25","0","30","14","25","273","140","235","138","38","36","9","20","29","33","505","271","270","149","270","149","0","30","0","30","0","30","235","159","196","148","39","43","25","38","14","23",
"5001400US4836","Congressional District 36 (114th Congress), Texas","530","338","226","144","81","73","81","73","0","30","0","30","0","30","145","86","137","84","8","12","0","30","8","12","304","219","29","48","29","48","0","30","0","30","0","30","275","218","235","181","40","47","0","30","40","47",
"5001400US4901","Congressional District 1 (114th Congress), Utah","1929","378","1010","207","207","86","198","83","9","15","9","15","0","27","803","190","407","125","396","162","120","84","276","144","919","248","246","122","171","83","75","95","75","95","0","27","673","180","495","158","178","98","79","51","99","64",
"5001400US4902","Congressional District 2 (114th Congress), Utah","9387","1105","4954","670","1969","393","1678","350","291","182","12","24","279","183","2985","405","1509","321","1476","268","455","135","1021","261","4433","562","1765","315","1615","316","150","82","0","27","150","82","2668","388","1581","343","1087","227","541","165","546","191",
"5001400US4903","Congressional District 3 (114th Congress), Utah","4657","862","2545","548","1023","354","1007","360","16","19","16","19","0","27","1522","286","935","257","587","118","191","64","396","120","2112","378","691","180","571","170","120","81","29","31","91","78","1421","239","914","195","507","161","192","99","315","140",
"5001400US4904","Congressional District 4 (114th Congress), Utah","10518","1192","5393","657","2013","359","1968","351","45","39","23","29","22","26","3380","391","2029","320","1351","261","576","173","775","230","5125","609","2036","350","1994","344","42","48","0","27","42","48","3089","372","2108","344","981","275","610","235","371","157",
"5001400US5000","Congressional District (at Large) (114th Congress), Vermont","214","104","69","63","0","20","0","20","0","20","0","20","0","20","69","63","69","63","0","20","0","20","0","20","145","75","45","43","9","11","36","42","36","42","0","20","100","64","85","57","15","24","15","24","0","20",
"5001400US5101","Congressional District 1 (114th Congress), Virginia","720","227","340","154","62","52","62","52","0","28","0","28","0","28","278","139","229","124","49","63","49","63","0","28","380","144","96","73","80","66","16","19","0","28","16","19","284","97","245","92","39","41","31","38","8","12",
"5001400US5102","Congressional District 2 (114th Congress), Virginia","1186","405","708","294","210","119","210","119","0","28","0","28","0","28","498","200","331","144","167","139","0","28","167","139","478","139","78","38","78","38","0","28","0","28","0","28","400","116","272","81","128","93","53","58","75","63",
"5001400US5103","Congressional District 3 (114th Congress), Virginia","492","207","312","174","53","50","53","50","0","28","0","28","0","28","259","149","244","142","15","25","0","28","15","25","180","116","27","39","27","39","0","28","0","28","0","28","153","97","153","97","0","28","0","28","0","28",
"5001400US5104","Congressional District 4 (114th Congress), Virginia","397","148","127","87","32","31","27","29","5","9","0","28","5","9","95","74","70","68","25","26","25","26","0","28","270","101","152","94","152","94","0","28","0","28","0","28","118","66","73","55","45","42","40","42","5","9",
"5001400US5105","Congressional District 5 (114th Congress), Virginia","237","123","100","58","0","28","0","28","0","28","0","28","0","28","100","58","100","58","0","28","0","28","0","28","137","93","6","8","6","8","0","28","0","28","0","28","131","90","71","56","60","63","0","28","60","63",
"5001400US5106","Congressional District 6 (114th Congress), Virginia","301","203","118","99","0","28","0","28","0","28","0","28","0","28","118","99","100","97","18","23","0","28","18","23","183","119","0","28","0","28","0","28","0","28","0","28","183","119","183","119","0","28","0","28","0","28",
"5001400US5107","Congressional District 7 (114th Congress), Virginia","424","148","221","81","128","47","88","58","40","37","0","28","40","37","93","66","78","66","15","14","0","28","15","14","203","103","15","25","15","25","0","28","0","28","0","28","188","100","150","96","38","32","3","6","35","32",
"5001400US5108","Congressional District 8 (114th Congress), Virginia","543","155","193","73","53","52","53","52","0","28","0","28","0","28","140","50","139","50","1","8","0","28","1","8","350","112","8","12","8","12","0","28","0","28","0","28","342","110","228","88","114","83","36","39","78","72",
"5001400US5109","Congressional District 9 (114th Congress), Virginia","140","122","59","56","19","24","19","24","0","28","0","28","0","28","40","44","2","13","38","42","0","28","38","42","81","81","20","24","20","24","0","28","0","28","0","28","61","61","56","60","5","7","5","7","0","28",
"5001400US5110","Congressional District 10 (114th Congress), Virginia","394","106","194","74","6","10","6","10","0","28","0","28","0","28","188","70","152","73","36","31","0","28","36","31","200","69","14","20","9","16","5","10","0","28","5","10","186","64","101","64","85","52","15","17","70","54",
"5001400US5111","Congressional District 11 (114th Congress), Virginia","651","206","374","113","122","59","122","59","0","28","0","28","0","28","252","77","252","77","0","28","0","28","0","28","277","130","51","50","51","50","0","28","0","28","0","28","226","105","197","99","29","47","29","47","0","28",
"5001400US5301","Congressional District 1 (114th Congress), Washington","1597","463","953","298","199","136","199","136","0","28","0","28","0","28","754","219","636","210","118","68","41","35","77","68","644","219","166","119","166","119","0","28","0","28","0","28","478","141","415","142","63","45","40","36","23","27",
"5001400US5302","Congressional District 2 (114th Congress), Washington","3481","496","1838","319","575","138","525","141","50","62","0","28","50","62","1263","229","790","170","473","223","60","49","413","235","1643","265","382","107","346","94","36","34","0","28","36","34","1261","221","892","174","369","149","59","48","310","139",
"5001400US5303","Congressional District 3 (114th Congress), Washington","3492","301","1890","182","527","110","527","110","0","28","0","28","0","28","1363","133","994","173","369","167","92","54","277","173","1602","199","595","150","549","142","46","46","0","28","46","46","1007","100","686","120","321","108","97","56","224","97",
"5001400US5304","Congressional District 4 (114th Congress), Washington","554","102","278","75","63","53","63","53","0","28","0","28","0","28","215","56","190","54","25","22","12","14","13","11","276","76","35","29","35","29","0","28","0","28","0","28","241","69","204","64","37","29","20","20","17","20",
"5001400US5305","Congressional District 5 (114th Congress), Washington","2085","340","1147","223","325","169","325","169","0","28","0","28","0","28","822","144","598","149","224","108","9","14","215","106","938","194","211","126","150","105","61","71","51","70","10","15","727","118","381","154","346","137","0","28","346","137",
"5001400US5306","Congressional District 6 (114th Congress), Washington","4163","494","2026","247","539","146","511","139","28","30","0","28","28","30","1487","184","1373","186","114","61","69","59","45","31","2137","338","482","137","482","137","0","28","0","28","0","28","1655","279","1340","212","315","237","234","229","81","62",
"5001400US5307","Congressional District 7 (114th Congress), Washington","4225","884","2047","462","649","239","629","237","20","31","0","28","20","31","1398","294","1068","247","330","144","143","76","187","113","2178","475","536","193","515","191","21","33","21","33","0","28","1642","345","1273","311","369","165","173","88","196","112",
"5001400US5308","Congressional District 8 (114th Congress), Washington","3654","823","1684","416","632","249","518","193","114","136","16","24","98","113","1052","272","710","224","342","129","103","54","239","127","1970","494","736","244","586","226","150","110","25","21","125","108","1234","306","925","243","309","146","138","94","171","113",
