"GEO_ID","NAME","B05003F_001E","B05003F_001M","B05003F_002E","B05003F_002M","B05003F_003E","B05003F_003M","B05003F_004E","B05003F_004M","B05003F_005E","B05003F_005M","B05003F_006E","B05003F_006M","B05003F_007E","B05003F_007M","B05003F_008E","B05003F_008M","B05003F_009E","B05003F_009M","B05003F_010E","B05003F_010M","B05003F_011E","B05003F_011M","B05003F_012E","B05003F_012M","B05003F_013E","B05003F_013M","B05003F_014E","B05003F_014M","B05003F_015E","B05003F_015M","B05003F_016E","B05003F_016M","B05003F_017E","B05003F_017M","B05003F_018E","B05003F_018M","B05003F_019E","B05003F_019M","B05003F_020E","B05003F_020M","B05003F_021E","B05003F_021M","B05003F_022E","B05003F_022M","B05003F_023E","B05003F_023M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen",
"5001400US1710","Congressional District 10 (114th Congress), Illinois","35854","2426","18788","1301","6191","631","5622","563","569","181","63","44","506","181","12597","988","3525","464","9072","869","2612","422","6460","808","17066","1368","6183","709","5435","657","748","239","109","66","639","219","10883","863","3387","529","7496","622","1997","352","5499","566",
"5001400US1711","Congressional District 11 (114th Congress), Illinois","87533","4357","44226","2494","15730","1255","14258","1249","1472","360","295","190","1177","316","28496","1569","7531","897","20965","1254","5451","682","15514","1156","43307","2150","16901","1056","15678","1058","1223","344","228","216","995","285","26406","1393","8615","830","17791","1029","4662","549","13129","817",
"5001400US1712","Congressional District 12 (114th Congress), Illinois","4111","647","2580","473","579","243","550","244","29","26","0","26","29","26","2001","358","1247","308","754","199","312","124","442","180","1531","249","326","119","317","118","9","13","7","11","2","6","1205","199","735","159","470","131","208","78","262","103",
"5001400US1713","Congressional District 13 (114th Congress), Illinois","4178","533","2170","341","459","133","458","132","1","4","1","4","0","26","1711","310","1017","280","694","190","278","122","416","159","2008","310","539","184","501","180","38","42","7","12","31","39","1469","250","901","233","568","149","247","102","321","131",
"5001400US1714","Congressional District 14 (114th Congress), Illinois","23703","2568","12808","1484","4502","750","4052","711","450","176","6","10","444","174","8306","1029","3017","548","5289","753","1405","389","3884","659","10895","1337","4026","694","3596","678","430","213","43","33","387","211","6869","814","2210","366","4659","642","1281","316","3378","567",
"5001400US1715","Congressional District 15 (114th Congress), Illinois","3014","494","1899","298","477","153","460","150","17","30","17","30","0","26","1422","221","669","138","753","182","200","90","553","158","1115","268","393","141","341","136","52","43","23","27","29","31","722","167","352","115","370","135","144","78","226","109",
"5001400US1716","Congressional District 16 (114th Congress), Illinois","13130","1466","6731","809","2022","447","1962","447","60","52","12","18","48","44","4709","566","1899","363","2810","418","681","203","2129","347","6399","768","2505","465","2353","454","152","79","76","63","76","44","3894","483","1419","250","2475","438","626","205","1849","392",
"5001400US1717","Congressional District 17 (114th Congress), Illinois","16750","1291","8765","743","2974","393","2777","387","197","81","34","27","163","77","5791","490","2782","337","3009","367","976","210","2033","304","7985","730","2862","443","2660","416","202","167","32","38","170","149","5123","481","2708","404","2415","343","670","162","1745","302",
"5001400US1718","Congressional District 18 (114th Congress), Illinois","5349","741","3127","436","946","226","887","226","59","46","24","26","35","36","2181","310","1065","207","1116","280","313","106","803","280","2222","425","1017","279","927","275","90","60","53","51","37","38","1205","230","627","156","578","174","185","85","393","128",
"5001400US1801","Congressional District 1 (114th Congress), Indiana","44954","2106","22739","1229","7687","680","7386","668","301","128","46","36","255","119","15052","771","9532","735","5520","518","2210","385","3310","492","22215","1081","7355","541","6856","557","499","199","152","102","347","164","14860","764","9833","661","5027","523","2072","360","2955","425",
"5001400US1802","Congressional District 2 (114th Congress), Indiana","18275","1522","9717","929","3250","470","2906","473","344","172","0","27","344","172","6467","672","2011","338","4456","590","863","204","3593","561","8558","803","3520","506","3306","503","214","80","27","37","187","73","5038","498","1825","328","3213","419","489","156","2724","398",
"5001400US1803","Congressional District 3 (114th Congress), Indiana","12526","1168","6440","714","2580","374","2435","369","145","93","22","22","123","91","3860","471","1195","240","2665","412","564","188","2101","413","6086","619","2561","361","2345","348","216","86","110","68","106","55","3525","372","1507","236","2018","335","638","233","1380","259",
"5001400US1804","Congressional District 4 (114th Congress), Indiana","9179","1072","4850","635","1335","326","1170","293","165","94","61","70","104","59","3515","434","972","243","2543","400","485","170","2058","349","4329","556","1704","305","1466","282","238","123","90","67","148","120","2625","322","1184","193","1441","250","334","117","1107","235",
"5001400US1805","Congressional District 5 (114th Congress), Indiana","9618","1364","5058","742","1433","397","1228","379","205","119","23","25","182","112","3625","534","858","214","2767","542","423","167","2344","531","4560","783","1829","468","1455","429","374","173","68","59","306","161","2731","418","846","224","1885","351","255","108","1630","341",
"5001400US1806","Congressional District 6 (114th Congress), Indiana","7967","912","3787","463","1333","237","1189","245","144","83","24","37","120","72","2454","327","802","285","1652","277","296","114","1356","269","4180","563","1823","287","1660","285","163","69","0","27","163","69","2357","352","1023","309","1334","283","364","150","970","267",
"5001400US1807","Congressional District 7 (114th Congress), Indiana","37172","2628","19483","1548","7564","875","6264","782","1300","353","64","54","1236","349","11919","895","2567","377","9352","889","1001","315","8351","853","17689","1353","7533","734","6319","751","1214","385","118","78","1096","374","10156","782","2843","438","7313","682","1316","330","5997","630",
"5001400US1808","Congressional District 8 (114th Congress), Indiana","5442","917","3116","603","1106","340","1005","334","101","64","28","32","73","51","2010","363","870","212","1140","294","256","135","884","238","2326","421","872","220","804","223","68","64","30","46","38","44","1454","271","714","192","740","199","189","84","551","197",
"5001400US1809","Congressional District 9 (114th Congress), Indiana","6369","838","3305","511","982","229","776","189","206","132","15","25","191","129","2323","421","821","277","1502","373","94","68","1408","372","3064","558","1298","344","1082","289","216","162","23","30","193","155","1766","311","550","195","1216","298","212","109","1004","250",
"5001400US1901","Congressional District 1 (114th Congress), Iowa","7566","943","4194","488","1341","247","1221","233","120","87","17","26","103","85","2853","352","1195","264","1658","295","430","164","1228","238","3372","557","1132","271","1010","249","122","59","24","32","98","50","2240","377","791","222","1449","307","400","122","1049","267",
"5001400US1902","Congressional District 2 (114th Congress), Iowa","8596","920","5111","602","1367","320","1292","303","75","70","3","4","72","70","3744","402","1600","278","2144","357","813","236","1331","317","3485","525","1352","309","1300","306","52","42","11","12","41","39","2133","289","970","207","1163","213","352","145","811","202",
"5001400US1903","Congressional District 3 (114th Congress), Iowa","10892","1292","5760","763","1625","328","1463","294","162","82","58","55","104","52","4135","591","1155","232","2980","555","506","164","2474","536","5132","721","2064","423","1736","376","328","165","77","73","251","132","3068","391","1117","249","1951","303","550","177","1401","235",
"5001400US1904","Congressional District 4 (114th Congress), Iowa","12899","1367","7406","749","2490","500","2394","485","96","70","5","10","91","69","4916","409","1201","252","3715","399","958","222","2757","355","5493","733","2153","451","1952","433","201","98","35","35","166","97","3340","368","1139","215","2201","308","521","164","1680","303",
"5001400US2001","Congressional District 1 (114th Congress), Kansas","25907","1519","13723","917","4908","506","4309","509","599","211","45","41","554","208","8815","601","3387","416","5428","476","1399","203","4029","472","12184","797","4547","482","3968","450","579","228","44","41","535","225","7637","490","2691","303","4946","500","1091","214","3855","482",
"5001400US2002","Congressional District 2 (114th Congress), Kansas","8127","945","4227","610","1156","396","989","330","167","138","19","27","148","134","3071","354","1975","272","1096","248","234","92","862","233","3900","483","1164","238","1087","219","77","54","3","6","74","54","2736","363","1736","247","1000","247","219","112","781","203",
"5001400US2003","Congressional District 3 (114th Congress), Kansas","15411","1213","8074","721","2350","369","1992","330","358","123","57","42","301","112","5724","528","1616","301","4108","459","990","265","3118","398","7337","688","2269","362","1922","323","347","132","128","89","219","99","5068","434","2018","248","3050","409","716","214","2334","347",
"5001400US2004","Congressional District 4 (114th Congress), Kansas","15486","1654","8095","820","2541","460","2343","442","198","99","8","13","190","103","5554","507","2825","363","2729","407","675","173","2054","373","7391","959","2741","520","2530","479","211","119","5","9","206","118","4650","553","2363","367","2287","387","726","210","1561","330",
"5001400US2101","Congressional District 1 (114th Congress), Kentucky","4349","679","2593","422","1001","224","937","222","64","51","32","37","32","31","1592","260","530","154","1062","215","193","85","869","209","1756","377","850","264","766","250","84","71","56","56","28","38","906","192","288","119","618","161","183","73","435","146",
"5001400US2102","Congressional District 2 (114th Congress), Kentucky","7301","814","4318","456","1360","252","1228","236","132","71","0","27","132","71","2958","326","853","220","2105","264","368","157","1737","271","2983","451","1048","243","875","245","173","96","0","27","173","96","1935","295","680","202","1255","220","269","106","986","181",
"5001400US2103","Congressional District 3 (114th Congress), Kentucky","5679","1005","3057","656","938","296","785","283","153","92","54","50","99","80","2119","519","618","230","1501","430","293","126","1208","418","2622","572","759","267","662","249","97","67","88","67","9","10","1863","420","564","153","1299","346","444","202","855","247",
"5001400US2104","Congressional District 4 (114th Congress), Kentucky","7782","1081","4119","609","1458","298","1222","291","236","103","70","60","166","90","2661","438","703","241","1958","425","311","142","1647","385","3663","609","1725","368","1552","361","173","124","46","45","127","115","1938","326","851","229","1087","249","278","132","809","201",
"5001400US2105","Congressional District 5 (114th Congress), Kentucky","2337","443","1363","243","434","129","391","125","43","31","43","31","0","27","929","199","434","139","495","152","243","131","252","92","974","279","492","166","448","162","44","37","22","21","22","30","482","166","261","107","221","119","89","92","132","82",
"5001400US2106","Congressional District 6 (114th Congress), Kentucky","14070","1233","8429","795","2801","406","2407","398","394","137","48","53","346","130","5628","546","652","155","4976","554","270","103","4706","560","5641","580","2266","313","1920","310","346","158","54","44","292","151","3375","365","396","164","2979","351","189","102","2790","362",
"5001400US2201","Congressional District 1 (114th Congress), Louisiana","12276","1532","6685","822","1888","464","1732","444","156","107","25","32","131","98","4797","579","1575","326","3222","527","843","218","2379","467","5591","828","1589","342","1342","280","247","166","88","112","159","121","4002","635","1185","314","2817","531","974","271","1843","439",
"5001400US2202","Congressional District 2 (114th Congress), Louisiana","14395","1586","8267","908","2029","382","1643","354","386","131","51","47","335","126","6238","826","1774","331","4464","751","1062","278","3402","647","6128","881","1591","329","1446","324","145","80","60","62","85","51","4537","664","1636","389","2901","536","778","299","2123","434",
"5001400US2203","Congressional District 3 (114th Congress), Louisiana","4935","800","2578","444","741","176","639","168","102","55","36","39","66","47","1837","375","589","173","1248","324","243","146","1005","278","2357","476","767","221","637","208","130","109","5","9","125","108","1590","360","732","239","858","242","228","176","630","193",
"5001400US2204","Congressional District 4 (114th Congress), Louisiana","8187","1180","4912","774","1320","413","1228","398","92","84","27","46","65","58","3592","534","1345","256","2247","518","353","176","1894","476","3275","535","1213","283","995","238","218","157","41","41","177","148","2062","360","1014","257","1048","245","157","60","891","241",
"5001400US2205","Congressional District 5 (114th Congress), Louisiana","3162","538","1801","358","398","142","388","135","10","17","0","28","10","17","1403","327","610","178","793","243","97","73","696","233","1361","295","564","211","494","196","70","73","52","72","18","18","797","158","506","125","291","105","35","30","256","106",
"5001400US2206","Congressional District 6 (114th Congress), Louisiana","6047","950","3413","683","855","281","787","290","68","53","0","28","68","53","2558","590","749","249","1809","540","445","245","1364","489","2634","462","786","272","714","268","72","55","0","28","72","55","1848","303","1052","247","796","237","160","80","636","231",
"5001400US2301","Congressional District 1 (114th Congress), Maine","1787","520","980","359","348","201","283","192","65","89","52","86","13","22","632","260","317","114","315","245","105","77","210","203","807","262","320","131","273","126","47","32","21","21","26","24","487","176","340","149","147","97","74","59","73","72",
"5001400US2302","Congressional District 2 (114th Congress), Maine","1464","289","679","177","86","52","75","49","11","17","11","17","0","23","593","155","430","131","163","85","88","58","75","47","785","211","266","117","262","117","4","6","4","6","0","23","519","147","338","128","181","76","140","69","41","32",
"5001400US2401","Congressional District 1 (114th Congress), Maryland","5497","907","3362","572","1324","335","1221","322","103","54","25","32","78","45","2038","351","772","218","1266","295","139","98","1127","273","2135","435","673","194","613","197","60","45","0","28","60","45","1462","312","700","209","762","206","186","89","576","169",
"5001400US2402","Congressional District 2 (114th Congress), Maryland","14081","1699","6999","949","2136","504","1966","515","170","107","3","6","167","107","4863","641","1913","409","2950","557","766","281","2184","485","7082","923","2545","480","2223","416","322","207","36","52","286","196","4537","638","1707","429","2830","458","1001","258","1829","379",
"5001400US2403","Congressional District 3 (114th Congress), Maryland","20220","2040","10886","1329","3245","553","2917","534","328","145","84","84","244","114","7641","996","1479","309","6162","903","1208","269","4954","822","9334","1020","3122","570","2745","531","377","152","126","104","251","120","6212","642","1671","367","4541","506","1460","323","3081","451",
"5001400US2404","Congressional District 4 (114th Congress), Maryland","58635","2888","32854","1698","8892","715","7651","706","1241","243","161","89","1080","239","23962","1241","2897","441","21065","1097","3480","442","17585","1046","25781","1370","8432","679","7474","639","958","227","83","56","875","212","17349","917","3059","430","14290","880","3100","396","11190","797",
"5001400US2405","Congressional District 5 (114th Congress), Maryland","15324","1809","8059","1001","2637","478","2453","460","184","127","38","43","146","122","5422","768","1284","354","4138","623","1076","263","3062","525","7265","963","1969","454","1769","426","200","111","29","31","171","105","5296","631","1261","288","4035","569","1516","299","2519","482",
"5001400US2406","Congressional District 6 (114th Congress), Maryland","24927","2263","13228","1303","4192","651","3451","562","741","366","5","11","736","367","9036","917","1827","452","7209","704","1608","322","5601","640","11699","1223","3663","602","3139","538","524","195","28","24","496","198","8036","801","1532","285","6504","715","2104","366","4400","571",
"5001400US2407","Congressional District 7 (114th Congress), Maryland","8336","1189","4206","640","988","273","927","269","61","53","5","17","56","49","3218","527","1053","262","2165","459","598","229","1567","365","4130","709","1106","321","918","272","188","114","72","62","116","87","3024","527","1083","300","1941","415","559","231","1382","383",
"5001400US2408","Congressional District 8 (114th Congress), Maryland","51949","2853","28346","1577","8447","718","7189","687","1258","308","95","59","1163","297","19899","1212","2815","454","17084","1205","3159","475","13925","1159","23603","1507","7411","688","6694","677","717","187","80","53","637","185","16192","1001","2678","433","13514","912","3440","460","10074","893",
"5001400US2501","Congressional District 1 (114th Congress), Massachusetts","44183","2823","21146","1589","7203","787","6975","759","228","119","30","30","198","114","13943","1148","11755","928","2188","514","648","223","1540","478","23037","1533","6945","680","6732","681","213","114","68","68","145","80","16092","1032","13872","961","2220","457","1004","247","1216","360",
"5001400US2502","Congressional District 2 (114th Congress), Massachusetts","14255","1352","7321","889","2157","405","2053","388","104","67","21","25","83","62","5164","726","3421","684","1743","386","486","147","1257","342","6934","692","1508","306","1336","284","172","111","0","29","172","111","5426","578","3522","494","1904","354","589","172","1315","330",
"5001400US2503","Congressional District 3 (114th Congress), Massachusetts","70916","2809","35579","1742","11692","842","10430","787","1262","297","497","159","765","247","23887","1224","11991","1038","11896","1017","5042","502","6854","929","35337","1466","10708","758","9669","719","1039","295","400","245","639","224","24629","1101","11625","809","13004","924","7062","739","5942","589",
"5001400US2504","Congressional District 4 (114th Congress), Massachusetts","8941","1276","4740","656","1530","402","1395","391","135","107","19","22","116","103","3210","418","1902","368","1308","339","330","114","978","310","4201","778","1158","424","1077","363","81","90","24","35","57","83","3043","471","1662","314","1381","330","529","158","852","268",
"5001400US2505","Congressional District 5 (114th Congress), Massachusetts","17378","1617","8814","1065","2302","413","2024","392","278","122","42","41","236","113","6512","865","2096","445","4416","758","1784","467","2632","582","8564","786","2067","386","1817","367","250","93","56","42","194","95","6497","577","2106","310","4391","557","1618","342","2773","446",
"5001400US2506","Congressional District 6 (114th Congress), Massachusetts","27895","1858","13785","1141","4018","499","3204","424","814","210","129","78","685","188","9767","862","3145","572","6622","695","2191","399","4431","589","14110","977","4528","498","3988","440","540","165","181","78","359","140","9582","719","2998","415","6584","558","2779","397","3805","426",
"5001400US2507","Congressional District 7 (114th Congress), Massachusetts","51722","2377","24790","1412","6523","679","5666","643","857","240","82","57","775","225","18267","1157","7639","634","10628","933","4212","433","6416","747","26932","1319","6531","605","5879","591","652","163","170","89","482","144","20401","1020","8389","688","12012","863","5587","518","6425","627",
"5001400US2508","Congressional District 8 (114th Congress), Massachusetts","17968","1594","8831","908","2621","461","2346","434","275","141","90","93","185","94","6210","661","2768","412","3442","487","1582","310","1860","412","9137","982","2370","481","2120","442","250","122","36","30","214","119","6767","648","2838","363","3929","514","2121","378","1808","364",
"5001400US2509","Congressional District 9 (114th Congress), Massachusetts","21271","1392","10011","814","2666","431","2521","418","145","90","67","52","78","68","7345","661","4772","589","2573","423","879","238","1694","369","11260","829","3125","446","2821","407","304","191","97","80","207","167","8135","610","5553","524","2582","486","1186","280","1396","360",
"5001400US2601","Congressional District 1 (114th Congress), Michigan","1800","299","972","180","182","72","154","66","28","26","17","17","11","15","790","165","539","123","251","95","59","43","192","98","828","197","230","140","192","135","38","39","5","5","33","38","598","120","382","101","216","77","53","42","163","68",
"5001400US2602","Congressional District 2 (114th Congress), Michigan","15264","1560","8253","965","2922","575","2748","534","174","117","24","37","150","113","5331","602","2572","427","2759","402","683","203","2076","370","7011","804","2347","399","1980","388","367","196","44","57","323","188","4664","522","2425","371","2239","377","658","213","1581","310",
"5001400US2603","Congressional District 3 (114th Congress), Michigan","11559","1267","5982","735","2554","402","2377","390","177","77","64","57","113","63","3428","438","1175","220","2253","391","447","120","1806","361","5577","641","2106","390","1922","377","184","76","53","35","131","78","3471","403","1661","284","1810","290","444","137","1366","282",
"5001400US2604","Congressional District 4 (114th Congress), Michigan","2844","425","1359","250","415","137","337","132","78","55","12","18","66","52","944","165","605","126","339","111","85","57","254","90","1485","239","424","124","317","88","107","75","66","56","41","46","1061","177","840","151","221","79","103","51","118","61",
"5001400US2605","Congressional District 5 (114th Congress), Michigan","5576","677","2879","385","575","157","574","157","1","2","1","2","0","23","2304","311","2075","301","229","97","69","47","160","82","2697","417","923","228","923","228","0","23","0","23","0","23","1774","267","1645","256","129","57","72","45","57","39",
"5001400US2606","Congressional District 6 (114th Congress), Michigan","10315","977","6140","583","2064","296","1784","266","280","123","134","122","146","80","4076","416","1809","308","2267","353","536","159","1731","308","4175","559","1439","271","1331","264","108","56","29","32","79","55","2736","373","1426","286","1310","218","295","98","1015","189",
"5001400US2607","Congressional District 7 (114th Congress), Michigan","5641","767","2964","431","792","238","708","235","84","47","49","54","35","38","2172","283","1529","218","643","173","144","65","499","166","2677","436","735","220","703","215","32","28","15","24","17","15","1942","301","1327","228","615","216","112","63","503","205",
"5001400US2608","Congressional District 8 (114th Congress), Michigan","6813","792","3551","439","1050","251","961","232","89","47","20","25","69","41","2501","285","1810","238","691","178","225","110","466","147","3262","428","769","227","694","217","75","42","33","29","42","31","2493","299","1761","268","732","187","251","101","481","148",
"5001400US2609","Congressional District 9 (114th Congress), Michigan","3821","690","1975","343","774","231","755","232","19","24","19","24","0","23","1201","228","787","185","414","167","176","105","238","110","1846","462","453","205","439","205","14","16","14","16","0","23","1393","349","1115","305","278","126","112","62","166","98",
"5001400US2610","Congressional District 10 (114th Congress), Michigan","4082","771","2107","444","689","247","617","237","72","67","37","46","35","48","1418","269","720","170","698","210","117","75","581","182","1975","412","550","187","479","174","71","72","61","71","10","15","1425","279","747","181","678","215","220","148","458","170",
"5001400US2611","Congressional District 11 (114th Congress), Michigan","3871","721","1943","415","599","153","481","144","118","57","94","72","24","36","1344","344","683","168","661","287","195","91","466","283","1928","392","562","207","482","189","80","66","37","35","43","53","1366","292","668","188","698","186","339","121","359","154",
"5001400US2612","Congressional District 12 (114th Congress), Michigan","9246","990","4296","531","1262","253","1041","227","221","115","108","75","113","97","3034","400","1590","285","1444","277","580","166","864","197","4950","607","1610","336","1425","317","185","128","147","122","38","44","3340","385","2094","328","1246","285","414","164","832","200",
"5001400US2613","Congressional District 13 (114th Congress), Michigan","18282","1547","9427","839","3789","443","3510","441","279","117","20","25","259","110","5638","611","2310","384","3328","545","482","172","2846","513","8855","858","3441","492","3197","495","244","126","41","43","203","121","5414","503","2164","333","3250","407","610","149","2640","398",
"5001400US2614","Congressional District 14 (114th Congress), Michigan","8027","953","4088","531","1422","319","1207","279","215","146","109","100","106","74","2666","342","1485","240","1181","274","232","93","949","255","3939","541","1526","325","1485","320","41","38","16","19","25","30","2413","313","1343","247","1070","228","375","119","695","194",
"5001400US2701","Congressional District 1 (114th Congress), Minnesota","7089","841","3813","454","1357","250","1184","226","173","87","89","68","84","53","2456","295","851","181","1605","238","342","157","1263","205","3276","480","1308","299","1130","283","178","73","80","51","98","57","1968","259","762","171","1206","209","340","128","866","173",
"5001400US2702","Congressional District 2 (114th Congress), Minnesota","14661","1485","7745","815","2985","435","2649","432","336","161","50","44","286","155","4760","542","1484","276","3276","450","727","192","2549","422","6916","836","2658","436","2328","449","330","148","105","54","225","135","4258","486","1336","273","2922","449","834","200","2088","388",
"5001400US2703","Congressional District 3 (114th Congress), Minnesota","8367","1189","4661","644","1853","377","1517","332","336","152","116","100","220","122","2808","394","967","244","1841","342","440","159","1401","327","3706","649","1600","365","1291","355","309","119","196","87","113","71","2106","365","446","182","1660","330","406","110","1254","304",
"5001400US2704","Congressional District 4 (114th Congress), Minnesota","10178","1240","5273","710","1731","358","1474","347","257","142","21","20","236","140","3542","485","1202","213","2340","413","461","178","1879","403","4905","693","1828","401","1566","353","262","121","69","58","193","124","3077","393","1221","211","1856","345","398","110","1458","332",
"5001400US2705","Congressional District 5 (114th Congress), Minnesota","23337","1561","12161","905","4079","432","3426","403","653","189","142","73","511","192","8082","640","1703","278","6379","553","1075","215","5304","553","11176","998","4420","531","3595","451","825","254","173","91","652","244","6756","577","1634","275","5122","548","924","207","4198","518",
"5001400US2706","Congressional District 6 (114th Congress), Minnesota","5802","1158","3175","651","1233","366","928","326","305","118","81","48","224","119","1942","339","871","191","1071","254","288","132","783","267","2627","605","1227","375","884","302","343","183","257","156","86","80","1400","332","428","153","972","247","363","148","609","198",
"5001400US2707","Congressional District 7 (114th Congress), Minnesota","7754","863","4267","472","1638","249","1372","226","266","94","104","65","162","87","2629","281","1003","180","1626","217","411","119","1215","200","3487","471","1405","240","1254","218","151","76","102","67","49","35","2082","307","800","197","1282","226","276","103","1006","211",
"5001400US2708","Congressional District 8 (114th Congress), Minnesota","1675","225","1033","148","241","83","166","78","75","29","47","24","28","21","792","136","385","94","407","100","126","53","281","93","642","129","202","64","131","49","71","44","34","18","37","41","440","96","204","74","236","70","90","40","146","61",
"5001400US2801","Congressional District 1 (114th Congress), Mississippi","7214","980","4220","523","1283","296","1184","306","99","70","0","29","99","70","2937","396","1187","288","1750","337","265","119","1485","319","2994","604","985","272","921","271","64","54","31","47","33","26","2009","421","1008","382","1001","289","302","143","699","256",
"5001400US2802","Congressional District 2 (114th Congress), Mississippi","6430","1134","4263","804","861","197","725","176","136","68","73","37","63","51","3402","690","1179","259","2223","679","327","167","1896","653","2167","485","731","268","601","246","130","73","31","28","99","61","1436","297","454","156","982","247","191","119","791","219",
"5001400US2803","Congressional District 3 (114th Congress), Mississippi","4661","972","2830","601","476","204","377","193","99","64","37","42","62","55","2354","489","452","209","1902","428","501","265","1401","325","1831","465","577","220","523","206","54","46","0","29","54","46","1254","332","558","207","696","261","237","167","459","208",
"5001400US2804","Congressional District 4 (114th Congress), Mississippi","6781","916","4083","595","934","220","674","184","260","116","0","29","260","116","3149","493","1039","250","2110","464","346","178","1764","408","2698","453","939","306","811","275","128","97","0","29","128","97","1759","257","1061","220","698","184","182","106","516","146",
"5001400US2901","Congressional District 1 (114th Congress), Missouri","5775","1009","3137","558","1100","326","1074","329","26","26","7","16","19","20","2037","358","732","163","1305","332","214","104","1091","312","2638","549","864","281","790","276","74","47","20","25","54","48","1774","355","868","218","906","257","261","135","645","195",
"5001400US2902","Congressional District 2 (114th Congress), Missouri","3057","669","1436","326","635","201","476","186","159","75","122","58","37","47","801","241","308","101","493","201","150","91","343","183","1621","444","690","289","458","235","232","115","110","54","122","118","931","238","431","151","500","189","231","106","269","151",
"5001400US2903","Congressional District 3 (114th Congress), Missouri","5318","940","2897","572","1184","337","923","270","261","161","66","48","195","146","1713","336","524","187","1189","316","406","174","783","259","2421","496","1000","260","881","255","119","66","44","40","75","52","1421","315","551","191","870","304","353","198","517","210",
"5001400US2904","Congressional District 4 (114th Congress), Missouri","6392","846","3740","490","949","250","878","245","71","49","46","43","25","22","2791","389","1705","326","1086","195","243","101","843","174","2652","500","944","285","846","268","98","54","0","26","98","54","1708","308","844","231","864","243","189","82","675","210",
"5001400US2905","Congressional District 5 (114th Congress), Missouri","28348","1701","14158","913","4834","504","4328","504","506","173","90","81","416","148","9324","664","3557","390","5767","682","1169","255","4598","625","14190","1050","5342","663","4700","617","642","248","174","115","468","220","8848","596","4018","466","4830","474","1162","242","3668","411",
"5001400US2906","Congressional District 6 (114th Congress), Missouri","5638","899","2973","560","1098","315","1063","309","35","33","27","32","8","9","1875","395","751","190","1124","357","522","239","602","233","2665","458","913","271","869","275","44","42","28","38","16","20","1752","311","1137","252","615","187","245","104","370","151",
"5001400US2907","Congressional District 7 (114th Congress), Missouri","7031","1051","3908","572","1263","325","1168","308","95","70","0","26","95","70","2645","403","972","289","1673","308","273","140","1400","291","3123","572","1129","313","955","288","174","83","21","26","153","80","1994","364","726","226","1268","261","335","138","933","207",
"5001400US2908","Congressional District 8 (114th Congress), Missouri","2498","495","1366","283","518","151","462","151","56","38","10","14","46","31","848","212","343","106","505","158","136","73","369","130","1132","289","449","162","396","147","53","33","12","15","41","29","683","176","483","144","200","81","64","44","136","66",
