"GEO_ID","NAME","B05003F_001E","B05003F_001M","B05003F_002E","B05003F_002M","B05003F_003E","B05003F_003M","B05003F_004E","B05003F_004M","B05003F_005E","B05003F_005M","B05003F_006E","B05003F_006M","B05003F_007E","B05003F_007M","B05003F_008E","B05003F_008M","B05003F_009E","B05003F_009M","B05003F_010E","B05003F_010M","B05003F_011E","B05003F_011M","B05003F_012E","B05003F_012M","B05003F_013E","B05003F_013M","B05003F_014E","B05003F_014M","B05003F_015E","B05003F_015M","B05003F_016E","B05003F_016M","B05003F_017E","B05003F_017M","B05003F_018E","B05003F_018M","B05003F_019E","B05003F_019M","B05003F_020E","B05003F_020M","B05003F_021E","B05003F_021M","B05003F_022E","B05003F_022M","B05003F_023E","B05003F_023M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen",
"5001400US3000","Congressional District (at Large) (114th Congress), Montana","4945","671","2262","342","578","191","569","191","9","14","7","12","2","5","1684","286","1180","235","504","162","222","105","282","117","2683","476","992","264","961","262","31","25","19","20","12","14","1691","311","1362","258","329","129","197","121","132","66",
"5001400US3101","Congressional District 1 (114th Congress), Nebraska","7051","1104","3646","597","1175","267","1049","263","126","81","43","50","83","66","2471","419","826","204","1645","341","583","176","1062","255","3405","598","1191","282","1104","271","87","98","7","12","80","98","2214","382","820","190","1394","292","460","166","934","237",
"5001400US3102","Congressional District 2 (114th Congress), Nebraska","17398","1391","9380","871","3094","408","2707","392","387","158","12","16","375","158","6286","661","1958","346","4328","606","775","199","3553","579","8018","740","3234","457","2988","418","246","110","0","22","246","110","4784","423","1851","288","2933","318","710","178","2223","302",
"5001400US3103","Congressional District 3 (114th Congress), Nebraska","12626","1163","6807","632","2363","367","2240","367","123","80","14","19","109","74","4444","394","1842","302","2602","330","1128","217","1474","304","5819","652","2321","316","2132","298","189","78","52","38","137","69","3498","435","1324","254","2174","334","1035","217","1139","256",
"5001400US3201","Congressional District 1 (114th Congress), Nevada","102502","4090","52744","2092","17344","1157","15773","1124","1571","321","61","49","1510","315","35400","1480","10238","788","25162","1339","5741","573","19421","1272","49758","2501","16068","1111","14451","1037","1617","314","77","70","1540","304","33690","1706","10172","861","23518","1463","5945","750","17573","1351",
"5001400US3202","Congressional District 2 (114th Congress), Nevada","31719","2494","16225","1470","6006","771","5709","738","297","171","0","30","297","171","10219","887","3814","458","6405","754","1921","300","4484","678","15494","1298","5621","693","5346","691","275","161","5","9","270","160","9873","803","4028","595","5845","527","2271","345","3574","504",
"5001400US3203","Congressional District 3 (114th Congress), Nevada","24925","2302","12643","1233","3559","610","3165","577","394","200","132","140","262","153","9084","821","4879","564","4205","622","2086","457","2119","392","12282","1407","2934","549","2692","514","242","154","60","46","182","143","9348","1048","4944","681","4404","615","2615","455","1789","395",
"5001400US3204","Congressional District 4 (114th Congress), Nevada","66391","3582","33998","2095","11632","992","10606","924","1026","265","58","61","968","260","22366","1417","8752","813","13614","1005","3893","563","9721","836","32393","1807","11149","921","10547","902","602","194","115","94","487","156","21244","1201","8678","678","12566","973","4530","710","8036","738",
"5001400US3301","Congressional District 1 (114th Congress), New Hampshire","3898","706","2149","384","674","205","547","178","127","80","67","52","60","64","1475","287","819","244","656","218","206","120","450","193","1749","404","462","175","383","150","79","81","14","20","65","79","1287","294","548","178","739","203","303","143","436","179",
"5001400US3302","Congressional District 2 (114th Congress), New Hampshire","3907","733","2207","446","714","240","626","244","88","65","66","61","22","26","1493","289","814","203","679","181","201","82","478","168","1700","374","619","196","539","187","80","82","14","17","66","81","1081","264","622","185","459","151","234","105","225","103",
"5001400US3401","Congressional District 1 (114th Congress), New Jersey","49161","2552","25413","1411","7859","639","7446","616","413","214","55","57","358","196","17554","1041","9735","718","7819","1005","1751","388","6068","957","23748","1359","7576","718","7264","686","312","123","48","65","264","109","16172","812","10450","738","5722","606","1698","301","4024","532",
"5001400US3402","Congressional District 2 (114th Congress), New Jersey","37605","2723","19983","1625","5999","711","5405","656","594","237","122","82","472","206","13984","1216","7320","808","6664","818","1246","326","5418","720","17622","1361","5705","628","5094","575","611","208","94","66","517","192","11917","932","6630","757","5287","693","1410","294","3877","560",
"5001400US3403","Congressional District 3 (114th Congress), New Jersey","14092","1302","7566","737","1900","403","1716","368","184","106","55","72","129","80","5666","623","2615","358","3051","567","725","199","2326","532","6526","840","2048","465","1755","444","293","199","87","62","206","184","4478","502","2450","440","2028","391","1083","284","945","273",
"5001400US3404","Congressional District 4 (114th Congress), New Jersey","15785","2214","8299","1210","2284","482","2084","454","200","80","16","18","184","80","6015","887","1768","307","4247","828","911","299","3336","744","7486","1187","2327","524","2049","504","278","117","86","65","192","109","5159","764","1935","353","3224","626","716","226","2508","553",
"5001400US3405","Congressional District 5 (114th Congress), New Jersey","32414","2321","16226","1322","4239","625","3843","623","396","172","123","77","273","140","11987","1062","4014","573","7973","829","2919","434","5054","792","16188","1243","4460","584","4022","553","438","198","108","87","330","185","11728","933","4135","471","7593","804","3824","463","3769","585",
"5001400US3406","Congressional District 6 (114th Congress), New Jersey","27095","1792","13682","1188","3655","435","3242","448","413","176","45","43","368","177","10027","938","3883","521","6144","787","1901","291","4243","678","13413","869","3592","479","3296","460","296","121","91","62","205","102","9821","623","3511","389","6310","571","2600","424","3710","429",
"5001400US3407","Congressional District 7 (114th Congress), New Jersey","29823","2660","15697","1520","4800","692","4064","636","736","224","174","105","562","200","10897","1061","3169","486","7728","939","1845","378","5883","828","14126","1420","4805","623","4070","572","735","220","194","122","541","196","9321","1019","2825","477","6496","874","2205","355","4291","681",
"5001400US3408","Congressional District 8 (114th Congress), New Jersey","157016","4787","81646","3004","22938","1368","20229","1196","2709","470","311","159","2398","446","58708","2246","16137","1063","42571","1976","11650","951","30921","1786","75370","2311","19820","1108","17369","1036","2451","398","278","118","2173","368","55550","1875","17734","1010","37816","1519","13832","952","23984","1270",
"5001400US3409","Congressional District 9 (114th Congress), New Jersey","80146","3442","40179","1824","12536","830","11026","825","1510","302","323","119","1187","277","27643","1374","9156","873","18487","1157","7305","796","11182","1120","39967","1979","11654","1020","10184","903","1470","332","253","111","1217","308","28313","1345","9860","829","18453","985","9060","732","9393","855",
"5001400US3410","Congressional District 10 (114th Congress), New Jersey","54288","3131","27958","1778","8665","970","7828","884","837","286","134","70","703","277","19293","1280","7815","829","11478","995","4016","497","7462","970","26330","1778","7428","888","6694","868","734","208","179","114","555","205","18902","1190","8113","723","10789","898","4508","457","6281","688",
"5001400US3411","Congressional District 11 (114th Congress), New Jersey","11343","1382","5815","814","1609","333","1312","297","297","130","148","95","149","88","4206","742","1458","316","2748","632","897","243","1851","584","5528","732","1381","359","1207","322","174","91","68","57","106","60","4147","512","1693","330","2454","387","1385","272","1069","246",
"5001400US3412","Congressional District 12 (114th Congress), New Jersey","48339","2635","26727","1619","6603","693","5634","628","969","284","57","43","912","279","20124","1315","4900","641","15224","1209","2547","411","12677","1080","21612","1401","6841","621","5900","584","941","220","78","64","863","212","14771","981","4163","577","10608","825","2370","368","8238","749",
"5001400US3501","Congressional District 1 (114th Congress), New Mexico","105267","3623","52741","2275","15648","1208","14834","1192","814","326","50","55","764","321","37093","1674","27259","1485","9834","925","2246","393","7588","821","52526","2013","15653","946","14632","965","1021","361","72","68","949","357","36873","1501","27743","1407","9130","803","2289","399","6841","705",
"5001400US3502","Congressional District 2 (114th Congress), New Mexico","55432","2620","29238","1478","8390","836","7777","802","613","296","158","146","455","177","20848","955","15775","942","5073","546","1890","307","3183","424","26194","1406","6861","643","6538","615","323","173","23","21","300","167","19333","1037","14428","931","4905","459","1904","293","3001","399",
"5001400US3503","Congressional District 3 (114th Congress), New Mexico","69699","3161","35697","1775","9360","837","9115","817","245","114","15","24","230","113","26337","1302","21165","1219","5172","647","1176","224","3996","633","34002","1669","8898","739","8645","728","253","107","25","24","228","103","25104","1153","21213","1117","3891","578","1092","252","2799","494",
"5001400US3601","Congressional District 1 (114th Congress), New York","12942","1745","7089","1043","2407","484","2095","436","312","134","62","47","250","126","4682","770","1636","358","3046","589","765","257","2281","494","5853","879","1489","352","1273","308","216","123","31","34","185","115","4364","638","1456","297","2908","584","894","240","2014","507",
"5001400US3602","Congressional District 2 (114th Congress), New York","59028","3676","30582","2142","9478","960","8979","932","499","200","28","30","471","197","21104","1528","5747","634","15357","1312","4604","568","10753","1254","28446","1811","8536","837","7805","802","731","221","177","118","554","204","19910","1282","6500","645","13410","1091","4606","583","8804","998",
"5001400US3603","Congressional District 3 (114th Congress), New York","28686","2749","15054","1680","4635","663","4110","575","525","227","119","112","406","196","10419","1234","2872","489","7547","1079","2175","404","5372","962","13632","1416","3687","548","3446","517","241","130","32","40","209","121","9945","1091","2664","554","7281","920","2653","474","4628","681",
"5001400US3604","Congressional District 4 (114th Congress), New York","55554","2879","29232","1844","8011","751","7384","737","627","193","89","67","538","179","21221","1488","4693","632","16528","1190","4519","572","12009","1062","26322","1509","7412","719","6670","650","742","251","142","131","600","191","18910","1059","4646","427","14264","924","5273","547","8991","812",
"5001400US3605","Congressional District 5 (114th Congress), New York","103468","4309","50670","2163","12877","869","11322","797","1555","358","396","126","1159","323","37793","1710","10548","921","27245","1453","13724","750","13521","1145","52798","2477","12839","978","11217","885","1622","324","344","161","1278","299","39959","1845","11209","932","28750","1351","16436","980","12314","924",
"5001400US3606","Congressional District 6 (114th Congress), New York","50108","3482","23848","1896","6238","802","5858","782","380","109","39","33","341","103","17610","1365","6579","762","11031","1094","4913","612","6118","789","26260","1909","6716","925","6224","881","492","163","162","103","330","124","19544","1263","7084","662","12460","1019","7065","610","5395","731",
"5001400US3607","Congressional District 7 (114th Congress), New York","135190","4497","68773","2722","18732","1205","16878","1165","1854","291","561","227","1293","269","50041","1960","22884","1374","27157","1466","6981","604","20176","1387","66417","2361","16858","1007","15551","989","1307","268","320","174","987","241","49559","1861","23064","1376","26495","1318","10497","759","15998","1036",
"5001400US3608","Congressional District 8 (114th Congress), New York","52104","2960","24495","1596","7960","973","7619","959","341","137","49","44","292","126","16535","924","9129","776","7406","662","2984","386","4422","523","27609","1688","6870","705","6462","663","408","175","83","79","325","152","20739","1194","11399","906","9340","720","4167","445","5173","577",
"5001400US3609","Congressional District 9 (114th Congress), New York","41076","2817","19596","1550","5305","713","4829","698","476","142","76","66","400","140","14291","1067","6113","663","8178","855","2606","327","5572","754","21480","1583","5620","686","4888","653","732","237","232","136","500","190","15860","1160","7493","787","8367","842","3219","530","5148","658",
"5001400US3610","Congressional District 10 (114th Congress), New York","31872","2465","16216","1547","3938","682","3297","519","641","315","0","27","641","315","12278","1128","4549","650","7729","861","1604","318","6125","845","15656","1346","3867","537","3626","496","241","120","32","40","209","112","11789","1171","4737","799","7052","704","2601","523","4451","501",
"5001400US3611","Congressional District 11 (114th Congress), New York","31194","2162","15634","1182","4989","669","4671","640","318","135","97","64","221","128","10645","885","4342","526","6303","787","1439","286","4864","746","15560","1194","4584","498","4231","463","353","162","93","75","260","146","10976","894","5164","631","5812","662","1870","397","3942","546",
"5001400US3612","Congressional District 12 (114th Congress), New York","32427","2389","16038","1524","3400","617","2944","474","456","381","98","94","358","369","12638","1211","6526","767","6112","792","2703","534","3409","617","16389","1270","3600","689","3232","623","368","276","22","24","346","275","12789","1007","5808","726","6981","779","3816","651","3165","451",
"5001400US3613","Congressional District 13 (114th Congress), New York","242339","6724","114409","3614","30558","1514","26674","1416","3884","611","789","280","3095","553","83851","2928","32609","1704","51242","2651","18341","1482","32901","2074","127930","3873","29662","1506","26244","1385","3418","492","774","223","2644","450","98268","3043","38713","1875","59555","2345","29047","1535","30508","1919",
"5001400US3614","Congressional District 14 (114th Congress), New York","156218","5297","80567","3279","20617","1335","18778","1216","1839","329","246","136","1593","310","59950","2570","21699","1281","38251","1914","11205","975","27046","1555","75651","2625","19736","1155","17943","1100","1793","337","294","140","1499","282","55915","1952","22466","1218","33449","1498","12989","938","20460","1149",
"5001400US3615","Congressional District 15 (114th Congress), New York","327702","5585","154512","3209","51514","1392","46036","1343","5478","657","692","194","4786","639","102998","2529","43751","2069","59247","2476","17678","1054","41569","2222","173190","3162","49286","1469","44356","1522","4930","590","647","184","4283","587","123904","2310","55860","1852","68044","2266","26655","1209","41389","1988",
"5001400US3616","Congressional District 16 (114th Congress), New York","82328","3903","40464","2191","12386","963","11744","958","642","200","83","61","559","196","28078","1757","13427","1242","14651","1120","5574","786","9077","927","41864","2251","11246","946","10659","945","587","201","100","63","487","196","30618","1555","15150","1159","15468","1142","6749","730","8719","943",
"5001400US3617","Congressional District 17 (114th Congress), New York","73649","3559","39367","2113","10457","921","9221","810","1236","366","201","121","1035","327","28910","1539","5890","745","23020","1488","4436","510","18584","1355","34282","1954","10796","835","9457","817","1339","284","131","106","1208","278","23486","1307","5279","509","18207","1212","4784","453","13423","1095",
"5001400US3618","Congressional District 18 (114th Congress), New York","44870","2157","23604","1272","7707","647","6974","603","733","259","81","65","652","248","15897","956","7013","587","8884","902","2084","338","6800","892","21266","1105","6610","565","6090","523","520","182","45","41","475","176","14656","906","7483","686","7173","740","2241","365","4932","650",
"5001400US3619","Congressional District 19 (114th Congress), New York","11551","1049","6204","634","1466","269","1364","261","102","77","55","49","47","50","4738","484","2661","366","2077","337","573","128","1504","281","5347","599","1535","307","1426","301","109","64","36","33","73","55","3812","405","2124","294","1688","302","639","172","1049","206",
"5001400US3620","Congressional District 20 (114th Congress), New York","12651","1228","6473","735","1897","401","1597","282","300","222","86","66","214","214","4576","565","2633","410","1943","343","1026","295","917","264","6178","683","1680","363","1467","346","213","133","119","93","94","87","4498","449","2670","366","1828","303","1255","241","573","197",
"5001400US3621","Congressional District 21 (114th Congress), New York","6504","644","4467","439","520","134","447","121","73","63","11","13","62","61","3947","400","2520","238","1427","297","396","145","1031","260","2037","372","490","160","402","145","88","66","1","3","87","66","1547","268","925","179","622","165","209","91","413","146",
"5001400US3622","Congressional District 22 (114th Congress), New York","7052","710","3700","376","976","188","966","186","10","10","1","2","9","10","2724","279","1948","251","776","169","256","114","520","115","3352","490","834","228","763","203","71","67","19","37","52","57","2518","355","1787","307","731","184","366","132","365","128",
"5001400US3623","Congressional District 23 (114th Congress), New York","4707","540","2518","322","496","114","462","109","34","35","7","11","27","32","2022","273","1540","208","482","169","116","54","366","151","2189","319","526","126","499","124","27","24","5","8","22","23","1663","268","1296","222","367","145","158","62","209","125",
"5001400US3624","Congressional District 24 (114th Congress), New York","7332","657","3925","376","785","187","708","182","77","63","36","38","41","50","3140","349","2044","339","1096","303","443","115","653","266","3407","384","911","201","861","201","50","34","13","15","37","28","2496","312","1736","250","760","244","346","131","414","184",
"5001400US3625","Congressional District 25 (114th Congress), New York","16763","1626","8075","811","2652","432","2542","444","110","83","68","68","42","52","5423","523","4350","466","1073","224","484","139","589","166","8688","1014","3036","661","2872","657","164","85","123","70","41","45","5652","539","4684","484","968","209","537","130","431","152",
"5001400US3626","Congressional District 26 (114th Congress), New York","16608","1169","7894","611","2671","389","2597","379","74","69","56","63","18","26","5223","456","4534","507","689","244","370","179","319","129","8714","759","2707","428","2686","432","21","31","5","9","16","30","6007","439","5107","426","900","225","561","213","339","110",
"5001400US3627","Congressional District 27 (114th Congress), New York","5200","790","3409","610","780","239","742","239","38","41","13","16","25","36","2629","514","1496","277","1133","401","252","145","881","394","1791","372","430","138","382","136","48","36","34","32","14","23","1361","296","981","262","380","140","195","98","185","103",
"5001400US3701","Congressional District 1 (114th Congress), North Carolina","24548","1754","13604","1235","4484","613","3932","584","552","213","21","30","531","212","9120","897","1549","328","7571","867","678","252","6893","869","10944","899","4775","544","4252","478","523","214","29","43","494","208","6169","543","1047","221","5122","503","500","186","4622","464",
"5001400US3702","Congressional District 2 (114th Congress), North Carolina","25162","2198","13298","1244","5054","723","4635","630","419","218","33","35","386","213","8244","746","2779","380","5465","680","813","185","4652","662","11864","1078","4588","613","4143","584","445","177","30","33","415","177","7276","755","2811","436","4465","610","841","198","3624","549",
"5001400US3703","Congressional District 3 (114th Congress), North Carolina","18026","1856","10021","1092","2934","522","2466","454","468","206","87","78","381","165","7087","738","2416","416","4671","673","924","287","3747","721","8005","1012","3145","554","2828","510","317","160","19","21","298","158","4860","606","1761","350","3099","501","550","173","2549","468",
"5001400US3704","Congressional District 4 (114th Congress), North Carolina","27230","2297","14673","1310","4825","631","4111","595","714","273","82","68","632","268","9848","986","1880","363","7968","896","1001","266","6967","855","12557","1245","5254","739","4610","682","644","248","78","90","566","221","7303","709","2170","362","5133","629","528","174","4605","662",
"5001400US3705","Congressional District 5 (114th Congress), North Carolina","20284","2023","10981","1199","4388","646","3652","578","736","251","23","31","713","252","6593","757","1016","234","5577","707","827","263","4750","617","9303","1030","4171","627","3830","625","341","149","26","25","315","144","5132","554","887","241","4245","539","712","220","3533","471",
"5001400US3706","Congressional District 6 (114th Congress), North Carolina","19130","2289","9630","1076","3161","555","2951","547","210","89","76","59","134","67","6469","768","1315","309","5154","709","639","246","4515","655","9500","1432","3956","844","3674","810","282","145","27","34","255","134","5544","711","1268","303","4276","633","552","188","3724","607",
"5001400US3707","Congressional District 7 (114th Congress), North Carolina","29093","2069","16235","1163","5852","647","4981","597","871","309","102","139","769","267","10383","777","1388","309","8995","694","1519","347","7476","691","12858","1150","5317","635","4722","583","595","224","70","68","525","216","7541","701","1249","269","6292","679","805","229","5487","612",
"5001400US3708","Congressional District 8 (114th Congress), North Carolina","21395","2220","11875","1416","4327","656","3724","619","603","244","24","41","579","242","7548","916","1387","359","6161","752","897","260","5264","687","9520","978","3465","527","3149","525","316","124","63","54","253","114","6055","650","1433","313","4622","547","971","202","3651","518",
"5001400US3709","Congressional District 9 (114th Congress), North Carolina","14568","1886","7292","1128","2266","579","1959","520","307","165","37","38","270","159","5026","764","1069","279","3957","720","686","190","3271","695","7276","896","2527","399","2180","368","347","167","39","40","308","156","4749","595","1137","251","3612","562","969","209","2643","484",
"5001400US3710","Congressional District 10 (114th Congress), North Carolina","17247","1647","9136","896","3345","442","3013","419","332","191","0","29","332","191","5791","566","1147","288","4644","477","734","250","3910","452","8111","898","3230","534","2673","479","557","207","86","72","471","196","4881","514","899","221","3982","475","740","191","3242","431",
"5001400US3711","Congressional District 11 (114th Congress), North Carolina","13869","1680","7936","955","2863","544","2405","464","458","185","0","29","458","185","5073","586","1192","338","3881","511","473","165","3408","480","5933","971","2550","562","2267","543","283","130","60","69","223","114","3383","569","807","263","2576","486","460","191","2116","462",
"5001400US3712","Congressional District 12 (114th Congress), North Carolina","36790","2729","19752","1685","7266","804","6233","733","1033","263","7","15","1026","260","12486","1187","1730","330","10756","1145","740","220","10016","1127","17038","1466","6737","788","6129","774","608","188","0","29","608","188","10301","901","2058","406","8243","779","1183","321","7060","756",
"5001400US3713","Congressional District 13 (114th Congress), North Carolina","26523","1990","14150","1178","5572","700","5043","690","529","207","61","62","468","201","8578","840","1385","273","7193","851","991","297","6202","811","12373","1137","5422","776","4817","754","605","265","0","29","605","265","6951","585","1640","348","5311","601","680","233","4631","593",
"5001400US3800","Congressional District (at Large) (114th Congress), North Dakota","5113","599","2962","409","917","222","844","216","73","63","51","55","22","28","2045","316","1474","290","571","189","230","120","341","155","2151","349","654","181","565","161","89","74","48","54","41","56","1497","253","945","214","552","172","270","127","282","126",
"5001400US3901","Congressional District 1 (114th Congress), Ohio","5661","1099","2870","590","911","262","819","223","92","85","0","27","92","85","1959","466","510","166","1449","422","251","147","1198","416","2791","583","1129","341","1041","338","88","65","15","19","73","62","1662","321","707","194","955","243","95","72","860","231",
"5001400US3902","Congressional District 2 (114th Congress), Ohio","2864","607","1434","336","615","215","558","215","57","69","11","20","46","68","819","187","438","153","381","160","15","15","366","160","1430","352","575","197","524","200","51","53","8","13","43","50","855","224","553","210","302","115","63","53","239","114",
"5001400US3903","Congressional District 3 (114th Congress), Ohio","16403","1673","8965","964","3138","515","2611","438","527","219","80","66","447","211","5827","661","1805","370","4022","614","683","229","3339","570","7438","895","2907","527","2586","494","321","149","20","33","301","142","4531","553","1539","335","2992","443","622","161","2370","430",
"5001400US3904","Congressional District 4 (114th Congress), Ohio","6299","724","3268","456","854","185","807","182","47","25","6","9","41","23","2414","383","1633","265","781","241","101","55","680","231","3031","399","1051","198","956","191","95","54","24","32","71","44","1980","265","1444","244","536","169","112","54","424","164",
"5001400US3905","Congressional District 5 (114th Congress), Ohio","8835","747","4768","451","1155","200","1094","200","61","41","35","31","26","28","3613","393","2758","333","855","275","214","107","641","234","4067","449","1124","231","1030","228","94","72","18","23","76","67","2943","326","2459","300","484","164","215","137","269","109",
"5001400US3906","Congressional District 6 (114th Congress), Ohio","1584","339","1079","242","139","72","121","67","18","27","0","27","18","27","940","223","563","192","377","144","91","95","286","111","505","177","204","117","122","81","82","90","0","27","82","90","301","112","159","72","142","89","13","14","129","88",
"5001400US3907","Congressional District 7 (114th Congress), Ohio","3196","537","1915","406","553","188","482","184","71","55","14","20","57","54","1362","357","733","215","629","318","76","57","553","322","1281","265","377","115","284","108","93","66","22","20","71","64","904","223","648","209","256","104","73","38","183","99",
"5001400US3908","Congressional District 8 (114th Congress), Ohio","6142","976","3186","543","1177","305","1051","290","126","94","67","69","59","61","2009","373","584","169","1425","381","253","121","1172","382","2956","564","1320","363","1186","363","134","116","36","69","98","90","1636","309","725","208","911","228","230","93","681","210",
"5001400US3909","Congressional District 9 (114th Congress), Ohio","17589","1327","9137","729","2781","457","2671","449","110","75","14","23","96","70","6356","531","4935","470","1421","382","371","137","1050","345","8452","787","2384","422","2336","419","48","43","16","27","32","32","6068","531","5363","509","705","147","286","97","419","114",
"5001400US3910","Congressional District 10 (114th Congress), Ohio","4670","693","2406","410","823","224","710","222","113","66","13","22","100","62","1583","310","627","188","956","234","193","102","763","222","2264","395","850","197","786","195","64","59","15","25","49","54","1414","280","725","193","689","193","261","134","428","143",
"5001400US3911","Congressional District 11 (114th Congress), Ohio","6541","649","3354","438","1042","231","968","222","74","57","74","57","0","27","2312","324","1761","307","551","181","213","100","338","131","3187","359","975","193","888","186","87","52","72","57","15","17","2212","273","1768","247","444","138","178","89","266","101",
"5001400US3912","Congressional District 12 (114th Congress), Ohio","3795","842","2207","531","947","367","695","269","252","183","59","46","193","178","1260","301","518","138","742","276","78","57","664","254","1588","446","650","249","581","236","69","77","29","39","40","63","938","263","503","146","435","194","98","53","337","180",
"5001400US3913","Congressional District 13 (114th Congress), Ohio","3845","618","2199","331","463","172","454","170","9","11","2","4","7","11","1736","257","803","169","933","212","117","76","816","181","1646","376","697","222","688","222","9","15","9","15","0","27","949","238","731","206","218","116","32","34","186","110",
"5001400US3914","Congressional District 14 (114th Congress), Ohio","2758","520","1712","333","467","132","394","126","73","46","65","44","8","12","1245","261","582","179","663","217","177","107","486","198","1046","254","391","142","335","130","56","49","56","49","0","27","655","174","340","119","315","105","207","82","108","56",
"5001400US3915","Congressional District 15 (114th Congress), Ohio","3629","799","1782","383","524","223","471","212","53","69","14","24","39","64","1258","265","558","167","700","213","196","104","504","192","1847","534","848","371","813","366","35","31","35","31","0","27","999","286","354","111","645","246","370","157","275","181",
"5001400US3916","Congressional District 16 (114th Congress), Ohio","3012","697","1588","393","498","207","471","205","27","30","27","30","0","27","1090","270","675","188","415","196","149","104","266","167","1424","377","434","153","421","148","13","22","13","22","0","27","990","273","749","235","241","129","168","104","73","60",
"5001400US4001","Congressional District 1 (114th Congress), Oklahoma","22499","1238","12008","716","3984","334","3399","306","585","141","77","55","508","119","8024","506","2282","301","5742","442","918","191","4824","414","10491","675","3987","362","3503","343","484","109","19","34","465","104","6504","428","1988","231","4516","408","850","165","3666","373",
"5001400US4002","Congressional District 2 (114th Congress), Oklahoma","10669","813","6027","459","1916","243","1792","237","124","55","20","27","104","52","4111","311","1558","218","2553","315","468","115","2085","299","4642","471","1688","261","1537","245","151","68","6","7","145","68","2954","289","1455","183","1499","234","356","99","1143","205",
"5001400US4003","Congressional District 3 (114th Congress), Oklahoma","24179","1487","13220","850","3721","400","3241","369","480","123","74","65","406","110","9499","581","4238","425","5261","510","1334","234","3927","408","10959","801","4197","453","3793","433","404","160","16","14","388","161","6762","485","3088","310","3674","373","943","197","2731","357",
"5001400US4004","Congressional District 4 (114th Congress), Oklahoma","13516","1129","7434","654","2375","324","2236","321","139","83","27","25","112","79","5059","450","2930","374","2129","361","675","153","1454","328","6082","643","1839","331","1784","324","55","34","14","18","41","30","4243","436","2761","348","1482","269","555","139","927","221",
"5001400US4005","Congressional District 5 (114th Congress), Oklahoma","25864","1732","13964","1020","4652","568","3956","538","696","228","95","60","601","226","9312","676","2860","410","6452","582","1465","279","4987","480","11900","960","4855","587","4100","524","755","227","73","81","682","200","7045","547","2693","381","4352","363","907","174","3445","325",
"5001400US4101","Congressional District 1 (114th Congress), Oregon","41645","2593","21841","1472","7697","791","6630","732","1067","407","65","94","1002","406","14144","990","3483","533","10661","927","2023","398","8638","871","19804","1352","8131","833","7182","803","949","270","45","56","904","267","11673","727","3232","398","8441","695","1505","305","6936","658",
