"GEO_ID","NAME","B05003H_001E","B05003H_001M","B05003H_002E","B05003H_002M","B05003H_003E","B05003H_003M","B05003H_004E","B05003H_004M","B05003H_005E","B05003H_005M","B05003H_006E","B05003H_006M","B05003H_007E","B05003H_007M","B05003H_008E","B05003H_008M","B05003H_009E","B05003H_009M","B05003H_010E","B05003H_010M","B05003H_011E","B05003H_011M","B05003H_012E","B05003H_012M","B05003H_013E","B05003H_013M","B05003H_014E","B05003H_014M","B05003H_015E","B05003H_015M","B05003H_016E","B05003H_016M","B05003H_017E","B05003H_017M","B05003H_018E","B05003H_018M","B05003H_019E","B05003H_019M","B05003H_020E","B05003H_020M","B05003H_021E","B05003H_021M","B05003H_022E","B05003H_022M","B05003H_023E","B05003H_023M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen",
"5001400US0101","Congressional District 1 (114th Congress), Alabama","453414","460","221281","269","48566","117","48412","162","154","132","79","64","75","119","172715","223","170176","417","2539","355","1382","250","1157","279","232133","304","46613","165","46464","201","149","117","46","36","103","110","185520","203","183171","449","2349","388","1376","229","973","275",
"5001400US0102","Congressional District 2 (114th Congress), Alabama","432195","1080","212286","640","45069","392","44888","391","181","98","36","28","145","99","167217","467","165942","496","1275","217","665","154","610","182","219909","706","42728","336","42662","336","66","47","13","16","53","45","177181","564","174875","626","2306","279","1481","236","825","167",
"5001400US0103","Congressional District 3 (114th Congress), Alabama","477849","1105","234982","661","50997","394","50875","383","122","104","82","79","40","43","183985","465","182448","613","1537","401","690","195","847","319","242867","719","47641","372","47550","375","91","66","36","32","55","57","195226","567","192756","653","2470","431","1266","238","1204","369",
"5001400US0104","Congressional District 4 (114th Congress), Alabama","576373","1555","281280","1082","62952","469","62783","478","169","116","160","115","9","14","218328","844","217443","893","885","209","415","109","470","183","295093","806","59392","378","59206","380","186","103","52","42","134","89","235701","718","234351","732","1350","268","738","186","612","186",
"5001400US0105","Congressional District 5 (114th Congress), Alabama","512427","200","252048","149","54241","73","54041","114","200","97","80","55","120","82","197807","115","195751","292","2056","276","1312","189","744","185","260379","106","51854","58","51778","70","76","37","27","28","49","34","208525","80","205596","378","2929","370","1946","290","983","209",
"5001400US0106","Congressional District 6 (114th Congress), Alabama","535428","1941","259548","1131","59078","531","58827","532","251","108","222","103","29","34","200470","921","198637","922","1833","264","1246","240","587","150","275880","1311","57259","538","57017","530","242","104","154","88","88","56","218621","1056","216485","1084","2136","283","1260","209","876","187",
"5001400US0107","Congressional District 7 (114th Congress), Alabama","218902","2360","106587","1359","17275","633","17196","621","79","73","11","18","68","72","89312","1135","88249","1098","1063","220","363","123","700","193","112315","1467","16192","573","16123","578","69","66","33","48","36","34","96123","1206","95215","1214","908","186","301","115","607","153",
"5001400US0200","Congressional District (at Large) (114th Congress), Alaska","458284","283","243270","190","49685","134","49056","255","629","234","242","138","387","196","193585","164","188639","585","4946","550","2801","400","2145","368","215014","227","46636","143","46331","217","305","123","144","88","161","92","168378","167","162006","655","6372","651","3574","395","2798","437",
"5001400US0401","Congressional District 1 (114th Congress), Arizona","366725","2949","184195","1776","33698","1102","33614","1094","84","71","59","68","25","20","150497","1522","145571","1495","4926","575","2468","331","2458","429","182530","1791","32943","972","32863","969","80","51","31","43","49","34","149587","1582","144211","1622","5376","484","2848","362","2528","363",
"5001400US0402","Congressional District 2 (114th Congress), Arizona","451465","2616","221572","1562","34925","755","34602","711","323","158","70","52","253","152","186647","1412","179518","1370","7129","546","4795","433","2334","335","229893","1809","33451","753","32978","766","473","183","278","154","195","100","196442","1498","186520","1469","9922","665","6235","465","3687","468",
"5001400US0403","Congressional District 3 (114th Congress), Arizona","201701","3989","104129","2277","16768","998","16631","993","137","73","31","32","106","68","87361","1802","84107","1756","3254","359","1753","290","1501","239","97572","2462","15408","1056","15315","1040","93","60","25","31","68","51","82164","1977","78460","1968","3704","483","2030","315","1674","317",
"5001400US0404","Congressional District 4 (114th Congress), Arizona","543334","3091","270990","1944","47700","1146","47647","1141","53","56","0","30","53","56","223290","1477","215222","1723","8068","746","3616","433","4452","573","272344","1914","44149","1073","43851","1122","298","182","31","40","267","175","228195","1464","217963","1611","10232","836","5362","663","4870","552",
"5001400US0405","Congressional District 5 (114th Congress), Arizona","534442","4334","261301","3138","64650","1459","64178","1517","472","242","62","53","410","232","196651","2555","187728","2693","8923","692","4180","418","4743","625","273141","2809","60276","1739","59937","1768","339","133","175","87","164","112","212865","2077","202547","2247","10318","893","5030","490","5288","653",
"5001400US0406","Congressional District 6 (114th Congress), Arizona","544277","4627","265446","2781","48623","1575","47669","1525","954","377","454","193","500","297","216823","2092","200752","2091","16071","1107","9927","771","6144","659","278831","3113","46349","1579","45573","1547","776","219","465","168","311","137","232482","2607","214205","2747","18277","999","11155","679","7122","663",
"5001400US0407","Congressional District 7 (114th Congress), Arizona","150931","3614","76903","2091","11113","878","10745","840","368","299","218","303","150","78","65790","1730","62294","1676","3496","512","1901","365","1595","371","74028","2184","10096","781","9849","744","247","159","110","131","137","81","63932","1784","60087","1649","3845","525","1960","395","1885","338",
"5001400US0408","Congressional District 8 (114th Congress), Arizona","521099","3918","248860","2713","51184","1436","50764","1415","420","193","213","153","207","116","197676","2337","188211","2256","9465","872","5673","619","3792","534","272239","2634","49863","1489","49588","1497","275","114","85","72","190","92","222376","2082","210333","1893","12043","847","7715","639","4328","555",
"5001400US0409","Congressional District 9 (114th Congress), Arizona","420879","3463","212622","2560","32250","1095","31733","1092","517","148","36","34","481","147","180372","2287","172508","2398","7864","733","4128","424","3736","520","208257","2514","31409","1281","30878","1279","531","253","100","80","431","255","176848","2125","168331","2219","8517","652","4850","506","3667","443",
"5001400US0501","Congressional District 1 (114th Congress), Arkansas","557892","493","275647","399","61437","211","61284","239","153","113","68","78","85","76","214210","302","212794","395","1416","280","686","183","730","207","282245","267","57803","188","57732","195","71","65","58","61","13","23","224442","150","222936","253","1506","237","874","195","632","133",
"5001400US0502","Congressional District 2 (114th Congress), Arkansas","519403","185","253727","117","54574","62","54298","228","276","218","30","38","246","215","199153","97","196913","489","2240","476","932","197","1308","426","265676","116","52198","60","51984","204","214","194","73","56","141","187","213478","96","210849","381","2629","374","1372","223","1257","263",
"5001400US0503","Congressional District 3 (114th Congress), Arkansas","576920","1723","282647","997","63774","590","63617","622","157","123","91","111","66","45","218873","644","216513","791","2360","429","1102","242","1258","309","294273","889","61269","418","61102","414","167","79","32","31","135","81","233004","598","229857","767","3147","461","1546","306","1601","348",
"5001400US0504","Congressional District 4 (114th Congress), Arkansas","523976","1621","258081","964","56126","568","56092","568","34","26","20","21","14","16","201955","637","200689","674","1266","257","733","195","533","169","265895","860","51669","398","51619","403","50","39","24","25","26","33","214226","613","212257","731","1969","317","1269","238","700","174",
"5001400US0601","Congressional District 1 (114th Congress), California","549578","1367","271595","1023","49176","491","48976","508","200","120","20","32","180","114","222419","840","217000","1088","5419","560","3568","436","1851","307","277983","839","46586","446","46453","452","133","77","28","34","105","69","231397","653","224707","995","6690","681","4415","473","2275","441",
"5001400US0602","Congressional District 2 (114th Congress), California","511821","1815","250733","1144","43061","608","42713","625","348","120","70","39","278","112","207672","973","195000","1374","12672","753","7860","589","4812","459","261088","1180","41279","498","40775","543","504","179","164","96","340","147","219809","1001","205042","1262","14767","801","9622","633","5145","493",
"5001400US0603","Congressional District 3 (114th Congress), California","352047","2097","174668","1288","33486","622","33074","630","412","131","56","46","356","127","141182","1144","135351","1109","5831","457","3481","391","2350","243","177379","1481","30796","639","30331","662","465","209","26","26","439","207","146583","1184","139127","1174","7456","590","4891","469","2565","329",
"5001400US0604","Congressional District 4 (114th Congress), California","549380","1666","272594","1237","53450","701","53022","710","428","162","123","76","305","133","219144","936","210458","1126","8686","654","5663","509","3023","384","276786","988","50693","528","50335","552","358","130","103","61","255","107","226093","851","214979","1131","11114","791","8004","706","3110","371",
"5001400US0605","Congressional District 5 (114th Congress), California","370158","2712","178392","1816","27867","774","27587","789","280","116","74","50","206","111","150525","1489","142195","1600","8330","702","4807","449","3523","597","191766","1680","26781","708","26589","710","192","89","55","50","137","73","164985","1432","154945","1716","10040","729","6615","573","3425","503",
"5001400US0606","Congressional District 6 (114th Congress), California","275536","2907","133687","1858","22673","959","20969","991","1704","339","540","205","1164","299","111014","1665","98484","1644","12530","831","6704","579","5826","691","141849","1846","21508","889","19704","880","1804","371","600","241","1204","333","120341","1461","105161","1658","15180","791","9264","611","5916","632",
"5001400US0607","Congressional District 7 (114th Congress), California","399883","3018","194823","1839","40089","938","38476","1006","1613","290","544","186","1069","233","154734","1575","141399","1656","13335","854","7951","626","5384","548","205060","1844","37746","838","36578","853","1168","245","413","133","755","206","167314","1491","151277","1510","16037","948","10364","714","5673","646",
"5001400US0608","Congressional District 8 (114th Congress), California","345048","3743","173902","1971","35416","969","35242","969","174","104","27","27","147","100","138486","1761","133314","1851","5172","682","2951","479","2221","514","171146","2505","32105","1185","31975","1185","130","86","15","18","115","82","139041","1865","133502","1843","5539","564","3056","431","2483","383",
"5001400US0609","Congressional District 9 (114th Congress), California","259310","3308","127171","2041","24862","1068","24610","1066","252","149","109","92","143","120","102309","1533","97848","1536","4461","563","2993","388","1468","451","132139","1919","23744","999","23678","991","66","57","60","53","6","10","108395","1352","102735","1362","5660","563","3662","391","1998","399",
"5001400US0610","Congressional District 10 (114th Congress), California","322702","1953","157255","1284","33248","689","32716","706","532","208","117","66","415","185","124007","1040","115341","1259","8666","718","5765","594","2901","399","165447","1163","31112","576","30618","546","494","188","60","47","434","180","134335","889","124152","961","10183","778","7038","673","3145","506",
"5001400US0611","Congressional District 11 (114th Congress), California","345343","2701","167974","1694","29792","786","28979","818","813","222","312","128","501","208","138182","1219","123835","1340","14347","911","9181","660","5166","598","177369","1532","29006","698","28329","738","677","156","233","104","444","137","148363","1219","131897","1598","16466","871","11484","760","4982","434",
"5001400US0612","Congressional District 12 (114th Congress), California","314302","1263","169455","925","14312","271","13971","311","341","142","55","45","286","129","155143","824","130860","1299","24283","1082","12660","859","11623","713","144847","783","13668","323","13273","353","395","158","113","103","282","128","131179","660","109724","1041","21455","946","12953","811","8502","574",
"5001400US0613","Congressional District 13 (114th Congress), California","247140","2729","122841","1886","16399","746","16072","734","327","141","95","64","232","131","106442","1529","93936","1497","12506","827","6400","552","6106","583","124299","1494","15749","565","15493","547","256","106","96","53","160","98","108550","1401","97137","1447","11413","686","6706","494","4707","478",
"5001400US0614","Congressional District 14 (114th Congress), California","259952","1745","130435","1163","20644","531","19821","522","823","223","282","119","541","172","109791","977","92066","1221","17725","864","11896","765","5829","534","129517","1110","19373","527","18684","560","689","189","117","64","572","172","110144","995","92120","1231","18024","929","12293","693","5731","544",
"5001400US0615","Congressional District 15 (114th Congress), California","259920","2684","128796","1701","23639","838","23233","863","406","145","179","92","227","107","105157","1378","94549","1540","10608","801","7181","545","3427","500","131124","1618","22716","810","22056","793","660","229","189","92","471","214","108408","1287","96239","1292","12169","712","8532","550","3637","488",
"5001400US0616","Congressional District 16 (114th Congress), California","171181","2083","82681","1252","15361","593","15285","598","76","81","19","31","57","73","67320","913","64028","911","3292","400","2263","313","1029","246","88500","1237","14808","552","14641","557","167","162","143","158","24","22","73692","995","69734","1021","3958","475","2683","379","1275","276",
"5001400US0617","Congressional District 17 (114th Congress), California","188278","2452","96521","1491","13809","832","12673","816","1136","233","197","111","939","225","82712","1368","68686","1365","14026","809","7706","586","6320","620","91757","1578","12974","665","11767","632","1207","267","238","106","969","257","78783","1266","64993","1170","13790","810","8585","602","5205","516",
"5001400US0618","Congressional District 18 (114th Congress), California","408403","3147","206737","2035","38597","958","37153","956","1444","256","300","113","1144","231","168140","1731","142574","1864","25566","1109","14274","718","11292","814","201666","2146","36391","969","34699","1001","1692","314","280","106","1412","270","165275","1683","139296","1714","25979","989","16249","794","9730","650",
"5001400US0619","Congressional District 19 (114th Congress), California","189650","2650","95450","1760","14373","724","14138","701","235","123","76","83","159","88","81077","1416","71822","1508","9255","590","6115","453","3140","322","94200","1525","14097","704","13727","682","370","139","158","100","212","96","80103","1177","70534","1295","9569","630","5975","497","3594","390",
"5001400US0620","Congressional District 20 (114th Congress), California","275076","1234","135536","781","20151","336","19725","369","426","172","87","96","339","150","115385","657","108238","839","7147","621","4431","493","2716","368","139540","747","18760","375","18364","435","396","155","144","99","252","114","120780","666","111798","906","8982","608","5408","502","3574","404",
"5001400US0621","Congressional District 21 (114th Congress), California","133017","2003","71064","1257","12188","561","12078","554","110","92","26","28","84","88","58876","1009","56598","994","2278","353","1407","289","871","200","61953","1142","11861","726","11592","727","269","157","87","87","182","123","50092","759","48118","740","1974","278","1206","227","768","190",
"5001400US0622","Congressional District 22 (114th Congress), California","298937","2838","143778","1617","29927","773","29640","769","287","176","111","73","176","156","113851","1199","107067","1245","6784","711","4475","564","2309","395","155159","1597","28903","768","28443","781","460","242","236","165","224","176","126256","1233","118971","1350","7285","711","4850","567","2435","361",
"5001400US0623","Congressional District 23 (114th Congress), California","348038","2782","173347","1531","36692","777","36500","792","192","87","55","47","137","74","136655","1217","133183","1279","3472","410","1911","304","1561","281","174691","1710","34044","931","33819","909","225","120","75","68","150","98","140647","1302","136605","1429","4042","481","2370","383","1672","282",
"5001400US0624","Congressional District 24 (114th Congress), California","401049","639","197906","419","29147","174","28946","227","201","134","32","32","169","135","168759","350","159785","740","8974","673","5157","563","3817","384","203143","433","27625","190","27439","214","186","102","33","21","153","102","175518","365","164813","738","10705","651","6943","525","3762","461",
"5001400US0625","Congressional District 25 (114th Congress), California","314224","3694","157883","2381","32834","1148","32470","1153","364","143","135","73","229","118","125049","1994","114869","1937","10180","717","7295","592","2885","380","156341","2261","30341","1313","30067","1289","274","103","67","48","207","92","126000","1654","114656","1472","11344","776","8178","701","3166","359",
"5001400US0626","Congressional District 26 (114th Congress), California","319870","1526","156730","1163","28751","528","28202","565","549","177","216","129","333","140","127979","979","119033","1095","8946","683","6432","662","2514","354","163140","956","27576","644","27220","646","356","127","100","59","256","117","135564","811","125333","1009","10231","692","7423","617","2808","339",
"5001400US0627","Congressional District 27 (114th Congress), California","205031","2598","101083","1725","16303","774","15905","783","398","156","132","74","266","144","84780","1492","74190","1556","10590","723","6919","552","3671","486","103948","1849","15269","826","15104","839","165","119","17","24","148","116","88679","1551","77617","1496","11062","673","7784","551","3278","407",
"5001400US0628","Congressional District 28 (114th Congress), California","393033","3810","201560","2628","25741","1011","22473","934","3268","540","1018","275","2250","419","175819","2378","114440","2271","61379","1795","40720","1318","20659","1260","191473","2339","24377","1025","21833","1059","2544","402","846","211","1698","354","167096","2042","95182","1888","71914","1602","50272","1482","21642","1187",
"5001400US0629","Congressional District 29 (114th Congress), California","130669","2713","66394","1631","8513","669","7759","640","754","203","175","91","579","171","57881","1362","40471","1097","17410","924","11887","706","5523","565","64275","1469","8285","691","7743","679","542","168","123","77","419","158","55990","1220","36926","1200","19064","921","13748","764","5316","467",
"5001400US0630","Congressional District 30 (114th Congress), California","375777","3498","185578","2329","29554","1136","28449","1098","1105","269","224","84","881","262","156024","2172","117067","2192","38957","1383","28669","1153","10288","755","190199","2452","29226","1083","27941","1102","1285","349","513","190","772","266","160973","2028","118539","1922","42434","1775","33196","1430","9238","841",
"5001400US0631","Congressional District 31 (114th Congress), California","202564","3601","100664","1895","18185","856","17850","872","335","162","52","45","283","154","82479","1576","75649","1555","6830","895","3945","613","2885","590","101900","2290","16852","966","16698","974","154","97","41","51","113","84","85048","1726","78398","1575","6650","802","4386","571","2264","552",
"5001400US0632","Congressional District 32 (114th Congress), California","122655","2499","60123","1685","8969","699","8837","682","132","71","37","34","95","63","51154","1489","46276","1411","4878","576","3530","449","1348","259","62532","1580","8288","690","8050","686","238","107","122","88","116","72","54244","1282","49330","1296","4914","530","3670","405","1244","278",
"5001400US0633","Congressional District 33 (114th Congress), California","477115","4288","235554","2763","38913","1160","37924","1126","989","245","144","85","845","224","196641","2569","163972","2445","32669","1148","22241","1011","10428","834","241561","2988","39019","1363","37503","1315","1516","439","342","190","1174","358","202542","2504","165136","2636","37406","1430","25818","1243","11588","786",
"5001400US0634","Congressional District 34 (114th Congress), California","70156","1955","39553","1319","3343","388","3271","385","72","65","36","41","36","50","36210","1240","31642","1150","4568","491","2212","326","2356","331","30603","1110","2663","343","2631","340","32","41","9","20","23","38","27940","1013","23978","962","3962","402","1959","306","2003","279",
"5001400US0635","Congressional District 35 (114th Congress), California","108319","2696","53604","1567","7982","786","7840","764","142","130","19","21","123","136","45622","1246","42446","1240","3176","418","2137","338","1039","250","54715","1755","8398","812","8229","791","169","127","19","23","150","120","46317","1512","43141","1453","3176","414","2113","334","1063","233",
"5001400US0636","Congressional District 36 (114th Congress), California","305991","3351","151466","1969","18584","853","18510","852","74","62","20","22","54","57","132882","1824","123161","1867","9721","643","5391","564","4330","412","154525","2075","17224","987","17179","994","45","35","31","28","14","15","137301","1730","126151","1757","11150","736","6155","539","4995","526",
"5001400US0637","Congressional District 37 (114th Congress), California","176758","2851","89671","2034","11527","803","11312","799","215","97","56","41","159","87","78144","1752","63849","1603","14295","992","8815","721","5480","624","87087","1843","10945","729","10551","701","394","178","70","47","324","170","76142","1620","59964","1464","16178","1081","10825","782","5353","664",
"5001400US0638","Congressional District 38 (114th Congress), California","128184","2449","62852","1604","8575","630","8388","616","187","100","0","29","187","100","54277","1431","49723","1410","4554","442","3323","318","1231","242","65332","1730","7752","592","7677","579","75","60","22","28","53","52","57580","1480","52199","1399","5381","472","4066","401","1315","205",
"5001400US0639","Congressional District 39 (114th Congress), California","233085","3058","116603","2109","20396","982","20237","977","159","87","24","31","135","83","96207","1811","88357","1916","7850","650","5556","534","2294","338","116482","1955","17772","1028","17509","1029","263","166","22","25","241","168","98710","1595","90332","1564","8378","640","5873","547","2505","366",
"5001400US0640","Congressional District 40 (114th Congress), California","35215","1532","17928","946","2476","415","2209","384","267","148","60","55","207","125","15452","773","13365","758","2087","293","1464","222","623","168","17287","1017","1960","373","1853","362","107","102","6","19","101","97","15327","810","13332","713","1995","372","1507","328","488","160",
"5001400US0641","Congressional District 41 (114th Congress), California","178275","3807","87990","2161","14966","899","14855","881","111","98","68","80","43","57","73024","1738","68677","1669","4347","592","2556","396","1791","388","90285","2042","13997","1095","13941","1101","56","52","5","8","51","49","76288","1464","71257","1427","5031","676","3395","602","1636","284",
"5001400US0642","Congressional District 42 (114th Congress), California","336159","3751","167105","2378","38813","1138","38599","1140","214","111","108","85","106","74","128292","1878","120915","2026","7377","687","5299","587","2078","327","169054","2236","36991","1287","36621","1298","370","160","104","82","266","168","132063","1864","123427","1754","8636","785","5856","758","2780","397",
"5001400US0643","Congressional District 43 (114th Congress), California","103945","2264","52417","1470","7033","602","6894","586","139","88","47","55","92","70","45384","1315","40655","1245","4729","442","3145","323","1584","270","51528","1526","6261","618","6098","591","163","88","25","29","138","82","45267","1355","39415","1201","5852","538","3733","423","2119","302",
"5001400US0644","Congressional District 44 (114th Congress), California","48516","1779","24477","1047","3316","461","3261","453","55","47","24","38","31","32","21161","880","19086","808","2075","298","1449","248","626","150","24039","996","2639","378","2589","373","50","41","9","15","41","38","21400","909","19057","865","2343","288","1739","265","604","142",
"5001400US0645","Congressional District 45 (114th Congress), California","394662","3560","194543","2463","37634","1181","36421","1210","1213","242","464","166","749","186","156909","2084","134960","2045","21949","1143","14405","971","7544","652","200119","2328","36531","1148","35230","1126","1301","373","463","197","838","320","163588","1742","140374","1902","23214","1089","16908","958","6306","621",
"5001400US0646","Congressional District 46 (114th Congress), California","131737","2607","65485","1649","7535","625","7420","619","115","89","36","49","79","77","57950","1422","53216","1473","4734","466","3219","396","1515","241","66252","1673","7431","602","7293","601","138","80","33","36","105","78","58821","1572","53343","1464","5478","605","3330","459","2148","385",
"5001400US0647","Congressional District 47 (114th Congress), California","232486","3107","115271","2118","15420","875","15226","892","194","92","55","38","139","79","99851","1828","91704","1795","8147","714","5425","623","2722","426","117215","1838","15587","887","15393","874","194","161","25","25","169","157","101628","1592","93448","1585","8180","703","5059","565","3121","403",
"5001400US0648","Congressional District 48 (114th Congress), California","407133","3159","202397","2000","34631","1093","34250","1095","381","143","79","52","302","134","167766","1941","151839","1992","15927","896","10910","758","5017","545","204736","2175","31408","998","30955","1003","453","156","165","86","288","133","173328","1780","156092","1909","17236","1044","12526","833","4710","575",
"5001400US0649","Congressional District 49 (114th Congress), California","438415","4261","224924","2728","42489","1463","41675","1386","814","267","168","104","646","250","182435","2397","169396","2516","13039","887","8197","648","4842","551","213491","2823","40747","1493","39760","1509","987","334","311","159","676","297","172744","2167","158276","2091","14468","1022","9252","752","5216","486",
"5001400US0650","Congressional District 50 (114th Congress), California","420934","4150","207934","2479","41562","1674","40241","1656","1321","353","105","75","1216","331","166372","1984","151953","2042","14419","1105","7278","641","7141","818","213000","3051","39547","1526","38386","1457","1161","384","162","96","999","366","173453","2425","156353","2477","17100","1062","9107","756","7993","862",
"5001400US0651","Congressional District 51 (114th Congress), California","98810","2089","55020","1351","6639","616","6542","602","97","61","44","33","53","51","48381","1194","46275","1202","2106","334","1283","228","823","216","43790","1177","5606","452","5553","445","53","45","0","29","53","45","38184","1048","35769","999","2415","333","1333","231","1082","208",
"5001400US0652","Congressional District 52 (114th Congress), California","434927","4093","222993","2625","36474","1287","35319","1294","1155","298","296","122","859","273","186519","2279","166681","2133","19838","1293","11277","791","8561","903","211934","2655","34059","1111","33300","1083","759","175","245","92","514","151","177875","2279","156558","2090","21317","1382","13538","1040","7779","729",
"5001400US0653","Congressional District 53 (114th Congress), California","305207","3989","155317","2296","20221","1107","19259","1043","962","290","246","129","716","247","135096","1901","122409","1943","12687","954","6747","645","5940","760","149890","2702","18939","1104","17982","1057","957","258","213","119","744","237","130951","2157","117490","2032","13461","959","7542","666","5919","692",
"5001400US0801","Congressional District 1 (114th Congress), Colorado","431025","1426","214521","1044","31592","532","31081","558","511","189","164","103","347","148","182929","823","174732","953","8197","656","4126","458","4071","476","216504","1026","29429","575","29005","656","424","204","30","33","394","202","187075","886","177815","979","9260","651","5618","582","3642","438",
"5001400US0802","Congressional District 2 (114th Congress), Colorado","622297","1932","313134","1151","58486","713","57905","716","581","187","180","94","401","157","254648","948","246166","1217","8482","626","4622","419","3860","497","309163","1437","55544","771","55117","766","427","153","151","85","276","120","253619","1040","244595","1237","9024","736","5332","545","3692","448",
"5001400US0803","Congressional District 3 (114th Congress), Colorado","515370","788","259225","554","50619","329","50509","317","110","57","38","31","72","44","208606","510","204925","685","3681","408","1872","305","1809","298","256145","510","47407","282","47243","303","164","89","48","36","116","82","208738","447","203377","701","5361","549","2922","350","2439","365",
"5001400US0804","Congressional District 4 (114th Congress), Colorado","540435","1939","269571","1446","64198","953","63613","1002","585","230","115","91","470","191","205373","1022","200924","1078","4449","436","2498","334","1951","307","270864","1269","61084","719","60600","738","484","156","61","38","423","149","209780","958","204308","972","5472","455","3126","365","2346","352",
"5001400US0805","Congressional District 5 (114th Congress), Colorado","538979","895","271710","624","59086","189","58685","272","401","162","240","111","161","89","212624","561","207332","800","5292","546","3432","458","1860","351","267269","503","55491","261","54815","330","676","186","313","133","363","147","211778","403","202114","760","9664","641","6215","492","3449","371",
"5001400US0806","Congressional District 6 (114th Congress), Colorado","470326","2140","229951","1478","53517","932","52954","934","563","179","135","68","428","161","176434","1062","167535","1169","8899","560","5380","461","3519","449","240375","1471","51489","729","50986","750","503","141","187","97","316","109","188886","1125","177750","1504","11136","814","7020","592","4116","489",
"5001400US0807","Congressional District 7 (114th Congress), Colorado","486767","2030","242920","1220","46777","687","46455","672","322","166","101","74","221","151","196143","960","189784","1116","6359","540","3594","373","2765","373","243847","1556","42956","805","42562","796","394","148","114","70","280","132","200891","1178","193322","1211","7569","637","4513","463","3056","420",
"5001400US0901","Congressional District 1 (114th Congress), Connecticut","455161","2367","219831","1377","40394","733","39838","747","556","170","288","123","268","117","179437","1186","164077","1188","15360","819","10198","675","5162","588","235330","1497","38463","766","37766","766","697","165","259","119","438","148","196867","1138","178659","1414","18208","963","12455","675","5753","601",
"5001400US0902","Congressional District 2 (114th Congress), Connecticut","593355","1396","293307","1088","57727","768","57370","773","357","124","142","65","215","116","235580","804","227669","868","7911","603","4754","406","3157","412","300048","937","54694","668","54308","668","386","145","194","92","192","112","245354","768","235502","856","9852","535","6792","468","3060","307",
"5001400US0903","Congressional District 3 (114th Congress), Connecticut","483710","2214","232189","1454","40515","923","40216","911","299","118","71","51","228","105","191674","1300","177191","1385","14483","833","8523","620","5960","629","251521","1501","38858","795","38283","758","575","200","153","91","422","175","212663","1199","197628","1403","15035","867","9583","682","5452","534",
"5001400US0904","Congressional District 4 (114th Congress), Connecticut","462246","1951","225425","1194","53409","727","51891","709","1518","288","265","108","1253","292","172016","1003","151144","1306","20872","1076","11964","787","8908","685","236821","1358","50000","666","48759","608","1241","274","362","122","879","227","186821","1070","164321","1368","22500","982","13067","709","9433","650",
