"GEO_ID","NAME","B05003H_001E","B05003H_001M","B05003H_002E","B05003H_002M","B05003H_003E","B05003H_003M","B05003H_004E","B05003H_004M","B05003H_005E","B05003H_005M","B05003H_006E","B05003H_006M","B05003H_007E","B05003H_007M","B05003H_008E","B05003H_008M","B05003H_009E","B05003H_009M","B05003H_010E","B05003H_010M","B05003H_011E","B05003H_011M","B05003H_012E","B05003H_012M","B05003H_013E","B05003H_013M","B05003H_014E","B05003H_014M","B05003H_015E","B05003H_015M","B05003H_016E","B05003H_016M","B05003H_017E","B05003H_017M","B05003H_018E","B05003H_018M","B05003H_019E","B05003H_019M","B05003H_020E","B05003H_020M","B05003H_021E","B05003H_021M","B05003H_022E","B05003H_022M","B05003H_023E","B05003H_023M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen",
"5001400US5309","Congressional District 9 (114th Congress), Washington","334537","3314","168048","2166","27145","1033","25865","1030","1280","292","308","118","972","279","140903","1734","125787","1606","15116","1031","8078","627","7038","776","166489","2106","25324","991","23832","954","1492","317","499","212","993","276","141165","1747","125149","1795","16016","1009","9771","665","6245","714",
"5001400US5310","Congressional District 10 (114th Congress), Washington","475126","2851","234626","1883","48838","913","48278","906","560","217","199","88","361","179","185788","1547","180105","1541","5683","493","3477","331","2206","400","240500","1689","45355","979","44685","952","670","249","249","115","421","190","195145","1252","185511","1398","9634","594","6046","455","3588","409",
"5001400US5401","Congressional District 1 (114th Congress), West Virginia","580769","287","286309","239","56887","86","56822","107","65","60","16","21","49","54","229422","221","227879","411","1543","331","733","176","810","253","294460","186","54033","110","53942","121","91","67","62","54","29","32","240427","146","238894","255","1533","240","883","194","650","151",
"5001400US5402","Congressional District 2 (114th Congress), West Virginia","567492","270","278517","254","59972","234","59811","259","161","112","20","23","141","110","218545","124","216869","393","1676","378","980","269","696","188","288975","213","57591","199","57504","220","87","85","41","44","46","57","231384","83","229741","316","1643","299","933","205","710","179",
"5001400US5403","Congressional District 3 (114th Congress), West Virginia","570610","276","279378","134","59545","85","59506","85","39","30","35","29","4","13","219833","85","218986","252","847","217","304","108","543","180","291232","165","56120","148","56046","158","74","60","15","18","59","59","235112","72","234256","209","856","188","526","140","330","127",
"5001400US5501","Congressional District 1 (114th Congress), Wisconsin","583303","1624","288360","1317","62994","857","62601","862","393","143","258","120","135","81","225366","1111","220557","1205","4809","396","3100","328","1709","266","294943","1271","59114","746","58720","756","394","147","284","124","110","63","235829","983","230829","1081","5000","437","3417","360","1583","287",
"5001400US5502","Congressional District 2 (114th Congress), Wisconsin","606061","810","298389","602","60123","350","59856","365","267","96","190","79","77","43","238266","491","233638","647","4628","417","2337","296","2291","291","307672","568","57795","388","57543","400","252","75","109","46","143","62","249877","463","245090","627","4787","449","2585","331","2202","322",
"5001400US5503","Congressional District 3 (114th Congress), Wisconsin","663449","692","331504","503","69839","336","69746","334","93","39","43","25","50","26","261665","372","259872","432","1793","241","973","162","820","190","331945","506","65174","331","64979","351","195","69","67","42","128","61","266771","381","264388","430","2383","258","1442","188","941","179",
"5001400US5504","Congressional District 4 (114th Congress), Wisconsin","311667","1644","152715","1161","23370","686","22828","666","542","173","181","85","361","156","129345","1013","123554","1071","5791","437","3505","346","2286","334","158952","1286","21572","792","21199","784","373","132","185","95","188","90","137380","1113","131161","1211","6219","518","3909","370","2310","344",
"5001400US5505","Congressional District 5 (114th Congress), Wisconsin","635832","1833","309719","1198","66080","626","65711","638","369","122","212","83","157","94","243639","1080","238602","1207","5037","422","3594","311","1443","221","326113","1402","64237","930","63904","904","333","123","231","91","102","66","261876","1240","256633","1364","5243","409","3660","350","1583","205",
"5001400US5506","Congressional District 6 (114th Congress), Wisconsin","644040","630","320774","421","67090","280","66815","291","275","102","209","85","66","45","253684","317","250486","527","3198","401","2059","311","1139","228","323266","415","63543","293","63355","304","188","74","94","48","94","52","259723","313","256017","533","3706","362","2585","295","1121","197",
"5001400US5507","Congressional District 7 (114th Congress), Wisconsin","656618","702","329335","446","71259","309","71002","317","257","100","128","59","129","78","258076","346","256335","410","1741","216","1237","184","504","109","327283","520","67980","319","67772","310","208","83","88","40","120","78","259303","391","257065","424","2238","184","1425","155","813","140",
"5001400US5508","Congressional District 8 (114th Congress), Wisconsin","632741","468","314323","234","69486","163","69325","189","161","70","98","60","63","36","244837","170","243008","314","1829","253","981","187","848","188","318418","327","65704","211","65499","221","205","71","145","59","60","41","252714","196","250514","344","2200","316","1368","252","832","192",
"5001400US5600","Congressional District (at Large) (114th Congress), Wyoming","487918","181","248096","201","55336","164","55140","208","196","116","9","9","187","116","192760","91","190912","391","1848","366","647","176","1201","312","239822","176","51810","161","51682","183","128","69","21","23","107","66","188012","71","185234","386","2778","380","1625","268","1153","244",
"5001400US7298","Resident Commissioner District (at Large) (114th Congress), Puerto Rico","25583","1356","13165","893","2667","403","2542","380","125","118","18","29","107","114","10498","762","8790","743","1708","301","988","287","720","145","12418","771","2093","365","1971","334","122","94","52","62","70","70","10325","637","8692","550","1633","325","722","222","911","237",
