"GEO_ID","NAME","B05003G_001E","B05003G_001M","B05003G_002E","B05003G_002M","B05003G_003E","B05003G_003M","B05003G_004E","B05003G_004M","B05003G_005E","B05003G_005M","B05003G_006E","B05003G_006M","B05003G_007E","B05003G_007M","B05003G_008E","B05003G_008M","B05003G_009E","B05003G_009M","B05003G_010E","B05003G_010M","B05003G_011E","B05003G_011M","B05003G_012E","B05003G_012M","B05003G_013E","B05003G_013M","B05003G_014E","B05003G_014M","B05003G_015E","B05003G_015M","B05003G_016E","B05003G_016M","B05003G_017E","B05003G_017M","B05003G_018E","B05003G_018M","B05003G_019E","B05003G_019M","B05003G_020E","B05003G_020M","B05003G_021E","B05003G_021M","B05003G_022E","B05003G_022M","B05003G_023E","B05003G_023M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen",
"5001400US2705","Congressional District 5 (114th Congress), Minnesota","29847","1598","14366","857","7490","647","7409","648","81","48","53","43","28","27","6876","573","5955","508","921","232","517","182","404","130","15481","1033","7232","667","7163","661","69","70","27","32","42","62","8249","672","7352","654","897","188","543","164","354","115",
"5001400US2706","Congressional District 6 (114th Congress), Minnesota","13105","941","6519","594","4258","441","4232","440","26","32","4","6","22","31","2261","327","2222","327","39","29","14","13","25","26","6586","593","3681","418","3644","411","37","39","33","39","4","6","2905","318","2673","302","232","133","198","127","34","35",
"5001400US2707","Congressional District 7 (114th Congress), Minnesota","11747","703","6275","436","3426","274","3354","262","72","50","7","11","65","51","2849","289","2609","275","240","100","100","52","140","80","5472","435","2951","281","2894","277","57","56","0","20","57","56","2521","228","2339","211","182","73","88","50","94","54",
"5001400US2708","Congressional District 8 (114th Congress), Minnesota","13137","682","6919","427","3503","265","3491","264","12","10","12","10","0","20","3416","304","3335","303","81","36","62","32","19","17","6218","429","2888","278","2834","277","54","39","15","11","39","39","3330","270","3177","259","153","63","107","50","46","42",
"5001400US2801","Congressional District 1 (114th Congress), Mississippi","9928","1078","4915","641","3088","527","3023","522","65","62","13","22","52","59","1827","315","1616","275","211","140","74","53","137","107","5013","659","3142","547","3142","547","0","29","0","29","0","29","1871","292","1669","271","202","96","45","36","157","92",
"5001400US2802","Congressional District 2 (114th Congress), Mississippi","4558","619","2095","341","794","184","751","188","43","45","0","29","43","45","1301","254","1067","227","234","134","50","39","184","119","2463","400","1232","287","1214","289","18","20","0","29","18","20","1231","268","1054","252","177","105","159","103","18","20",
"5001400US2803","Congressional District 3 (114th Congress), Mississippi","6531","733","3311","482","1678","362","1672","361","6","12","0","29","6","12","1633","319","1392","329","241","107","36","47","205","99","3220","472","1639","398","1614","392","25","42","0","29","25","42","1581","240","1460","219","121","107","14","17","107","107",
"5001400US2804","Congressional District 4 (114th Congress), Mississippi","13409","1186","6580","826","3850","592","3850","592","0","29","0","29","0","29","2730","394","2608","380","122","85","32","37","90","74","6829","687","3402","560","3396","559","6","10","0","29","6","10","3427","435","3301","429","126","72","38","39","88","56",
"5001400US2901","Congressional District 1 (114th Congress), Missouri","22397","1787","11163","969","5648","755","5416","743","232","111","28","28","204","109","5515","558","4306","431","1209","348","400","167","809","297","11234","1044","5029","698","4955","692","74","52","35","42","39","38","6205","530","5264","554","941","202","497","155","444","152",
"5001400US2902","Congressional District 2 (114th Congress), Missouri","13327","1048","6307","616","3193","454","3101","445","92","86","30","40","62","72","3114","384","2301","291","813","239","451","170","362","170","7020","679","3211","443","3147","441","64","46","41","39","23","24","3809","470","2937","390","872","266","523","179","349","158",
"5001400US2903","Congressional District 3 (114th Congress), Missouri","12299","908","6039","578","3219","450","3186","453","33","30","20","18","13","20","2820","310","2724","311","96","68","17","19","79","64","6260","549","3295","462","3229","453","66","81","0","26","66","81","2965","312","2871","305","94","62","38","34","56","50",
"5001400US2904","Congressional District 4 (114th Congress), Missouri","21557","1234","11077","838","5482","544","5456","548","26","29","0","26","26","29","5595","589","5086","530","509","177","173","81","336","156","10480","712","4752","501","4664","487","88","91","2","3","86","91","5728","459","5315","457","413","133","167","85","246","114",
"5001400US2905","Congressional District 5 (114th Congress), Missouri","24271","1429","12208","928","6457","620","6383","619","74","57","0","26","74","57","5751","598","4692","491","1059","371","478","284","581","234","12063","778","6083","638","6046","637","37","41","0","26","37","41","5980","474","5092","458","888","239","258","98","630","228",
"5001400US2906","Congressional District 6 (114th Congress), Missouri","17383","1185","8775","673","4483","514","4483","514","0","26","0","26","0","26","4292","440","3852","403","440","156","198","97","242","123","8608","746","4622","490","4597","491","25","43","0","26","25","43","3986","466","3709","440","277","118","165","101","112","61",
"5001400US2907","Congressional District 7 (114th Congress), Missouri","20539","923","10038","775","4657","469","4616","462","41","55","0","26","41","55","5381","503","4972","451","409","170","129","59","280","148","10501","565","4746","413","4677","403","69","90","0","26","69","90","5755","374","5363","361","392","122","167","80","225","97",
"5001400US2908","Congressional District 8 (114th Congress), Missouri","12495","846","6446","570","2567","390","2519","390","48","45","0","26","48","45","3879","415","3732","411","147","76","31","43","116","67","6049","560","2594","378","2565","371","29","39","0","26","29","39","3455","376","3320","385","135","71","62","50","73","52",
"5001400US3000","Congressional District (at Large) (114th Congress), Montana","24899","1098","12250","757","5600","482","5546","485","54","44","42","39","12","17","6650","517","6439","537","211","118","98","65","113","84","12649","752","5777","506","5725","505","52","40","52","40","0","23","6872","515","6696","505","176","82","122","67","54","37",
"5001400US3101","Congressional District 1 (114th Congress), Nebraska","14635","1045","7048","559","4101","411","4065","411","36","31","0","22","36","31","2947","350","2483","325","464","122","191","78","273","101","7587","672","4375","444","4306","437","69","43","16","18","53","37","3212","388","2820","358","392","133","65","41","327","123",
"5001400US3102","Congressional District 2 (114th Congress), Nebraska","17603","1160","8611","673","4897","481","4882","482","15","24","15","24","0","22","3714","410","3271","384","443","145","236","92","207","93","8992","722","4796","492","4718","498","78","52","56","53","22","21","4196","476","3669","425","527","175","277","114","250","129",
"5001400US3103","Congressional District 3 (114th Congress), Nebraska","9078","476","4320","307","2155","236","2129","232","26","31","26","31","0","22","2165","243","1954","234","211","80","92","57","119","47","4758","392","2035","261","2026","261","9","14","0","22","9","14","2723","302","2519","275","204","100","88","50","116","82",
"5001400US3201","Congressional District 1 (114th Congress), Nevada","25577","1664","13084","1059","5329","666","5208","668","121","82","8","13","113","82","7755","705","5939","630","1816","354","869","217","947","220","12493","867","5433","558","5342","562","91","45","0","30","91","45","7060","606","5398","514","1662","307","907","241","755","209",
"5001400US3202","Congressional District 2 (114th Congress), Nevada","23494","1425","11228","820","5413","518","5299","512","114","74","16","24","98","75","5815","554","4997","508","818","301","423","171","395","203","12266","916","5856","658","5812","662","44","49","29","42","15","25","6410","544","5400","490","1010","225","533","181","477","180",
"5001400US3203","Congressional District 3 (114th Congress), Nevada","34034","2147","16450","1027","8811","836","8666","829","145","118","46","53","99","101","7639","626","6491","554","1148","253","722","172","426","169","17584","1523","8434","942","8247","917","187","106","72","85","115","70","9150","876","7650","756","1500","329","970","230","530","194",
"5001400US3204","Congressional District 4 (114th Congress), Nevada","32953","2348","15933","1348","8069","932","8034","926","35","33","5","13","30","29","7864","709","6745","631","1119","316","560","173","559","207","17020","1382","8169","811","8133","814","36","36","0","30","36","36","8851","840","7457","760","1394","282","836","205","558","161",
"5001400US3301","Congressional District 1 (114th Congress), New Hampshire","11546","894","5764","566","2728","381","2566","381","162","126","0","26","162","126","3036","323","2712","313","324","128","113","62","211","119","5782","519","2383","311","2325","314","58","54","0","26","58","54","3399","364","2956","320","443","190","222","95","221","157",
"5001400US3302","Congressional District 2 (114th Congress), New Hampshire","12532","968","6066","628","2748","409","2727","402","21","29","3","5","18","29","3318","431","2834","339","484","221","129","75","355","203","6466","471","3248","321","3198","317","50","50","11","21","39","45","3218","276","2687","252","531","141","307","105","224","129",
"5001400US3401","Congressional District 1 (114th Congress), New Jersey","19795","1447","10050","844","5252","609","5191","609","61","35","25","29","36","31","4798","531","3949","479","849","187","420","141","429","133","9745","876","4434","508","4417","507","17","20","0","28","17","20","5311","559","4133","466","1178","247","759","210","419","157",
"5001400US3402","Congressional District 2 (114th Congress), New Jersey","21229","1498","10646","812","5325","562","5260","564","65","67","46","63","19","23","5321","545","4225","483","1096","244","658","211","438","128","10583","924","5416","711","5293","679","123","87","15","16","108","85","5167","474","4276","464","891","192","556","161","335","117",
"5001400US3403","Congressional District 3 (114th Congress), New Jersey","18801","1272","8683","703","4058","388","4000","409","58","54","58","54","0","28","4625","569","3948","518","677","195","371","114","306","126","10118","793","4611","526","4520","528","91","58","51","45","40","39","5507","508","4682","481","825","195","599","157","226","97",
"5001400US3404","Congressional District 4 (114th Congress), New Jersey","13524","1217","6867","654","3655","476","3635","472","20","36","20","36","0","28","3212","421","2269","329","943","322","411","162","532","322","6657","734","3006","466","2958","468","48","54","17","20","31","49","3651","440","2717","372","934","251","521","148","413","195",
"5001400US3405","Congressional District 5 (114th Congress), New Jersey","13580","1044","6831","688","3246","437","3177","428","69","51","21","22","48","48","3585","485","2214","306","1371","309","926","221","445","170","6749","602","2917","395","2874","392","43","33","20","23","23","25","3832","485","2266","310","1566","304","976","192","590","194",
"5001400US3406","Congressional District 6 (114th Congress), New Jersey","18974","1581","9885","980","4056","425","3905","419","151","75","34","31","117","72","5829","775","2916","376","2913","633","1277","361","1636","499","9089","885","3808","534","3647","521","161","84","27","25","134","73","5281","554","2731","329","2550","398","1354","236","1196","295",
"5001400US3407","Congressional District 7 (114th Congress), New Jersey","11960","961","6259","619","3007","416","2908","407","99","68","9","14","90","66","3252","394","2119","300","1133","224","517","140","616","200","5701","540","3025","440","2931","445","94","72","20","21","74","69","2676","342","1757","272","919","237","411","144","508","181",
"5001400US3408","Congressional District 8 (114th Congress), New Jersey","28304","1849","14615","1082","4894","525","4547","494","347","143","41","41","306","138","9721","868","4157","568","5564","736","2341","327","3223","627","13689","1083","4340","513","3959","451","381","132","81","60","300","114","9349","856","4085","526","5264","647","2557","330","2707","493",
"5001400US3409","Congressional District 9 (114th Congress), New Jersey","26864","1982","13249","1170","5501","675","5035","627","466","188","60","48","406","182","7748","854","3574","540","4174","562","2194","309","1980","398","13615","1029","5362","529","4993","481","369","170","80","64","289","146","8253","783","3905","515","4348","607","2091","365","2257","435",
"5001400US3410","Congressional District 10 (114th Congress), New Jersey","17723","1116","8765","665","3546","377","3422","366","124","76","0","28","124","76","5219","525","2970","472","2249","398","1195","264","1054","273","8958","785","3336","440","3154","435","182","122","32","38","150","101","5622","523","3449","370","2173","372","1135","228","1038","244",
"5001400US3411","Congressional District 11 (114th Congress), New Jersey","13587","1209","7013","755","3752","497","3704","491","48","37","30","27","18","27","3261","435","2141","366","1120","232","814","205","306","118","6574","653","2955","370","2862","389","93","81","79","80","14","17","3619","477","2412","388","1207","255","843","177","364","185",
"5001400US3412","Congressional District 12 (114th Congress), New Jersey","16102","1210","7530","684","3673","454","3501","443","172","135","38","37","134","129","3857","453","2328","340","1529","278","799","178","730","238","8572","765","3589","512","3442","481","147","104","47","61","100","91","4983","520","3272","385","1711","352","987","231","724","211",
"5001400US3501","Congressional District 1 (114th Congress), New Mexico","27072","1616","13413","949","5463","568","5407","568","56","42","10","25","46","44","7950","703","6915","634","1035","251","440","160","595","221","13659","1049","5779","652","5689","655","90","129","3","8","87","128","7880","648","6982","634","898","231","397","175","501","165",
"5001400US3502","Congressional District 2 (114th Congress), New Mexico","16222","1296","8306","737","3481","471","3447","473","34","42","34","42","0","28","4825","467","4418","470","407","155","112","68","295","115","7916","843","3264","492","3132","465","132","163","43","62","89","151","4652","567","4173","499","479","163","203","92","276","134",
"5001400US3503","Congressional District 3 (114th Congress), New Mexico","21803","1417","11452","853","5734","557","5731","558","3","6","0","28","3","6","5718","551","5422","549","296","117","157","93","139","72","10351","795","4919","568","4895","563","24","30","0","28","24","30","5432","551","5016","464","416","243","222","133","194","184",
"5001400US3601","Congressional District 1 (114th Congress), New York","14098","1395","7403","782","3353","519","3299","516","54","52","54","52","0","27","4050","582","2590","358","1460","469","464","120","996","467","6695","815","2865","530","2837","529","28","31","10","15","18","27","3830","490","2442","319","1388","331","579","171","809","284",
"5001400US3602","Congressional District 2 (114th Congress), New York","19511","2176","9471","1158","3720","567","3543","541","177","123","57","41","120","108","5751","795","2773","455","2978","603","1171","325","1807","479","10040","1169","4155","630","3914","608","241","214","0","27","241","214","5885","735","2885","439","3000","516","979","257","2021","483",
"5001400US3603","Congressional District 3 (114th Congress), New York","13137","1246","6654","720","2988","427","2916","417","72","50","16","17","56","48","3666","506","1868","313","1798","349","984","202","814","275","6483","683","3060","452","2964","441","96","79","19","27","77","76","3423","413","1713","297","1710","326","1160","237","550","178",
"5001400US3604","Congressional District 4 (114th Congress), New York","28232","2306","14127","1307","5315","634","4921","597","394","191","70","54","324","189","8812","979","3328","546","5484","775","1700","301","3784","698","14105","1274","5744","732","5562","732","182","91","79","60","103","74","8361","755","3531","536","4830","568","1906","347","2924","450",
"5001400US3605","Congressional District 5 (114th Congress), New York","35246","2021","16629","1142","5788","607","5497","584","291","94","141","57","150","82","10841","765","4507","460","6334","564","4289","430","2045","360","18617","1152","5239","576","4895","568","344","127","150","81","194","91","13378","820","5836","482","7542","642","5013","521","2529","344",
"5001400US3606","Congressional District 6 (114th Congress), New York","20083","1877","9968","991","3347","386","3141","379","206","120","94","86","112","90","6621","837","2774","492","3847","554","2430","409","1417","330","10115","1037","3051","422","2767","400","284","138","149","72","135","126","7064","783","2875","368","4189","624","2667","367","1522","417",
"5001400US3607","Congressional District 7 (114th Congress), New York","25848","1781","12679","1031","4701","493","4550","475","151","68","45","40","106","53","7978","802","4771","521","3207","517","1494","302","1713","323","13169","1023","4660","537","4388","532","272","103","93","49","179","88","8509","786","5346","586","3163","437","1739","297","1424","254",
"5001400US3608","Congressional District 8 (114th Congress), New York","16788","1134","7889","719","3007","410","2881","397","126","90","23","27","103","84","4882","581","3063","433","1819","304","1085","182","734","234","8899","707","2913","470","2764","473","149","93","55","46","94","77","5986","506","3744","371","2242","337","1337","239","905","208",
"5001400US3609","Congressional District 9 (114th Congress), New York","14606","1366","6478","711","2745","421","2443","374","302","191","39","41","263","189","3733","443","2063","324","1670","283","944","195","726","206","8128","820","3065","511","2819","501","246","120","43","49","203","113","5063","518","2878","361","2185","328","1204","217","981","216",
"5001400US3610","Congressional District 10 (114th Congress), New York","19250","1845","9505","1211","4020","699","3776","690","244","140","47","51","197","127","5485","798","3877","666","1608","332","665","167","943","292","9745","1035","3765","627","3425","590","340","220","60","56","280","195","5980","734","4008","584","1972","436","986","262","986","311",
"5001400US3611","Congressional District 11 (114th Congress), New York","14739","1495","7202","759","3088","558","2849","542","239","134","51","54","188","125","4114","474","2667","319","1447","317","831","195","616","193","7537","861","3601","580","3314","582","287","159","110","123","177","102","3936","485","2539","441","1397","261","875","202","522","140",
"5001400US3612","Congressional District 12 (114th Congress), New York","19847","1475","9479","936","2783","420","2620","413","163","107","60","64","103","79","6696","789","4764","625","1932","352","1051","271","881","242","10368","1005","3191","584","2849","430","342","343","10","17","332","340","7177","734","4860","566","2317","397","1257","299","1060","283",
"5001400US3613","Congressional District 13 (114th Congress), New York","41737","3097","19988","1714","6930","916","6395","880","535","193","104","69","431","192","13058","1163","6353","620","6705","1007","2786","456","3919","792","21749","1694","6239","714","5781","687","458","166","167","106","291","132","15510","1266","7221","833","8289","973","4299","590","3990","734",
"5001400US3614","Congressional District 14 (114th Congress), New York","22608","1533","11335","906","4003","534","3755","526","248","113","58","43","190","104","7332","728","3009","385","4323","645","2292","352","2031","491","11273","940","3584","398","3321","377","263","126","61","58","202","115","7689","768","3682","503","4007","473","2351","324","1656","331",
"5001400US3615","Congressional District 15 (114th Congress), New York","26988","2189","12709","1174","4938","633","4612","601","326","160","54","72","272","145","7771","814","4083","458","3688","549","1418","267","2270","443","14279","1214","4511","596","4224","558","287","159","88","80","199","126","9768","847","5322","550","4446","546","2273","304","2173","373",
"5001400US3616","Congressional District 16 (114th Congress), New York","23399","2056","10948","1149","4801","630","4733","628","68","51","27","31","41","39","6147","794","3855","606","2292","390","1459","282","833","277","12451","1116","5067","666","4835","657","232","122","148","102","84","65","7384","806","5072","723","2312","330","1517","285","795","198",
"5001400US3617","Congressional District 17 (114th Congress), New York","19885","1444","9947","805","4877","564","4823","560","54","37","3","8","51","36","5070","470","2963","343","2107","327","921","226","1186","266","9938","875","4069","531","4032","523","37","35","12","16","25","31","5869","569","3675","466","2194","291","1121","209","1073","244",
"5001400US3618","Congressional District 18 (114th Congress), New York","21918","1705","10988","977","5664","716","5569","697","95","84","61","78","34","44","5324","540","4197","490","1127","261","688","200","439","143","10930","955","5351","604","5317","606","34","46","34","46","0","27","5579","592","4295","478","1284","270","826","197","458","158",
"5001400US3619","Congressional District 19 (114th Congress), New York","18105","1328","9459","783","4194","452","4141","454","53","43","8","11","45","42","5265","549","4533","470","732","213","354","125","378","152","8646","760","3920","532","3866","532","54","51","4","8","50","51","4726","406","3858","362","868","214","545","149","323","150",
"5001400US3620","Congressional District 20 (114th Congress), New York","22714","1332","11225","796","5865","509","5785","498","80","86","77","86","3","7","5360","519","4481","498","879","207","457","145","422","167","11489","905","5687","572","5571","566","116","61","72","56","44","36","5802","596","5011","580","791","210","560","177","231","91",
"5001400US3621","Congressional District 21 (114th Congress), New York","13465","845","7142","551","3219","332","3191","331","28","27","5","10","23","26","3923","377","3593","363","330","105","154","66","176","70","6323","519","3260","326","3207","314","53","50","25","24","28","44","3063","314","2736","294","327","111","222","98","105","52",
"5001400US3622","Congressional District 22 (114th Congress), New York","15350","950","7942","646","4272","426","4247","428","25","30","21","29","4","6","3670","368","3214","331","456","153","318","108","138","75","7408","493","3861","374","3811","370","50","38","26","27","24","25","3547","350","3111","314","436","161","269","116","167","78",
"5001400US3623","Congressional District 23 (114th Congress), New York","14222","899","7436","626","3965","382","3958","383","7","8","3","5","4","6","3471","438","3171","415","300","99","213","93","87","40","6786","473","3695","339","3661","336","34","21","34","21","0","27","3091","321","2761","301","330","106","230","88","100","61",
"5001400US3624","Congressional District 24 (114th Congress), New York","18219","981","8887","580","4717","446","4638","445","79","50","36","35","43","34","4170","362","3616","352","554","160","289","111","265","90","9332","615","4734","420","4652","410","82","71","35","40","47","57","4598","388","3910","332","688","156","340","122","348","106",
"5001400US3625","Congressional District 25 (114th Congress), New York","18932","1290","9428","695","5026","502","4975","495","51","54","38","49","13","22","4402","497","3514","464","888","266","442","117","446","221","9504","843","4645","575","4567","576","78","67","48","54","30","28","4859","443","3972","372","887","237","506","173","381","134",
"5001400US3626","Congressional District 26 (114th Congress), New York","18752","1437","9009","739","4587","521","4545","521","42","30","23","18","19","21","4422","450","3683","395","739","183","360","114","379","150","9743","893","4711","564","4543","556","168","186","150","184","18","22","5032","539","4231","477","801","201","550","185","251","100",
"5001400US3627","Congressional District 27 (114th Congress), New York","10583","852","5661","616","2841","424","2762","414","79","70","20","23","59","68","2820","361","2560","337","260","106","118","69","142","82","4922","488","2720","386","2617","366","103","98","7","11","96","98","2202","269","1949","268","253","87","129","64","124","61",
"5001400US3701","Congressional District 1 (114th Congress), North Carolina","17223","1477","8571","814","4367","616","4358","614","9","14","1","3","8","13","4204","490","3715","442","489","159","109","63","380","151","8652","877","3983","499","3974","497","9","11","3","4","6","10","4669","564","4273","535","396","137","172","93","224","104",
"5001400US3702","Congressional District 2 (114th Congress), North Carolina","26644","1931","13382","1088","7344","743","7226","728","118","89","30","40","88","78","6038","652","4936","512","1102","324","546","183","556","236","13262","1137","7262","739","7167","734","95","58","56","47","39","33","6000","635","5146","542","854","242","397","138","457","173",
"5001400US3703","Congressional District 3 (114th Congress), North Carolina","18539","1324","9360","802","4807","553","4704","554","103","92","54","68","49","61","4553","550","3941","485","612","251","205","97","407","238","9179","915","4883","674","4757","648","126","131","5","8","121","132","4296","493","3798","476","498","194","189","102","309","147",
"5001400US3704","Congressional District 4 (114th Congress), North Carolina","23517","1599","11161","868","5588","566","5524","563","64","65","11","23","53","56","5573","571","4515","447","1058","335","370","157","688","283","12356","988","5244","527","5124","519","120","89","0","29","120","89","7112","747","6180","665","932","228","353","129","579","196",
"5001400US3705","Congressional District 5 (114th Congress), North Carolina","11823","912","6104","654","3117","409","3075","395","42","45","37","43","5","10","2987","463","2458","309","529","406","71","58","458","384","5719","584","3023","407","2984","402","39","44","25","41","14","24","2696","309","2421","286","275","100","94","62","181","81",
"5001400US3706","Congressional District 6 (114th Congress), North Carolina","14501","1321","7333","792","3485","484","3393","470","92","71","20","22","72","67","3848","587","2957","479","891","320","389","162","502","259","7168","814","3807","484","3765","483","42","49","5","8","37","49","3361","549","2703","445","658","216","272","137","386","152",
"5001400US3707","Congressional District 7 (114th Congress), North Carolina","15987","1541","7556","826","3765","549","3680","546","85","84","0","29","85","84","3791","505","3400","476","391","173","110","64","281","165","8431","973","4406","712","4340","698","66","65","19","24","47","56","4025","516","3577","445","448","172","154","102","294","133",
"5001400US3708","Congressional District 8 (114th Congress), North Carolina","14427","910","6965","572","3921","428","3901","428","20","16","4","6","16","16","3044","410","2647","361","397","187","68","43","329","161","7462","634","4149","489","4063","496","86","68","29","38","57","56","3313","386","2940","376","373","148","77","49","296","140",
"5001400US3709","Congressional District 9 (114th Congress), North Carolina","18020","1601","8306","853","5096","665","5010","657","86","64","1","9","85","61","3210","446","2628","411","582","225","150","80","432","211","9714","1009","5515","672","5406","676","109","65","20","23","89","63","4199","537","3382","433","817","259","508","205","309","124",
"5001400US3710","Congressional District 10 (114th Congress), North Carolina","15109","1192","7126","688","4231","468","4197","470","34","30","9","14","25","29","2895","451","2566","356","329","252","71","64","258","251","7983","759","4712","562","4712","562","0","29","0","29","0","29","3271","419","3007","432","264","140","95","79","169","108",
"5001400US3711","Congressional District 11 (114th Congress), North Carolina","14189","1266","7389","764","3513","519","3465","515","48","56","0","29","48","56","3876","449","3606","426","270","120","104","72","166","90","6800","765","3266","570","3251","578","15","24","0","29","15","24","3534","493","3254","459","280","155","68","57","212","134",
"5001400US3712","Congressional District 12 (114th Congress), North Carolina","18377","1456","9048","918","4210","532","4133","534","77","57","8","16","69","54","4838","629","3620","506","1218","376","386","136","832","348","9329","880","4200","576","4137","569","63","58","19","30","44","49","5129","574","4635","565","494","160","226","112","268","115",
"5001400US3713","Congressional District 13 (114th Congress), North Carolina","18183","1565","8425","899","5271","731","5143","722","128","75","13","23","115","75","3154","465","2614","389","540","213","179","84","361","171","9758","933","5034","664","4977","659","57","51","29","36","28","37","4724","617","4022","550","702","234","217","99","485","210",
"5001400US3800","Congressional District (at Large) (114th Congress), North Dakota","14836","956","7403","609","4062","449","3998","449","64","49","0","20","64","49","3341","329","3143","331","198","96","86","55","112","72","7433","602","3673","362","3625","350","48","56","29","48","19","29","3760","432","3577","405","183","96","50","35","133","89",
"5001400US3901","Congressional District 1 (114th Congress), Ohio","15137","1409","7614","834","4290","649","4229","648","61","65","20","32","41","57","3324","474","2963","450","361","137","157","78","204","116","7523","799","3849","517","3849","517","0","27","0","27","0","27","3674","526","3353","491","321","141","153","88","168","101",
"5001400US3902","Congressional District 2 (114th Congress), Ohio","14484","934","7177","631","3657","445","3527","434","130","72","77","50","53","47","3520","463","3265","456","255","90","141","63","114","62","7307","631","3535","400","3493","397","42","49","5","9","37","48","3772","446","3424","447","348","113","285","105","63","40",
"5001400US3903","Congressional District 3 (114th Congress), Ohio","29992","1761","14369","1000","7628","716","7619","719","9","14","0","27","9","14","6741","665","6108","597","633","215","306","145","327","143","15623","1151","7484","739","7452","738","32","36","0","27","32","36","8139","722","7617","672","522","185","169","88","353","156",
"5001400US3904","Congressional District 4 (114th Congress), Ohio","17357","921","9356","594","5217","385","5183","379","34","38","18","29","16","24","4139","404","3886","386","253","88","149","70","104","50","8001","597","4686","382","4680","382","6","10","6","10","0","27","3315","359","3097","359","218","94","140","67","78","66",
"5001400US3905","Congressional District 5 (114th Congress), Ohio","13543","865","6462","528","4095","425","4082","421","13","21","13","21","0","27","2367","305","2193","299","174","68","113","54","61","51","7081","583","3828","450","3828","450","0","27","0","27","0","27","3253","372","3091","350","162","89","130","79","32","28",
"5001400US3906","Congressional District 6 (114th Congress), Ohio","11178","787","5840","526","2830","305","2824","304","6","8","6","8","0","27","3010","424","2932","420","78","42","53","34","25","26","5338","507","2519","328","2517","328","2","6","2","6","0","27","2819","346","2778","350","41","29","22","20","19","22",
"5001400US3907","Congressional District 7 (114th Congress), Ohio","14568","930","7047","567","4189","449","4175","455","14","22","14","22","0","27","2858","330","2670","317","188","131","34","33","154","127","7521","644","3937","479","3927","479","10","13","10","13","0","27","3584","406","3451","400","133","94","121","92","12","15",
"5001400US3908","Congressional District 8 (114th Congress), Ohio","14598","1123","7178","661","4124","447","4124","447","0","27","0","27","0","27","3054","420","2821","399","233","111","102","60","131","97","7420","693","3947","497","3925","498","22","29","22","29","0","27","3473","372","3223","371","250","95","188","86","62","51",
"5001400US3909","Congressional District 9 (114th Congress), Ohio","29257","1592","14488","898","8688","709","8687","709","1","4","1","4","0","27","5800","463","5125","455","675","175","251","105","424","158","14769","1000","8695","783","8673","784","22","26","13","20","9","16","6074","528","5677","515","397","115","197","82","200","77",
