"GEO_ID","NAME","B05003G_001E","B05003G_001M","B05003G_002E","B05003G_002M","B05003G_003E","B05003G_003M","B05003G_004E","B05003G_004M","B05003G_005E","B05003G_005M","B05003G_006E","B05003G_006M","B05003G_007E","B05003G_007M","B05003G_008E","B05003G_008M","B05003G_009E","B05003G_009M","B05003G_010E","B05003G_010M","B05003G_011E","B05003G_011M","B05003G_012E","B05003G_012M","B05003G_013E","B05003G_013M","B05003G_014E","B05003G_014M","B05003G_015E","B05003G_015M","B05003G_016E","B05003G_016M","B05003G_017E","B05003G_017M","B05003G_018E","B05003G_018M","B05003G_019E","B05003G_019M","B05003G_020E","B05003G_020M","B05003G_021E","B05003G_021M","B05003G_022E","B05003G_022M","B05003G_023E","B05003G_023M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen",
"5001400US3910","Congressional District 10 (114th Congress), Ohio","19125","1495","9537","799","5324","621","5156","603","168","115","25","26","143","110","4213","422","3874","423","339","114","150","74","189","92","9588","926","5060","662","5016","659","44","43","18","31","26","30","4528","415","4205","411","323","132","134","59","189","114",
"5001400US3911","Congressional District 11 (114th Congress), Ohio","19117","1428","8898","750","4947","570","4916","571","31","36","10","12","21","35","3951","428","3410","406","541","164","267","90","274","133","10219","853","5002","517","4969","509","33","38","0","27","33","38","5217","551","4684","524","533","180","155","68","378","168",
"5001400US3912","Congressional District 12 (114th Congress), Ohio","19323","1287","10042","858","5828","589","5728","592","100","73","77","69","23","22","4214","503","3939","488","275","99","178","83","97","66","9281","823","5249","513","5219","507","30","32","0","27","30","32","4032","477","3674","440","358","105","185","81","173","76",
"5001400US3913","Congressional District 13 (114th Congress), Ohio","18105","1184","9093","717","5301","547","5284","545","17","22","7","14","10","15","3792","408","3575","412","217","76","57","31","160","69","9012","643","5209","458","5164","453","45","38","11","16","34","36","3803","383","3601","370","202","116","49","34","153","113",
"5001400US3914","Congressional District 14 (114th Congress), Ohio","12241","915","5928","476","3524","376","3438","379","86","55","25","28","61","49","2404","299","2081","253","323","164","40","38","283","154","6313","675","3452","404","3362","395","90","58","26","27","64","55","2861","427","2538","366","323","132","168","91","155","91",
"5001400US3915","Congressional District 15 (114th Congress), Ohio","15317","986","8199","549","4098","455","4080","454","18","22","0","27","18","22","4101","387","3887","372","214","125","103","87","111","73","7118","622","3615","451","3606","450","9","14","0","27","9","14","3503","401","3333","392","170","94","120","76","50","46",
"5001400US3916","Congressional District 16 (114th Congress), Ohio","10684","1096","5486","641","2837","374","2776","376","61","54","0","27","61","54","2649","431","2373","396","276","99","162","76","114","61","5198","603","2540","394","2449","381","91","81","24","23","67","78","2658","345","2238","331","420","132","233","99","187","90",
"5001400US4001","Congressional District 1 (114th Congress), Oklahoma","58360","1706","28178","1001","12561","626","12519","628","42","28","19","16","23","24","15617","623","15112","594","505","99","204","72","301","82","30182","1001","12178","587","12136","585","42","31","15","18","27","25","18004","635","17506","626","498","113","227","69","271","96",
"5001400US4002","Congressional District 2 (114th Congress), Oklahoma","86519","2004","43006","1110","17105","618","17101","617","4","6","0","22","4","6","25901","711","25780","702","121","59","56","43","65","31","43513","1204","17201","660","17201","660","0","22","0","22","0","22","26312","763","26156","755","156","65","118","59","38","24",
"5001400US4003","Congressional District 3 (114th Congress), Oklahoma","43985","1183","22394","664","9513","518","9462","519","51","36","4","7","47","35","12881","525","12358","500","523","189","220","132","303","150","21591","827","8888","552","8799","547","89","71","24","29","65","64","12703","541","12202","511","501","130","184","100","317","120",
"5001400US4004","Congressional District 4 (114th Congress), Oklahoma","55245","1767","27069","1122","12683","779","12639","765","44","50","0","22","44","50","14386","682","13984","666","402","152","193","99","209","102","28176","1071","12372","693","12302","691","70","87","0","22","70","87","15804","664","15284","639","520","154","279","94","241","120",
"5001400US4005","Congressional District 5 (114th Congress), Oklahoma","52001","2203","25710","1337","12188","853","12019","844","169","109","0","22","169","109","13522","845","10767","592","2755","637","434","148","2321","603","26291","1291","11586","712","11379","681","207","143","2","3","205","144","14705","851","13384","788","1321","352","233","89","1088","341",
"5001400US4101","Congressional District 1 (114th Congress), Oregon","32375","1455","16012","906","7913","585","7807","579","106","71","77","57","29","35","8099","628","6932","607","1167","234","619","167","548","177","16363","961","7293","623","7170","623","123","64","49","36","74","57","9070","610","8035","555","1035","236","546","170","489","165",
"5001400US4102","Congressional District 2 (114th Congress), Oregon","26577","1269","13329","708","5236","509","5225","508","11","17","4","16","7","9","8093","490","7477","457","616","184","204","102","412","151","13248","862","5226","478","5209","476","17","22","0","28","17","22","8022","600","7487","590","535","154","253","104","282","130",
"5001400US4103","Congressional District 3 (114th Congress), Oregon","34054","1892","17107","1034","7929","716","7898","709","31","43","11","19","20","37","9178","648","8139","628","1039","293","389","133","650","242","16947","1152","6843","745","6783","740","60","65","18","25","42","59","10104","776","9321","758","783","239","443","169","340","161",
"5001400US4104","Congressional District 4 (114th Congress), Oregon","28435","1071","13785","736","5387","435","5232","434","155","163","0","28","155","163","8398","553","7809","519","589","206","280","120","309","149","14650","749","5269","452","5174","455","95","97","15","26","80","94","9381","563","8657","572","724","228","300","124","424","184",
"5001400US4105","Congressional District 5 (114th Congress), Oregon","32373","1592","16244","1000","7422","698","7155","659","267","173","9","14","258","175","8822","581","7543","548","1279","361","406","188","873","294","16129","921","6469","656","6459","649","10","16","10","16","0","28","9660","574","8541","551","1119","284","444","163","675","209",
"5001400US4201","Congressional District 1 (114th Congress), Pennsylvania","18865","1640","8770","1036","4939","776","4889","774","50","38","10","15","40","34","3831","517","2949","433","882","256","473","196","409","139","10095","932","4673","707","4569","714","104","85","5","7","99","85","5422","511","4518","488","904","245","343","138","561","189",
"5001400US4202","Congressional District 2 (114th Congress), Pennsylvania","18225","1563","8469","903","3401","510","3335","509","66","41","9","15","57","39","5068","631","4212","599","856","250","259","137","597","221","9756","968","3436","473","3402","471","34","32","34","32","0","24","6320","712","5517","679","803","272","350","133","453","212",
"5001400US4203","Congressional District 3 (114th Congress), Pennsylvania","11786","723","5903","460","3583","365","3493","357","90","61","25","32","65","47","2320","243","2119","233","201","74","105","59","96","46","5883","476","3306","352","3252","348","54","38","8","10","46","36","2577","284","2348","280","229","75","105","52","124","49",
"5001400US4204","Congressional District 4 (114th Congress), Pennsylvania","18175","1143","9131","730","5442","459","5370","458","72","73","4","7","68","72","3689","414","3057","373","632","200","195","134","437","152","9044","661","5184","489","5144","481","40","39","29","37","11","14","3860","348","3399","360","461","141","157","81","304","119",
"5001400US4205","Congressional District 5 (114th Congress), Pennsylvania","9395","733","5398","505","2354","307","2319","304","35","33","8","13","27","26","3044","398","2380","258","664","322","121","68","543","307","3997","431","1883","304","1853","306","30","26","18","22","12","11","2114","267","1876","248","238","79","82","49","156","63",
"5001400US4206","Congressional District 6 (114th Congress), Pennsylvania","13185","1025","6359","599","3424","435","3374","436","50","40","50","40","0","24","2935","389","2415","338","520","173","342","145","178","89","6826","650","3810","435","3763","432","47","59","27","34","20","48","3016","351","2582","322","434","135","281","94","153","73",
"5001400US4207","Congressional District 7 (114th Congress), Pennsylvania","11111","901","5468","532","2674","337","2533","325","141","125","91","122","50","34","2794","376","2267","335","527","147","287","108","240","107","5643","569","2958","427","2924","426","34","34","20","31","14","12","2685","316","2163","300","522","137","267","111","255","88",
"5001400US4208","Congressional District 8 (114th Congress), Pennsylvania","11535","996","5476","494","2882","379","2853","376","29","34","24","32","5","8","2594","304","2074","285","520","153","305","115","215","116","6059","668","3015","422","2957","431","58","41","27","29","31","32","3044","387","2423","362","621","181","342","107","279","132",
"5001400US4209","Congressional District 9 (114th Congress), Pennsylvania","10182","786","5235","508","2627","302","2596","299","31","25","16","18","15","19","2608","338","2381","313","227","121","119","73","108","71","4947","472","2617","337","2581","336","36","33","26","31","10","15","2330","287","2187","280","143","78","83","55","60","49",
"5001400US4210","Congressional District 10 (114th Congress), Pennsylvania","9975","747","4746","478","2160","301","2112","291","48","51","47","50","1","2","2586","313","2246","294","340","114","125","75","215","79","5229","531","2471","367","2427","361","44","53","41","52","3","7","2758","308","2437","288","321","115","158","74","163","84",
"5001400US4211","Congressional District 11 (114th Congress), Pennsylvania","12930","1146","6879","739","3718","484","3614","458","104","97","100","97","4","7","3161","451","2590","389","571","206","268","153","303","118","6051","607","3338","413","3281","407","57","44","51","42","6","9","2713","371","2203","307","510","187","270","104","240","131",
"5001400US4212","Congressional District 12 (114th Congress), Pennsylvania","10889","727","5532","457","3363","379","3359","379","4","9","4","9","0","24","2169","256","2052","253","117","62","37","29","80","53","5357","452","3157","356","3150","356","7","7","4","6","3","4","2200","278","2034","273","166","61","101","50","65","41",
"5001400US4213","Congressional District 13 (114th Congress), Pennsylvania","17929","1531","8554","849","4271","580","4071","591","200","99","10","16","190","98","4283","525","3036","371","1247","346","477","148","770","313","9375","930","4724","644","4616","637","108","95","23","27","85","88","4651","546","3614","509","1037","231","533","152","504","171",
"5001400US4214","Congressional District 14 (114th Congress), Pennsylvania","21216","1252","10111","683","5276","438","5224","440","52","53","3","6","49","53","4835","456","4394","463","441","133","163","91","278","104","11105","829","5106","538","4970","539","136","109","17","28","119","96","5999","617","5701","609","298","114","103","51","195","101",
"5001400US4215","Congressional District 15 (114th Congress), Pennsylvania","17903","1324","8973","747","4852","594","4816","595","36","33","8","11","28","31","4121","405","3257","369","864","252","494","137","370","194","8930","844","4542","550","4456","539","86","67","39","45","47","50","4388","492","3634","441","754","204","448","135","306","129",
"5001400US4216","Congressional District 16 (114th Congress), Pennsylvania","22906","1557","11276","901","5836","602","5664","597","172","88","0","24","172","88","5440","552","4219","498","1221","267","405","138","816","238","11630","874","5970","627","5859","623","111","68","20","31","91","61","5660","493","4389","495","1271","248","571","144","700","192",
"5001400US4217","Congressional District 17 (114th Congress), Pennsylvania","13872","1129","6812","646","3676","446","3658","447","18","29","0","24","18","29","3136","374","2468","337","668","188","280","107","388","133","7060","740","3596","520","3558","520","38","48","0","24","38","48","3464","455","2760","367","704","202","457","169","247","102",
"5001400US4218","Congressional District 18 (114th Congress), Pennsylvania","9679","870","5127","560","2762","406","2749","404","13","20","0","24","13","20","2365","295","2047","238","318","134","148","83","170","98","4552","481","2569","403","2538","401","31","34","16","26","15","24","1983","295","1698","288","285","125","97","51","188","114",
"5001400US4401","Congressional District 1 (114th Congress), Rhode Island","17314","1276","9021","807","4128","534","4037","538","91","63","18","21","73","59","4893","553","3647","464","1246","272","597","151","649","210","8293","757","3542","434","3511","438","31","31","0","29","31","31","4751","550","3513","460","1238","254","652","191","586","172",
"5001400US4402","Congressional District 2 (114th Congress), Rhode Island","12031","1190","6123","729","2753","422","2608","388","145","149","7","11","138","147","3370","468","2617","354","753","256","326","115","427","190","5908","660","2405","404","2357","396","48","40","14","21","34","34","3503","460","2753","398","750","197","444","127","306","128",
"5001400US4501","Congressional District 1 (114th Congress), South Carolina","16979","1400","8202","845","4399","555","4399","555","0","29","0","29","0","29","3803","518","3360","477","443","216","233","143","210","155","8777","879","4457","639","4372","645","85","56","22","38","63","45","4320","547","3817","454","503","213","291","150","212","134",
"5001400US4502","Congressional District 2 (114th Congress), South Carolina","14166","1229","6772","794","3707","629","3707","629","0","29","0","29","0","29","3065","404","2646","385","419","169","249","121","170","104","7394","791","3516","476","3510","475","6","9","6","9","0","29","3878","546","3456","508","422","192","186","110","236","161",
"5001400US4503","Congressional District 3 (114th Congress), South Carolina","11360","1132","5365","656","3148","508","3061","500","87","85","0","29","87","85","2217","358","1970","346","247","112","106","63","141","90","5995","693","3477","457","3411","469","66","55","8","11","58","53","2518","402","2267","390","251","124","107","73","144","85",
"5001400US4504","Congressional District 4 (114th Congress), South Carolina","12834","916","6042","614","3728","500","3539","491","189","140","30","32","159","139","2314","314","1961","278","353","134","97","68","256","108","6792","633","3434","482","3373","485","61","68","0","29","61","68","3358","323","2906","319","452","154","161","87","291","126",
"5001400US4505","Congressional District 5 (114th Congress), South Carolina","13483","1097","6976","699","4232","521","4222","519","10","16","10","16","0","29","2744","357","2543","348","201","113","114","89","87","63","6507","614","3594","475","3555","481","39","52","0","29","39","52","2913","387","2754","378","159","78","33","23","126","72",
"5001400US4506","Congressional District 6 (114th Congress), South Carolina","11617","1126","5920","806","2437","444","2328","442","109","90","56","66","53","60","3483","568","2977","500","506","187","169","124","337","149","5697","691","2643","421","2580","422","63","47","16","23","47","42","3054","419","2817","418","237","112","66","44","171","101",
"5001400US4507","Congressional District 7 (114th Congress), South Carolina","10460","1148","5296","722","3260","607","3241","608","19","27","4","10","15","26","2036","350","1903","334","133","95","60","53","73","76","5164","636","2822","469","2795","471","27","43","3","9","24","42","2342","359","2229","366","113","61","75","54","38","32",
"5001400US4600","Congressional District (at Large) (114th Congress), South Dakota","20693","1143","10262","685","5428","566","5409","565","19","29","2","10","17","27","4834","403","4580","373","254","138","114","90","140","86","10431","696","5186","386","5163","387","23","22","0","22","23","22","5245","508","5043","508","202","97","67","54","135","77",
"5001400US4701","Congressional District 1 (114th Congress), Tennessee","11531","643","5850","444","2895","306","2880","303","15","23","0","29","15","23","2955","339","2742","317","213","95","151","89","62","47","5681","477","2987","359","2959","351","28","36","22","35","6","9","2694","312","2532","301","162","91","92","70","70","60",
"5001400US4702","Congressional District 2 (114th Congress), Tennessee","12034","914","5731","562","2651","381","2617","374","34","53","34","53","0","29","3080","408","2618","328","462","205","149","95","313","175","6303","560","2919","421","2842","417","77","87","36","54","41","68","3384","339","3095","342","289","136","88","69","201","118",
"5001400US4703","Congressional District 3 (114th Congress), Tennessee","11894","844","5968","563","2735","420","2735","420","0","29","0","29","0","29","3233","374","3045","360","188","113","149","109","39","34","5926","517","2452","341","2441","340","11","17","11","17","0","29","3474","378","3320","374","154","71","119","67","35","35",
"5001400US4704","Congressional District 4 (114th Congress), Tennessee","20802","1269","10266","736","5067","455","5037","457","30","29","12","14","18","27","5199","494","4833","432","366","224","124","73","242","203","10536","897","4815","541","4772","541","43","54","2","4","41","54","5721","543","5403","512","318","123","116","81","202","109",
"5001400US4705","Congressional District 5 (114th Congress), Tennessee","16832","1370","8203","778","4109","510","3832","492","277","149","89","74","188","122","4094","470","3239","417","855","182","436","155","419","118","8629","837","4465","591","4300","589","165","95","85","81","80","63","4164","478","3373","419","791","209","343","127","448","155",
"5001400US4706","Congressional District 6 (114th Congress), Tennessee","10771","877","5559","560","2837","387","2809","385","28","31","0","29","28","31","2722","384","2519","371","203","100","116","73","87","79","5212","517","2337","361","2282","350","55","59","5","9","50","58","2875","341","2702","325","173","93","90","52","83","69",
"5001400US4707","Congressional District 7 (114th Congress), Tennessee","16044","1192","7688","817","3790","501","3733","492","57","57","9","15","48","54","3898","507","3397","443","501","213","147","67","354","206","8356","645","4694","423","4645","425","49","36","31","35","18","18","3662","387","3126","382","536","209","319","183","217","97",
"5001400US4708","Congressional District 8 (114th Congress), Tennessee","10266","798","5394","555","3202","441","3168","441","34","40","0","29","34","40","2192","347","1869","313","323","157","82","55","241","148","4872","472","2681","373","2681","373","0","29","0","29","0","29","2191","279","1976","266","215","102","105","82","110","62",
"5001400US4709","Congressional District 9 (114th Congress), Tennessee","12488","1288","6058","629","2807","470","2746","462","61","68","38","61","23","26","3251","418","2648","420","603","221","143","101","460","203","6430","873","3157","592","3078","590","79","64","30","36","49","54","3273","494","2878","451","395","217","143","79","252","200",
"5001400US4801","Congressional District 1 (114th Congress), Texas","9664","1029","4895","623","2473","442","2349","413","124","89","28","46","96","71","2422","323","2045","316","377","141","172","92","205","125","4769","592","2102","394","2063","394","39","40","0","30","39","40","2667","350","2251","335","416","132","171","97","245","104",
"5001400US4802","Congressional District 2 (114th Congress), Texas","17166","1372","8613","876","4037","598","3828","540","209","251","0","30","209","251","4576","631","3164","494","1412","277","701","218","711","217","8553","810","3829","532","3710","525","119","82","46","46","73","68","4724","553","3701","511","1023","244","527","197","496","178",
"5001400US4803","Congressional District 3 (114th Congress), Texas","23640","1728","11699","1030","5874","713","5793","707","81","60","25","23","56","57","5825","727","4098","624","1727","346","865","216","862","246","11941","972","6199","596","6001","574","198","102","54","51","144","91","5742","583","4355","522","1387","253","734","175","653","165",
"5001400US4804","Congressional District 4 (114th Congress), Texas","17284","1013","8231","546","4420","420","4368","422","52","45","4","5","48","45","3811","320","3607","294","204","78","93","64","111","53","9053","723","4363","510","4322","504","41","45","5","6","36","44","4690","410","4327","369","363","146","228","127","135","70",
"5001400US4805","Congressional District 5 (114th Congress), Texas","16550","1420","8238","828","4168","516","4023","500","145","90","5","10","140","90","4070","495","3165","455","905","214","229","85","676","195","8312","830","4457","519","4329","519","128","94","11","14","117","95","3855","492","3043","422","812","239","275","113","537","177",
"5001400US4806","Congressional District 6 (114th Congress), Texas","20159","1769","9641","973","5109","692","4990","686","119","73","68","62","51","55","4532","603","3356","507","1176","288","600","176","576","203","10518","1136","4942","733","4862","732","80","69","45","48","35","50","5576","644","4541","577","1035","337","473","189","562","246",
"5001400US4807","Congressional District 7 (114th Congress), Texas","18656","1847","8768","996","3766","583","3493","577","273","150","38","59","235","143","5002","740","2767","569","2235","560","920","229","1315","488","9888","1167","4458","713","4202","692","256","135","57","53","199","118","5430","769","3215","553","2215","556","978","311","1237","407",
"5001400US4808","Congressional District 8 (114th Congress), Texas","15820","1319","7622","937","4105","737","4014","743","91","63","23","38","68","52","3517","449","2898","381","619","215","300","143","319","150","8198","796","3945","530","3806","530","139","98","43","68","96","77","4253","474","3508","430","745","254","313","167","432","176",
"5001400US4809","Congressional District 9 (114th Congress), Texas","14781","1810","7353","1049","3241","665","2927","546","314","249","78","132","236","211","4112","643","2106","392","2006","467","907","266","1099","386","7428","1051","2907","638","2804","638","103","74","28","35","75","63","4521","601","2577","463","1944","401","957","266","987","313",
"5001400US4810","Congressional District 10 (114th Congress), Texas","17135","1659","8457","860","4668","695","4581","679","87","98","64","92","23","33","3789","403","2718","317","1071","257","460","159","611","200","8678","1076","4234","705","4172","701","62","43","28","44","34","29","4444","596","3276","456","1168","322","468","176","700","261",
"5001400US4811","Congressional District 11 (114th Congress), Texas","14737","1312","7733","713","3603","494","3566","493","37","34","0","30","37","34","4130","440","3618","383","512","161","268","86","244","136","7004","850","3058","637","3037","629","21","32","0","30","21","32","3946","402","3520","370","426","117","181","66","245","103",
"5001400US4812","Congressional District 12 (114th Congress), Texas","18319","1418","9144","789","4431","524","4390","527","41","47","6","12","35","45","4713","567","4019","515","694","230","178","96","516","216","9175","892","4732","642","4673","640","59","52","21","32","38","41","4443","473","3911","442","532","141","232","105","300","119",
"5001400US4813","Congressional District 13 (114th Congress), Texas","19278","1295","9922","837","5371","592","5328","591","43","40","0","30","43","40","4551","462","3996","432","555","151","225","109","330","99","9356","749","4671","549","4581","548","90","68","16","22","74","63","4685","449","4209","445","476","111","156","65","320","94",
"5001400US4814","Congressional District 14 (114th Congress), Texas","14566","1432","7367","842","3829","586","3758","568","71","85","0","30","71","85","3538","484","2939","451","599","153","126","83","473","141","7199","820","3247","565","3203","558","44","38","21","34","23","22","3952","472","3441","424","511","166","264","122","247","112",
"5001400US4815","Congressional District 15 (114th Congress), Texas","8252","1028","3870","633","1668","465","1665","465","3","6","0","30","3","6","2202","375","1752","366","450","170","210","107","240","105","4382","592","1710","358","1710","358","0","30","0","30","0","30","2672","402","2160","353","512","156","212","89","300","106",
"5001400US4816","Congressional District 16 (114th Congress), Texas","16363","1471","8281","859","3442","599","3346","596","96","75","21","22","75","69","4839","584","3590","555","1249","237","546","134","703","173","8082","810","3091","548","3055","553","36","44","2","6","34","42","4991","519","3323","408","1668","311","901","186","767","208",
"5001400US4817","Congressional District 17 (114th Congress), Texas","16518","1482","8059","785","3464","407","3404","403","60","63","0","30","60","63","4595","571","3754","516","841","235","305","156","536","210","8459","924","3728","601","3685","601","43","45","0","30","43","45","4731","529","4074","527","657","184","326","103","331","136",
"5001400US4818","Congressional District 18 (114th Congress), Texas","11910","1540","6351","919","2307","427","2275","421","32","27","9","15","23","24","4044","758","2753","500","1291","447","354","152","937","408","5559","789","1777","366","1728","376","49","48","0","30","49","48","3782","630","2818","482","964","285","336","130","628","238",
"5001400US4819","Congressional District 19 (114th Congress), Texas","20656","1548","10803","1002","4900","508","4852","506","48","54","10","16","38","58","5903","735","5080","619","823","244","297","112","526","211","9853","820","4907","556","4863","549","44","65","0","30","44","65","4946","482","4395","437","551","174","147","73","404","140",
"5001400US4820","Congressional District 20 (114th Congress), Texas","19884","1558","9948","918","4122","562","4029","558","93","75","13","22","80","73","5826","592","4378","475","1448","347","388","160","1060","357","9936","1051","4438","776","4332","739","106","89","0","30","106","89","5498","598","4485","537","1013","228","555","164","458","169",
"5001400US4821","Congressional District 21 (114th Congress), Texas","20582","1519","10762","998","4745","687","4694","686","51","41","16","24","35","34","6017","663","5205","629","812","189","434","138","378","154","9820","857","3989","535","3896","534","93","67","13","18","80","61","5831","579","5142","530","689","176","366","125","323","122",
"5001400US4822","Congressional District 22 (114th Congress), Texas","19822","1943","9867","1169","4807","885","4708","882","99","57","19","31","80","52","5060","694","3482","466","1578","440","867","227","711","369","9955","1192","4556","688","4457","680","99","70","17","28","82","63","5399","738","3950","677","1449","349","725","230","724","284",
"5001400US4823","Congressional District 23 (114th Congress), Texas","14707","1324","7387","812","3150","536","3099","539","51","45","14","23","37","40","4237","516","3232","407","1005","271","456","171","549","173","7320","771","3021","485","2979","483","42","43","7","11","35","41","4299","512","3510","482","789","204","482","158","307","120",
"5001400US4824","Congressional District 24 (114th Congress), Texas","20972","1580","10990","1056","5094","680","4849","670","245","107","0","30","245","107","5896","709","4618","643","1278","255","538","162","740","199","9982","882","4349","580","4119","554","230","108","51","45","179","96","5633","560","4289","463","1344","313","515","194","829","220",
"5001400US4825","Congressional District 25 (114th Congress), Texas","20526","1595","9757","865","4583","524","4516","525","67","69","56","66","11","20","5174","582","4404","506","770","280","418","209","352","178","10769","1077","4795","687","4740","669","55","80","6","13","49","79","5974","595","5238","508","736","219","462","154","274","166",
"5001400US4826","Congressional District 26 (114th Congress), Texas","27488","2042","13648","1265","7466","766","7303","750","163","97","75","69","88","71","6182","774","4878","513","1304","439","544","190","760","395","13840","1060","6753","757","6617","736","136","119","15","23","121","118","7087","681","5698","584","1389","349","615","168","774","328",
"5001400US4827","Congressional District 27 (114th Congress), Texas","17241","1433","8494","909","4283","676","4232","686","51","56","30","44","21","30","4211","478","3848","477","363","96","184","77","179","81","8747","844","4217","646","4162","634","55","47","20","32","35","34","4530","418","4206","405","324","106","181","76","143","74",
"5001400US4828","Congressional District 28 (114th Congress), Texas","13862","1434","6180","766","2891","490","2850","482","41","39","0","30","41","39","3289","481","2811","460","478","135","307","117","171","83","7682","907","3693","665","3636","650","57","42","13","26","44","32","3989","432","3320","361","669","199","304","110","365","154",
"5001400US4829","Congressional District 29 (114th Congress), Texas","9430","1137","4388","585","1790","401","1722","397","68","43","0","30","68","43","2598","357","1452","247","1146","298","430","165","716","244","5042","682","2069","458","2008","450","61","42","0","30","61","42","2973","459","1855","314","1118","350","388","193","730","231",
"5001400US4830","Congressional District 30 (114th Congress), Texas","13398","1245","6101","696","2588","384","2554","385","34","37","0","30","34","37","3513","458","2722","443","791","239","329","111","462","226","7297","817","3136","453","3077","456","59","57","7","11","52","56","4161","568","3514","535","647","196","207","94","440","172",
"5001400US4831","Congressional District 31 (114th Congress), Texas","27806","1657","13182","921","7192","645","7110","643","82","85","0","30","82","85","5990","590","5224","540","766","229","422","157","344","159","14624","1048","7569","746","7522","760","47","71","0","30","47","71","7055","567","6214","536","841","206","567","164","274","138",
"5001400US4832","Congressional District 32 (114th Congress), Texas","26938","2152","13116","1134","5599","793","5481","782","118","78","14","21","104","76","7517","678","6196","629","1321","292","749","205","572","218","13822","1364","6704","847","6704","847","0","30","0","30","0","30","7118","780","6141","668","977","276","602","195","375","170",
"5001400US4833","Congressional District 33 (114th Congress), Texas","12766","1148","6553","718","2637","423","2594","421","43","35","0","30","43","35","3916","500","2882","478","1034","233","499","171","535","152","6213","673","2599","412","2501","409","98","61","24","30","74","55","3614","449","2722","381","892","205","351","143","541","131",
"5001400US4834","Congressional District 34 (114th Congress), Texas","7258","719","3829","420","1458","293","1407","289","51","52","29","46","22","24","2371","340","1942","331","429","114","137","58","292","103","3429","506","1333","298","1267","293","66","58","0","30","66","58","2096","355","1562","309","534","180","229","69","305","162",
"5001400US4835","Congressional District 35 (114th Congress), Texas","21965","1990","10483","1123","4880","738","4852","736","28","36","0","30","28","36","5603","700","4757","650","846","255","325","127","521","210","11482","1154","5053","649","5001","649","52","50","0","30","52","50","6429","750","5591","725","838","193","361","169","477","152",
"5001400US4836","Congressional District 36 (114th Congress), Texas","14203","1150","7300","822","3604","538","3586","536","18","30","0","30","18","30","3696","514","3065","399","631","320","307","143","324","195","6903","582","3310","483","3231","483","79","91","0","30","79","91","3593","373","2967","343","626","194","227","89","399","172",
"5001400US4901","Congressional District 1 (114th Congress), Utah","17790","1141","8866","677","5032","505","4923","495","109","74","72","62","37","35","3834","369","3496","353","338","125","139","65","199","94","8924","727","5111","515","5028","515","83","78","55","64","28","42","3813","401","3384","397","429","129","180","79","249","107",
