District,Code,Total Population by Race,,,,,,Voting Age Population by Race,,,,,,Total Citizen Population by Race,,,,,,Citizen Voting Age Population by Race,,,,,,Total Population (Hispanics/Latinos include any race),,,,,,,Total Voting Age Population (Hispanics/Latinos include any race),,,,,,,Citizen Population (Hispanics/Latinos include any race),,,,,,,Citizen Voting Age Population (Hispanics/Latinos include any race),,,,,,
,,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi
North Dakota's At-Large,ND-AL,85.1,2.7,3.5,1.5,5.1,2.1,87.5,2.5,2.9,1.6,4.2,1.4,86.6,2.1,3.3,0.7,5.2,2.1,89.2,1.8,2.6,0.7,4.3,1.5,"752,200","640,440","20,170","26,530","11,160","38,310","15,580","578,485","506,080","14,185","16,580","8,980","24,290","8,360","734,655","636,035","15,790","24,275","4,965","38,255","15,335","562,630","501,885","10,160","14,495","3,670","24,235","8,185"
Ohio's 1st,OH-01,69.1,21.7,3.1,3.6,0.1,2.4,72.0,20.4,2.5,3.5,0.1,1.5,70.8,22.0,2.4,2.2,0.1,2.5,74.1,20.7,1.6,1.9,0.1,1.6,"737,765","509,610","160,235","23,005","26,435",575,"17,905","559,090","402,385","114,260","13,820","19,565",405,"8,655","713,115","505,105","157,040","16,865","15,985",575,"17,545","537,445","398,340","111,480","8,465","10,365",405,"8,395"
Ohio's 2nd,OH-02,85.4,8.6,2.1,1.5,0.2,2.2,86.8,8.4,1.6,1.6,0.2,1.4,86.3,8.6,1.9,0.9,0.2,2.1,87.8,8.4,1.3,0.9,0.2,1.4,"728,700","622,505","62,705","15,410","11,225","1,140","15,715","562,095","487,990","47,215","9,040","8,795","1,035","8,015","718,380","619,810","61,945","13,410","6,750","1,125","15,340","553,185","485,655","46,525","7,095","5,020","1,020","7,870"
Ohio's 3rd,OH-03,51.6,33.1,6.7,4.3,0.2,4.0,56.3,30.7,5.3,4.6,0.2,2.9,54.7,33.3,5.1,2.4,0.2,4.2,60.3,30.8,3.2,2.4,0.2,3.1,"785,160","405,310","260,230","52,835","34,035","1,195","31,555","591,795","333,050","181,895","31,330","27,135","1,105","17,280","732,065","400,625","243,785","37,510","17,865","1,185","31,100","545,025","328,685","167,940","17,575","12,880","1,090","16,855"
Ohio's 4th,OH-04,87.8,5.1,3.6,0.9,0.2,2.3,89.3,5.2,3.0,1.0,0.3,1.3,88.4,5.1,3.4,0.6,0.2,2.3,90.0,5.1,2.7,0.6,0.3,1.3,"711,250","624,425","36,385","25,915","6,755","1,550","16,225","551,100","492,035","28,395","16,510","5,530","1,405","7,225","704,480","622,550","35,910","24,090","4,275","1,550","16,110","544,820","490,325","27,965","14,830","3,185","1,405","7,110"
Ohio's 5th,OH-05,88.9,2.8,5.1,1.4,0.1,1.6,90.4,2.8,4.3,1.4,0.2,1.0,89.7,2.8,4.8,1.0,0.1,1.6,91.3,2.8,4.0,0.9,0.2,1.0,"722,735","642,795","20,225","36,825","10,085","1,035","11,765","560,190","506,310","15,725","23,995","7,815",850,"5,500","713,795","639,920","19,885","34,495","6,810","1,025","11,660","551,925","503,755","15,385","21,815","4,735",840,"5,390"
Ohio's 6th,OH-06,94.4,2.2,1.2,0.4,0.2,1.6,94.9,2.4,1.0,0.5,0.2,1.1,94.7,2.2,1.1,0.3,0.2,1.6,95.3,2.4,0.9,0.3,0.2,1.1,"700,100","660,860","15,645","8,250","3,145","1,130","11,075","553,095","525,155","13,030","5,495","2,675",925,"5,815","696,895","659,730","15,540","7,345","2,110","1,115","11,050","550,235","524,135","12,935","4,720","1,735",915,"5,800"
Ohio's 7th,OH-07,90.9,4.0,2.3,0.7,0.1,2.0,92.3,3.8,1.8,0.7,0.1,1.2,91.4,4.0,1.9,0.5,0.1,2.0,93.0,3.8,1.4,0.5,0.1,1.2,"726,545","660,155","29,055","16,515","5,115",945,"14,755","556,920","514,110","21,030","10,200","4,010",740,"6,835","720,605","658,545","28,975","13,795","3,620",945,"14,720","551,430","512,635","20,950","7,650","2,660",740,"6,800"
Ohio's 8th,OH-08,85.9,5.9,3.5,2.1,0.1,2.5,87.9,5.8,2.7,2.1,0.1,1.4,87.4,5.8,2.7,1.4,0.1,2.5,89.7,5.7,1.8,1.3,0.1,1.4,"728,115","625,670","43,235","25,280","15,000","1,015","17,925","556,070","488,760","32,060","14,880","11,830",810,"7,735","713,520","623,645","41,715","19,545","9,750","1,015","17,850","542,785","486,895","30,750","9,720","6,925",810,"7,680"
Ohio's 9th,OH-09,68.0,15.7,11.4,1.6,0.2,3.2,72.2,14.7,9.4,1.6,0.2,1.9,68.6,15.8,11.1,1.0,0.2,3.2,73.1,14.9,8.9,1.0,0.2,1.9,"709,760","482,380","111,140","81,045","11,045","1,450","22,695","551,615","398,305","80,945","51,995","8,930","1,170","10,270","695,025","477,125","110,155","76,970","6,940","1,435","22,400","538,405","393,645","80,060","48,155","5,350","1,155","10,045"
Ohio's 10th,OH-10,74.9,16.8,2.8,2.3,0.2,3.0,77.1,16.1,2.3,2.4,0.2,1.9,76.1,16.9,2.3,1.5,0.2,3.0,78.5,16.3,1.8,1.4,0.2,1.8,"721,945","540,700","121,135","20,325","16,755","1,315","21,715","563,235","434,225","90,915","13,215","13,280",920,"10,685","704,960","536,500","119,450","16,405","10,455","1,275","20,875","548,220","430,485","89,325","9,780","7,730",880,"10,015"
Ohio's 11th,OH-11,37.3,53.1,4.3,2.6,0.2,2.6,40.7,50.8,3.8,2.8,0.2,1.7,37.6,54.1,4.0,1.5,0.2,2.6,41.2,52.0,3.4,1.5,0.2,1.7,"693,815","258,590","368,475","29,810","17,790","1,135","18,015","540,860","220,225","274,925","20,285","15,085","1,015","9,335","676,300","254,110","366,130","27,355","10,085","1,125","17,495","524,660","215,990","272,945","17,965","7,945","1,005","8,810"
Ohio's 12th,OH-12,85.7,4.6,2.5,4.4,0.1,2.7,87.1,4.6,2.1,4.3,0.1,1.8,87.6,4.5,2.3,2.7,0.1,2.8,89.3,4.6,1.9,2.3,0.1,1.8,"770,905","660,460","35,295","19,200","34,030",995,"20,920","589,655","513,805","27,280","12,460","25,120",660,"10,330","749,815","656,490","33,810","17,410","20,380",995,"20,735","571,540","510,530","26,215","10,755","13,205",660,"10,170"
Ohio's 13th,OH-13,80.7,11.3,3.3,1.9,0.2,2.6,83.0,10.6,2.8,1.9,0.2,1.5,81.8,11.4,3.1,0.9,0.2,2.6,84.3,10.7,2.5,0.8,0.2,1.4,"710,420","573,385","80,285","23,240","13,590","1,410","18,515","567,585","471,035","60,235","15,695","11,065","1,210","8,340","696,275","569,655","79,605","21,320","6,160","1,410","18,120","555,060","467,910","59,575","13,915","4,405","1,210","8,040"
Ohio's 14th,OH-14,88.8,4.5,2.9,2.2,0.1,1.6,90.3,4.3,2.3,2.1,0.1,0.9,89.8,4.5,2.5,1.5,0.1,1.6,91.5,4.4,1.8,1.3,0.1,0.9,"717,865","637,605","32,110","20,645","15,460",900,"11,140","562,580","508,190","24,230","12,665","11,650",680,"5,165","704,150","631,990","31,825","17,685","10,715",880,"11,055","550,315","503,370","23,960","9,875","7,375",660,"5,080"
Ohio's 15th,OH-15,89.0,4.1,2.2,2.4,0.1,2.2,90.0,4.1,1.8,2.5,0.1,1.5,90.2,4.1,1.9,1.5,0.1,2.2,91.4,4.0,1.5,1.4,0.1,1.5,"754,510","671,370","31,245","16,295","18,025",920,"16,655","589,675","530,570","24,255","10,640","14,495",825,"8,885","739,405","667,200","30,205","13,805","10,985",920,"16,295","576,085","526,800","23,330","8,460","8,070",825,"8,595"
Ohio's 16th,OH-16,91.5,2.2,2.3,2.3,0.2,1.6,92.4,2.1,2.0,2.3,0.2,1.0,92.4,2.2,2.1,1.6,0.2,1.6,93.4,2.1,1.8,1.5,0.2,1.0,"722,280","660,900","15,810","16,725","16,325","1,190","11,335","568,145","525,235","12,010","11,530","12,800",900,"5,675","709,470","655,465","15,485","15,180","11,090","1,190","11,060","556,785","520,225","11,725","10,085","8,380",900,"5,460"
Oklahoma's 1st,OK-01,64.6,8.6,11.2,3.0,5.4,7.1,69.0,8.2,9.0,3.0,5.2,5.7,67.7,8.9,8.2,2.0,5.7,7.5,73.0,8.5,5.0,1.8,5.6,6.0,"797,150","515,005","68,685","89,340","23,805","43,330","56,995","595,870","411,120","48,825","53,360","17,630","31,180","33,760","754,260","510,425","66,830","61,860","15,180","43,255","56,705","557,315","407,085","47,235","28,125","10,270","31,120","33,485"
Oklahoma's 2nd,OK-02,64.1,3.4,5.2,0.8,16.7,9.8,68.4,3.4,4.0,0.8,15.4,8.0,64.9,3.4,4.3,0.6,17.0,9.9,69.4,3.5,2.8,0.5,15.6,8.1,"748,285","479,755","25,125","38,985","5,750","125,225","73,450","572,495","391,870","19,735","22,725","4,310","88,020","45,835","737,725","478,460","24,835","31,725","4,135","125,190","73,380","562,500","390,635","19,460","15,785","2,855","87,985","45,775"
Oklahoma's 3rd,OK-03,74.0,3.8,9.9,1.6,5.6,5.1,77.1,3.9,8.2,1.7,5.2,3.9,76.1,3.8,8.0,1.0,5.8,5.3,79.8,4.0,5.7,1.0,5.4,4.1,"776,845","574,800","29,235","77,130","12,340","43,630","39,715","588,020","453,245","23,015","48,045","9,975","30,625","23,120","751,355","571,990","28,595","60,215","7,385","43,610","39,555","564,380","450,590","22,390","32,395","5,430","30,605","22,975"
Oklahoma's 4th,OK-04,70.8,6.5,8.7,2.4,4.7,6.8,73.9,6.5,7.3,2.6,4.5,5.4,72.1,6.6,7.7,1.8,4.9,6.9,75.5,6.5,6.0,1.9,4.6,5.5,"783,865","555,135","51,140","67,970","19,040","37,150","53,425","599,360","442,685","38,665","43,480","15,490","26,820","32,220","765,815","552,280","50,450","58,750","14,040","37,150","53,150","582,545","440,030","37,990","34,850","10,860","26,820","31,995"
Oklahoma's 5th,OK-05,57.3,13.5,16.5,3.3,3.9,5.5,62.3,13.1,13.0,3.5,3.9,4.3,61.1,14.2,12.4,2.3,4.2,5.8,67.4,13.9,7.6,2.3,4.2,4.6,"811,990","465,515","109,675","134,100","26,550","31,720","44,425","603,685","375,845","79,060","78,725","20,830","23,360","25,855","755,985","461,665","107,190","93,800","17,755","31,715","43,870","552,435","372,295","76,785","41,760","12,850","23,355","25,390"
Oregon's 1st,OR-01,71.1,1.7,14.7,8.2,0.4,3.9,74.5,1.7,12.1,8.4,0.5,2.8,76.0,1.7,11.6,6.0,0.5,4.2,80.9,1.6,8.0,5.9,0.5,3.0,"832,140","592,020","14,085","121,940","68,110","3,525","32,455","643,620","479,810","10,780","77,765","54,260","3,000","18,005","765,515","582,045","12,765","89,030","46,210","3,525","31,945","582,390","470,910","9,535","46,820","34,615","3,000","17,510"
Oregon's 2nd,OR-02,80.1,0.6,13.7,1.3,1.7,2.7,83.4,0.6,10.9,1.3,1.6,2.2,82.9,0.6,11.0,1.0,1.7,2.8,87.0,0.6,7.5,1.0,1.7,2.2,"805,735","645,280","4,955","110,320","10,235","13,505","21,435","630,065","525,435","3,700","68,980","8,405","9,920","13,620","773,760","641,705","4,715","84,830","7,740","13,475","21,295","600,025","521,990","3,560","44,920","6,140","9,910","13,495"
Oregon's 3rd,OR-03,71.2,5.0,11.2,7.7,0.7,4.3,74.5,4.6,9.3,7.9,0.7,3.1,74.8,4.8,8.9,6.3,0.7,4.5,78.9,4.5,6.3,6.3,0.7,3.2,"830,995","591,750","41,280","93,125","63,900","5,535","35,400","666,620","496,695","30,630","61,685","52,715","4,505","20,390","773,150","578,175","37,470","68,700","48,580","5,505","34,715","613,775","484,140","27,915","38,750","38,655","4,470","19,840"
Oregon's 4th,OR-04,83.9,0.8,7.8,2.6,0.9,3.9,86.0,0.7,6.3,2.8,1.0,3.2,86.1,0.7,6.6,1.6,1.0,3.9,88.6,0.7,4.9,1.6,1.0,3.2,"794,775","667,145","6,055","62,330","20,750","7,550","30,950","644,105","554,085","4,815","40,835","17,725","6,215","20,430","768,755","662,120","5,560","51,005","12,310","7,540","30,225","619,855","549,250","4,345","30,335","9,910","6,205","19,800"
Oregon's 5th,OR-05,75.1,1.0,16.6,3.2,0.8,3.2,79.1,1.0,13.3,3.2,0.8,2.6,78.8,1.0,13.3,2.6,0.9,3.3,84.1,1.0,9.0,2.5,0.8,2.7,"818,295","614,395","8,360","136,240","26,425","6,785","26,100","629,355","498,125","6,050","83,970","20,295","4,840","16,075","772,350","608,810","7,725","103,090","20,165","6,755","25,810","586,220","492,830","5,610","52,605","14,560","4,810","15,810"
Pennsylvania's 1st,PA-01,83.2,4.0,5.2,5.9,0.1,1.6,85.1,3.7,4.4,5.8,0.1,0.9,85.3,3.9,4.4,4.6,0.1,1.6,87.6,3.6,3.4,4.4,0.1,0.9,"709,205","590,385","28,385","36,875","41,560",980,"11,025","560,995","477,410","20,890","24,435","32,305",810,"5,145","683,850","583,445","26,805","30,270","31,700",805,"10,830","537,870","471,015","19,480","18,310","23,455",635,"4,975"
Pennsylvania's 2nd,PA-02,39.0,26.0,25.2,7.8,0.2,1.8,43.5,24.6,22.1,8.2,0.2,1.4,40.4,26.9,24.4,6.2,0.2,1.8,45.7,25.7,20.8,6.2,0.2,1.4,"734,860","286,600","190,860","185,445","57,190","1,375","13,395","550,045","239,320","135,360","121,685","44,960","1,045","7,680","673,920","272,335","181,590","164,650","41,615","1,375","12,360","496,245","226,970","127,525","103,125","30,645","1,045","6,935"
Pennsylvania's 3rd,PA-03,30.1,56.7,4.6,5.9,0.2,2.4,33.5,53.9,4.2,6.3,0.2,1.8,30.6,58.4,4.2,4.2,0.2,2.5,34.2,55.7,3.7,4.2,0.3,1.8,"722,980","217,600","409,800","33,470","42,905","1,730","17,475","587,925","196,715","317,110","24,880","37,245","1,445","10,530","687,965","210,470","401,530","28,725","28,660","1,700","16,870","555,345","190,060","309,590","20,750","23,590","1,415","9,935"
Pennsylvania's 4th,PA-04,77.2,9.2,4.9,6.5,0.1,2.1,79.3,9.0,4.0,6.4,0.1,1.2,79.7,9.3,4.0,4.7,0.1,2.2,82.3,9.1,3.0,4.3,0.1,1.2,"724,645","559,180","67,025","35,320","47,295",605,"15,220","566,745","449,420","51,125","22,700","36,120",540,"6,840","693,995","552,825","64,790","28,000","32,770",595,"15,025","539,400","443,900","49,170","16,020","23,120",525,"6,660"
Pennsylvania's 5th,PA-05,63.1,23.7,4.3,6.7,0.1,2.0,66.3,22.1,3.7,6.7,0.1,1.1,65.9,23.5,3.8,4.8,0.1,2.0,69.6,21.8,2.9,4.4,0.1,1.2,"714,120","450,820","169,570","30,850","48,070",805,"14,005","555,815","368,420","123,045","20,330","37,085",595,"6,335","674,870","444,505","158,365","25,355","32,275",730,"13,640","520,830","362,525","113,385","15,335","22,990",520,"6,075"
Pennsylvania's 6th,PA-06,73.3,5.7,15.1,4.1,0.1,1.7,76.7,5.8,12.4,4.0,0.1,1.0,76.9,5.8,12.5,2.9,0.1,1.8,81.2,5.9,9.3,2.5,0.1,1.1,"725,595","531,600","41,655","109,210","30,095",570,"12,460","553,610","424,475","32,170","68,750","21,970",445,"5,805","683,535","525,740","39,600","85,580","19,780",530,"12,305","516,390","419,200","30,445","47,830","12,805",410,"5,700"
Pennsylvania's 7th,PA-07,70.9,5.7,18.2,3.2,0.1,1.9,75.0,5.3,15.3,3.1,0.1,1.2,73.0,5.6,16.9,2.4,0.1,2.0,77.5,5.2,13.7,2.3,0.1,1.2,"722,050","511,955","40,835","131,580","22,935",795,"13,960","566,950","425,195","29,940","86,485","17,855",705,"6,765","693,400","506,165","38,775","117,320","16,705",730,"13,715","541,680","419,980","28,065","74,080","12,395",640,"6,520"
Pennsylvania's 8th,PA-08,80.6,5.2,10.8,1.8,0.1,1.4,83.6,4.9,8.8,1.7,0.1,0.9,82.7,5.2,9.5,1.1,0.1,1.4,85.9,4.8,7.2,1.1,0.1,0.9,"695,545","560,685","36,475","75,375","12,380",755,"9,870","557,785","466,385","27,305","48,965","9,570",590,"4,965","673,125","556,430","34,755","63,770","7,740",725,"9,700","537,910","462,290","25,730","38,810","5,720",560,"4,800"
Pennsylvania's 9th,PA-09,89.1,2.4,6.3,1.1,0.1,1.0,90.7,2.4,5.0,1.1,0.1,0.6,89.9,2.4,5.8,0.9,0.1,1.0,91.6,2.3,4.5,0.8,0.1,0.6,"705,115","628,445","17,120","44,205","7,870",670,"6,805","563,550","511,370","13,530","28,275","6,155",595,"3,625","696,720","626,175","16,610","40,610","5,940",655,"6,730","555,895","509,310","13,060","25,030","4,370",575,"3,545"
Pennsylvania's 10th,PA-10,75.5,10.5,8.0,3.6,0.1,2.3,78.9,9.6,6.5,3.5,0.1,1.5,77.4,10.5,7.4,2.4,0.1,2.4,81.1,9.5,5.7,2.1,0.1,1.5,"727,145","548,890","76,100","58,280","26,205",795,"16,875","568,125","448,185","54,310","36,760","19,980",615,"8,285","703,615","544,265","73,600","51,770","16,640",795,"16,545","547,580","444,095","52,095","31,160","11,620",615,"8,000"
Pennsylvania's 11th,PA-11,85.0,3.3,8.4,1.9,0.1,1.3,87.2,3.1,7.0,1.9,0.1,0.8,86.2,3.2,7.8,1.4,0.1,1.3,88.7,2.9,6.2,1.3,0.1,0.8,"728,820","619,310","23,910","61,495","13,760",735,"9,615","558,855","487,325","17,055","39,160","10,445",460,"4,410","714,440","616,085","22,530","55,830","9,835",695,"9,460","545,860","484,240","15,835","33,830","7,180",450,"4,320"
Pennsylvania's 12th,PA-12,92.4,2.2,2.4,1.8,0.1,1.2,93.0,2.2,2.1,1.8,0.2,0.8,93.5,2.1,2.2,0.9,0.1,1.2,94.3,2.1,1.9,0.8,0.1,0.8,"701,190","647,620","15,430","16,550","12,280",990,"8,320","562,505","523,080","12,235","11,715","10,160",855,"4,455","689,060","644,190","14,720","14,925","6,095",950,"8,185","551,580","519,955","11,655","10,220","4,580",825,"4,335"
Pennsylvania's 13th,PA-13,91.9,2.7,3.2,0.7,0.1,1.6,93.2,2.6,2.5,0.7,0.1,0.9,92.7,2.6,2.5,0.5,0.1,1.6,94.2,2.6,1.8,0.4,0.1,0.9,"698,730","641,875","18,675","22,040","4,605",545,"10,995","556,830","519,210","14,645","13,675","3,670",420,"5,210","690,445","640,325","17,980","17,505","3,225",525,"10,895","549,530","517,835","14,075","9,660","2,455",400,"5,105"
Pennsylvania's 14th,PA-14,93.0,3.0,1.3,0.9,0.0,1.7,94.0,2.9,1.1,0.8,0.0,1.0,93.4,3.0,1.2,0.7,0.0,1.7,94.5,2.9,1.0,0.6,0.0,1.0,"691,460","643,145","20,660","9,110","6,215",325,"12,015","558,625","525,375","16,360","6,285","4,680",235,"5,695","687,075","641,580","20,465","8,270","4,510",325,"11,930","554,525","523,935","16,180","5,490","3,080",235,"5,610"
Pennsylvania's 15th,PA-15,94.7,1.9,1.5,0.7,0.1,1.0,94.8,2.2,1.4,0.8,0.1,0.7,95.4,1.8,1.3,0.4,0.1,1.0,95.6,2.0,1.2,0.4,0.1,0.7,"685,715","649,570","13,115","10,225","5,030",805,"6,970","555,720","526,965","12,035","7,960","4,290",700,"3,775","679,090","647,745","12,185","8,815","2,755",780,"6,815","549,485","525,255","11,185","6,615","2,125",675,"3,625"
Pennsylvania's 16th,PA-16,89.8,4.5,2.5,1.1,0.1,2.0,91.7,4.1,1.9,1.1,0.1,1.0,90.5,4.4,2.3,0.7,0.1,2.0,92.5,4.1,1.7,0.6,0.1,1.0,"692,425","621,745","31,085","17,255","7,885",880,"13,575","548,420","502,945","22,570","10,645","5,875",695,"5,690","682,270","617,425","30,320","15,730","4,610",875,"13,310","540,100","499,415","21,940","9,345","3,195",690,"5,520"
Pennsylvania's 17th,PA-17,87.7,5.8,1.6,2.8,0.1,2.0,89.5,5.4,1.3,2.6,0.1,1.1,88.9,5.8,1.4,1.8,0.1,2.0,91.0,5.4,1.1,1.4,0.1,1.0,"711,725","624,040","41,375","11,060","20,130",580,"14,535","568,185","508,670","30,910","7,200","14,685",510,"6,215","696,635","619,475","40,115","10,095","12,345",490,"14,110","554,550","504,485","29,720","6,295","7,830",420,"5,800"
Pennsylvania's 18th,PA-18,72.9,17.9,2.4,3.9,0.1,2.8,75.8,16.2,2.1,3.9,0.1,1.7,74.6,18.2,2.1,2.1,0.1,2.9,77.9,16.5,1.8,1.9,0.1,1.7,"699,855","510,275","125,030","16,810","27,060",745,"19,935","575,165","436,205","93,255","12,340","22,715",600,"10,055","676,325","504,650","123,020","14,445","13,995",745,"19,480","553,520","431,095","91,555","10,190","10,460",600,"9,620"
Rhode Island's 1st,RI-01,68.3,7.9,17.6,3.6,0.4,2.2,72.2,7.2,14.9,3.6,0.4,1.6,72.2,7.3,15.2,2.5,0.4,2.3,77.0,6.5,11.9,2.4,0.4,1.7,"532,760","363,675","41,930","93,995","19,145","2,110","11,905","424,330","306,305","30,750","63,430","15,480","1,640","6,720","491,180","354,560","35,695","74,865","12,485","2,085","11,485","386,615","297,720","25,265","46,170","9,385","1,615","6,460"
Rhode Island's 2nd,RI-02,78.2,3.8,12.4,3.4,0.3,1.8,81.1,3.7,10.4,3.3,0.3,1.3,81.0,3.7,10.5,2.6,0.3,1.9,84.4,3.5,8.1,2.3,0.3,1.3,"523,850","409,680","19,975","64,865","17,920","1,760","9,655","423,410","343,260","15,510","43,955","13,990","1,225","5,470","500,850","405,815","18,655","52,505","12,855","1,750","9,280","402,445","339,615","14,230","32,725","9,415","1,210","5,250"
South Carolina's 1st,SC-01,70.7,18.5,6.4,2.0,0.2,2.1,73.5,17.6,5.3,2.0,0.2,1.4,72.2,19.0,4.9,1.5,0.3,2.2,75.3,18.1,3.5,1.5,0.2,1.4,"766,665","542,020","142,190","49,040","15,090","1,880","16,445","600,190","441,185","105,520","31,820","12,130","1,415","8,115","742,935","536,175","141,045","36,520","11,030","1,880","16,285","578,365","435,550","104,565","20,330","8,535","1,415","7,975"
South Carolina's 2nd,SC-02,66.1,23.7,5.7,2.0,0.3,2.2,68.6,22.9,4.8,2.0,0.3,1.4,67.7,24.2,4.2,1.4,0.3,2.2,70.5,23.5,2.9,1.4,0.3,1.4,"707,820","468,160","167,710","40,190","14,360","1,870","15,530","544,830","373,955","124,650","26,065","11,065","1,580","7,515","687,275","465,275","166,480","28,605","9,750","1,870","15,300","526,280","371,285","123,600","15,360","7,160","1,580","7,300"
South Carolina's 3rd,SC-03,73.9,18.2,5.0,0.9,0.2,1.8,76.0,18.0,3.9,1.0,0.2,0.9,75.3,18.6,3.5,0.7,0.2,1.8,77.7,18.4,2.2,0.7,0.2,0.9,"684,950","506,420","124,705","34,050","6,425","1,085","12,260","536,010","407,580","96,480","21,060","5,180",885,"4,830","669,015","503,560","124,370","23,315","4,540","1,065","12,155","521,625","405,235","96,170","11,220","3,400",865,"4,740"
South Carolina's 4th,SC-04,68.5,18.7,8.2,2.6,0.2,1.8,71.1,18.2,6.8,2.5,0.2,1.2,71.0,19.6,5.6,1.8,0.2,1.9,74.2,19.2,3.6,1.7,0.2,1.2,"718,030","492,005","134,610","58,830","18,475","1,215","12,895","551,305","391,905","100,500","37,550","13,930","1,020","6,400","684,630","485,830","133,980","38,475","12,465","1,190","12,690","521,120","386,430","100,015","18,600","8,850",995,"6,230"
South Carolina's 5th,SC-05,65.3,26.7,4.4,1.2,0.4,2.0,67.5,26.1,3.6,1.2,0.4,1.2,66.1,27.1,3.5,0.9,0.4,2.0,68.5,26.6,2.5,0.8,0.4,1.2,"706,085","461,320","188,265","31,165","8,560","2,685","14,085","541,845","365,770","141,565","19,515","6,525","2,105","6,370","693,225","458,255","187,840","24,385","6,095","2,685","13,965","530,235","363,035","141,250","13,235","4,355","2,105","6,250"
South Carolina's 6th,SC-06,35.6,56.2,4.9,1.2,0.3,1.7,38.6,54.5,4.0,1.3,0.3,1.4,36.3,57.6,3.3,0.7,0.3,1.7,39.4,56.1,2.1,0.7,0.3,1.4,"662,895","236,230","372,785","32,375","8,225","1,720","11,555","523,375","201,815","285,345","20,715","6,790","1,455","7,250","644,435","234,075","371,425","21,515","4,495","1,720","11,200","506,770","199,795","284,155","10,885","3,495","1,455","6,980"
South Carolina's 7th,SC-07,64.4,28.4,4.2,1.1,0.5,1.4,67.4,26.7,3.4,1.1,0.5,0.8,65.4,28.9,2.9,0.8,0.5,1.5,68.7,27.3,1.8,0.8,0.5,0.8,"709,480","456,680","201,190","30,030","7,500","3,800","10,280","562,120","378,885","150,310","19,310","5,925","2,970","4,720","692,895","453,295","200,280","19,820","5,515","3,800","10,190","546,950","375,730","149,475","9,935","4,215","2,970","4,625"
South Dakota's At-Large,SD-AL,82.3,1.8,3.7,1.5,8.4,2.3,85.7,1.6,2.9,1.4,6.8,1.6,83.8,1.3,3.2,0.8,8.6,2.3,87.4,1.1,2.3,0.7,7.0,1.6,"864,290","711,355","15,870","31,995","12,880","72,305","19,890","651,225","557,820","10,270","18,855","9,385","44,400","10,495","845,335","708,630","11,195","26,995","6,545","72,280","19,695","635,405","555,395","6,705","14,450","4,160","44,380","10,320"
Tennessee's 1st,TN-01,91.4,2.1,3.7,0.8,0.2,1.7,92.9,2.2,2.8,0.8,0.2,1.1,92.9,2.1,2.6,0.5,0.2,1.7,94.6,2.1,1.5,0.4,0.3,1.1,"713,770","652,720","15,295","26,460","5,640","1,710","11,950","570,635","529,935","12,350","16,050","4,335","1,410","6,555","700,040","650,525","14,675","18,000","3,480","1,710","11,660","557,945","527,835","11,785","8,295","2,335","1,410","6,285"
Tennessee's 2nd,TN-02,86.1,6.1,4.0,1.7,0.2,1.8,88.0,5.8,3.1,1.7,0.3,1.2,87.8,6.1,2.9,1.1,0.2,1.8,90.0,5.8,1.8,1.0,0.3,1.2,"738,720","636,300","45,315","29,885","12,300","1,790","13,130","584,465","514,230","33,770","18,250","9,800","1,525","6,885","719,360","631,900","44,020","20,760","7,995","1,785","12,900","567,265","510,455","32,795","9,980","5,795","1,520","6,720"
Tennessee's 3rd,TN-03,82.1,10.6,4.0,1.3,0.3,1.7,83.8,10.3,3.1,1.3,0.3,1.1,83.4,10.7,3.0,0.9,0.3,1.7,85.4,10.4,1.9,0.8,0.3,1.2,"726,455","596,125","77,185","29,140","9,665","1,850","12,490","574,070","481,150","59,275","17,935","7,490","1,685","6,535","711,490","593,225","76,370","21,145","6,465","1,850","12,440","560,510","478,445","58,570","10,740","4,590","1,685","6,480"
Tennessee's 4th,TN-04,80.2,8.9,6.4,1.7,0.2,2.5,82.5,8.8,5.1,1.7,0.3,1.6,82.3,9.0,4.6,1.2,0.3,2.6,85.1,9.0,2.9,1.1,0.3,1.7,"769,785","617,710","68,430","48,945","13,205","1,875","19,620","589,635","486,525","52,020","29,840","9,935","1,610","9,705","744,815","613,315","67,255","34,040","8,895","1,875","19,440","567,085","482,560","50,895","16,365","6,130","1,610","9,520"
Tennessee's 5th,TN-05,60.0,24.8,9.5,3.3,0.2,2.2,63.9,23.7,7.4,3.3,0.2,1.5,63.3,26.1,6.1,2.1,0.2,2.3,68.0,25.0,3.3,1.9,0.2,1.5,"765,120","459,360","189,740","72,315","25,360","1,620","16,730","600,715","384,150","142,225","44,325","19,755","1,350","8,910","706,875","447,315","184,635","42,770","14,590","1,510","16,055","550,435","374,450","137,740","18,125","10,500","1,260","8,360"
