District,Code,Total Population by Race,,,,,,Voting Age Population by Race,,,,,,Total Citizen Population by Race,,,,,,Citizen Voting Age Population by Race,,,,,,Total Population (Hispanics/Latinos include any race),,,,,,,Total Voting Age Population (Hispanics/Latinos include any race),,,,,,,Citizen Population (Hispanics/Latinos include any race),,,,,,,Citizen Voting Age Population (Hispanics/Latinos include any race),,,,,,
,,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino, Asian and Pacific Islander,Native American,Other/Multi,Total,White (Non-Latino),Black,Latino,Asian and Pacific Islander,Native American,Other/Multi
South Dakota's At-Large,SD-AL,83.0,1.6,3.4,1.4,8.4,2.2,86.2,1.4,2.7,1.3,6.9,1.5,84.4,1.2,2.9,0.7,8.5,2.3,87.8,1.0,2.0,0.6,7.0,1.5,"851,060","706,160","13,720","29,185","11,680","71,210","19,110","641,445","553,030","9,095","17,380","8,205","44,200","9,535","833,720","703,510","9,925","24,135","5,960","71,160","19,035","627,070","550,800","6,375","12,635","3,640","44,160","9,455"
Tennessee's 1st,TN-01,91.8,2.1,3.5,0.7,0.2,1.6,93.2,2.1,2.6,0.7,0.3,1.1,93.2,2.1,2.3,0.5,0.3,1.6,94.8,2.1,1.3,0.5,0.3,1.1,"711,220","653,115","15,015","24,840","5,115","1,765","11,365","566,195","527,660","12,150","14,870","4,000","1,560","5,965","698,495","650,855","14,510","16,410","3,680","1,765","11,280","554,390","525,560","11,670","7,075","2,640","1,560","5,895"
Tennessee's 2nd,TN-02,86.6,6.3,3.8,1.6,0.2,1.6,88.3,5.9,2.9,1.6,0.2,1.1,88.3,6.2,2.6,1.1,0.2,1.6,90.3,5.8,1.6,1.0,0.2,1.1,"726,680","629,130","45,620","27,275","11,340","1,510","11,805","573,420","506,410","33,575","16,865","9,055","1,275","6,250","708,115","625,105","44,135","18,175","7,735","1,495","11,465","556,865","502,730","32,435","8,715","5,750","1,260","5,980"
Tennessee's 3rd,TN-03,82.5,10.7,3.7,1.3,0.2,1.6,84.2,10.3,2.9,1.2,0.3,1.1,83.8,10.8,2.6,0.9,0.2,1.6,85.7,10.4,1.6,0.9,0.3,1.1,"719,835","594,170","77,225","26,420","9,105","1,525","11,380","567,285","477,660","58,435","16,295","7,085","1,445","6,365","705,280","591,220","76,355","18,355","6,490","1,525","11,325","554,160","474,925","57,575","9,125","4,775","1,445","6,310"
Tennessee's 4th,TN-04,81.1,8.4,5.8,1.5,0.2,2.9,83.4,8.2,4.6,1.5,0.3,2.0,83.3,8.5,4.0,1.1,0.2,2.9,86.0,8.3,2.3,1.0,0.2,2.0,"745,635","605,080","62,315","43,600","11,450","1,705","21,485","568,945","474,655","46,565","26,190","8,635","1,470","11,435","722,810","601,785","61,370","28,655","8,140","1,605","21,250","548,310","471,595","45,725","12,820","5,600","1,370","11,200"
Tennessee's 5th,TN-05,60.4,25.0,9.2,3.2,0.3,1.9,64.3,23.7,7.3,3.2,0.3,1.3,63.8,26.3,5.7,1.9,0.3,2.0,68.5,25.1,3.0,1.7,0.3,1.3,"747,390","451,585","186,575","68,705","24,090","2,015","14,420","584,580","375,970","138,535","42,590","18,525","1,635","7,330","691,450","441,030","182,105","39,425","13,250","1,830","13,800","535,780","367,070","134,675","16,330","9,375","1,480","6,850"
Tennessee's 6th,TN-06,89.2,4.2,4.0,0.9,0.3,1.5,90.8,4.0,3.1,0.9,0.3,1.0,90.6,4.2,2.8,0.7,0.3,1.4,92.5,4.0,1.6,0.6,0.3,1.0,"737,895","657,905","31,010","29,530","6,770","1,970","10,715","568,050","515,565","22,820","17,525","5,095","1,460","5,585","722,305","654,250","30,385","20,170","5,065","1,970","10,470","553,990","512,295","22,200","9,120","3,495","1,460","5,420"
Tennessee's 7th,TN-07,81.1,9.8,4.9,2.0,0.3,1.9,82.7,9.7,4.1,2.0,0.3,1.2,82.4,9.9,4.2,1.3,0.3,1.9,84.2,9.9,3.2,1.2,0.3,1.2,"742,790","602,480","72,670","36,440","14,805","2,080","14,320","556,635","460,595","54,170","22,595","10,885","1,520","6,880","727,575","599,175","72,065","30,335","9,805","2,075","14,120","543,675","457,625","53,630","17,575","6,630","1,510","6,705"
Tennessee's 8th,TN-08,73.4,19.8,3.0,2.1,0.2,1.4,75.6,19.0,2.5,1.9,0.2,0.8,74.4,20.1,2.4,1.5,0.2,1.4,76.8,19.3,1.7,1.2,0.2,0.8,"708,570","520,325","140,530","21,485","14,665","1,710","9,860","540,690","408,725","102,775","13,430","10,075","1,305","4,380","695,955","517,790","139,705","16,450","10,480","1,705","9,825","529,630","406,510","102,165","8,995","6,310","1,305","4,350"
Tennessee's 9th,TN-09,24.4,65.5,6.9,1.7,0.1,1.3,28.1,63.6,5.4,1.9,0.1,1.0,25.2,67.9,4.3,1.1,0.1,1.4,29.2,66.4,2.1,1.1,0.1,1.0,"707,990","172,805","463,950","49,045","11,775",910,"9,505","527,280","148,030","335,205","28,355","9,810",685,"5,195","677,410","170,425","460,220","29,250","7,315",905,"9,295","499,810","145,830","332,070","10,520","5,660",675,"5,055"
Texas' 1st,TX-01,62.9,17.5,16.8,1.3,0.3,1.2,66.9,17.4,13.4,1.2,0.3,0.8,66.3,18.5,12.8,0.9,0.3,1.2,71.3,18.5,8.2,0.8,0.4,0.9,"711,850","447,960","124,745","119,710","8,960","2,175","8,305","535,245","358,035","93,240","71,600","6,215","1,820","4,335","672,585","446,025","124,150","86,210","5,800","2,140","8,255","499,610","356,215","92,645","40,910","3,770","1,785","4,290"
Texas' 2nd,TX-02,48.9,10.7,31.2,7.4,0.2,1.7,52.5,10.2,28.0,7.8,0.2,1.2,54.3,11.9,25.7,6.2,0.2,1.8,59.9,11.5,20.6,6.4,0.3,1.4,"758,740","371,005","81,060","236,375","56,275","1,480","12,545","573,470","301,005","58,335","160,740","44,930","1,315","7,160","662,645","359,885","78,645","170,005","40,775","1,435","11,890","486,245","291,085","56,020","100,190","31,050","1,270","6,625"
Texas' 3rd,TX-03,59.3,9.1,14.8,14.3,0.3,2.3,62.0,8.9,13.2,14.1,0.3,1.5,64.7,9.2,12.3,11.0,0.3,2.4,69.2,9.1,9.7,10.0,0.3,1.6,"791,520","469,225","71,780","117,000","113,205","2,395","17,915","578,025","358,270","51,465","76,300","81,440","1,740","8,820","709,045","458,990","65,500","87,120","77,895","2,385","17,155","504,145","348,945","45,960","48,960","50,365","1,730","8,180"
Texas' 4th,TX-04,72.9,10.4,13.0,1.1,0.5,2.0,76.0,10.3,10.6,1.2,0.5,1.4,75.8,10.7,10.1,0.7,0.6,2.1,79.6,10.7,6.9,0.7,0.6,1.5,"721,525","525,960","74,935","94,005","7,990","3,950","14,685","544,755","413,830","55,880","58,015","6,365","2,970","7,695","691,220","523,890","74,195","69,580","4,965","3,950","14,640","517,265","411,955","55,195","35,665","3,830","2,970","7,650"
Texas' 5th,TX-05,53.3,15.0,27.8,2.1,0.4,1.4,58.7,14.8,22.9,2.2,0.4,1.0,59.0,16.2,21.4,1.5,0.4,1.5,66.8,16.2,13.9,1.6,0.5,1.1,"731,795","390,085","110,065","203,675","15,255","2,740","9,985","537,245","315,595","79,430","122,980","11,630","2,150","5,465","655,200","386,710","105,895","140,295","9,985","2,735","9,580","468,325","312,695","75,945","65,000","7,385","2,145","5,150"
Texas' 6th,TX-06,51.2,19.5,22.1,5.0,0.3,2.0,55.5,18.6,19.0,5.2,0.3,1.4,54.6,20.2,18.8,4.1,0.3,2.1,60.1,19.4,14.5,4.2,0.4,1.4,"745,200","381,325","145,650","164,395","36,985","2,205","14,635","549,025","304,445","102,120","104,375","28,685","1,865","7,530","692,060","377,520","139,650","130,080","28,380","2,195","14,230","500,690","300,945","97,050","72,675","21,000","1,855","7,165"
Texas' 7th,TX-07,44.1,12.8,30.5,10.7,0.1,1.7,47.8,12.5,27.2,11.1,0.1,1.4,50.3,13.9,25.1,8.7,0.1,1.8,56.8,14.1,19.0,8.7,0.2,1.3,"753,090","331,955","96,580","230,040","80,465",870,"13,175","559,260","267,135","69,920","152,055","61,830",745,"7,575","618,360","310,945","86,215","155,055","54,065",870,"11,205","439,465","249,650","61,750","83,280","38,200",745,"5,845"
Texas' 8th,TX-08,65.9,8.1,21.5,2.8,0.3,1.5,69.0,8.4,18.5,2.8,0.3,1.1,70.5,8.5,16.7,2.2,0.3,1.7,74.9,9.0,12.4,2.2,0.3,1.2,"782,315","515,200","63,055","168,045","21,640","2,250","12,120","582,805","401,900","48,690","107,630","16,495","1,530","6,555","719,700","507,700","61,505","120,280","16,015","2,240","11,950","527,680","395,305","47,400","65,600","11,420","1,520","6,435"
Texas' 9th,TX-09,11.4,37.2,38.5,11.5,0.1,1.2,13.5,37.5,35.0,12.8,0.2,0.9,13.2,44.6,31.1,9.6,0.2,1.3,16.9,47.7,23.2,11.0,0.2,1.0,"762,610","86,575","284,055","293,935","88,035","1,035","8,975","557,615","75,445","209,260","195,215","71,605",880,"5,210","599,815","79,140","267,685","186,660","57,675","1,030","7,630","409,080","69,160","195,105","94,810","44,945",875,"4,185"
Texas' 10th,TX-10,55.1,10.4,27.4,5.3,0.2,1.7,58.9,10.2,24.2,5.3,0.2,1.2,60.0,11.1,22.6,4.3,0.2,1.8,65.6,11.2,17.7,4.0,0.2,1.3,"783,310","431,655","81,220","214,315","41,670","1,180","13,275","581,100","342,475","59,425","140,380","30,900","1,010","6,910","705,310","423,390","78,325","159,515","30,115","1,160","12,805","511,630","335,610","57,210","90,790","20,520",995,"6,505"
Texas' 11th,TX-11,57.0,3.6,37.0,1.0,0.3,1.1,61.6,3.6,32.7,1.0,0.3,0.9,60.3,3.6,33.9,0.7,0.3,1.2,65.9,3.7,28.4,0.7,0.3,1.0,"744,590","424,735","26,735","275,265","7,325","2,010","8,515","556,475","342,625","20,070","181,750","5,305","1,690","5,030","701,785","423,005","25,305","237,925","5,125","1,985","8,440","517,260","341,045","19,030","147,085","3,475","1,670","4,950"
Texas' 12th,TX-12,63.4,8.3,22.7,3.5,0.3,1.9,67.6,8.0,19.1,3.6,0.4,1.3,67.0,8.6,19.5,2.6,0.4,1.9,72.4,8.4,14.8,2.7,0.4,1.3,"758,405","480,615","62,750","171,800","26,420","2,585","14,225","566,255","382,890","45,390","107,955","20,520","2,145","7,350","710,775","476,250","60,910","138,390","18,805","2,575","13,850","523,345","379,015","43,945","77,305","13,925","2,135","7,015"
Texas' 13th,TX-13,64.4,5.2,26.0,2.1,0.5,1.8,68.6,5.4,22.2,2.0,0.5,1.3,68.4,5.2,22.6,1.3,0.5,1.9,73.8,5.5,17.5,1.3,0.6,1.3,"707,120","455,625","36,475","183,810","14,725","3,450","13,035","529,180","363,205","28,440","117,450","10,650","2,775","6,650","661,255","452,515","34,470","149,515","8,550","3,425","12,785","488,195","360,475","26,725","85,645","6,110","2,755","6,480"
Texas' 14th,TX-14,51.9,19.7,23.8,3.1,0.3,1.3,55.2,19.3,21.1,3.2,0.3,1.0,54.7,20.9,20.2,2.5,0.3,1.4,59.0,20.9,16.4,2.4,0.3,1.0,"726,920","377,000","142,950","172,730","22,495","2,060","9,680","549,000","302,920","106,195","115,630","17,405","1,585","5,260","679,340","371,695","141,845","137,480","16,695","2,035","9,585","505,225","298,010","105,365","82,970","12,150","1,560","5,165"
Texas' 15th,TX-15,15.6,1.6,81.2,1.1,0.1,0.4,18.3,1.9,78.1,1.3,0.1,0.3,18.4,1.9,78.1,1.0,0.1,0.4,23.1,2.4,72.8,1.2,0.2,0.4,"753,130","117,280","12,315","611,330","8,560",815,"2,825","514,100","94,000","9,835","401,530","6,465",695,"1,580","629,555","115,910","11,910","491,605","6,510",815,"2,805","401,210","92,680","9,545","292,030","4,705",695,"1,560"
Texas' 16th,TX-16,14.3,3.5,79.7,1.3,0.2,0.9,16.1,3.6,77.8,1.5,0.3,0.7,16.2,3.9,77.6,1.1,0.3,0.9,19.0,4.3,74.4,1.2,0.3,0.8,"732,020","105,040","25,360","583,605","9,850","1,775","6,385","528,440","85,080","18,985","411,295","7,830","1,395","3,850","632,990","102,240","24,920","491,020","7,030","1,775","6,010","436,290","82,760","18,635","324,675","5,335","1,395","3,500"
Texas' 17th,TX-17,55.9,12.9,24.6,4.7,0.2,1.7,60.1,12.4,21.2,4.9,0.2,1.3,60.2,13.7,21.2,3.0,0.2,1.8,65.6,13.3,16.6,2.9,0.2,1.4,"738,775","413,305","95,290","181,945","34,680","1,360","12,195","567,660","341,320","70,125","120,120","27,605","1,125","7,360","679,545","408,785","93,315","144,005","20,115","1,360","11,965","513,655","337,165","68,305","85,100","14,795","1,125","7,165"
Texas' 18th,TX-18,16.6,37.5,41.2,3.7,0.1,0.9,19.8,37.9,37.0,4.3,0.1,0.9,18.8,43.7,33.0,3.3,0.1,1.1,23.6,46.4,25.0,3.9,0.1,1.0,"749,985","124,460","280,960","308,775","27,830",860,"7,100","547,340","108,440","207,335","202,445","23,705",540,"4,875","637,240","119,885","278,435","210,390","20,880",860,"6,795","441,980","104,295","205,085","110,300","17,190",540,"4,570"
Texas' 19th,TX-19,55.0,5.9,36.0,1.4,0.3,1.4,59.2,5.8,32.0,1.6,0.4,1.1,57.5,6.0,33.8,0.9,0.4,1.4,62.5,6.0,29.0,1.0,0.4,1.1,"718,945","395,685","42,200","258,470","10,165","2,485","9,940","540,465","319,915","31,460","172,965","8,425","1,925","5,775","681,915","391,965","40,800","230,495","6,400","2,485","9,770","506,685","316,720","30,275","147,145","4,965","1,925","5,655"
Texas' 20th,TX-20,21.7,5.0,68.9,3.2,0.1,1.1,24.5,5.2,65.8,3.4,0.1,0.9,23.2,5.2,68.1,2.1,0.1,1.2,26.7,5.6,64.3,2.2,0.2,1.0,"762,155","165,675","37,990","525,140","24,065","1,000","8,295","562,795","137,670","29,545","370,545","19,130",790,"5,120","690,435","160,165","36,030","470,495","14,790",990,"7,970","496,925","132,805","27,945","319,670","10,930",780,"4,800"
Texas' 21st,TX-21,62.8,3.3,28.5,3.4,0.2,1.9,66.3,3.2,25.3,3.6,0.2,1.4,65.6,3.4,26.7,2.2,0.2,2.0,69.6,3.3,23.1,2.3,0.2,1.4,"762,035","478,405","24,935","217,135","25,665","1,340","14,550","605,915","401,505","19,620","153,400","21,655","1,205","8,530","720,115","472,195","24,140","192,075","16,125","1,335","14,240","568,005","395,590","18,985","131,110","12,885","1,200","8,235"
Texas' 22nd,TX-22,42.1,13.3,25.0,17.7,0.2,1.7,44.5,13.3,22.8,18.0,0.2,1.2,45.9,14.3,22.7,15.0,0.2,1.8,49.7,14.5,19.5,14.7,0.3,1.3,"814,295","342,790","108,555","203,235","144,335","1,660","13,725","585,695","260,350","78,090","133,720","105,280","1,280","6,975","722,835","331,980","103,445","163,755","108,650","1,640","13,370","506,805","251,815","73,705","98,885","74,485","1,280","6,630"
Texas' 23rd,TX-23,24.9,3.2,69.4,1.4,0.4,0.9,27.7,3.3,66.5,1.4,0.3,0.7,27.6,3.5,66.5,1.1,0.4,0.9,31.8,3.8,62.0,1.2,0.4,0.8,"741,365","184,475","23,425","514,275","10,265","2,595","6,330","528,160","146,435","17,685","350,985","7,620","1,770","3,665","662,600","182,570","23,030","440,760","7,520","2,595","6,135","454,290","144,690","17,295","281,735","5,235","1,770","3,565"
Texas' 24th,TX-24,49.9,10.9,23.8,13.1,0.3,2.2,53.5,10.8,20.9,12.8,0.2,1.7,57.1,11.5,19.2,9.5,0.3,2.4,63.3,11.6,14.5,8.4,0.3,1.8,"759,715","378,805","82,465","180,515","99,265","1,945","16,725","578,625","309,850","62,620","121,145","73,970","1,415","9,630","650,200","371,545","74,535","124,865","61,570","1,945","15,745","479,310","303,430","55,475","69,720","40,465","1,415","8,810"
Texas' 25th,TX-25,68.7,6.8,18.7,3.1,0.3,2.4,71.7,6.9,16.2,3.1,0.3,1.7,71.1,7.0,16.6,2.4,0.4,2.5,74.9,7.1,13.5,2.3,0.3,1.8,"746,615","513,180","50,765","139,305","22,850","2,570","17,940","562,170","403,155","38,665","91,315","17,525","1,850","9,660","712,800","506,890","50,020","118,285","17,270","2,555","17,775","530,765","397,330","37,940","71,890","12,260","1,830","9,510"
Texas' 26th,TX-26,66.0,7.3,18.0,5.8,0.3,2.7,69.0,7.3,15.9,5.8,0.3,1.7,70.0,7.4,15.2,4.2,0.3,2.8,74.4,7.5,12.0,3.9,0.4,1.8,"796,180","525,345","57,930","143,550","45,800","2,350","21,210","576,245","397,330","42,130","91,400","33,555","1,855","9,980","739,340","517,905","54,450","112,660","31,130","2,350","20,845","525,300","390,765","39,605","63,125","20,275","1,855","9,675"
Texas' 27th,TX-27,40.6,5.0,51.6,1.5,0.2,1.0,44.6,5.1,47.7,1.6,0.2,0.8,42.5,5.2,49.9,1.1,0.2,1.0,47.3,5.4,45.2,1.1,0.2,0.8,"726,805","295,110","36,385","375,385","11,245","1,390","7,295","542,840","241,900","27,780","258,965","8,880","1,185","4,140","687,705","292,375","35,760","343,495","7,555","1,390","7,135","506,810","239,605","27,305","229,105","5,640","1,185","3,970"
Texas' 28th,TX-28,16.8,3.9,77.4,0.8,0.1,0.9,19.9,4.3,73.9,1.0,0.1,0.7,19.6,4.6,74.1,0.7,0.2,1.0,24.5,5.3,68.3,0.8,0.2,0.9,"735,440","123,760","28,745","569,340","6,250",945,"6,390","504,740","100,425","21,800","373,225","5,090",685,"3,505","624,435","122,135","28,445","462,435","4,145",940,"6,330","403,040","98,865","21,560","275,235","3,240",680,"3,455"
Texas' 29th,TX-29,10.2,10.4,77.1,1.7,0.2,0.5,12.7,11.0,73.8,2.0,0.2,0.4,13.3,13.6,70.6,1.7,0.2,0.6,18.7,16.1,62.3,2.1,0.3,0.5,"729,880","74,400","75,760","562,765","12,175","1,240","3,545","501,735","63,515","55,005","370,430","9,825",980,"1,980","552,055","73,675","74,895","389,815","9,110","1,240","3,320","336,500","62,790","54,245","209,725","7,000",980,"1,760"
Texas' 30th,TX-30,15.6,43.5,37.8,1.9,0.1,1.2,19.4,44.7,32.7,2.1,0.1,1.0,17.5,49.4,30.0,1.7,0.1,1.3,22.6,52.8,21.4,1.9,0.2,1.1,"745,785","116,155","324,410","281,705","13,960",900,"8,655","535,795","104,040","239,555","175,030","11,235",775,"5,165","652,185","113,925","321,980","195,700","11,115",890,"8,575","449,920","101,875","237,410","96,145","8,635",765,"5,090"
Texas' 31st,TX-31,57.7,10.9,23.6,4.8,0.2,2.8,61.2,10.7,21.0,4.8,0.3,1.9,60.4,11.3,21.6,3.6,0.3,2.9,64.8,11.2,18.3,3.4,0.3,2.0,"782,480","451,605","85,305","184,550","37,560","1,895","21,565","570,885","349,425","61,350","120,075","27,635","1,590","10,810","739,530","446,680","83,215","159,940","26,470","1,895","21,330","531,830","344,845","59,495","97,475","17,855","1,590","10,570"
Texas' 32nd,TX-32,50.2,12.8,26.3,8.2,0.2,2.4,55.1,12.2,22.3,8.4,0.2,1.8,56.5,13.4,20.4,6.7,0.2,2.6,63.8,13.0,14.2,6.7,0.2,2.0,"742,055","372,185","94,730","195,290","60,725","1,455","17,670","563,430","310,330","68,600","125,685","47,355","1,185","10,270","646,990","365,790","87,015","132,135","43,575","1,455","17,025","477,325","304,460","61,980","67,805","32,135","1,185","9,755"
Texas' 33rd,TX-33,15.6,15.8,65.5,2.2,0.1,0.8,18.0,16.6,62.1,2.5,0.2,0.6,20.6,20.5,55.7,2.0,0.2,1.0,27.0,24.4,44.9,2.5,0.3,0.9,"719,960","111,985","113,595","471,820","15,980",980,"5,600","492,110","88,510","81,640","305,460","12,545",865,"3,085","532,215","109,765","109,015","296,325","10,700",975,"5,430","320,165","86,600","78,160","143,610","7,950",865,"2,980"
Texas' 34th,TX-34,14.2,1.2,83.7,0.6,0.1,0.2,17.0,1.4,80.5,0.7,0.1,0.2,16.1,1.3,81.8,0.4,0.1,0.2,20.4,1.7,77.1,0.5,0.1,0.2,"718,320","101,665","8,675","601,510","4,450",665,"1,360","502,535","85,575","7,130","404,765","3,600",580,884,"618,805","99,560","8,340","506,395","2,735",560,"1,215","410,070","83,555","6,810","316,335","2,075",480,814
Texas' 35th,TX-35,25.8,9.0,62.3,1.5,0.1,1.4,29.6,9.3,58.2,1.7,0.2,1.1,28.8,10.0,58.4,1.1,0.2,1.6,34.2,10.6,52.4,1.3,0.2,1.2,"777,260","200,185","69,940","483,885","11,395","1,065","10,795","571,195","169,080","52,920","332,295","9,800",990,"6,115","684,075","197,120","68,300","399,375","7,600","1,055","10,635","485,480","166,145","51,525","254,490","6,355",980,"5,990"
Texas' 36th,TX-36,62.8,8.9,24.1,2.3,0.3,1.6,66.4,8.9,20.9,2.3,0.3,1.2,66.8,9.3,20.2,1.7,0.3,1.6,71.6,9.5,15.6,1.7,0.4,1.2,"724,245","455,120","64,665","174,510","16,385","2,170","11,390","541,640","359,605","48,230","113,085","12,665","1,780","6,265","675,240","451,165","63,125","136,105","11,680","2,140","11,035","497,110","356,105","46,990","77,705","8,650","1,750","5,915"
Utah's 1st,UT-01,82.0,1.0,12.4,1.9,0.9,1.9,83.8,1.0,10.9,2.2,0.9,1.3,84.5,0.9,10.3,1.5,0.9,1.9,87.3,0.9,7.9,1.6,0.9,1.3,"730,390","598,700","7,105","90,750","13,690","6,580","13,575","499,590","418,650","4,955","54,350","10,810","4,520","6,310","704,790","595,430","6,455","72,640","10,225","6,580","13,465","476,185","415,605","4,510","37,620","7,725","4,520","6,205"
Utah's 2nd,UT-02,77.3,1.2,15.1,3.8,0.9,1.8,79.6,1.0,13.2,4.0,0.9,1.2,81.8,1.0,11.6,2.8,0.9,1.8,85.7,0.9,8.4,2.7,0.9,1.3,"727,560","562,605","8,375","109,885","27,465","6,440","12,785","522,140","415,835","5,330","68,960","20,855","4,635","6,525","680,315","556,800","6,770","79,145","18,930","6,275","12,395","478,955","410,605","4,180","40,375","13,145","4,470","6,185"
Utah's 3rd,UT-03,83.1,0.5,10.4,2.5,1.3,2.2,84.9,0.5,9.1,2.6,1.3,1.6,86.0,0.5,8.0,1.9,1.4,2.2,88.8,0.5,5.9,1.9,1.4,1.6,"732,870","608,845","3,955","76,210","18,175","9,855","15,830","504,225","427,890","2,620","45,720","13,175","6,790","8,025","701,610","603,235","3,455","56,325","13,365","9,835","15,395","476,230","422,880","2,200","27,925","8,820","6,770","7,635"
Utah's 4th,UT-04,75.7,1.5,16.0,4.3,0.6,2.0,77.9,1.3,14.3,4.6,0.7,1.1,80.3,1.4,12.4,3.2,0.7,2.1,84.4,1.2,9.2,3.3,0.7,1.2,"757,605","573,255","11,200","121,070","32,420","4,665","14,990","517,275","403,100","6,960","74,155","23,855","3,405","5,800","707,300","567,905","9,630","87,725","22,675","4,645","14,715","472,130","398,405","5,780","43,495","15,420","3,380","5,645"
Vermont's At-Large,VT-AL,93.5,1.1,1.7,1.5,0.3,1.8,94.4,1.0,1.6,1.5,0.3,1.3,94.5,1.0,1.6,0.9,0.3,1.8,95.4,0.8,1.4,0.9,0.3,1.3,"626,250","585,730","7,115","10,900","9,605","1,815","11,085","504,560","476,230","4,845","7,865","7,655","1,515","6,440","613,910","580,025","5,840","9,695","5,685","1,815","10,850","493,535","470,765","3,930","6,720","4,330","1,515","6,270"
Virginia's 1st,VA-01,68.5,16.2,8.8,3.1,0.4,3.1,70.8,16.3,7.6,3.1,0.4,1.9,70.5,16.5,7.0,2.5,0.4,3.1,73.3,16.7,5.3,2.4,0.4,1.9,"767,680","525,570","124,350","67,680","23,630","2,750","23,695","581,285","411,300","94,760","44,310","17,910","2,230","10,775","738,925","520,645","122,235","51,615","18,715","2,690","23,020","554,970","406,810","92,890","29,275","13,495","2,170","10,330"
Virginia's 2nd,VA-02,63.8,19.6,7.5,5.4,0.3,3.5,66.3,18.9,6.6,5.6,0.3,2.3,65.2,20.0,6.6,4.3,0.3,3.6,68.0,19.3,5.5,4.4,0.3,2.4,"739,005","471,170","144,790","55,330","39,810","1,920","25,980","577,260","382,435","109,140","38,285","32,290","1,635","13,480","712,635","464,695","142,470","47,040","30,865","1,920","25,650","553,525","376,670","107,035","30,470","24,545","1,635","13,170"
Virginia's 3rd,VA-03,42.5,45.7,5.9,2.6,0.3,3.0,45.5,44.2,5.1,2.8,0.3,2.1,43.1,46.5,5.0,2.1,0.3,3.0,46.3,45.1,4.0,2.2,0.3,2.1,"738,465","313,875","337,135","43,440","19,545","2,115","22,345","568,855","258,975","251,430","28,790","16,135","1,720","11,810","719,895","310,105","334,775","36,210","14,980","2,095","21,725","552,090","255,535","249,255","22,175","11,955","1,705","11,455"
Virginia's 4th,VA-04,49.1,41.3,5.0,1.9,0.3,2.5,51.1,40.5,4.3,2.0,0.3,1.8,49.9,42.1,3.7,1.5,0.3,2.6,52.1,41.5,2.8,1.6,0.3,1.8,"754,070","370,360","311,070","37,470","14,040","2,015","19,105","593,690","303,550","240,380","25,745","11,825","1,795","10,395","734,400","366,620","309,120","26,860","10,945","2,015","18,835","575,525","300,075","238,630","15,880","9,015","1,795","10,130"
Virginia's 5th,VA-05,72.9,19.8,3.5,1.7,0.2,2.0,74.4,19.7,2.8,1.8,0.2,1.2,74.2,20.2,2.5,1.0,0.2,2.0,75.9,20.1,1.6,1.0,0.2,1.2,"731,805","533,485","145,110","25,360","12,405","1,135","14,305","582,865","433,870","114,695","16,110","10,265",940,"6,995","713,215","528,925","144,065","17,555","7,410","1,115","14,145","565,810","429,595","113,780","8,915","5,775",915,"6,835"
Virginia's 6th,VA-06,80.4,10.7,4.9,1.9,0.2,1.9,82.4,10.2,4.1,1.8,0.2,1.2,82.6,10.6,3.4,1.2,0.2,2.0,84.9,10.2,2.4,1.1,0.2,1.2,"744,505","598,930","79,460","36,530","14,070","1,180","14,335","592,530","488,500","60,520","24,405","10,960",925,"7,220","719,490","594,550","76,600","24,760","8,395","1,145","14,040","570,580","484,590","58,095","13,630","6,390",915,"6,960"
Virginia's 7th,VA-07,68.0,17.6,6.8,4.9,0.2,2.4,70.0,17.6,5.7,4.8,0.2,1.6,70.6,18.2,5.1,3.4,0.2,2.5,73.2,18.4,3.5,3.0,0.2,1.6,"762,525","518,440","134,250","51,840","37,660","1,670","18,665","579,950","406,180","102,065","33,240","28,055","1,285","9,130","725,995","512,815","132,450","36,710","24,435","1,670","17,915","547,585","401,100","100,595","19,435","16,590","1,285","8,580"
Virginia's 8th,VA-08,52.5,13.6,19.0,11.6,0.2,3.0,54.8,13.4,17.4,12.1,0.1,2.2,59.9,13.7,13.3,9.6,0.2,3.3,64.1,13.6,10.0,9.8,0.2,2.4,"778,375","408,900","106,085","148,065","90,510","1,300","23,520","615,305","337,025","82,350","107,005","74,685",890,"13,355","655,370","392,280","90,065","87,060","62,875","1,275","21,815","503,720","322,665","68,305","50,595","49,425",870,"11,855"
Virginia's 9th,VA-09,89.8,5.4,2.2,1.3,0.1,1.2,90.5,5.4,1.8,1.3,0.1,0.8,90.9,5.4,1.6,0.9,0.1,1.1,91.8,5.4,1.1,0.8,0.1,0.8,"717,480","644,430","38,765","15,690","9,435",805,"8,350","582,125","526,725","31,370","10,615","7,730",755,"4,930","705,650","641,725","37,890","11,175","6,090",805,"7,960","571,125","524,250","30,625","6,450","4,470",755,"4,575"
