ID,Label,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,776268,520237,93429,115838,25141,25598,1063,601559,420268,65811,81105,18342,17914,732,343132,89391,237765,305802,84878,213892,0,0,0
2,2,776317,209995,67228,473236,24832,11832,904,600203,179129,47041,352018,19606,9069,665,331926,247624,73825,289896,213639,70031,0,0,0
3,3,776275,500016,41065,205820,16752,13683,921,586488,392996,27487,144434,11908,9868,629,339064,99497,227860,298996,84941,207416,0,0,0
4,4,776333,432275,35242,277767,12247,20484,1608,591095,343535,24043,199907,8679,15045,1026,341236,126163,205736,296668,106472,185294,0,0,0
5,5,776277,449630,29500,272728,10140,15683,874,597389,360144,21569,196617,7734,11631,581,338926,116424,214143,300216,100537,194395,0,0,0
6,6,776287,484549,56085,197730,22724,15848,730,593814,386038,37711,141688,16678,11378,527,334748,101055,219309,304101,97014,200766,0,0,0
