ID,Label,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,736715,546627,93218,64057,20156,15646,943,575451,450243,58924,40818,13998,11123,639,349322,159094,168403,337615,162980,166664
2,2,736715,584393,50590,42981,44835,12604,996,584519,479314,33115,27220,33675,9112,694,396685,260100,110866,390831,272306,110189
3,3,736716,656744,24625,15494,21362,14639,967,580338,527806,15418,9555,13943,10156,629,364731,161639,177898,342961,167657,166418
4,4,736714,302220,131084,257757,42833,17100,1089,558133,262604,85665,175603,28994,11897,807,336288,242162,74928,316232,232873,76445
5,5,736715,632824,43682,18972,27029,10984,811,578845,511486,27348,11254,17935,7616,523,413939,137813,249369,403985,140474,255316
6,6,736714,634407,39816,23261,23307,13245,829,582819,515953,24727,14826,15052,9432,551,376041,143139,206859,356969,146490,201995
7,7,736715,659572,18899,10351,15613,27711,1012,580264,530575,11269,5786,9652,18781,604,375094,138573,214567,353661,144324,201563
8,8,736714,617231,45376,19870,21210,32643,823,571931,496245,27603,11251,13391,21634,549,364050,140016,202394,348946,145222,195983
