ID,Label,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,705832,321344,288643,29771,29953,56141,2555,564033,278556,212166,20639,22125,40712,1748,309924,146886,122247,321512,174841,133746
2,2,705846,207762,423032,22640,13380,58605,1961,534358,177682,299999,15151,9810,42357,1383,225412,107186,93613,232053,121272,102644
3,3,705844,243846,299136,15998,12664,148869,1496,540598,207824,214599,10632,9287,105408,1073,262983,131162,103807,267058,147264,111475
