ID,Label,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,740319,478666,28356,211581,9993,11778,711,570086,381596,17747,154218,7178,8903,476,301502,96616,198299,230992,80876,147524
2,2,740319,235188,16923,477741,5786,8335,546,571715,196358,11932,355293,4341,6097,352,324055,201803,117922,243901,155585,86487
3,3,740320,438840,20969,253094,11518,16845,619,568068,350071,13512,184901,8337,11501,432,317517,111864,199550,246767,94604,149752
4,4,740321,486383,38972,181197,17634,16771,1359,567730,387426,25446,128668,12861,12580,954,266283,74848,184943,204682,64870,137104
