ID,Label,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,721714,392965,200616,77809,39732,25596,2965,586410,344786,143369,56656,30722,19566,2094,334973,246634,63455,346104,264460,69088
2,2,721720,549122,102698,13401,36784,18133,2015,585162,460289,71618,9482,27833,13527,1473,399225,242986,121475,401204,260801,123406
3,3,721730,481577,185799,13113,11622,37956,2216,568559,398631,129506,8454,8141,27593,1465,357266,139358,189660,358925,155496,188935
4,4,721794,546832,98457,20558,36567,20619,2458,543496,426412,64267,13378,24379,14500,1569,365046,117337,217525,379329,136284,228600
5,5,721714,473462,129138,63028,39114,27477,6690,551904,381336,85324,42273,27175,19232,4209,314303,107229,175679,318474,123774,178557
6,6,721681,402940,159402,91318,56338,23163,3890,553634,331034,107508,63003,40606,16756,2651,332723,173994,130081,336713,189090,133988
7,7,721697,540488,109182,16964,32417,24720,2020,584413,452432,77677,11945,23725,18627,1353,394772,185568,173918,404677,209427,177373
8,8,721664,373277,278098,21988,33210,30123,2460,535998,300744,184927,13910,23257,21423,1536,281939,125764,130691,289321,139717,135972
