ID,Label,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,713311,587883,51121,34801,25845,11506,1278,549351,470076,31285,20105,17666,7832,822,357115,137508,186985,338821,152809,168518
2,2,713312,536985,54131,56813,48872,14352,1182,535271,422973,34031,32860,33070,9432,765,368772,165768,169685,363995,183075,161560
3,3,713311,509159,37414,80728,72348,12278,968,549165,416013,23791,49858,48773,8405,638,387267,197818,155180,383063,213113,151188
4,4,713312,443863,52740,95983,108161,16493,1326,549351,372953,34272,60639,70316,11373,893,361958,221276,108507,352307,228461,104518
5,5,713312,427555,72377,142909,54149,22548,1249,571885,373926,48922,94621,40674,16034,906,363290,266202,65575,359413,276424,63396
6,6,713312,599561,26489,41293,28577,12815,917,528178,458504,16060,22856,18453,8485,596,361787,122297,207900,350301,137941,193732
7,7,713312,628503,37738,16383,9584,18421,1514,544716,493732,22080,8837,5994,11372,890,364232,106539,230288,339981,119846,205804
8,8,713312,620371,13630,14736,10168,49238,953,561116,500876,8326,9010,6585,31414,581,380392,150308,198831,366105,164717,183107
