ID,Label,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,706209,462669,105954,24784,87668,24160,6827,565011,389985,71727,17100,65067,18199,4655,333070,202099,93579,364978,238623,108810
2,2,706209,532626,102458,10477,15049,41556,4923,558745,440143,66105,6633,10567,30130,3214,323892,101332,191223,351586,125927,209664
3,3,706209,455231,99967,54453,69838,27327,8651,562802,382318,67601,37804,52847,20395,5913,329908,219816,77122,359992,253935,89930
4,4,706208,558236,62629,14067,30355,35968,5045,581229,472942,42694,9405,23617,26796,3447,353364,171251,143081,380132,202986,157962
5,5,706209,556406,71089,13615,33808,25491,4788,557469,454237,46428,8538,23974,18687,3156,351454,161179,151130,391453,198184,174673
6,6,706212,470990,146660,17296,38578,31224,9475,545396,386650,94839,10975,27713,22524,6134,308344,146059,125501,338926,177659,143999
