ID,Label,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,717754,455278,27196,196827,14541,23350,1024,557535,367960,18014,142777,10292,17316,670,301237,101839,189526,270155,104393,163191,0,0,0
2,2,717755,426142,31708,228648,17621,15742,1253,557677,345900,19933,167971,12736,11706,834,299195,96668,193978,265137,97419,165661,0,0,0
3,3,717754,473307,26849,187284,15589,15474,1133,564281,382226,17334,141011,11793,11895,729,285575,88876,187604,254931,89794,162977,0,0,0
4,4,717754,573666,53874,59655,6525,26440,822,556133,458324,31463,42819,4571,19581,506,298177,53761,235439,263243,58855,202306,0,0,0
5,5,717754,491054,47307,136782,20008,24446,1578,561187,397809,29646,101339,14172,18333,996,297866,91722,189922,279030,105811,168839,0,0,0
6,6,717754,491446,46872,145897,17669,15967,848,552286,393028,29711,104551,12615,11937,579,321992,91781,215098,297026,108064,184816,0,0,0
7,7,717754,260458,30241,409643,10824,9611,821,568067,219297,20755,313904,8730,7346,576,319782,204960,107062,285999,194554,89580,0,0,0
