ID,Label,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep
0,Un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,731203,498807,59591,137077,20720,15289,1603,570538,405889,38918,99209,14413,10965,1048,296870,118151,161864,310262,132131,172675
2,2,731203,446768,51434,198945,21602,16743,1489,563028,360714,33556,142949,15340,12326,1039,312682,121650,175272,311092,130786,174743
3,3,731204,524457,42512,137366,11378,15656,890,577297,427484,27422,101520,8411,11995,575,296781,86418,198613,291872,88660,198613
4,4,731204,468620,77653,148194,24037,15395,1218,565412,379099,50888,107592,17341,11342,780,289240,102317,171333,288566,109701,173235
5,5,731204,468920,39825,188617,18837,16711,1042,562685,374151,25482,138774,12693,11840,681,302020,114383,175665,302318,121084,176405
6,6,731204,304061,45619,358538,15872,12507,1473,586760,261421,31196,275133,12439,9509,1030,305478,195181,98548,291706,189704,98062
7,7,731203,466919,36204,201791,11220,15810,1022,588740,395217,23662,149479,8195,11752,693,299956,117273,174094,300403,120932,176079
